"0,017056	-0,004178	-0,159103"
"-0,002591	-0,001117	-0,164786"
"-0,005398	-0,002186	-0,163337"
"0,014249	0,000049	-0,163449"
"0,003239	-0,001652	-0,164674"
"0,001511	0,003546	-0,154312"
"0,010147	-0,004469	-0,165231"
"-0,014249	-0,002477	-0,154201"
"-0,006909	-0,002429	-0,156207"
"-0,002375	-0,001895	-0,162892"
"-0,002807	0,000243	-0,163114"
"-0,005182	0,002186	-0,159772"
"0,006261	-0,001652	-0,160106"
"0,011875	-0,005392	-0,165900"
"0,005829	-0,002575	-0,157655"
"0,001943	-0,002623	-0,159995"
"0,023317	-0,001457	-0,153533"
"-0,002375	-0,005878	-0,166345"
"0,012306	0,001700	-0,157209"
"0,018136	-0,002963	-0,167237"
"0,010147	-0,000583	-0,154535"
"0,023317	-0,000291	-0,164340"
"0,024829	0,003158	-0,163783"
"0,004966	-0,001117	-0,155538"
"0,022670	0,000632	-0,154758"
"0,020727	-0,001214	-0,163449"
"0,013170	-0,003740	-0,164451"
"-0,000864	-0,002769	-0,174145"
"-0,001943	0,001312	-0,163894"
"0,022022	-0,002623	-0,157989"
"0,009500	-0,001652	-0,154312"
"0,012090	-0,004566	-0,157209"
"0,005829	-0,002866	-0,158769"
"0,028931	-0,002769	-0,152530"
"0,016408	-0,002429	-0,168685"
"0,019215	-0,004421	-0,150859"
"0,003670	-0,000486	-0,164006"
"0,025692	0,000146	-0,158769"
"0,013818	-0,002575	-0,162892"
"0,003454	0,000340	-0,158435"
"0,022886	0,000923	-0,162000"
"0,020511	-0,003352	-0,162557"
"0,007341	0,000097	-0,157432"
"-0,012306	-0,003255	-0,161109"
"0,028283	-0,000340	-0,159438"
"0,010363	0,002040	-0,164117"
"-0,001727	0,000632	-0,155761"
"0,011011	-0,000583	-0,158769"
"0,003023	0,000243	-0,159995"
"0,024397	-0,001457	-0,159549"
"0,202731	-0,000340	-0,162780"
"1,164571	-0,001749	-0,162669"
"2,798512	-0,002429	-0,169019"
"4,352785	0,001652	-0,160329"
"5,748155	-0,004469	-0,153310"
"6,778868	0,003546	-0,156429"
"7,424845	-0,003400	-0,171805"
"7,696664	-0,001797	-0,157432"
"7,672699	-0,002332	-0,169131"
"7,323803	0,000534	-0,179938"
"6,827662	-0,002089	0,167237"
"6,252069	-0,001263	1,504240"
"5,664602	-0,001166	3,307969"
"5,097429	-0,000632	4,840063"
"4,618992	0,002477	5,986432"
"4,178985	-0,000389	6,531595"
"3,789931	-0,002575	6,495942"
"3,459602	-0,005392	6,199796"
"3,162306	0,000583	5,601709"
"2,931292	-0,003838	4,818671"
"2,678687	-0,002235	4,061816"
"2,441627	-0,003449	3,586288"
"2,205216	-0,001992	3,326353"
"1,952611	0,001797	3,149534"
"1,661360	-0,001943	2,863972"
"1,364712	-0,000534	2,575068"
