force,acc1
0.014465,0.003699
-0.005829,0.003255
-0.003023,0.004192
-0.015113,0.003206
-0.017488,0.001529
0.00475,0.000937
0.004534,0.004192
-0.009068,-0.000542
-0.004318,0.0036
0.004318,0.002712
0.002591,-0.000345
0.002159,0.004981
0.002591,0.005228
0.006693,0.003008
-0.010579,0.00286
-0.019431,-0.000986
-0.000864,0.004734
0.001511,0.000888
-0.00475,0.001134
0.001511,0.001332
-0.016408,0.003354
-0.01209,-0.00143
0.010363,0.006461
-0.002591,0.003107
-0.007341,0.003748
-0.007772,-0.000247
-0.018783,0.002515
0.002591,0.000789
0.022886,0.00143
0.003239,0.002318
-0.008204,0.003699
-0.004318,0.001036
-0.018783,-0.003008
0.00475,0.001825
0.012306,0.00069
-0.003023,0.004192
0.005829,-0.00503
0.011011,0.003847
-0.014681,-0.008483
-0.007557,0.011244
0.000648,-0.005967
0.005182,0.012428
-0.016624,-0.008877
0.002159,0.018691
0.001295,-0.015288
-0.004318,0.024363
-0.002159,-0.023574
0.020727,0.034374
-0.012522,-0.033141
0.051385,0.051488
0.391861,-0.05351
0.997896,0.093013
1.711881,-0.120483
2.341449,0.253788
2.877748,-0.827647
3.316891,-0.492929
3.635993,4.152488
3.845417,6.263329
3.982731,2.048454
4.011014,-5.249261
3.946459,-10.142302
3.828361,-10.907562
3.626494,-10.298984
3.404331,-9.47252
3.141363,-5.000898
2.901713,3.379485
2.668324,12.07338
2.471854,18.239947
2.321802,19.254163
2.200682,15.058423
2.10698,8.072987
2.032926,5.15398
1.95844,9.721327
1.851353,16.968196
1.767584,19.79128
1.686837,17.205117
1.571977,11.965128
1.434016,6.075626
1.305771,4.153031
1.175798,5.901042
1.003293,8.026234
0.820641,9.220902
0.632159,9.388384
0.47196,8.752385
0.357101,6.283253
0.225617,2.434709
0.153938,-0.674911
0.044044,-1.589899
-0.001295,-2.506614
-0.07794,-5.8824
-0.106439,-11.13462
-0.145302,-16.895157
-0.129109,-19.983273
-0.091542,-20.032098
-0.074054,-16.217484
-0.076645,-10.10556
-0.057214,-4.059179
-0.081611,0.635407
-0.082258,4.131824
-0.062395,7.491533
-0.029794,9.261441
-0.017272,6.663491
-0.001511,-0.141245
-0.003886,-5.493531
0.013818,-7.396202
0.028931,-9.047058
0.026772,-9.958989
0.031737,-8.305815
0.031522,-3.895692
0.055487,0.949116
0.039942,4.785627
0.048578,6.731056
0.045339,6.592573
0.031306,4.592845
0.053759,2.37898
0.036919,0.86212
0.035624,1.518191
0.037351,3.161156
0.028283,2.836104
0.018783,-1.641288
0.015761,-8.297135
-0.015329,-14.072269
0.007341,-17.488841
-0.025908,-18.142644
-0.025692,-16.39631
-0.033896,-12.047143
-0.046419,-5.329698
-0.053328,2.007915
-0.046203,7.662517
-0.064339,10.250258
-0.063259,10.616046
-0.036056,9.60045
-0.062395,7.322275
-0.058293,2.83137
-0.055055,-3.655811
-0.031953,-9.261195
-0.033033,-11.770521
-0.014034,-10.653084
-0.041021,-6.809866
-0.023533,-2.078242
-0.014034,2.725584
-0.022022,6.816129
-0.003886,9.290686
-0.013386,10.686324
0.026988,11.809284
0.01684,12.697691
0.032817,12.166294
0.040805,9.482039
0.033249,5.725225
0.03476,1.843934
0.011659,-2.193743
0.03951,-6.818842
0.038215,-11.202333
0.041885,-14.023741
0.021158,-13.884517
0.025476,-10.476231
0.011011,-5.812665
0.012306,-1.776418
0.017056,1.580726
-0.000648,5.238461
0.002591,8.351434
-0.003023,10.196157
-0.009931,9.729859
-0.028715,7.181572
-0.011011,3.513382
-0.015113,-0.157224
-0.019431,-2.919845
-0.02526,-4.199833
-0.046851,-3.565807
-0.049441,-1.160541
-0.043828,2.509721
-0.047066,6.770214
-0.041453,10.52619
-0.056566,12.913751
-0.044476,13.639261
-0.044476,13.525486
-0.042748,13.055933
-0.022022,11.943428
-0.021374,9.574016
-0.012522,5.840332
-0.021374,1.439481
