-0,007125	0,001134	0,004511
0,009068	0,001282	0,002517
0,004750	-0,000542	0,003751
-0,008636	-0,001233	0,002517
0,016624	0,005672	-0,001757
-0,009931	-0,000247	0,002184
-0,009068	0,000197	0,003609
0,009931	0,000592	0,002802
0,006261	-0,000197	-0,001852
0,010147	0,001973	0,000047
-0,001295	0,000345	0,001615
0,007557	0,000148	0,003371
0,011659	0,001381	-0,001140
0,009931	0,002219	0,001709
0,011659	0,001923	0,004274
0,024397	0,002071	0,000095
0,004318	0,003600	0,002232
0,011659	-0,000099	0,000142
-0,011875	0,001480	-0,000997
-0,007125	-0,002417	0,003704
-0,006693	0,000690	-0,001709
-0,006909	0,001775	0,000427
0,020079	0,001578	-0,000570
0,006477	0,004488	0,003229
0,004102	-0,000345	0,003182
0,015761	-0,000493	0,001425
-0,004750	0,002910	0,001187
0,000216	0,002565	0,000000
0,013602	0,002219	0,000142
0,030874	0,002614	0,001282
-0,002159	0,001134	0,002849
0,006693	0,001874	0,000665
-0,004102	0,003107	0,004654
0,005398	0,000395	-0,002517
0,002807	0,005228	0,003039
0,010147	-0,004882	-0,000712
-0,000864	0,002466	-0,001045
-0,009500	-0,003699	-0,000522
0,014681	0,001529	-0,001045
-0,003239	-0,000986	0,001377
-0,018783	0,002269	0,003324
0,000216	-0,003600	0,002802
0,007557	0,008285	0,001282
0,023965	-0,002762	0,003371
0,002375	0,007398	-0,001377
0,011443	-0,002565	-0,001187
0,006909	0,005819	0,003087
0,015977	-0,006510	0,001709
0,017056	0,009124	0,002754
0,029794	-0,008285	0,001994
0,204674	0,023623	-0,001045
0,552275	-0,004340	-0,002659
1,016895	0,074864	-0,001899
1,526638	0,018346	0,002422
1,984780	0,072053	0,001520
2,390027	-0,485433	-0,004321
2,733310	1,181353	0,006173
3,013982	3,261715	0,002659
3,205054	2,079524	0,003277
3,294437	-0,118510	0,006980
3,343879	-4,510386	-0,002659
3,317107	-7,630707	0,004796
3,225997	-8,088966	0,002374
3,097536	-6,503407	0,004131
2,954177	-3,509338	0,004749
2,768718	-0,389362	0,001615
2,571168	4,376834	0,003134
2,390027	8,924652	0,004036
2,218170	11,430624	0,001235
2,105685	11,858158	0,002184
1,971610	12,068152	0,005366
1,865603	13,139477	0,004559
1,766288	15,403251	0,000997
1,696768	16,771123	0,004891
1,615373	17,565777	0,001140
1,533763	16,514721	0,003229
1,458845	14,090862	0,000617
1,388029	10,479338	0,002944
1,296487	6,495269	0,003656
1,214445	3,709863	0,000997
1,121823	1,033794	0,001662
1,024883	-1,163450	0,000950
0,891888	-2,961667	0,000380
0,707508	-4,206836	0,003466
0,527879	-4,104256	0,003989
0,355373	-1,731687	0,002184
0,167755	0,768417	0,002992
0,018568	2,832258	0,005413
-0,106655	4,011243	0,000427
-0,203163	3,907676	0,004796
-0,298807	3,331154	0,002612
-0,332488	0,948130	0,003419
-0,349976	-2,045396	0,002564
-0,320613	-4,465457	-0,002137
-0,267070	-5,888269	0,003466
-0,188266	-7,440539	0,001994
-0,115723	-9,377929	0,003182
-0,098019	-11,312558	0,001330
-0,088088	-13,133460	0,000475
-0,078372	-13,693215	-0,000190
-0,047282	-14,844878	0,001235
-0,056998	-13,861289	0,002184
-0,029794	-13,888019	0,001330
-0,020511	-13,415754	0,000950
-0,005613	-10,690664	-0,001187
-0,006693	-9,248816	0,002137
-0,003886	-7,228621	0,000617
0,018999	-6,554549	0,006648
0,017920	-5,081286	0,000665
0,026340	-3,737530	0,003989
0,025045	-2,242518	0,001804
0,042317	0,633287	0,004369
0,041237	3,057293	0,005176
0,048578	5,836140	0,002944
0,047282	8,950741	0,003656
0,034328	12,163384	0,003134
0,042101	15,483146	0,005556
0,044260	16,961094	0,003087
0,036919	15,297613	0,001947
0,026988	12,816595	0,000522
0,019215	8,334764	-0,000095
0,017056	4,663172	0,001567
-0,008636	1,140567	0,000807
0,010579	-0,531150	0,000332
-0,009068	-1,449985	0,004701
-0,010795	-2,175792	0,001425
-0,029794	-0,989853	0,003371
-0,029578	0,724278	0,003087
-0,016840	3,050882	0,003751
-0,048362	5,554636	0,003182
-0,023101	8,456628	0,003134
-0,045555	10,118235	0,003134
-0,025260	11,969813	-0,000142
-0,027419	13,056870	-0,000237
-0,020079	13,943255	0,005603
-0,017272	14,169770	0,001092
-0,008636	12,666719	0,002327
-0,024397	11,371098	0,005271
-0,020295	10,022510	0,002992
-0,026772	8,705386	0,002232
-0,031522	5,694352	-0,000902
-0,012738	1,954356	0,001045
-0,018136	-2,266388	-0,002089
0,001943	-6,428789	0,007360
0,012522	-10,155568	-0,000902
0,012738	-12,275039	0,001615
0,008636	-12,519013	0,004796
0,029578	-11,868268	0,003941
0,007341	-11,921334	-0,001994
0,020727	-13,084735	0,002469
0,012522	-14,137960	0,001330
0,027419	-14,891089	0,002707
0,022022	-14,317032	0,002849
0,026340	-13,441498	0,001330
0,011011	-12,596984	0,001377
0,029147	-11,783886	0,002089
0,021158	-10,805919	0,004464
0,022670	-9,748156	0,003989
0,019647	-8,559603	0,001235
0,006477	-7,772199	0,001045
-0,001943	-7,114599	0,000855
0,007341	-6,904013	-0,000427
0,004102	-7,536757	0,000665
-0,004534	-7,970456	0,006790
-0,011011	-7,113317	0,001092
-0,005829	-5,269087	0,002374
-0,003886	-3,284154	0,000665
-0,004750	-0,254774	0,007123
-0,024181	4,512013	0,003419
-0,015545	10,131847	0,001425
0,001943	15,427861	0,005223
-0,021590	19,108528	0,003039
-0,021590	20,639789	0,001804
-0,021806	20,993839	0,001377
-0,020079	20,832374	0,003751
