force,acc1
0.003239,0.002762
0.006261,0.00069
-0.013602,0.000937
-0.010795,0.005277
-0.003886,0.000542
0.004102,0.004291
0.004102,0.005425
-0.003239,-0.00217
0.014034,-9.9e-05
0.004534,0.004389
0,0.003649
-0.014465,-0.000247
-0.001295,0.003107
-0.004534,0.000148
-0.020727,0.000641
0.00842,0.003649
-0.023317,0.001923
-0.004966,0.002071
-0.003239,-0.000888
0.0095,0.005178
-0.000864,0.003748
0.006045,0.002762
0.015761,0.001085
0.002159,0.001627
-0.011875,9.9e-05
-0.002375,0.003995
0.000216,0.000888
-0.012954,0.001677
0.011227,0.005622
0.026772,-0.001233
-0.01209,0.003896
0.00475,-0.001677
0.008852,0.002565
0.003886,-0.000148
0.003239,0.001085
0.004318,-0.003403
-0.004102,0.005228
0.003454,-0.003699
0.022454,0.009124
-0.006477,-0.00725
0.027635,0.010406
0.007988,-0.013612
0.004966,0.019727
0.014034,-0.016719
-0.020079,0.0289
-0.008852,-0.021749
0.004966,0.038468
-0.00475,-0.037679
0.015761,0.051044
-0.008636,-0.055433
0.416258,0.072941
1.396449,-0.083199
2.343176,0.132122
3.276949,-0.140407
4.099533,0.123935
4.730829,-1.136868
5.129814,-0.123097
5.277922,-2.552085
5.272957,-8.46802
5.025966,-4.899846
4.622878,0.30059
4.131271,3.089498
3.605551,2.464792
3.117398,-0.362533
2.71539,-3.308369
2.397368,-5.473705
2.116696,-7.808842
1.956713,-10.690861
1.836672,-10.870673
1.671076,-8.607293
1.524911,-8.356316
1.379609,-11.520875
1.260863,-13.72897
1.174071,-6.101271
1.050144,5.845461
0.923194,9.961208
0.817834,9.274066
0.701895,10.280884
0.609705,15.174221
0.490744,17.061653
0.417337,13.503145
0.311761,8.176554
0.240298,8.715348
0.149404,9.436962
0.099315,8.293091
0.04901,8.190461
-0.015761,9.238213
-0.073191,10.570625
-0.111621,8.818619
-0.124143,5.867309
-0.11011,3.453363
-0.128677,5.450625
-0.120257,9.144065
-0.109462,8.787746
-0.097371,7.127767
-0.095428,6.584534
-0.061964,10.248187
-0.071463,18.420795
-0.025045,26.807836
-0.009068,34.510842
0.014681,39.644503
0.02634,39.869934
0.043396,34.054113
0.05635,26.582011
0.061532,18.749151
0.085281,10.027047
0.081611,-0.662335
0.094133,-12.389949
0.091758,-20.967898
0.088951,-26.288473
0.093269,-30.951644
0.089167,-35.562342
0.088088,-38.463743
0.091326,-37.059672
0.075997,-34.268693
0.050521,-30.877964
0.034112,-24.66775
0.014465,-15.612308
0.026772,-5.603854
0.003454,4.643642
-0.023749,12.427578
-0.051816,16.811563
-0.057646,19.055068
-0.066066,20.758447
-0.05635,21.115703
-0.075997,20.011631
-0.088735,19.163764
-0.086145,20.769494
-0.090247,21.678909
-0.084417,19.105914
-0.080315,15.184873
-0.074486,11.534142
-0.075134,8.162547
-0.067361,4.881402
-0.0611,2.783976
-0.025045,1.086219
-0.043396,-1.692332
-0.028499,-6.893459
-0.024397,-14.316095
-0.014465,-20.197213
0.005829,-21.436415
0.0095,-21.178583
0.008852,-22.279104
0.037351,-22.633056
0.050737,-20.263594
0.049657,-16.017501
0.069088,-11.49089
0.064123,-8.821035
0.072111,-7.551848
0.051169,-3.877346
0.074702,1.940892
0.06585,7.143795
0.032817,10.928719
0.049441,11.419281
0.042101,7.900079
0.047498,1.987004
0.029147,-3.447247
0.026556,-6.914616
0.005613,-9.461917
0.007772,-12.957989
-0.015113,-17.256358
-0.011659,-20.885242
-0.024613,-22.331085
-0.045555,-21.770492
-0.042317,-20.870151
-0.056134,-20.106765
-0.064123,-18.604404
-0.062395,-16.062479
-0.075134,-11.776242
-0.084201,-6.282957
-0.047066,-0.820595
-0.052032,3.291256
-0.054839,5.231211
-0.045123,5.948584
-0.035624,7.12249
-0.030442,9.297739
-0.027851,10.730068
-0.003239,10.215933
-0.007772,9.457922
0.001727,9.911693
0.01684,11.244204
0.005829,11.724507
0.034112,9.85986
0.028715,6.088597
0.039294,1.086515
0.04318,-4.878393
0.048362,-10.825942
0.057862,-15.50741
0.046851,-18.698699
0.056134,-21.230514
0.056998,-23.372721
0.044907,-24.381215
0.047498,-23.020495
0.03001,-19.146157
0.037351,-13.879684
0.03843,-8.354491
0.015113,-2.561307
-0.009068,3.436447
-0.00367,8.568332
-0.015977,12.010549
-0.008636,13.556063
-0.031306,13.45797
-0.032169,12.415545
-0.035192,11.291302
-0.036271,10.660185
-0.02634,10.743532
-0.056134,11.455234
-0.042101,12.825916
-0.053544,15.171755
-0.045339,18.88729
-0.055271,23.240007
-0.031306,26.563418
