force,acc1
-0.008636,-0.010011
-0.004102,-0.009913
0.007557,-0.008779
0.006045,-0.007299
0.02267,-0.006904
0.008204,-0.011935
0.008204,-0.00942
0.001511,-0.006855
0.001511,-0.009321
0.007125,-0.009469
0.011011,-0.008976
-0.012954,-0.007989
-0.010579,-0.013464
-0.003239,-0.012625
0.013818,-0.013168
-0.005182,-0.012132
-0.007341,-0.011935
-0.009931,-0.009814
0.013818,-0.017952
-0.007772,-0.008433
0.012738,-0.007003
-0.001727,-0.011787
0.010795,-0.012724
-0.000432,-0.010702
0.006693,-0.005967
0.02526,-0.007546
0.015545,-0.008729
0.033033,-0.012872
-0.002159,-0.009716
0.001943,-0.010011
0.019647,-0.009074
-0.008204,-0.008433
-0.006693,-0.012033
-0.003239,-0.012823
0.023533,-0.012132
0.009068,-0.006609
-0.018136,-0.012823
0.015329,-0.012329
0.00842,-0.008483
0.014897,-0.01011
0.013386,-0.012181
0.01792,-0.011491
0.003023,-0.006017
0.012306,-0.009025
0.010579,-0.010948
0.018999,-0.007546
0.014034,-0.01154
0.023533,-0.011047
0.066498,-0.004981
0.174448,-0.010357
0.427269,0.001085
0.756734,0.007792
1.127436,0.032254
1.485833,-0.080141
1.783129,-0.025497
2.028177,0.920709
2.261998,1.923483
2.402118,1.401161
2.492796,-0.541704
2.544612,-3.127226
2.529067,-5.07014
2.490637,-5.513603
2.417015,-4.697299
2.307121,-2.817166
2.201545,-0.315188
2.070277,3.02287
1.953475,6.177122
1.831059,7.877739
1.705404,8.503677
1.606953,8.933973
1.523615,10.100678
1.424517,11.515697
1.368598,12.485181
1.30793,13.1234
1.243375,12.614097
1.190695,11.048117
1.114914,8.694635
1.035031,5.835055
0.978033,3.610439
0.897502,1.553207
0.794733,-0.176557
0.681169,-1.63246
0.573002,-2.59287
0.440654,-2.341647
0.299887,-1.038529
0.158903,0.656565
0.021374,2.055901
-0.079883,2.744374
-0.189345,2.750637
-0.255627,2.120309
-0.304421,0.551074
-0.349328,-1.570764
-0.36401,-3.280998
-0.328602,-4.503777
-0.254332,-5.556263
-0.124359,-7.084219
-0.087872,-8.506389
-0.082906,-9.456393
-0.0611,-10.223626
-0.071895,-11.238976
-0.024397,-9.798263
-0.027419,-9.092331
-0.018999,-10.542119
-0.013602,-9.891423
0.002159,-9.535548
0.00842,-7.923752
-0.004966,-6.16854
0.012738,-4.704746
0.02526,-3.340179
0.033896,-2.095157
0.034544,1.006029
0.031522,3.021883
0.019431,4.058834
0.042748,5.573179
0.046419,8.447011
0.037999,11.685251
0.023965,13.299315
0.025045,11.745566
0.021374,10.160253
0.032169,7.278925
0.010579,4.166001
0.019431,1.212866
0.002591,-0.431972
-0.026772,-0.565376
0.015761,-1.105058
-0.025045,-0.326038
-0.023749,0.665442
-0.015329,2.120063
-0.015977,4.421368
-0.022886,7.294065
-0.016624,8.876468
-0.022454,9.966534
-0.017272,10.676066
-0.031953,10.847444
-0.014897,11.010587
-0.010795,9.254043
-0.011659,7.876259
-0.017272,7.392158
-0.025476,6.850257
0.020079,4.562416
-0.008636,1.307803
-0.000432,-1.596952
-0.017272,-4.347638
0.004102,-6.949434
0.003454,-8.991871
0.006693,-9.452201
0.007125,-8.91247
0.015329,-8.81344
0.038646,-9.898821
0.031306,-11.026861
0.018568,-11.921975
0.026556,-11.643528
0.02267,-10.96334
0.030658,-10.514058
0.022022,-9.936894
0.015977,-8.852895
0.027635,-7.602054
0.014681,-6.63755
0.002591,-6.248829
-0.002807,-5.588961
0.019863,-4.63511
0.002807,-4.866064
-0.009068,-5.959434
-0.002591,-6.165187
-0.000648,-4.895753
-0.020727,-3.416079
-0.006045,-1.208132
0.000864,2.44837
