force,acc1
0.00842,-0.007398
0.008852,-0.000345
0.019431,-0.002219
0.008204,0.001825
0.012306,-0.000888
0.011659,0.003107
0.004966,0.002614
-0.003023,0.002121
0.012522,-0.002318
-0.001511,-0.000641
0.022454,-0.001381
-0.002159,-0.004439
-0.017056,-0.003354
-0.000648,-0.001085
0.01792,0.001874
-0.014897,0.00286
0.00475,-0.002417
0.009068,0.001184
0.004102,0.000888
-0.000648,0.001677
-0.005829,-0.000888
-0.001511,0.001282
0.007772,-0.000296
-0.00108,-0.001233
0.004966,-0.002811
0.006261,-0.000789
0.020942,-0.002614
0.020727,0.001775
-0.013818,0.001923
0.007988,0.004044
0.015761,-0.003797
-0.00367,-0.000395
-0.005182,-0.005425
-0.014249,0.006559
0.002807,-0.008877
-0.014681,0.010801
0.005398,-0.012231
0.011875,0.015288
0.006045,-0.020812
-0.007988,0.017606
-0.00475,-0.024807
0.003239,0.028506
-0.004102,-0.035065
0.020079,0.039849
0.006909,-0.052079
0.013602,0.058885
0.000648,-0.074272
0.012522,0.085665
0.022886,-0.104011
0.028067,0.135475
0.472176,-0.177149
1.475901,0.3324
2.46732,-0.362435
3.332436,3.875521
4.07967,-1.616087
4.681387,-15.26245
5.009989,-13.511332
5.178608,-4.213593
5.204948,5.984487
5.076271,16.299746
4.882391,29.647787
4.634105,37.473249
4.341127,42.061556
4.069739,40.641951
3.819293,37.063026
3.578132,34.126264
3.430887,28.809882
3.286449,24.703209
3.168567,20.811216
3.03989,14.913331
2.884657,3.922274
2.731151,-6.837336
2.492796,-20.967849
2.303882,-27.985786
2.121446,-24.657492
1.935771,-23.580002
1.73196,-26.617963
1.480003,-27.051711
1.225672,-23.21165
0.953636,-13.349471
0.718304,-4.150713
0.507368,3.791287
0.315864,10.385635
0.169051,11.414695
0.0706,14.904898
-0.02159,23.47614
-0.076213,25.087442
-0.094565,17.225485
-0.104496,4.826462
-0.081827,-7.197403
-0.09219,-12.239284
-0.095428,-10.517411
-0.106871,-11.769386
-0.103201,-13.95085
-0.086145,-15.963745
-0.094349,-18.248381
-0.072975,-22.776718
-0.066282,-26.785396
-0.072111,-28.327457
-0.047498,-29.05208
-0.01209,-26.52929
-0.013602,-20.928444
0.017704,-14.012299
0.014897,-11.1975
0.030874,-9.126311
0.047714,-10.242219
0.064554,-13.798458
0.067793,-15.186254
0.093701,-13.597884
0.087008,-11.112181
0.091542,-6.877283
0.086576,1.735287
0.099746,11.274485
0.080099,18.788605
0.088951,23.381351
0.075565,23.438954
0.068657,23.909296
0.055055,27.765287
0.041885,29.897235
0.030442,29.687635
0.003239,28.719976
-0.005829,25.022442
-0.021158,18.967776
-0.032169,11.37889
-0.074054,3.050932
-0.062611,-6.540296
-0.058509,-15.749609
-0.07902,-23.143197
-0.055918,-26.151962
-0.04318,-22.148906
-0.073406,-13.080888
-0.080963,-3.995412
-0.06585,3.188922
-0.0516,11.058622
-0.055703,19.485906
-0.052896,25.336743
-0.047714,27.82866
-0.015761,28.461897
-0.029363,27.197938
-0.029794,23.919899
-0.02634,18.783821
0.00842,12.497215
0.008204,6.858296
0.019431,2.418828
0.039078,-2.40719
0.045555,-7.697878
0.040805,-11.653835
0.037783,-16.087088
0.058725,-22.281521
0.058509,-27.917283
0.046419,-31.906383
0.056134,-35.666747
0.062611,-39.23285
0.061748,-40.836311
0.054407,-39.13382
0.046419,-34.437557
0.030442,-28.977907
0.018999,-23.217864
0.02634,-16.767523
0.006477,-9.526671
0.023317,-0.92786
0.002375,8.761213
-0.012306,19.091859
-0.005613,29.537661
-0.024397,39.446691
-0.020511,46.81059
-0.032817,49.891556
-0.037135,48.421301
-0.063475,43.160795
-0.052896,35.441662
-0.045339,26.505519
-0.053328,17.582347
-0.053975,10.321177
-0.053328,5.471585
-0.026988,2.698755
-0.042533,1.063582
-0.014681,0.005228
-0.032601,0.494556
-0.028067,2.211843
-0.011443,4.202989
0.003886,7.002352
0.025692,11.05295
0.017488,15.130871
0.006045,17.974126
0.008636,18.901838
0.020942,17.448746
0.030442,13.622345
0.020511,7.512641
0.046203,0.419594
0.028715,-6.001748
0.023317,-10.676312
0.051385,-13.117186
0.055055,-13.524647
0.045987,-12.200422
0.045987,-10.184567
0.032817,-8.476503
0.018352,-8.1479
0.026988,-9.722018
0.014034,-12.764368
0.018999,-16.78434
0.004318,-21.660218
-0.001943,-26.522978
-0.008636,-30.158717
-0.015329,-31.895779
-0.012954,-31.926849
-0.024181,-30.343066
-0.029363,-26.579496
-0.02634,-20.567982
-0.022886,-13.113142
-0.041669,-5.045235
-0.041021,3.123626
-0.036271,10.596714
-0.03584,16.524042
-0.034976,20.68378
-0.033033,22.738448
-0.029147,22.551781
-0.013386,19.883553
-0.011659,15.071295
-0.003239,8.893384
0.017704,2.530138
-0.012306,-3.24613
0.006693,-7.955759
0.003239,-10.985879
0.020079,-11.807164
0.016193,-10.125287
0.026556,-6.700381
0.030442,-2.178701
0.023533,2.731157
0.030442,6.927291
0.014897,9.208227
0.034976,8.887269
0.021158,5.886789
0.015545,1.173363
0.024181,-3.83222
0.018999,-7.923357
0.015329,-10.618019
0.007772,-12.026479
0.014034,-11.807262
0.011227,-9.946659
0.013818,-7.420417
0.001943,-4.481634
-0.001295,-1.062152
0.001727,2.55243
0.01684,5.582401
0.005182,7.446703
-0.011875,8.105931
-0.029363,7.230397
-0.004534,4.430541
-0.028715,-0.38882
-0.02526,-6.688693
-0.02159,-13.353565
-0.019647,-18.978478
-0.021806,-22.39426
-0.008852,-22.949675
0.000216,-20.202046
-0.024613,-14.458722
-0.006045,-6.673305
-0.003454,2.176137
-0.01792,11.118296
0.011659,19.275517
0.013386,25.85004
0.002807,30.139434
0.005182,31.669658
0.007557,30.556019
0.012306,27.131014
0.007557,22.141557
0.009284,16.249294
0.019863,10.119764
0.021158,4.299405
0.017056,-0.844168
0.022022,-4.851219
0.030442,-7.562945
0.008636,-9.077191
0.02267,-9.638819
0.027204,-9.567456
0.026556,-9.205268
0.011227,-8.800667
0.010147,-8.543032
0.00842,-8.469352
0.003239,-8.709085
0.004534,-9.169612
-0.009284,-9.613716
-0.000432,-9.712845
-0.002807,-8.837507
-0.011443,-6.780423
-0.008852,-3.641509
-0.01792,0.60848
-0.021374,5.840776
