force,acc1
0.021158,0.002121
-0.00475,0.001134
-0.005398,0.000888
0.004102,-0.000296
0.004318,-0.000641
-0.000864,0.002712
-0.006693,0.004389
-0.012522,0.000444
0.007772,-0.001036
-0.024181,0.004093
0.007988,0.000937
0.010147,0.003403
0.002807,0.000444
-0.011659,0.002269
-0.010147,0.002959
-0.008204,0.000345
-0.003886,0.006855
-0.001943,0.005672
-0.003454,0.003403
-0.007125,0.003699
0.00367,0.003403
-0.006045,0.001874
0.006045,0.003008
0.004534,-0.001184
0.009716,-0.001529
-0.002807,0.000838
0.00108,0.005721
0.001295,0.001085
-0.017272,0.002022
0,0.002022
-0.007557,0.00069
0.011659,0.004044
0.009931,0.004833
-0.00367,0.003945
-0.001727,-0.000197
0.002591,0.005178
-0.01209,9.9e-05
-0.000648,0.007891
0.016408,-0.002515
-0.010579,0.00942
-0.010579,-0.003748
0.006261,0.010505
-0.002807,-0.009765
-0.002591,0.018593
-0.004966,-0.01953
-0.004318,0.029689
-0.004102,-0.025892
0.009716,0.046605
-0.010363,-0.067269
0.178982,0.150073
0.627841,-0.776258
1.082745,-2.299332
1.520377,4.477639
1.895613,11.220038
2.222056,15.425592
2.499057,18.110242
2.666381,17.878499
2.780808,16.78794
2.777354,16.898362
2.687539,16.082551
2.595133,14.03104
2.420469,11.39043
2.267611,6.663097
2.080425,1.681186
1.908135,-3.496861
1.790253,-4.955477
1.639122,-6.702008
1.505911,-9.540085
1.404654,-8.509891
1.313112,-7.742362
1.225456,-7.827977
1.161765,-6.433819
1.096131,-3.669472
0.996384,-1.923384
0.918444,-0.868877
0.818482,-0.390644
0.677714,-0.796676
0.551844,-0.205506
0.441734,0.69089
0.323636,0.181341
0.231446,-0.392469
0.154369,-1.560259
0.071463,-2.679176
-0.011011,-4.168566
-0.04318,-5.154522
-0.045339,-5.809459
-0.070816,-8.514773
-0.072327,-11.006247
-0.053544,-11.379679
-0.05268,-10.731745
-0.052032,-8.380531
-0.027851,-5.509461
-0.06952,-4.772262
-0.054191,-5.286743
-0.058077,-4.516008
-0.064986,-2.341153
-0.033465,1.575646
-0.023749,5.715509
-0.018783,8.580908
-0.015545,10.493246
0.003239,10.342285
-0.006261,8.745826
0.011227,6.191868
0.020511,4.5021
0.029363,3.441132
0.041885,1.717434
0.050737,0.10766
0.038215,-1.372211
0.066713,-4.068205
0.046851,-7.307135
0.056998,-9.718319
0.02634,-10.775293
0.028067,-10.587097
0.031522,-9.542354
0.024397,-9.187465
0.023749,-9.628955
0.004534,-9.72256
0.000648,-8.252453
-0.007341,-5.809755
-0.011443,-4.586335
-0.014681,-4.798647
-0.015545,-5.188453
-0.030442,-4.430245
-0.03109,-3.408484
-0.048362,-2.680754
-0.047282,-1.408509
-0.045123,0.007447
-0.044476,0.821334
-0.050737,0.915038
-0.048146,1.133416
-0.053544,1.691888
-0.032601,1.936503
-0.036703,1.62452
-0.020511,1.268201
-0.045987,1.519622
-0.041021,2.150245
-0.028931,2.302932
-0.014897,1.685131
-0.009716,0.791448
-0.016624,0.517045
-0.007557,1.501325
0.004102,3.624741
0.016193,6.129727
0.005829,7.883114
0.019863,8.551515
0.031953,8.40879
0.044476,7.878478
0.024613,7.713511
0.029147,8.166592
0.041237,9.24561
0.031953,10.426913
0.015545,10.790039
0.018568,10.512874
0.017056,10.244537
0.017272,9.84181
0.001295,8.982156
0.002375,7.949989
-0.017704,7.253083
-0.003886,6.3666
0.012522,4.634913
-0.031522,2.51411
-0.034544,0.4408
-0.028715,-1.421973
-0.022022,-3.090534
-0.014681,-4.367858
-0.049873,-5.21681
-0.045123,-5.456395
-0.023101,-5.061608
-0.044907,-3.974945
-0.028283,-2.311859
-0.029794,-0.345519
-0.03476,1.421677
-0.009931,2.843206
-0.032385,4.09962
-0.023317,5.019935
-0.008636,5.704561
-0.01684,6.360632
0.015329,6.902238
0.010147,6.906479
-0.001295,6.300909
0.013602,5.136719
0.008204,3.389151
0.000648,1.375812
0.018136,-0.379104
0.010795,-1.733216
0.020511,-2.697374
0.024397,-3.426633
0.014034,-4.028159
0.008852,-4.33664
0.01792,-4.264686
0.019215,-3.847706
0.00842,-3.151342
0.018136,-1.950657
0.007341,-0.339058
0.003454,1.364419
0.000864,2.791275
0.00108,3.515207
-0.006693,3.537104
-0.022454,3.238141
0.007988,3.070116
-0.016408,3.230694
-0.004534,3.483446
-0.020727,3.514615
-0.025476,3.117264
-0.019215,2.37316
-0.027419,1.495555
-0.015545,0.566363
-0.023965,-0.360067
-0.026556,-1.204137
-0.026988,-2.137817
-0.002591,-3.330365
-0.009068,-4.659571
-0.021158,-5.926293
-0.012306,-7.140392
0.001727,-8.255215
-0.012306,-9.147271
0.014897,-9.788991
-0.000432,-10.227079
0.000864,-10.641198
0.006261,-10.937942
0.011659,-10.958261
0.006045,-10.493591
-0.007557,-9.347155
0.001727,-7.698815
-0.00367,-5.854536
-0.002807,-4.115451
-0.007341,-2.834674
0.01684,-1.997755
0.021806,-1.500092
0.010147,-1.250446
0.011011,-1.130703
0.000432,-1.1454
0.001943,-1.417189
0.007772,-2.012994
