force,acc1
0.018352,-0.002614
0.007772,-0.003502
0.004534,0.000493
0.019863,-0.002959
0.006261,-0.003847
0.006477,-0.004636
0.014465,0.004981
0.014681,-0.001726
0.013386,-0.000838
0.012306,-0.004587
0.011443,-0.002565
0.007988,-0.004143
0.014681,-0.000888
0.007125,0.00148
0.007341,0.0036
0.008204,-0.002071
0.020079,-0.004784
0.006477,-0.003995
0.006909,-0.002417
0.024613,-0.002959
0.005829,-0.001085
0.014249,-0.000838
0,-0.00291
0.014465,0.000542
0.006909,0.001036
0.017488,-0.002121
0.003886,0.003649
0.011443,0.001529
0.018999,0.000197
0.015977,-0.001825
-0.003239,-0.00291
0.022886,-0.003008
-0.001295,0.00291
0.009931,-0.000937
0.003239,-0.00148
0.013818,-0.000888
0.006909,-0.000986
0.010363,-0.007348
0.017704,-0.001973
0.014034,-0.000937
0.015329,0
0.01684,0.00148
0.018999,-0.001282
0.027635,-0.002071
0.011443,-0.000197
0.019215,-0.004636
0.01792,-0.001233
0.002591,-0.003502
0.000648,0.000592
0.050305,-0.004537
0.417121,0.001282
0.953204,-0.002811
1.480651,0.008779
1.959952,0.000838
2.358937,-0.162551
2.642416,-0.507576
2.855942,-0.241212
2.972097,-2.764298
2.973824,-4.055777
2.882066,-1.694107
2.726617,0.859358
2.500568,1.887037
2.267395,0.653507
2.020836,-1.411024
1.796299,-2.933161
1.603067,-3.642101
1.444379,-4.709826
1.331031,-5.819076
1.21099,-5.386315
1.104119,-4.346504
1.022293,-4.846436
0.900524,-6.839654
0.809846,-6.938042
0.724133,-1.88615
0.636261,3.530939
0.561991,5.03256
0.501755,4.343988
0.439359,5.232444
0.361419,8.036196
0.296432,9.031473
0.23123,6.723264
0.183084,4.714955
0.112485,5.248965
0.092406,5.937389
0.050737,6.165384
0.018568,5.766849
-0.016193,6.019207
-0.042317,6.26609
-0.044476,5.032017
-0.052464,3.239029
-0.046419,2.167457
-0.066929,3.842478
-0.067361,5.659731
-0.045771,5.354949
-0.06477,4.003253
-0.048362,3.817228
-0.047066,6.975474
-0.015545,12.11959
-0.023965,16.787546
-0.004966,20.014344
-0.003886,21.505608
0.014034,20.765055
0.03476,17.52647
0.023965,13.563214
0.054191,9.900892
0.048794,5.742437
0.044476,0.146424
0.06585,-6.076415
0.056566,-10.757883
0.055271,-13.797176
0.05635,-16.431818
0.063259,-19.221268
0.069088,-20.893626
0.041453,-20.610889
0.042533,-19.301015
0.030226,-17.136566
0.043612,-13.662243
0.036271,-9.080544
0.020079,-3.83942
0.003239,1.446632
0.000432,5.264698
-0.002807,7.075441
-0.026772,8.38275
-0.023533,10.096683
-0.020511,11.021831
-0.045771,10.958902
-0.027635,11.208646
-0.033681,12.373576
-0.02526,12.664007
-0.039294,11.326071
-0.024829,9.107965
-0.023965,6.971134
-0.041669,5.326542
-0.023965,3.999456
-0.016193,2.97592
-0.015329,1.675514
-0.022238,-0.416881
-0.021374,-3.811605
0.000216,-8.049561
0.000432,-10.860612
0.010363,-11.495921
0.03476,-11.802774
0.006693,-12.50841
0.019647,-12.630027
0.034976,-11.492567
0.045555,-9.327132
0.032169,-7.182854
0.028283,-6.090569
0.05268,-5.314065
0.020942,-3.030021
0.045123,0.36855
0.042101,3.515404
0.027635,5.302228
0.012738,4.95232
0.023533,2.699643
0.027419,-0.181341
0.025476,-2.314226
0.022886,-3.55037
0.006477,-4.760968
0.015545,-6.726322
-0.009284,-9.26366
0.004534,-11.371986
-0.009716,-12.109973
-0.010579,-11.809975
-0.023533,-11.514563
-0.015761,-11.259542
-0.018352,-10.667386
-0.028283,-9.204578
-0.028283,-6.639128
-0.017056,-3.580405
-0.037999,-0.798747
-0.029794,0.987781
-0.018568,1.746729
-0.008852,2.232655
-0.006477,3.325877
-0.004534,4.934319
0.004966,5.870712
-0.007341,5.819421
0.001295,5.686757
-0.024397,6.164052
0.010795,6.868504
0.014465,6.789843
0.020942,5.404365
0.023101,3.066121
0.028499,0.11126
0.033249,-3.121554
0.023749,-6.053039
0.040805,-8.234699
0.022454,-9.831848
0.033681,-11.315665
0.031306,-12.646598
0.029363,-13.196488
0.017056,-12.445234
0.034544,-10.408173
0.003454,-7.667794
0.037999,-4.742869
-0.001511,-1.816365
-0.001295,1.148408
-0.001295,3.809583
-0.007988,5.567458
-0.006477,6.318219
0.002375,6.377449
-0.012738,6.225749
-0.004966,6.15123
0.000864,6.335678
-0.007988,6.787624
-0.001943,7.456665
-0.00367,8.433646
-0.0095,9.883335
-0.019863,11.934797
-0.024397,14.056586
-0.012306,15.407641
-0.006693,15.569895
-0.010363,14.764293
0.000432,13.467981
0.018352,11.999108
0.006261,10.330547
-0.003239,8.306012
0.007772,5.808374
0.010147,3.301761
0.029363,1.312192
0.016624,0.444105
0.022454,0.718162
0.004102,1.549261
0.028715,2.443635
-0.003239,3.189514
0.026556,3.78019
0.015761,4.121122
0.018568,4.04394
0.003239,3.401185
0.017704,2.286115
0.009068,0.92357
0.003023,-0.544071
0.01209,-2.181069
0.009931,-3.894163
0.012738,-5.449638
0.005398,-6.483877
0.010147,-6.736136
-0.005829,-5.954206
0.009068,-4.049858
0.015761,-1.289605
-0.018783,1.605779
0.007125,4.155497
0.005829,6.180475
0.004534,7.722635
0.003454,8.707704
0.001727,8.93052
-0.011659,8.277753
-0.006693,6.796698
0.001511,4.887517
0.014249,3.124957
0.007341,1.795751
0.000648,0.970619
0.006909,0.685613
0.00367,0.792336
-0.006045,1.03991
0.013602,1.188405
-0.002807,1.184509
0.013386,0.932792
0.011659,0.364457
0.023965,-0.602611
0.006045,-2.005843
-0.003886,-3.749169
-0.010147,-5.609378
0.00108,-7.383478
0.003239,-8.860687
0.027851,-9.853301
0.014249,-10.165974
0.014897,-9.856112
0.018568,-9.02669
0.015545,-7.738811
0.021374,-6.159762
0.009931,-4.472066
0.007125,-2.801582
0.026124,-1.370584
0.016408,-0.419988
0.006909,-0.130297
0.003023,-0.525429
0.002159,-1.570419
0.004534,-3.078845
0.017272,-4.815218
-0.000648,-6.606924
0.003886,-8.266114
0.013386,-9.576383
-0.005182,-10.357967
0.003886,-10.429182
0.006261,-9.794958
-0.01209,-8.54101
-0.011227,-6.839062
-0.013386,-4.853488
0.001295,-2.822838
0.011443,-0.948179
0.007557,0.681026
-0.001511,1.970039
0.001511,2.836844
0.006261,3.153413
-0.00842,3.033868
0.000432,2.668425
0.007772,2.244392
0.007125,1.810497
0.005829,1.293945
0.016408,0.670324
-0.012954,0.050501
0.008204,-0.373038
0.007341,-0.740552
-0.007125,-1.213458
0.01684,-2.034645
0.011875,-3.347133
0.003023,-5.117435
-0.001295,-7.137778
-0.004534,-9.081925
0.013602,-10.680948
0.014681,-11.744925
0.004966,-12.273067
0.011227,-12.316417
0.005182,-11.770915
0.009284,-10.540344
0.016408,-8.637771
0.020727,-6.132243
0.027851,-3.22734
0.000648,-0.18065
0.000864,2.792212
0.02634,5.362692
0.018136,7.311573
0.00842,8.469204
0.01317,8.794946
0.02159,8.577259
0.019431,8.026431
-0.00108,7.164903
0.009931,6.319945
0.014897,5.784406
-0.011875,5.341682
0.01317,5.076305
-0.001511,5.202853
0.007772,5.658548
0.002591,6.287198
-0.006261,7.012857
0.019431,7.708727
-0.018352,8.060707
-0.001943,7.985251
-0.004318,7.502333
0.01209,6.668522
0.019215,5.626294
0.004318,4.482916
0.006693,3.532764
-0.001727,2.786639
0.004534,2.335679
0.02159,2.197393
-0.009284,2.387167
0.015545,2.873586
0.007772,3.468996
0.008636,4.083049
0.02634,4.583326
0.009068,4.822221
0.011011,4.759883
0.003023,4.412737
0.003886,3.785664
-0.003239,2.9195
0.009716,1.840087
0.006477,0.712688
0.015113,-0.22188
0.030226,-0.776899
0.012306,-0.805158
0.000864,-0.284809
0.011443,0.754411
0.011875,2.15784
-0.009284,3.678744
0.026124,5.050807
-0.009284,6.13318
-0.011875,6.910424
0.007772,7.37036
0.017488,7.441673
0.011443,7.19114
0.014034,6.629462
0.010795,5.799744
0.022238,4.864042
0.00108,3.953196
0.011659,3.108239
0.013818,2.388202
0.002591,1.827314
0.010147,1.312882
0.005182,0.77833
-0.003454,0.182228
0.006045,-0.503236
-0.00475,-1.342572
0.002807,-2.322215
0.014249,-3.414303
0.004318,-4.468663
0.010363,-5.366834
0.023101,-6.01896
0.011875,-6.446691
0.014681,-6.632717
0.0095,-6.543502
0.004318,-6.131158
0.019215,-5.458269
0.010795,-4.580367
0.019863,-3.634062
-0.003023,-2.795664
0.003454,-2.183288
0.016624,-1.857447
0.001943,-1.915346
-0.004534,-2.260371
-0.012522,-2.895088
0.031737,-3.797205
0.011011,-4.689014
0.001295,-5.624223
-0.002159,-6.468736
0.010579,-6.952295
0.006909,-6.934491
0.023101,-6.479586
0.001727,-5.678472
0.002807,-4.595409
-0.004318,-3.393195
0.014465,-2.17086
-0.002591,-0.995129
-0.007772,0.065494
-0.003454,0.881748
0.018783,1.405895
0.019215,1.689471
0.007341,1.648982
0.01209,1.289259
0.014897,0.698287
0.001511,-0.05854
0.001295,-0.912029
-0.0095,-1.806157
-0.005613,-2.770117
0.006261,-3.722932
-0.00842,-4.684921
