force,acc1
0.006909,0.001775
-0.006477,-0.001874
0.009068,-0.001332
-0.000432,-0.004241
0.007341,0.003502
0.006477,0.001874
0.008204,-0.000542
0.01209,0.000986
0.014897,0.000937
0.006909,-0.000197
-0.003239,-0.001085
-0.005613,-0.002121
0.021158,-0.002318
0.018999,0.000493
0.014249,9.9e-05
-0.011011,0.001874
-0.001295,-0.00148
0.006909,-0.000148
0.028283,-0.001085
0.011011,-0.001627
0.013818,0.003304
0.022238,0.002071
0.017488,-0.002959
0.008636,0.003699
0.009068,0.001282
0.014249,0.001677
0.007341,-0.002219
-0.011443,0.000888
0.012522,0.000296
0.013602,0.000493
-0.011443,-0.001726
0.015545,0.002515
0.004534,-0.007694
0.01209,0.012132
-0.004534,-0.007891
0.009716,0.007151
0.004318,-0.012773
0.007988,0.017261
0.006045,-0.021305
0.015545,0.022637
0.017488,-0.023179
0.027419,0.027075
0,-0.035213
0.007341,0.042709
0.023749,-0.05277
0.021158,0.065987
0.002807,-0.076245
0.018136,0.097649
0.017056,-0.125612
0.123711,0.167186
0.476926,-0.227009
0.877855,0.573415
1.240785,-3.675538
1.581693,-7.525463
1.901442,-5.761177
2.150808,-2.558348
2.358937,3.003143
2.48308,5.30139
2.560805,7.241838
2.591463,8.671011
2.564259,9.11048
2.494739,9.113291
2.404277,9.577912
2.296974,10.485207
2.173046,10.142055
2.009393,9.685917
1.859126,7.621435
1.742323,4.966573
1.624225,4.386007
1.48648,3.258657
1.397097,2.730022
1.304691,3.44636
1.205593,3.92114
1.105199,4.099571
1.027906,2.700284
0.96184,1.266623
0.909592,0.51887
0.837481,-1.350314
0.780699,-1.818338
0.701679,-1.455262
0.616398,-0.574155
0.567173,-0.015831
0.473256,0.573119
0.388622,-0.182426
0.303989,-2.092593
0.228208,-4.099176
0.159119,-4.108596
0.072111,-4.893287
0.006693,-6.523577
-0.039726,-7.719577
-0.053328,-8.722055
-0.08269,-9.93507
-0.04426,-11.019365
-0.06477,-11.733681
-0.044692,-11.350187
-0.04901,-8.090692
-0.054839,-5.264106
-0.026988,-3.184631
-0.040589,-0.580665
-0.036703,1.836931
-0.017488,4.586581
0.000648,8.081765
0.020727,10.435643
0.017272,10.371628
0.022238,9.011746
0.025476,6.253071
0.026556,3.662617
0.023317,2.466321
0.037351,2.097574
0.046419,2.089141
0.04318,0.974811
0.031306,-0.160775
0.046419,-0.445239
0.064339,-0.152391
0.04901,0.594868
0.037783,0.910007
0.037999,-0.551814
0.03476,-1.665256
0.006909,-2.217465
0.007341,-3.193755
-0.014681,-3.308369
-0.003886,-2.752314
0.011227,-2.924728
-0.014034,-3.139999
0.004534,-2.333706
-0.043396,-2.032573
-0.018568,-2.978385
-0.029147,-4.509251
-0.038862,-5.392529
-0.03951,-6.773124
-0.045987,-7.642494
-0.045339,-7.975437
-0.050953,-8.371506
-0.037783,-8.470338
-0.019863,-8.538988
-0.035408,-9.074034
-0.023533,-8.918832
-0.011443,-7.32622
-0.012522,-5.042078
-0.009284,-2.465335
-0.008204,0.396661
0.011011,3.220091
0.006045,5.278901
0.015329,7.035987
0.019431,8.43118
0.016408,9.497771
0.019431,10.565496
0.040158,11.085747
0.032385,11.019119
0.04318,10.530036
0.040805,9.98128
0.034544,9.196835
0.045339,8.41239
0.020079,8.080434
0.014249,7.431957
0.011875,6.601943
0.007772,5.756344
0.015113,4.657105
0.011011,3.697139
-0.003023,3.747394
-0.019647,4.479316
0.014034,4.854474
-0.00842,4.81724
0.002807,4.047442
-0.006261,2.454436
-0.02159,0.562368
-0.029147,-1.31017
-0.018999,-3.528572
-0.022886,-6.047318
-0.011875,-8.193519
-0.020942,-9.806745
-0.014897,-10.868799
-0.023533,-10.995594
-0.01684,-10.192458
-0.024613,-8.853042
-0.001295,-7.130923
-0.015761,-4.776898
-0.003454,-2.023203
0.002375,0.73493
