force,acc1
0.014249,0.001726
0.01209,0.003649
0.006261,0.001332
0.012306,-0.000641
0.025476,0.001233
0.006693,0.001973
0.020942,0.003255
0.008204,0.000493
0.003886,-0.001282
0.029794,0.000395
0.000648,0.001923
0.027419,0.000789
0.011011,0.00074
0.009931,-0.00143
-0.006045,-0.000345
0.006261,0.004093
0.006693,0.001184
0.009068,-0.000789
0.020295,-0.000148
0.027635,-0.000838
-0.002159,0.004044
0.031306,0.001874
0.028499,0.000148
0.018352,-0.00069
0.001943,0.002269
0.007557,0.00143
0.017488,-0.001627
0.027851,0.004636
0.008852,0.002811
0.011227,0.000296
0.030442,0.002121
0.017056,-0.001923
0.021806,0.00286
-0.01792,-0.001973
0.016193,0.005918
-0.007125,-0.000493
0.011875,0.006362
0.011011,-0.001282
0.017272,0.006658
0.027419,-0.003206
-0.002375,0.012625
0.009284,-0.0036
0.018783,0.010998
0.015545,-0.00937
0.017272,0.016324
0.018783,-0.013858
-0.000648,0.019283
0.04318,-0.020812
0.015113,0.030429
0.104928,-0.036692
0.425325,0.043005
0.88757,-0.046654
1.447834,-0.122751
2.043937,-0.034522
2.590815,2.147829
3.050685,0.421813
3.429592,-0.82237
3.683492,-1.982122
3.825123,-3.354333
3.907381,-3.12328
3.893563,-3.610143
3.83894,-2.623299
3.728615,-0.924162
3.553735,-0.292404
3.349492,5.717088
3.146977,10.957274
2.902793,13.452397
2.711936,16.883764
2.511579,16.971747
2.328279,18.958849
2.163115,19.787729
1.986292,16.760421
1.736062,14.648594
1.515195,12.269466
1.273386,7.579466
1.081449,3.135462
0.885411,-1.693959
0.714849,-5.034582
0.567173,-6.115376
0.419496,-5.773211
0.313273,-4.561429
0.193016,-2.840839
0.117882,-1.465915
0.050305,-1.237821
0.005613,-2.632571
-0.020727,-5.739823
-0.055271,-7.585384
-0.055703,-8.313262
-0.062395,-8.464519
-0.087224,-6.82042
-0.080747,-5.091297
-0.086361,-2.100632
-0.084849,3.341954
-0.077509,7.306148
-0.09111,9.861586
-0.105792,9.582696
-0.089383,6.226784
-0.041669,3.422046
-0.041885,0.959867
-0.023101,-1.956772
-0.010795,-4.182029
-0.006909,-5.766849
0.020295,-6.675475
0.029363,-6.538718
0.040158,-6.992291
0.068657,-7.317393
0.066713,-7.508942
0.083554,-7.94343
0.065202,-8.415399
0.087224,-8.283326
0.094133,-6.060634
0.078588,-2.295337
0.098667,2.531125
0.061532,6.728295
0.080099,9.993659
0.074486,10.73791
0.071247,10.6013
0.069088,9.884815
0.046419,8.536029
0.018568,7.530839
0.022022,6.763063
0.008852,5.694106
0.005182,4.557484
-0.018352,3.505294
-0.024829,1.956723
-0.052896,-0.04049
-0.030442,-2.259631
-0.055487,-4.314053
-0.071247,-5.669644
-0.044476,-5.414278
-0.065634,-3.770721
-0.055271,-2.326703
-0.055918,-1.865634
-0.049225,-1.413835
-0.047066,-1.032562
-0.043828,-1.102987
-0.020727,-1.388338
-0.021806,-2.713599
-0.025045,-5.014411
-0.02634,-7.736197
-0.003023,-10.030252
0.006909,-11.605258
0.010363,-12.158699
0.030226,-11.681552
0.048578,-10.042286
0.052896,-7.167813
0.059805,-3.463029
0.06218,0.630525
0.058509,3.940374
0.080747,6.825598
0.07427,9.084391
0.071895,10.80582
0.058725,12.058387
0.072111,12.817236
0.056998,13.230271
0.05635,13.457427
