force,acc1
-0.007341,-0.002515
-0.005398,-0.001332
-0.015761,-0.002318
-0.004966,-0.005967
0.003886,-0.003995
-0.013602,-0.003502
0.00367,-0.000641
-0.022454,-0.001381
0.008852,-0.004636
0.003239,-0.005819
0.008636,-0.00069
-0.013818,-0.003403
-0.002159,-0.004587
0.01317,-0.00291
-0.006045,-0.004143
-0.016193,-0.001627
0.001511,-0.000444
-0.013818,-0.005672
-0.013818,-0.000345
-0.001511,-0.005326
0.001727,-0.005326
-0.009931,-0.003206
-0.005182,-0.001184
0.006693,-0.00217
-0.02526,-0.003847
0.022238,-0.00143
-0.006693,-0.002712
-0.003886,-0.004192
-0.010147,-0.004932
0.009716,-0.004587
0.005182,0.001874
0.005829,-0.00217
-0.004102,0.000395
0.007772,-0.006165
0.005829,0.000444
-0.01684,-0.001332
0.014465,-0.002269
-0.002159,-0.004882
-0.010579,-0.006313
0.00367,-0.003206
0.00842,-0.002959
-0.002159,-9.9e-05
-0.007557,-0.001627
0.00475,0.002565
0.006477,-0.006904
-0.001727,0.006461
0.013818,-0.007743
-0.005182,0.000789
0.005613,-0.005376
0.143358,0.006017
0.709236,-0.005474
1.584715,0.019579
2.473149,-0.019382
3.287097,-0.425315
3.986185,-1.153143
4.507803,1.428088
4.885414,3.250914
5.106065,-1.412652
5.190698,-4.392517
5.125064,-4.822517
4.981274,-4.425806
4.709238,-4.385316
4.406329,-3.707447
4.109681,1.765371
3.820157,4.269272
3.545315,3.883708
3.335027,9.470104
3.138989,19.66197
2.956552,28.20367
2.789013,31.323055
2.634427,29.234358
2.472717,27.099401
2.323745,20.302506
2.154479,9.542699
1.970099,4.775961
1.755061,5.0911
1.552546,5.583634
1.32002,3.723278
1.120959,-1.932064
0.944568,-7.497303
0.744212,-9.878157
0.58207,-8.537558
0.416042,-3.983576
0.294273,-0.600195
0.163005,-0.270704
0.050089,-0.667266
-0.027635,-2.502126
-0.084201,-7.174668
-0.099315,-11.684905
-0.105144,-13.198362
-0.093269,-11.936967
-0.102769,-9.517991
-0.102553,-7.229312
-0.102121,-4.511619
-0.094565,-1.583932
-0.113996,0.078908
-0.093485,1.213754
-0.085281,1.652138
-0.076645,2.438161
-0.04793,3.568371
-0.030658,4.724523
-0.011659,7.005903
-0.005829,6.024287
0.017488,2.183337
0.045339,-1.291479
0.06477,-4.064111
0.078156,-7.487538
0.0706,-10.856716
0.071679,-12.407605
0.095212,-13.176909
0.094565,-14.878463
0.089815,-13.514093
0.08852,-7.011722
0.073406,0.309073
0.081611,5.442783
0.067577,7.607084
0.064123,8.11614
0.033896,7.643234
0.056566,7.547163
0.014465,8.569121
0.014897,10.979665
0.004966,14.923589
-0.023749,18.236988
-0.044692,19.569006
-0.059589,18.713199
-0.063043,16.800565
-0.071679,15.801195
-0.090463,16.610989
-0.104928,17.085276
-0.077724,15.224031
-0.088304,11.299785
-0.087224,7.237252
-0.093701,2.971136
-0.064554,-2.189896
-0.054407,-7.064591
-0.054623,-10.487032
-0.060884,-12.595258
-0.028283,-15.501985
-0.039726,-19.410006
-0.026988,-22.195856
-0.032385,-23.572506
-0.010579,-24.991766
-0.009284,-26.384642
0.020295,-26.180073
0.03843,-23.994566
0.032385,-20.715245
0.0706,-16.152434
0.039726,-9.798608
0.072975,-1.753436
0.048362,6.753841
0.059157,13.147417
0.066282,16.611581
0.079668,18.340555
0.046851,19.108479
0.0516,18.465279
0.046851,16.36302
0.049657,13.55192
0.032601,10.116755
0.014465,6.641841
0.022886,3.414106
0.000432,-0.953111
-0.02159,-6.227179
-0.028499,-10.479733
-0.016408,-13.058596
-0.029147,-13.957557
-0.029578,-13.800974
-0.03476,-12.831243
-0.047066,-11.494244
-0.060884,-10.103686
-0.074918,-8.406867
-0.072975,-6.05008
-0.0611,-2.499265
-0.074918,1.669991
-0.045987,5.433314
-0.054839,7.818656
-0.041885,8.85827
-0.047066,8.54101
-0.028499,7.611621
-0.017272,6.405117
-0.027635,4.64014
-0.015545,2.246809
-0.011011,-0.351634
0.025692,-2.780869
0.026988,-4.419592
0.00842,-4.607393
0.026124,-3.240952
0.041453,-0.307988
0.053328,3.837546
0.042317,8.528138
0.047282,13.161621
0.053328,16.883616
0.041453,18.668122
0.043612,17.883283
0.044907,14.679763
0.043612,9.791358
0.032817,3.911128
0.005613,-2.362015
0.018352,-8.503973
0.007772,-13.923922
0.008204,-17.482972
-0.00108,-18.238221
-0.024181,-16.47433
-0.018136,-13.010906
-0.016408,-8.51216
-0.033033,-3.616111
-0.032601,0.711159
-0.039726,3.524084
-0.035192,4.451599
-0.03584,3.920351
-0.058509,2.400334
-0.041885,-0.001874
-0.040374,-2.966056
-0.033033,-5.575842
-0.022886,-7.204258
-0.044907,-7.768402
-0.041021,-7.055664
-0.028931,-4.50432
-0.006693,-0.459541
-0.012522,3.955958
-0.012306,7.824032
0.001511,10.929163
0.022238,13.397211
0.000432,15.143052
0.022454,15.942391
0.011227,15.478214
0.016624,13.751804
0.047282,11.192568
0.021158,8.311486
0.013602,5.533281
0.030442,3.153512
0.029578,1.444363
0.014681,0.528832
0.042748,0.4589
0.010795,0.99651
0.012306,1.862329
0.006909,2.843453
0.000216,3.714203
0.003886,4.083148
0.002159,3.71154
0.006693,2.723611
0.007988,1.281812
-0.020942,-0.60271
-0.001943,-2.721046
-0.017704,-4.436952
-0.010363,-5.261591
-0.020727,-5.14816
-0.032601,-4.249496
-0.032169,-2.698558
-0.028499,-0.910846
-0.043612,0.63812
-0.034112,1.631227
-0.015977,1.81676
-0.024181,1.044546
-0.008636,-0.656466
-0.013602,-3.077859
-0.005613,-5.910462
-0.014681,-8.858911
-0.002807,-11.582325
0.002807,-13.633639
-0.013818,-14.551143
0.007772,-14.156652
0.018136,-12.544116
0.01317,-10.116311
0.01792,-7.173188
0.000648,-3.858704
0.020079,-0.347048
0.007557,3.235379
0.021374,6.748071
0.011659,10.149157
0.020079,13.319388
0.00475,16.007391
0.013602,17.919186
0.007988,18.801921
0.021374,18.4204
0.013818,16.7728
0.011011,14.132338
0.009931,10.780964
0.011875,7.019761
0.011227,3.300873
-0.008852,-0.182722
-0.014897,-3.179601
-0.02267,-5.564844
-0.006045,-7.416817
-0.001943,-8.978309
-0.018783,-10.679074
-0.015977,-12.660012
-0.024181,-14.923046
-0.011443,-17.291127
-0.011011,-19.51377
-0.011227,-21.202255
-0.018352,-22.180617
-0.018136,-22.343463
-0.033465,-21.702878
-0.012306,-20.071552
-0.028931,-17.410081
-0.015545,-13.72177
-0.011659,-9.172472
-0.025692,-4.050943
-0.023533,1.204877
-0.001295,5.988531
-0.0095,9.714472
0.00842,11.923257
0.003886,12.502492
0.003239,11.529407
0.0095,9.245512
0.017272,6.186196
0.012522,2.848236
-0.002807,-0.319775
0,-2.893559
0.002807,-4.68354
0.001511,-5.507439
0.004966,-5.128926
-0.001943,-3.718592
0.02159,-1.654554
0.01317,0.788292
-0.008636,3.091027
-0.004966,5.095538
-0.020295,6.521062
0.003239,7.330708
0.0095,7.461499
-0.00842,7.224972
-0.008204,6.887393
-0.006261,6.61082
-0.023101,6.645688
-0.018352,7.128211
-0.002375,8.024557
0.001511,9.11916
0.002591,10.083417
-0.018136,10.576247
-0.006477,10.275361
-0.010579,9.11551
0.010579,7.109026
0.004102,4.436311
0.004534,1.45472
-0.002591,-1.505418
-0.007772,-4.234306
-0.015977,-6.535216
-0.009716,-8.268136
0.010363,-9.4704
0.014034,-10.075082
-0.004966,-10.096239
-0.013602,-9.572339
0,-8.567938
0.014249,-7.281983
-0.020295,-5.971073
-0.006693,-4.881303
0.001511,-4.055579
0.009068,-3.4362
0.005613,-2.860073
0.000432,-2.189009
0.012738,-1.300011
0.002807,-0.168765
0.029794,1.179873
-0.004966,2.719123
-0.015113,4.431823
-0.006909,6.220324
0.015113,8.071705
-0.002375,9.816461
0.008636,11.322865
0.01209,12.344478
-0.003454,12.776451
0.001511,12.47591
-0.007341,11.514316
0.016193,9.954797
-0.000432,7.93978
-0.014465,5.694007
-0.010795,3.485123
-0.00108,1.426757
-0.012522,-0.066086
0.001727,-0.75954
-0.002375,-0.793519
0.001943,-0.234752
-0.008636,0.725658
-0.020942,1.821938
0.003023,2.61891
0.01209,2.942975
-0.011227,2.640659
-0.007341,1.583439
-0.021806,-0.065148
-0.005613,-2.10433
-0.011011,-4.228635
-0.005182,-6.287445
-0.006045,-7.986237
-0.00842,-9.176516
-0.01209,-9.717628
0.007772,-9.46823
0.00108,-8.463335
-0.008204,-6.839802
0.017056,-4.760278
-0.003454,-2.550654
0.001943,-0.406229
-0.001943,1.536686
-0.009931,3.222359
-0.006693,4.628452
0.003023,5.644837
0.004534,6.212236
0.010795,6.224565
0.008636,5.665896
0.007988,4.711503
0.008852,3.544748
0.007557,2.30451
-0.010795,1.085085
-0.010147,0.030774
-0.022022,-0.924704
-0.009716,-1.782977
-0.001943,-2.732044
-0.006045,-3.879269
0.002375,-5.273279
-0.000432,-6.771349
-0.006261,-8.228288
-0.012738,-9.510199
0.004102,-10.319746
-0.002375,-10.49941
-0.016193,-9.883977
0.007125,-8.549986
-0.027419,-6.491965
-0.01792,-3.971197
-0.015977,-1.178147
-0.007988,1.584819
0.005829,4.066676
-0.009284,5.987397
-0.003239,7.243959
-0.008204,7.655563
-0.020295,7.259592
-0.018136,6.220866
-0.004318,4.750513
0.003023,3.102912
0.003239,1.487713
-0.009284,0.129804
0.003886,-0.898171
-0.012738,-1.485297
-0.002375,-1.604448
-0.012306,-1.380398
-0.004534,-1.021712
-0.010363,-0.714167
-0.012954,-0.633583
-0.001295,-0.848065
-0.006477,-1.364814
0.009931,-2.145412
-0.002159,-3.097389
0.015329,-4.143217
0.006909,-5.128384
0.018783,-5.962788
0.000648,-6.494776
0.000864,-6.629561
-0.009068,-6.281083
-0.004966,-5.427889
-0.000648,-4.118262
-0.004318,-2.58424
0.001295,-0.974219
0.003023,0.46827
-0.010363,1.553306
-0.002807,2.107536
-0.012738,2.041894
-0.009931,1.329502
-0.014034,0.049367
-0.007557,-1.633841
-0.000648,-3.492126
0.006261,-5.24788
0.004102,-6.660286
-0.0095,-7.482804
-0.011443,-7.57414
-0.013602,-6.877579
0.005398,-5.422218
0.004102,-3.316802
-0.003454,-0.712639
0.006693,2.172833
-0.016408,5.152697
-0.011011,7.974993
0.009284,10.486834
-0.006045,12.536373
0.01684,13.992622
-0.023749,14.83028
-0.017704,15.045896
0.00108,14.701463
0.010363,13.899954
