force,acc1
0.019215,-0.002762
0.020727,-0.000345
-0.001295,-0.001775
0.017272,4.9e-05
0.011659,-0.001134
0.006477,-0.00069
0.006045,-0.00286
0.0095,0.000937
0.010147,0.000986
-0.001511,-0.003008
0.02159,-0.001529
0.004966,-0.003502
0.025045,-0.002022
0.001295,-0.000542
0.010147,-0.003206
0.002159,-0.006165
0.012306,0.003255
-0.006909,0.002417
0.020079,0.000986
0.02267,0.000986
0.00367,-0.005622
-0.001295,-0.00286
0.007772,-0.001282
0.00475,0.000197
0.019647,-0.001973
0.008852,0.001923
0.02526,-0.00434
0.014034,4.9e-05
0.022238,-0.002959
-0.001727,-0.002614
0.025045,-0.002762
0.012738,0.000641
0.016624,-0.002318
0.017272,0.000542
-0.003023,-0.007052
0.017272,0.006362
0.005829,-0.006115
0.009068,0.004734
0.002807,-0.006461
0.01209,0.008828
0.006693,-0.010899
0.01317,0.007841
0.000864,-0.010554
0.003239,0.010998
0.006045,-0.018297
0.014249,0.01662
0.015113,-0.028062
-0.009284,0.028752
0.040158,-0.046704
0.139472,0.095183
0.287365,-0.573317
0.54731,-0.992072
0.804016,0.479613
1.084688,2.097771
1.337292,5.390753
1.562477,8.042262
1.755925,9.800531
1.915044,11.253969
2.04588,11.889968
2.110651,12.024506
2.149513,12.088175
2.139366,11.35359
2.102015,10.598588
2.03854,8.825918
1.945702,7.138074
1.84466,5.442734
1.701518,2.937403
1.584284,0.668993
1.49123,-1.793679
1.375507,-3.55614
1.287203,-4.182029
1.19307,-3.771707
1.116641,-3.247462
1.036326,-2.83423
0.970908,-2.95639
0.887786,-3.261419
0.788687,-3.131368
0.722406,-2.658019
0.596535,-2.058416
0.527015,-0.979792
0.444109,-0.192289
0.369839,-0.038418
0.272252,-0.746914
0.206618,-1.799499
0.139256,-3.263687
0.094997,-5.278161
0.055487,-7.248545
0.03476,-8.534352
-0.003023,-9.019588
-0.029147,-8.802837
-0.046635,-8.085661
-0.037783,-7.45341
-0.023533,-6.440428
-0.042748,-5.413094
-0.03476,-4.507871
-0.028715,-3.311723
-0.01209,-1.764385
-0.008852,-0.050797
-0.016624,1.767935
-0.026988,3.417361
-0.006045,4.361151
0.009931,4.872031
0.007988,4.869565
0.018568,4.456186
0.001511,3.888294
0.024829,3.007483
0.030874,2.045199
0.048578,0.72625
0.045123,-1.038332
0.024397,-2.722921
0.055487,-3.998716
0.025045,-4.754754
0.043396,-5.332805
0.050305,-5.993216
0.034544,-6.507993
0.029794,-6.805624
0.016193,-6.97937
0.049441,-7.065627
0.016624,-7.033866
0.012306,-6.982231
0.008636,-6.804934
-0.00367,-6.27551
0.006477,-5.225737
-0.000432,-3.84381
-0.011875,-2.291441
-0.006693,-0.977129
-0.007341,-0.144007
-0.019215,0.251766
-0.011875,0.22982
-0.007557,-0.105934
-0.017272,-0.425857
-0.017704,-0.554822
-0.009068,-0.662285
-0.02159,-0.622782
-0.022238,-0.307347
-0.021374,0.037975
0.001943,0.442674
-0.024829,0.822666
-0.002375,1.149148
0.016193,1.668265
0.00367,2.3233
0.004318,3.324348
0.013818,4.534601
0.015113,5.741056
0.01317,6.769031
0.023533,7.463669
0.025476,7.915319
0.035408,8.215712
0.023965,8.385759
0.023533,8.499929
