force,acc1
0.014034,-0.003847
0.010147,-0.003502
0.003239,-0.00794
-0.003454,-0.004981
0.002591,-0.00217
0.003023,-0.005967
-0.009716,-0.005326
0.02526,-0.002318
0.015977,-0.003206
-0.008636,-0.001332
0.010579,-0.003452
0.021374,-0.003748
0.001511,-0.001134
0.003886,-0.004784
-0.001511,-0.004537
0.014034,-0.003008
0.011227,-0.002811
0.009068,0.000986
0.003239,-0.002712
0.030442,-0.004833
0.014249,-0.007496
0.007125,-0.003699
0.026988,-0.006263
0.005398,-0.007694
0.034112,-0.005228
-0.00475,-0.007052
0.008852,-0.004488
0.006045,-0.00942
0.007557,-0.002959
0.007988,-0.007447
0.027204,-0.003797
0.014681,-0.006707
0.003023,0.001085
0.009284,-0.013365
0.019863,0.004044
0.020942,-0.012823
0.026988,0.01371
0.008636,-0.025596
0.01317,0.016521
-0.009716,-0.032747
0.012306,0.026188
0.014465,-0.040588
0.007557,0.046161
0.016408,-0.063965
0.00842,0.066579
0.025692,-0.090744
0.01317,0.103518
0.001295,-0.134785
0.011875,0.158704
0.139688,-0.215419
0.777892,0.159641
1.557512,-4.259902
2.342313,2.005005
3.043992,15.321286
3.658447,23.650033
4.10709,30.054164
4.340695,32.064791
4.446271,30.34706
4.382364,28.313353
4.195825,26.563517
3.933721,21.902712
3.601449,17.435036
3.29746,9.943601
3.006857,1.943555
2.763536,-6.921669
2.528204,-11.82911
2.334756,-12.535288
2.136127,-17.427194
2.011552,-16.760174
1.88158,-13.55261
1.745778,-12.465997
1.669133,-10.887638
1.550171,-5.792543
1.45172,-1.946268
1.323259,0.16837
1.133482,1.07532
0.941114,0.673678
0.74378,1.341043
0.5689,0.036298
0.422087,0.080437
0.275706,-0.003748
0.158687,-1.70688
0.06952,-3.552491
-0.012954,-5.872438
-0.050953,-8.344135
-0.090031,-9.146778
-0.095644,-12.028895
-0.084417,-16.891803
-0.071679,-18.427108
-0.087656,-18.067287
-0.088088,-15.481666
-0.07427,-10.261354
-0.071679,-6.782593
-0.076429,-6.398656
-0.069952,-6.107436
-0.072759,-3.375885
-0.062827,1.757776
-0.027635,8.323076
-0.038646,13.353861
-0.031522,17.909175
0.015329,19.173874
0.019647,16.968837
0.044044,12.106817
0.053544,7.571921
0.081179,4.972886
0.09694,1.482781
0.094133,-1.886248
0.08377,-3.333225
0.096292,-6.408224
0.08852,-11.294952
0.067361,-15.643231
0.068873,-18.289906
0.055918,-18.046425
0.060236,-16.531785
0.050089,-15.401624
0.048578,-15.141474
0.049873,-14.668666
0.022238,-13.115213
