x,y,z,f_71_21,f_125_55,f_207_33,f_213_5,f_275_6,f_339_15,f_375_42,f_425_34,f_515_68,f_571_81,f_578_31,f_588_43,f_651_64,f_702_36,f_741_21,f_832_26,f_863_34,f_917_95,f_937_2,f_944_77,f_980_56,f_1046_3,f_1171_8,f_1180_8,f_1258_3,f_1285,f_1293_4,f_1368_1,f_1401_1,f_1444,f_1484_2,f_1540_4,f_1599_9,f_1617_9,f_1625_3,f_1762_9,f_1795_9,f_1828_4,f_1854_1,f_1859_6,f_1943_4
-169.286396939786,31.1281430974691,NaN,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi
-169.286396939786,43.579263470645,NaN,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi
-169.286396939786,56.030383843821,NaN,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi
-169.286396939786,68.4815042169969,NaN,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi
-169.286396939786,80.9326245901728,NaN,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi
-169.286396939786,93.3837449633487,NaN,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi
-163.632865172275,-93.3830606342901,NaN,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi
-163.632865172275,-80.9319402611142,NaN,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi
-163.632865172275,-68.4808198879383,NaN,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi
-163.632865172275,-56.0296995147623,NaN,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi
-163.632865172275,-43.5785791415864,NaN,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi
-163.632865172275,-31.1274587684105,0.019760127236655,2.27920839892292e-12+-2.4416174736266e-07i,-1.25313867442616e-09+-3.11613030575546e-06i,3.55239692399415e-10+1.02535316536544e-06i,6.92393296133975e-11+-2.20902366768018e-08i,-5.177603506954e-09+3.11621439992283e-06i,2.85208706080959e-10+7.02341077852012e-09i,-4.05870784731622e-09+2.86879707990138e-06i,4.56489442607606e-10+3.80528556481996e-07i,-4.5335092153094e-10+-3.59513598849997e-07i,-4.85177422046229e-09+2.60671051229473e-06i,9.72466730003818e-09+2.93075149239906e-06i,-5.58832397405896e-10+-1.51848509633365e-06i,-4.73798838566797e-10+-3.63978415347398e-08i,-4.85393406083862e-10+-4.58563813879524e-08i,-2.11885913478327e-09+5.09017451032644e-07i,1.66356322497382e-09+-1.97567914754405e-06i,1.45223095165458e-09+-6.40564352413925e-08i,1.13637989163147e-08+8.11973578745264e-07i,1.38882320660113e-07+6.57884809944673e-06i,7.9544721808601e-08+-4.856439390175e-06i,-2.00985024004115e-09+-7.68018071262329e-07i,5.04167256281695e-10+-6.27678339827013e-08i,7.18791478738228e-07+-9.73583266043427e-06i,5.30138623282974e-09+-1.07013510583585e-06i,5.17641283750075e-10+-1.79255488421873e-06i,-1.369438795429e-07+-4.70429558429885e-06i,-6.87170230140058e-05+8.74703701008229e-05i,-1.22764748508294e-08+2.12764344210323e-06i,-1.15494113429617e-09+4.41629029000691e-07i,-1.34316869845688e-09+8.49052222633631e-07i,-3.75445001126235e-10+3.23164602020545e-07i,-8.53191763864745e-09+5.82038058122222e-07i,-3.13248625266731e-09+5.13946458299241e-07i,-8.31041989480654e-09+-6.26943933286364e-08i,-3.95315608204859e-09+6.53717163786644e-07i,7.96591760733241e-09+1.01231469658941e-06i,-2.48807952283336e-09+-4.53124701264916e-07i,-2.2473740445692e-09+5.861042027931e-07i,6.56475468352916e-09+1.62407797876301e-06i,1.84797047097913e-08+2.42682108383436e-06i,6.92798382590584e-07+8.02038799339282e-06i
-163.632865172275,-18.6763383952346,-0.00955742137389919,2.5905657714751e-12+-2.3615961221942e-07i,-1.43181513320405e-09+-3.52293397398536e-06i,3.99070557333225e-10+1.35510004503025e-06i,6.45086064790626e-11+5.73334230226087e-08i,-3.4114863645362e-09+2.25558520442179e-06i,4.7395432132947e-10+-3.53198531478218e-07i,-9.5753562537962e-09+5.89272555746348e-06i,2.95607203593687e-10+6.21179765965515e-07i,-8.6336101333756e-10+-2.80950882630106e-07i,8.24834051047889e-09+-1.0411011118045e-07i,9.92083980346769e-09+1.73655702736704e-06i,2.30430913077454e-10+-1.44973654891838e-06i,-6.85098137309291e-12+3.19997756990132e-08i,1.42149355842732e-09+2.97199780946825e-07i,4.37064856279064e-09+-6.38469882015132e-07i,8.6548410666981e-10+-2.99981624420624e-06i,-4.86541418008839e-10+-5.2408828121611e-07i,-3.67822373734796e-09+-3.9391454837547e-07i,1.41517205233851e-07+5.38615776922974e-06i,1.32216858760368e-08+-1.47169705596895e-06i,-3.62842866733863e-10+-3.39314294971033e-07i,2.02000539161693e-09+1.24208060911087e-07i,-2.58949986637426e-07+3.33014733086869e-06i,-1.74066636675169e-09+2.77716798230315e-08i,-3.20829421553236e-09+-7.34560689781407e-07i,-7.79007880263687e-08+-2.53736920856612e-06i,-4.30856429755979e-05+5.49366373383132e-05i,4.99375551926343e-09+-2.99899593609793e-07i,-3.67244207513231e-11+-1.06105643762261e-07i,-1.28793552503971e-09+7.36762537740492e-07i,3.89931157954478e-09+3.1407283260383e-07i,-2.17115696876452e-09+6.08082834789414e-08i,-3.32094122511135e-09+-1.71211852762236e-07i,-5.21719639014313e-08+-3.23945054046647e-06i,-2.6394982321151e-08+2.31183027468018e-06i,1.18141477587514e-09+5.03542076657194e-07i,-2.21306369047183e-10+2.5935681558011e-07i,7.04736500527479e-10+6.56741299828851e-07i,8.94917043538276e-09+1.44671229274716e-06i,2.00802580643834e-08+2.13633739184739e-06i,2.05845344090128e-07+2.18059238104276e-06i
-163.632865172275,-6.22521802205866,-0.0399797793139419,2.70733114560727e-12+-2.32721199669715e-07i,-1.52573564072633e-09+-3.73801778929792e-06i,4.26588013713156e-10+1.55536373026049e-06i,6.033885636993e-11+8.79235658929135e-08i,-2.55064192109032e-09+1.83560300434048e-06i,5.77378089985638e-10+-5.49963102956461e-07i,-1.27223929138268e-08+7.61602979405719e-06i,1.98639800106289e-10+7.68956596289484e-07i,-1.12682811937759e-09+-2.32858026579242e-07i,1.67578844806109e-08+-1.85092010145074e-06i,1.00502060773196e-08+9.63752052200918e-07i,7.45688117516742e-10+-1.41270625871344e-06i,3.41187529607758e-10+7.64006484231113e-08i,2.69859320965752e-09+5.31431374134825e-07i,8.89386205228013e-09+-1.44380072259365e-06i,2.57652842235975e-10+-3.67480604322033e-06i,-1.69438725311768e-09+-8.47259885523229e-07i,-1.43637942617522e-08+-1.27473641728853e-06i,1.22063507766991e-07+3.62507057796264e-06i,-3.96272836248113e-08+1.31132815285105e-06i,9.98992152704643e-10+2.47166445004498e-08i,3.19827224515362e-09+2.78216335663777e-07i,-1.16442077276e-06+1.54181983926756e-05i,-8.48227130398143e-09+1.0509580372106e-06i,-1.47449747640534e-09+2.46374987218131e-08i,-2.25501871350726e-08+-5.29428187934608e-07i,-1.41417770824008e-05+1.82295725941526e-05i,2.07988760336723e-08+-2.62651323559694e-06i,7.52457496214501e-10+-6.00631117501919e-07i,-1.69892616904294e-09+5.59814876415668e-07i,5.17831109227785e-09+1.53331309010508e-07i,2.32396789800738e-12+-2.7060532168399e-07i,-3.6797213464559e-09+-7.04257156908436e-07i,-8.63100544760411e-08+-5.64161564663033e-06i,-4.19429327940089e-08+3.68528555585686e-06i,-9.22859786477234e-09+-3.17431096648929e-07i,3.33293756574533e-09+1.35263620851151e-06i,5.04038349328524e-09+7.03898511460744e-07i,1.08076135139057e-08+1.00824465051899e-06i,1.84413965858284e-08+1.3731124713246e-06i,-4.97101587834485e-07+-6.07256599422441e-06i
-163.632865172275,6.22590235111726,-0.0359619766021294,2.60964834630615e-12+-2.33219436352944e-07i,-1.52659164766137e-09+-3.74006717362517e-06i,4.32782523129154e-10+1.60522886835666e-06i,5.65294705349167e-11+7.23661957969434e-08i,-2.54499173764568e-09+1.8323056788106e-06i,5.79854597778337e-10+-5.51716463732857e-07i,-1.27381036981534e-08+7.62427212018696e-06i,1.98622353798637e-10+7.76106151178849e-07i,-1.1286697273516e-09+-2.32254827212284e-07i,1.68206234819025e-08+-1.84746203696732e-06i,1.00377332847772e-08+9.58942238964224e-07i,7.47314573917561e-10+-1.41670762743451e-06i,4.1923304714074e-10+7.64811229062593e-08i,2.68420775155042e-09+5.33712867895986e-07i,8.93763372026733e-09+-1.45151302882944e-06i,2.54645313195579e-10+-3.67147902374356e-06i,-1.43899563264125e-09+-8.41078906386596e-07i,-1.43061343751261e-08+-1.27187433288388e-06i,1.21009145611673e-07+3.58263841661118e-06i,-3.97211210349407e-08+1.32147612869456e-06i,1.15850122575433e-09+5.08786856337332e-08i,3.21518844945097e-09+2.79052404987092e-07i,-1.16779168983526e-06+1.54623022870264e-05i,-8.48898408040842e-09+1.0507836813271e-06i,-1.17110039420162e-09+-7.41858038280769e-09i,-2.82997619399602e-08+-7.61055951338579e-07i,-1.14107046559764e-05+1.48146263479518e-05i,2.07803638086196e-08+-2.61909349189096e-06i,8.77694417636759e-10+-5.46273910368311e-07i,-1.81050131730998e-09+5.72436972483432e-07i,5.21053244808858e-09+1.52396359941783e-07i,-3.07977760105976e-10+-2.66732279978216e-07i,-3.96280667833615e-09+-6.96850913178906e-07i,-9.06572170394188e-08+-5.82210017053522e-06i,-4.24228866140543e-08+4.06801343100595e-06i,-9.31632534589769e-09+-3.27247922801924e-07i,3.35130896224934e-09+1.35559845306298e-06i,4.99828760424756e-09+6.86205936346502e-07i,1.07258618146044e-08+1.0307565641367e-06i,1.83488522448719e-08+1.37972706424885e-06i,-4.97972640697139e-07+-6.07500001689753e-06i
-163.632865172275,18.6770227242932,0.0161480555987959,2.29082282717361e-12+-2.37890676709669e-07i,-1.42912539408811e-09+-3.51713932888008e-06i,4.15817913608359e-10+1.48994915409066e-06i,5.36685791274203e-11+1.01904935493351e-08i,-3.44742039998933e-09+2.27165685494076e-06i,4.7585641959923e-10+-3.48317909023447e-07i,-9.47564016674309e-09+5.83730721555223e-06i,2.99814714602539e-10+6.34162518732094e-07i,-8.59300659798515e-10+-2.82053183537941e-07i,8.06859040506878e-09+-2.58590379637552e-08i,9.90816215682018e-09+1.76144682748062e-06i,2.13989686083193e-10+-1.4647029075775e-06i,1.87200902518344e-10+3.07061184552275e-08i,1.35662281251914e-09+2.95204143312516e-07i,4.33528031425906e-09+-6.31776733655549e-07i,8.7886736074198e-10+-2.98139499107946e-06i,1.04042981930554e-10+-5.02895394110667e-07i,-3.46553037684151e-09+-3.76161370191109e-07i,1.40053652385025e-07+5.35239209052135e-06i,1.44449174124856e-08+-1.52566867231686e-06i,-2.07411227862614e-11+-2.87736316758529e-07i,2.03738421890552e-09+1.22703999486016e-07i,-2.48965081440101e-07+3.19190892038233e-06i,-1.62841095547508e-09+2.20770976299087e-09i,-8.8770355208422e-09+-5.01656475821368e-07i,-9.01058714817517e-08+-3.02285681199083e-06i,-3.72951411187938e-05+4.77002517013364e-05i,4.9026472423664e-09+-2.7612135246475e-07i,1.66737573952366e-10+-6.02375051509702e-09i,-1.58045286281397e-09+7.78243378179184e-07i,3.91092434122811e-09+3.17046463851412e-07i,3.329286771237e-09+-1.04240655171692e-07i,-3.7638277755214e-09+-1.63510558622458e-07i,-6.01732533570013e-08+-3.57826471119057e-06i,-2.73777745991526e-08+3.01984351015389e-06i,1.01160374511617e-09+4.87089092003385e-07i,-1.55012967570143e-10+2.73593109101047e-07i,6.58720389547173e-10+6.28025457577007e-07i,9.16510868455633e-09+1.56301757149131e-06i,2.10349439895808e-08+2.26756726017855e-06i,2.0372770896635e-07+2.17635988636932e-06i
