x,y,z,f_64_69,f_Freq_110,f_189_13,f_200_86,f_259_24,f_293_42,f_Freq_341,f_375_83,f_466_29,f_485_27,f_496_72,f_547_28,f_590_2,f_663_15,f_674_2,f_718_04,f_735_5,f_804_08,f_813_61,f_921_43,f_960_35,f_987_44,f_1026_2,f_1072_4,f_1121_6,f_Freq_1173,f_1202_9,f_1220_5,f_1247_3,f_1254_6,f_1375_4,f_1444_2,f_1449_6,f_1481_6,f_1501_9,f_1538_2,f_1586_2,f_1649_3,f_1668_7,f_1734_5,f_1753_3,f_1814_8,f_1834_4,f_1912_2,f_Freq_1919,f_1938_9
-112.085913449909,-49.1787540729264,3.00350800826278,-1.92023797988792e-08+-9.033911217924e-05i,3.68821857286253e-08+0.000120502966086813i,1.94099377970994e-09+0.000100712886191546i,-5.35072533412507e-08+-0.000333506642196172i,3.91579839380365e-09+-2.22604106865099e-05i,1.46784255887571e-08+6.46462603673479e-05i,-6.70287841587226e-08+8.27580107981576e-05i,2.45285618758542e-09+3.34051543979336e-05i,-1.5830921545771e-08+9.52174228195125e-05i,2.50133617746382e-07+-0.000108847904904387i,2.34440212947702e-08+-1.2459168590757e-05i,-2.27644995493399e-08+6.98092270156304e-06i,1.42749892473421e-08+-1.29118006069543e-05i,2.37260172417529e-07+0.000130027327597835i,1.16655639067938e-07+-8.90130413326597e-05i,-6.95770863003596e-08+8.50444174376082e-05i,2.33522331156617e-07+-4.10850774960895e-05i,-4.21335450648737e-08+-3.10366652445886e-05i,-3.47370553086248e-07+6.98163821955817e-06i,-5.71078479865926e-09+1.89801375911067e-05i,-1.65994117432194e-07+-1.71143747465771e-05i,-1.97665469136804e-07+8.45592042181795e-05i,-3.44341822062686e-06+-2.67238320929428e-05i,2.19082828417909e-07+4.53843620280099e-05i,-8.4916564084926e-08+-1.79658525972586e-05i,1.38797397703559e-06+6.43990637101213e-05i,-3.05678697825419e-07+6.10884588627519e-05i,1.52398652376617e-07+-1.55966930927033e-05i,-8.09126397081379e-07+6.88233604707533e-05i,-2.44677059513436e-07+3.54961361492014e-05i,2.13710509083022e-08+1.46129376568615e-05i,1.47872984307477e-06+6.84134172687141e-05i,5.76510528790078e-05+-0.000568081387755468i,3.33591735332218e-07+-8.98056528174888e-06i,-1.64700482333961e-07+5.9302820170699e-06i,6.70047004284191e-07+0.000146589417848636i,6.25300430303648e-07+-0.00013583670632663i,6.20633083888689e-06+-0.000309242466063186i,-5.87952185806592e-08+-3.77007853627883e-05i,-2.44458428322841e-07+-2.61643418895966e-05i,-2.65510266346071e-05+-0.000363404802979805i,1.59945054977406e-08+-2.57730655946878e-05i,-3.40757982528672e-07+-4.31886006458338e-05i,-2.05371475013087e-07+-2.84487460472539e-05i,-1.9277748076519e-07+-3.41651985689146e-05i,-2.51388029510035e-06+-0.000129863393696747i
-112.085913449909,-35.1316561509412,3.92120198820541,-1.47218677054246e-08+-7.72022160193104e-05i,8.3874195386444e-08+0.000282121472929329i,-3.59200709698362e-09+7.59622735246731e-05i,-5.01548784223478e-08+-0.000315569308459732i,1.22101989071274e-08+-1.92962565677309e-05i,1.80690265457161e-08+7.50937576404262e-05i,-1.91454752919394e-08+-1.56439387924952e-05i,1.69130247721249e-10+2.61080076959834e-05i,-6.80008274997308e-08+7.82627077479555e-05i,1.47052665012588e-07+-6.46788340298782e-05i,1.51018539315543e-08+8.65998054621186e-06i,-4.30349004847839e-08+2.19779492591158e-05i,1.69526010035725e-08+3.62646049846851e-05i,2.40167594501314e-07+0.000148743402036764i,1.12528123414943e-07+-7.36473188434e-05i,3.60899957728051e-07+-0.000234703594704818i,3.0729495084708e-07+-8.33506915311794e-05i,-4.69615358093545e-08+-1.42129380355048e-05i,-2.28367363027929e-07+4.86267985625082e-06i,2.61262183486543e-08+1.39360299414867e-05i,-4.7700435690634e-08+7.31668914345236e-06i,-8.41960150756627e-08+2.33791865858409e-05i,-5.17031696441133e-06+-7.21966200890873e-05i,1.33475784464942e-07+-3.45289746410459e-05i,-4.36076459276826e-08+-3.85125699131958e-05i,-6.0081298111193e-07+-4.13043451378395e-05i,-5.10163552725563e-06+0.00054472636403247i,-4.10728339491272e-09+4.01931740895315e-05i,-7.30669847830064e-07+7.75445932257312e-05i,-2.0926952563243e-07+4.79115134098757e-05i,4.28476502107168e-08+1.82062299552001e-05i,2.64541506385794e-06+0.000131920144792874i,0.000103266796813936+-0.000986984861906526i,3.52006820936838e-07+-1.45666544531243e-05i,-2.6258794029643e-08+1.15196572938496e-05i,5.80897407754317e-07+0.000131922533683788i,5.39447173998553e-07+-0.000119964391934368i,1.90637806127653e-06+-0.000128007235748605i,-1.01983845294643e-07+-1.72742565008279e-05i,-1.71645847809911e-07+-1.26550971044419e-05i,-8.32852563517863e-06+-0.000113502326632173i,-7.00461948466691e-09+4.85249794417593e-07i,2.76467945911262e-07+1.55669934906691e-05i,-1.56764748667945e-07+-5.17567605449487e-06i,-8.83423749425151e-08+-6.76915225352268e-06i,-4.36795483068055e-07+-2.98296465593458e-05i
-112.085913449909,-21.0845582289561,4.59480745437826,-9.34229058649226e-09+-5.88006002668814e-05i,1.17302141731851e-07+0.000395696944687365i,-6.93636122909012e-09+3.89651534005151e-05i,-3.54962137758684e-08+-0.000227840982808777i,1.45253852834298e-08+-1.07017562921613e-05i,1.71293070292097e-08+6.05290863340931e-05i,2.67309090245272e-08+-0.000104255066012342i,2.06434035765115e-10+7.85499906611945e-06i,-1.19544525585717e-07+5.11666636410455e-05i,1.33254353141412e-08+-7.5820996180456e-07i,5.1291881220821e-09+2.34560093535677e-05i,-6.18927505953492e-08+3.80021991070792e-05i,2.14768619063058e-08+5.34153921419438e-05i,1.71665610780536e-07+0.000116347456296546i,8.23433236060216e-08+-3.97104940932344e-05i,4.6102846940757e-07+-0.000307904494430043i,3.54468029326731e-07+-9.80832364334283e-05i,-1.11027439767028e-08+1.03239020665599e-05i,3.04962194864303e-07+-1.11339129448461e-05i,7.89874855857003e-08+1.00504408449337e-05i,8.98046266784622e-08+4.97437724338207e-05i,7.11169502337905e-08+-4.8196423346425e-05i,-1.69394805327949e-06+-4.362364175909e-05i,6.18967725771786e-08+-7.52778692262762e-05i,1.70175805285759e-07+-6.60326694375411e-05i,-1.13725755158794e-06+-7.67542983400104e-05i,-6.36578495184609e-06+0.000666779560345397i,-8.42247521735933e-09+4.55759188526083e-05i,-7.2478643934004e-07+6.03541692693459e-05i,-2.07352531474711e-07+3.80055938084803e-05i,1.15839757384328e-08+1.67454766102719e-06i,5.17541365645564e-07+2.33579687881702e-05i,8.67804700878564e-06+-8.85401316694552e-05i,2.5487654909704e-07+-2.84027802281914e-06i,1.28373992749079e-07+1.14910145376455e-05i,1.88986970853592e-07+4.00015674919223e-05i,-1.04037597281599e-08+8.09198645316017e-06i,-2.64835582318834e-06+7.08945023965229e-05i,-1.30197443515835e-07+1.63635518019782e-05i,1.52643367911136e-08+2.00977092103856e-05i,1.92223463476611e-05+0.000286547612662317i,-3.6049147632709e-08+1.57969838566454e-05i,7.08182510664595e-07+5.45743328501982e-05i,-1.0485061999315e-07+3.39191443485336e-07i,-5.45386108243517e-08+2.29564534426535e-06i,1.83828142830044e-07+8.68549511457813e-06i
-112.085913449909,-7.03746030697089,4.96204651700295,-3.19611790473544e-09+-3.56519508580862e-05i,1.36152864799656e-07+0.000457567941072853i,-8.09774622230649e-09+-7.44883470316434e-06i,-1.14221530823602e-08+-8.18273003912548e-05i,1.5088666290609e-08+1.08792587079927e-06i,1.38903172476899e-08+3.07881052821809e-05i,5.98389073159256e-08+-0.000165729970212812i,2.11546938828833e-09+-1.27747489319151e-05i,-1.55058025165496e-07+3.1842880166834e-05i,-8.23591010148065e-08+5.13144988702484e-05i,-1.25362204933366e-09+2.57625380196421e-05i,-7.5297139626815e-08+5.0670140090162e-05i,2.68080074947368e-08+3.3493229504135e-05i,7.87416802951378e-08+5.61828885347718e-05i,4.57932322432023e-08+-5.74186868485777e-06i,2.27041949845506e-07+-0.000129945462494834i,3.83615292296019e-07+-8.8088932233952e-05i,3.64672131734332e-08+2.63831838089465e-05i,8.61689982583401e-07+-2.82467032581372e-05i,1.21563008611663e-07+8.44351105838159e-06i,1.54574503321512e-07+8.8194460665839e-05i,1.81579535813831e-07+-8.8872532488105e-05i,2.47312232781213e-06+9.3606792553556e-06i,9.67709331264578e-08+-4.24176665740817e-05i,4.41347167510362e-07+-9.30506200213692e-05i,-5.79440547299152e-07+-5.40355094712309e-05i,-3.13610322726833e-06+0.000317529014800156i,5.7095372560406e-08+4.89193155242125e-07i,-8.90827831704482e-07+4.14627893781488e-05i,-2.60299891792592e-07+1.9496211062597e-05i,-1.61836780936305e-08+-1.38105637093044e-05i,-2.12397191027972e-06+-0.00012705048509893i,-0.000104252573968423+0.000952931092735676i,2.22919637343802e-07+8.1568698833294e-06i,1.85548022142775e-07+7.54161859068138e-06i,-1.69240032892229e-08+-1.45593960582844e-05i,-5.94452308172929e-07+0.000141041093495122i,-6.15239643479871e-06+0.000221538908800789i,-1.67853253942481e-07+3.72977557044512e-05i,3.62000975589725e-08+2.79785256899084e-05i,1.58352496449802e-05+0.000244678702042576i,-4.07771352902465e-08+1.55793842349947e-05i,3.49502181813145e-07+3.71637498959732e-05i,-3.47978971998126e-08+-8.72888653457552e-06i,-6.07240685157149e-08+-3.2948522299521e-06i,-1.46083921942019e-07+-6.64081635292714e-07i
-112.085913449909,7.00963761501428,4.9371624970341,3.2335106145011e-09+-9.5691011551411e-06i,1.35909187543648e-07+0.000452222518234843i,-6.5999400988851e-09+-5.06126376036218e-05i,1.5683503693771e-08+8.24893828262697e-05i,1.5191449736054e-08+1.16688461590254e-05i,9.54658478878132e-09+-6.09209421898449e-06i,5.94826575361044e-08+-0.000162585140955021i,6.17598508793794e-09+-2.82128279273152e-05i,-1.5319738511613e-07+3.36184194694052e-05i,-7.67034215809774e-08+5.87663871108573e-05i,6.63814480572223e-10+1.04029160901257e-05i,-7.48523818856543e-08+4.99663487847928e-05i,2.92574577714012e-08+-6.63897170771068e-06i,-2.80074734370238e-08+-3.29944069454841e-05i,1.04830334202245e-08+3.16177233532932e-05i,-1.95730784074581e-07+0.000188705988976242i,3.7925695169711e-07+-5.51427425732768e-05i,4.90125776473887e-08+1.82491301978201e-05i,8.62984245062067e-07+-2.35287776367588e-05i,1.36290300904786e-07+4.81700588610452e-06i,1.50185856459578e-07+9.36809205171882e-05i,1.80494937184841e-07+-7.83836935689866e-05i,2.34371253686203e-06+2.0655758016294e-05i,2.27058854429976e-07+4.44734271331702e-05i,4.734996925479e-07+-8.93117461725203e-05i,5.77965528833293e-07+8.6457635451982e-06i,3.24362327918251e-06+-0.000364957268389625i,8.78401842978364e-08+-5.7164097572285e-05i,-9.08346669196958e-07+2.02576271716133e-05i,-2.64976062004925e-07+-7.66248120750729e-07i,9.10474095840935e-09+-1.2604295966787e-05i,-2.01691208256113e-06+-0.000138756459524895i,-9.85807158743938e-05+0.000874572207980531i,2.45953239854094e-07+2.21061891567546e-06i,1.7913421928651e-07+2.03741780787992e-06i,-1.4290663668151e-08+-1.62350797125119e-05i,-5.58525943538287e-07+0.00012605282272591i,-6.37424550885706e-06+0.000225351811106498i,-1.85125558062092e-07+2.19577448296121e-05i,-1.47331655943586e-07+-9.18054122012756e-06i,-1.52678626667225e-05+-0.00022487911564546i,-3.79476886483256e-08+7.58084980199973e-06i,-5.93094154640085e-07+-2.14547080415741e-05i,-4.99012587635995e-08+-5.10763456925198e-06i,-6.54815986376252e-08+-1.40970709935631e-06i,-3.18511414556577e-08+-4.87764607186993e-06i
-112.085913449909,21.0567355369995,4.60764165540627,9.39390352551205e-09+1.67689836074956e-05i,1.18538685109868e-07+0.000387049440732183i,-2.98106884168407e-09+-8.23068329298176e-05i,4.02520970575316e-08+0.00023048937319894i,1.52044954851395e-08+1.89609794384467e-05i,4.90855079874726e-09+-4.48423595547349e-05i,2.91871024343332e-08+-0.000102887675722617i,1.09698344490031e-08+-3.4598947363346e-05i,-1.20425851614828e-07+5.47904211512697e-05i,1.9589179605183e-08+2.18557128275573e-05i,9.28525636349528e-09+-1.37965400074056e-05i,-6.3095969646738e-08+3.75595020680027e-05i,2.73005200498933e-08+-3.67989585745301e-05i,-9.89366386382392e-08+-0.000107084268027848i,-9.51111968236809e-09+6.06213952688135e-05i,-4.55792393596598e-07+0.000382209374056264i,3.53187045753649e-07+-2.70181943774192e-05i,1.93600815146218e-08+-4.10884291576218e-06i,3.55988840911072e-07+-1.09326717439184e-06i,1.26962128460852e-07+-7.63458972385518e-06i,8.54714067472721e-08+6.35391430603753e-05i,8.04644094222352e-08+-3.08292244040911e-05i,-1.76998928400453e-06+-1.89527705333507e-05i,3.08425372875831e-07+9.37940214329762e-05i,2.65978216705433e-07+-5.93760787591259e-05i,1.14590795456302e-06+4.78808325907416e-05i,7.02025090795822e-06+-0.000769164943593658i,5.32767783620834e-08+-7.10877818076766e-05i,-7.14097431177518e-07+1.78356337112935e-06i,-2.00457482874353e-07+-1.07873824601427e-05i,6.07893783518104e-08+-3.17269658140375e-07i,7.10609448146222e-07+1.01647510662899e-05i,1.58523127472897e-05+-0.000177918425322581i,2.94238315314557e-07+-2.73339829327511e-05i,1.25774259205965e-07+-1.11611596782996e-05i,-2.28233064831555e-07+-5.43017998923693e-05i,2.3559312551553e-08+-6.11883817212963e-06i,-3.23602207058065e-06+9.01569622961376e-05i,-1.44899301845082e-07+-8.38446489366652e-06i,-1.87459228758978e-07+-3.39742840115791e-05i,-2.15700469475816e-05+-0.000342901125984867i,-4.67745870473239e-08+-3.77360606780533e-06i,-1.01108924720751e-06+-5.50573612626244e-05i,-1.35708328429313e-07+2.40066639111055e-06i,-7.53256372791483e-08+1.83999875389316e-06i,3.48007620796784e-07+1.1959397736481e-08i
-112.085913449909,35.1038334589846,3.9274553097746,1.4703098663316e-08+4.07528782035531e-05i,8.44640447618752e-08+0.000264362490367628i,1.90925201155254e-09+-9.29030372961743e-05i,5.5340222792704e-08+0.00031833464320592i,1.26606030816121e-08+2.05087441274952e-05i,8.79579704353988e-10+-7.34196220311312e-05i,-1.94964266730385e-08+-7.74717891172604e-06i,1.45596975446655e-08+-3.01148877550213e-05i,-6.5517338685605e-08+8.17321009811824e-05i,1.60381326746041e-07+-4.39592436789194e-05i,2.023915137121e-08+-3.57532098003862e-05i,-4.26826281627818e-08+1.58153525721798e-05i,1.9679906284633e-08+-2.97010241447121e-05i,-1.21354637267259e-07+-0.000142967921040371i,-1.5225071702428e-08+7.98832531700513e-05i,-3.1818739121844e-07+0.000270838048196063i,3.01300956482709e-07+-2.08597784177143e-05i,-2.62996368778014e-08+-2.01619971426738e-05i,-2.22056379283715e-07+2.03306881813178e-05i,1.085810180383e-07+-3.12186965893617e-05i,-3.14340169733727e-08+1.16368008704345e-05i,-7.18874870995948e-08+3.27028422531681e-05i,-5.25281334265345e-06+-5.70412720641542e-05i,2.3405855112873e-07+5.62766345765211e-05i,1.32007301667241e-08+-2.36894745332543e-05i,6.58909028132882e-07+3.34132537616293e-05i,5.20669725006474e-06+-0.000571868311978872i,4.29144590608365e-08+-3.52773828781959e-05i,-5.06357174078581e-07+-6.54466334943316e-06i,-1.33765456447741e-07+-6.38019954826394e-06i,8.08442442439759e-08+9.09516430543453e-06i,2.85296713360586e-06+0.000151804666240598i,0.000103966931654623+-0.000946669887328796i,3.58046909770939e-07+-5.63791027444332e-05i,-1.28230566944226e-08+-2.67711320061254e-05i,-6.24418216338387e-07+-0.000121408091695544i,6.06102396466465e-07+-0.000118036196196994i,2.08291381470129e-06+-0.000123602117726334i,-4.09222666672249e-08+-2.53161716096928e-05i,7.59470738456311e-08+-5.47318166313367e-06i,8.75360562282331e-06+0.000106578683814371i,-4.1222387635617e-08+-1.99897508493615e-05i,-4.03864976969597e-07+-3.1698207158689e-05i,-1.53769308288708e-07+-1.415697745527e-05i,-9.14145880252069e-08+-1.68335215212244e-05i,-5.91988187829741e-07+-4.6004809786356e-05i
-112.085913449909,49.1509313809698,3.00191748505407,1.90764491795497e-08+6.17013155429018e-05i,3.72567656595007e-08+9.70346095236837e-05i,7.43040677298084e-09+-8.09453038473288e-05i,5.90632076948686e-08+0.000333576400340228i,4.20068123510576e-09+1.59660696828453e-05i,-1.66970767591029e-09+-7.75091451503265e-05i,-6.68332429786123e-08+8.7800704201771e-05i,1.47031508451047e-08+-1.48957316983721e-05i,-1.36115868071839e-08+9.42570734903067e-05i,2.57055895829218e-07+-9.78523093206113e-05i,2.65136562071741e-08+-4.28877559815992e-05i,-2.18444184272904e-08+-4.6874883090525e-06i,9.61946965649411e-09+9.65100330426464e-06i,-1.00751588400761e-07+-0.000131281594675837i,-1.28315194862875e-08+8.47825964112804e-05i,1.14403124619809e-07+-6.66889978571008e-05i,2.30445798883296e-07+-3.39142434921042e-05i,-4.5131755479702e-08+-1.41979681706929e-05i,-3.40746291474292e-07+2.07984122967611e-05i,9.77866582697614e-08+-5.30569800602231e-05i,-1.41506972924077e-07+-2.77005896864678e-05i,-1.81433722753783e-07+7.64760125156708e-05i,-3.40669277575364e-06+-3.24062445030686e-05i,7.32795111990422e-08+-1.48632262177176e-05i,-5.88418149252667e-08+-8.99608209247582e-06i,-1.30872086170896e-06+-5.6239337355958e-05i,4.20816987254201e-07+-5.61963177105397e-05i,1.30044683399048e-07+2.67594655558408e-06i,-4.90254877621624e-07+-8.57549774647935e-08i,-1.35452055469444e-07+4.9893844016989e-06i,5.45014317317855e-08+1.05296251415403e-05i,1.6854979385988e-06+0.000101111503053893i,5.63660703679372e-05+-0.000491726566103497i,3.33545816711645e-07+-3.89791589619243e-05i,-1.39258845277563e-07+-2.11229124824112e-05i,-6.51172061366282e-07+-0.000105301486543533i,6.93949314954106e-07+-0.000113051594395999i,6.25101890784566e-06+-0.000279754297469104i,5.05536285100412e-08+-2.62712620127181e-05i,2.88253660740308e-07+2.80289240266398e-05i,2.57595215276859e-05+0.000382710526566561i,-1.60850402967502e-08+-2.46508788838485e-05i,3.00215574464753e-07+9.43333734752755e-06i,-7.57918433938688e-08+-3.21969136390989e-05i,-7.6398477226383e-08+-3.62463420354249e-05i,-2.49964161421098e-06+-0.00012309664186067i
-112.085913449909,63.198029302955,1.95416260959826,2.27181412330303e-08+8.02383854689456e-05i,-1.99921617383102e-08+-0.000104144798392979i,1.35884163639148e-08+-4.7272878411198e-05i,5.20182136815606e-08+0.000279330315183651i,-1.23549205072361e-08+5.33313358443709e-06i,-1.65589842630311e-09+-4.28458946517858e-05i,-9.67467818322871e-08+0.00015510633187661i,9.73458779444777e-09+1.04634383212947e-05i,8.48401383813509e-09+7.28126228192366e-05i,2.17762452687497e-07+-9.45564724716401e-05i,2.14705803709703e-08+-2.56835067518664e-05i,-8.89874244108447e-09+-1.23439325677714e-05i,2.82604885659041e-09+5.14349507605163e-05i,-6.09134022428125e-08+-8.53557146566002e-05i,-1.04393378238581e-08+7.14776465411842e-05i,4.53383481248279e-07+-0.000333525570675389i,1.4999140250953e-07+-4.22009536945107e-05i,-2.03061764443852e-08+7.79592524600165e-06i,6.93506759670532e-08+6.67153013791994e-07i,9.25978027083988e-08+-5.51281503094593e-05i,-1.79975197974442e-07+-3.4125985924655e-05i,-1.94481400704332e-07+8.25900987210692e-05i,2.04079698052626e-06+3.80611118737659e-05i,-1.19586394943827e-08+-3.34169083787841e-05i,3.21613762895919e-08+-1.61062914637632e-05i,-3.81817573459498e-06+-0.000173165074634011i,-2.42922974453669e-06+0.000245903660033665i,2.29059089731344e-07+6.98608850426578e-06i,-5.81770900514929e-07+1.64411314519748e-05i,-1.742847163924e-07+1.40355157953067e-05i,2.96997303295513e-08+1.21428443003305e-05i,-7.87669544788926e-07+-5.33705132309231e-05i,-4.10931655556291e-05+0.000359852928134059i,1.93241095328982e-07+1.49572090847744e-05i,-9.69195173693528e-08+1.03026002148748e-05i,-1.64871652401768e-07+1.35048880395811e-05i,5.42284063614703e-07+-7.72918042866691e-05i,6.38022529610998e-06+-0.000273110377185337i,6.41471454993359e-08+-2.62963624335628e-05i,1.66071810921803e-07+1.09963879662564e-05i,6.4522708438832e-06+9.5060462145096e-05i,-9.0212590617789e-09+-4.29094098586994e-06i,3.29530008203298e-07+2.81371732482877e-05i,-6.28770040443132e-08+-2.94564389815298e-06i,-1.31658068970592e-08+-1.10143923383917e-05i,-2.56478416635928e-06+-0.000103929238362115i
-112.085913449909,77.2451272249401,0.999530528675646,2.60037424648357e-08+9.77266564468425e-05i,-8.43019962590575e-08+-0.000329220662023476i,2.0738639162344e-08+3.99922905354401e-06i,3.71678165385831e-08+0.000173977508222752i,-3.63233261861774e-08+-1.07315799862607e-05i,1.39429549866399e-09+3.36397161767127e-05i,-1.0536710931522e-07+0.000186524121680187i,-4.60902862233917e-10+4.46590140222944e-05i,-1.51427396581804e-08+9.1386426417977e-06i,-4.5823659298415e-09+-9.01714508599237e-06i,2.09536611112589e-09+1.84598047665479e-05i,-9.54019458050691e-09+-5.37280516116062e-08i,4.33729726158648e-09+6.43955094466235e-05i,-3.19060693020097e-08+-3.28611448229217e-05i,-1.47527069834277e-08+4.14468456364286e-05i,2.94228768419801e-07+-0.00022048510103426i,7.42916194198841e-08+-1.92570753955368e-05i,3.02372017244399e-08+2.38283606908893e-05i,6.09106780663717e-07+-2.10118813700354e-05i,7.84501972009234e-08+-2.74570339104959e-05i,-1.02132646152357e-07+-1.31683791592167e-05i,-1.22517783148119e-07+5.47089187354585e-05i,4.05670348538401e-06+6.54667577324934e-05i,6.55032568250737e-08+2.66365727282479e-05i,4.42243641862432e-08+-1.90189845392904e-05i,-4.55721583978157e-06+-0.000207588130735143i,-1.39223194425604e-06+0.00012485997543011i,1.75692844413329e-07+-4.32316586836431e-06i,-4.27254064897195e-07+2.3326515872777e-05i,-1.30341585861864e-07+1.41818213360839e-05i,3.95174761489746e-08+1.57592534350722e-05i,-8.92007480813658e-07+-7.5937276794028e-05i,-4.16336634875265e-05+0.000330178045668049i,2.85983483309941e-08+4.09358691559743e-05i,1.00853220650428e-07+3.35221550024297e-05i,1.450102362316e-07+7.45685442491052e-05i,5.21272395649727e-07+-9.44616256346759e-05i,3.38858933315024e-06+-0.000148132217668735i,3.21469211968959e-08+-2.33870063755524e-05i,1.17922366191849e-10+-1.67597980221965e-05i,-5.70696088390543e-06+-0.000112173289296036i,-2.74121940818985e-08+1.5399640214145e-05i,9.65624860001884e-08+2.50711599064901e-05i,-1.09925665153097e-07+3.47010688319189e-05i,2.46198045415974e-08+2.60120005483566e-05i,-9.15128941607977e-07+-6.55965526266641e-06i
-112.085913449909,91.2922251469253,0.262981879203762,2.91090670806782e-08+0.000114741338522298i,-1.52794712452049e-07+-0.000568400063558354i,2.85567824539004e-08+6.72695857722134e-05i,1.69804835284124e-08+3.37481621098377e-05i,-6.46207206205188e-08+-3.04947305551265e-05i,7.03656821642951e-09+0.000141531551302547i,-9.32324735213185e-08+0.00018101827707344i,-1.42038936984591e-08+8.2422247829663e-05i,-7.73421116885794e-08+-8.84724401084393e-05i,-3.75061746335856e-07+0.000145649835611845i,-2.83117588582859e-08+8.01449112145181e-05i,-2.20620111664615e-08+2.90274990945181e-05i,1.44885390647338e-08+3.35318116977755e-05i,-2.25017102575131e-08+7.59279709372653e-06i,-2.42194698782317e-08+-1.34636970008521e-06i,-4.31680442769056e-07+0.000325085645845465i,1.3446214255822e-08+3.83732939383668e-05i,7.12006640612886e-08+1.59569931386961e-05i,7.93616185323399e-07+-2.52799659667401e-05i,4.35547504314626e-08+2.08110630152387e-05i,7.31868941216352e-08+1.24727833181351e-05i,-1.926751591412e-08+9.50053159571708e-06i,-1.70544978278675e-06+-1.05449379978657e-05i,2.26602204501974e-07+0.000106884471212999i,-1.78463934648891e-07+1.97632109119768e-06i,-2.30252613213606e-06+-0.000105348974168774i,9.13722321564929e-07+-0.00013122410761382i,-6.13366278142533e-08+8.55648976583741e-06i,1.15590863671879e-07+5.90882155570578e-06i,4.05521450359635e-08+5.29781072490443e-06i,4.85639902914223e-08+1.03186290198537e-05i,1.1545036662194e-06+6.23221439179773e-05i,3.91525591544703e-05+-0.000356694070637824i,-5.94169931108356e-08+9.09664006188193e-06i,2.61036577355428e-07+2.01625244169734e-05i,-2.3487661578362e-07+-3.2391580969469e-05i,4.63152881812895e-07+-9.96111233683115e-05i,7.14463703155528e-07+-3.84186921295615e-05i,2.03277778757149e-08+-5.15777712193583e-06i,1.09434150771826e-07+6.06609188435923e-06i,1.3690544124537e-05+0.000184109430081049i,-2.16396186059694e-08+2.38337416932715e-06i,7.8065041114458e-08+9.28099316785295e-06i,-3.42868478195045e-08+1.0259880705229e-05i,-1.43243131392798e-08+1.06343088804879e-05i,-5.66018957553982e-07+1.67746600583011e-05i
-112.085913449909,105.33932306891,NaN,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi
-106.428323083451,-105.367145760867,NaN,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi
