x,y,z,f_67_38,f_122_38,f_197_4,f_206_96,f_243_52,f_320_72,f_365_07,f_412_76,f_503_74,f_561_34,f_571_35,f_586,f_654_15,f_683_75,f_721_98,f_836_76,f_839_32,f_887_26,f_931_28,f_948_64,f_955_39,f_1051_1,f_1149_7,f_1172_1,f_1204_2,f_1285_7,f_1297_1,f_1347_3,f_1381_2,f_1413_4,f_1473_9,f_1507_7,f_1596_8,f_1600_6,f_1661_9,f_1717_7,f_1759_5,f_1805_1,f_1854_6,f_1870_8,f_1914_7,f_1935_2
-128.138417044226,-57.7500251313956,1.00585058192775,-2.32110798282583e-12-3.05196971351028e-07i,-1.75542285222243e-10-5.83291476417997e-07i,-6.16307122339995e-11-6.33652360900267e-07i,-1.65778801386049e-11-6.68983064639137e-07i,-4.85993196862087e-09+4.61604554253397e-06i,2.57371382139808e-11+5.16142335510645e-07i,5.13345152852439e-09-3.98430136226304e-06i,4.9746102013434e-10-2.64591426265199e-07i,6.65804924492522e-10+7.31568428824269e-09i,-1.88909595071336e-08+3.10400343159237e-06i,-4.27551487725904e-10+3.21836650620685e-08i,-3.57882815110798e-10+7.23278732759942e-08i,7.80460420607586e-11-1.07361943192594e-07i,-1.05097312345106e-09-2.86334913868039e-07i,-7.4035024629175e-09+9.71439054129493e-07i,1.64104901834444e-09+1.57996639043462e-06i,3.10035121698781e-09+3.19388740303446e-07i,-7.88530340593383e-09+5.67863020214692e-07i,1.00287335486267e-06+6.61546486902668e-06i,1.24714539831429e-10-1.72402898851584e-07i,9.80222431674873e-10+7.18223755337389e-09i,2.44281836147915e-10-5.33756001844188e-08i,-8.11965288399625e-08-1.62836298083475e-06i,-1.19028978330416e-08+1.13277991976448e-07i,2.0435110332538e-09+2.08970544462778e-07i,2.38815772506545e-08+1.20583160485384e-06i,7.99341877975916e-07+7.78765230736247e-06i,1.65208254419704e-08-1.71476904449278e-06i,7.15384850696484e-10-3.19294502187683e-07i,5.25178282161434e-09-6.61914290992071e-07i,-1.64087725915518e-09-3.87477670569207e-07i,8.27778965141052e-10-7.11303244575814e-08i,7.02808848408273e-09-8.82594896001712e-07i,2.34257547924362e-09-6.66892877517889e-07i,-1.27546852750815e-08+1.18121699971534e-06i,-2.70711533683904e-09-1.37195546973074e-07i,2.31837407910295e-09+6.25863550869222e-08i,1.76388581618133e-09-1.52877968974505e-07i,-5.35485383766369e-09-7.01684830743761e-07i,-1.63659413524184e-08-1.8462901840214e-06i,-3.79094727825123e-08-8.37451786895585e-07i,-3.90790379329509e-08+9.52001413816157e-07i
-128.138417044226,-44.9277570877713,1.65896230822527,-1.67397474386334e-12-2.81569177032779e-07i,-5.0385080234901e-10-1.19628582706771e-06i,1.4002376903118e-11-3.07229403484104e-07i,-2.20606581880863e-11-4.40157157128112e-07i,-2.09129869128854e-09+2.40279924411765e-06i,1.37771671326873e-10+1.80773412665145e-07i,2.52557197571282e-09-1.61238118778684e-06i,4.51251030150862e-10-1.60950042687067e-07i,6.72012626220089e-10+5.3510067275542e-08i,-1.87429737003504e-08+2.37241968065941e-06i,-1.01076217160554e-09+3.86838719362902e-07i,-1.33643684729458e-10+1.45403071702283e-07i,2.03838432560358e-10-1.12710336896628e-07i,-1.331536030264e-09-3.43354354835908e-07i,-9.33817330460396e-09+1.23373061985719e-06i,8.30322869702524e-10+1.70170556630132e-06i,1.77394379493855e-09+1.21262311468446e-06i,-3.03830635904365e-09+7.17763392999458e-07i,2.33033565246364e-06+1.59960686930689e-05i,5.13888094151258e-10-7.86258061082046e-07i,8.04094095702244e-10-4.05434483091735e-07i,-3.082526342345e-10-1.69130506444169e-07i,1.98931121527457e-07+4.6305749586902e-06i,-1.21727509790967e-08-2.02214370688235e-07i,2.46679569247542e-09-1.15297822279381e-08i,1.15335261454848e-08+4.16676221893082e-07i,4.00655898790047e-07+3.77097476926108e-06i,-9.54269759943377e-10+3.12353609932776e-07i,8.88202839610973e-10+1.01392598729301e-07i,7.09370228327393e-09-5.04766984868495e-07i,4.92012763241281e-09+1.69621980769082e-07i,-8.34617598310879e-10-2.15788745248438e-07i,9.99475483364899e-09-1.01904390661375e-06i,3.58758690220162e-09-7.10635672696179e-07i,-1.13261202303695e-08+9.61168115671324e-07i,5.71218327801673e-10+2.19755165535189e-08i,-1.029809361939e-09-1.69068635740547e-07i,-2.96344896676896e-10-2.27704266989363e-07i,-4.37594252833026e-09-6.59818851433795e-07i,-1.48799087718845e-08-1.75843677362186e-06i,-2.51388819839246e-08-5.19766708742235e-07i,-3.14885066156522e-08+6.84940673820122e-07i
-128.138417044226,-32.1054890441471,2.25568004544602,-1.0904660127187e-12-2.65055760392925e-07i,-7.78277175440333e-10-1.71694216224885e-06i,7.80272218541759e-11-6.6307423556168e-08i,-2.57659079248606e-11-2.79603029615058e-07i,-1.07843927388015e-10+8.19507533261042e-07i,2.37072368196631e-10-1.21148282746378e-07i,-3.8672924327747e-10+1.02710873653144e-06i,3.75765218196174e-10+8.70842823927751e-09i,4.69576395407885e-10+7.95782688054908e-08i,-6.35907838470518e-09+1.57069063832484e-08i,-1.42036927679593e-09+6.45034768800721e-07i,5.30438592419793e-10+1.59086644205947e-07i,7.89305066503731e-10-6.3669652117494e-08i,-2.00209036438516e-10-2.28338612201329e-07i,-6.20368108252869e-09+8.31913033534649e-07i,2.77390831800577e-10+1.0919761800116e-06i,2.67603103210432e-10+1.56752092095196e-06i,3.83136870679547e-09+4.02920901045424e-07i,1.44047367818854e-06+9.71252497599253e-06i,4.7213256017493e-10-4.03712236064641e-07i,5.01411377539426e-10-2.21137876223229e-07i,-7.6370029298493e-10-2.11654867075422e-07i,2.85835293602248e-07+6.61804723609078e-06i,4.24130433621383e-09-1.82356204722361e-07i,2.94554953230456e-09-5.36629175288549e-08i,1.01089123359458e-08+2.39466995123164e-07i,2.00354709811408e-07+1.69867028352045e-06i,-1.17133803955818e-08+1.51594943264991e-06i,9.1187974397456e-10+3.67924712467839e-07i,8.4214378750408e-09-4.26211854512071e-07i,8.48846630890058e-09+5.16351842445901e-07i,-1.84896313273488e-09-2.59362724322372e-07i,1.24087559174049e-08-9.8364425219382e-07i,4.82024583329069e-09-6.14117490393797e-07i,-1.95337799878624e-09-1.77744172813955e-07i,2.62592716685404e-09+4.8085790803126e-08i,-4.39185982842325e-09-4.19103528163217e-07i,-2.94781019967049e-09-2.92652483407133e-07i,1.50412933064617e-09-4.61836924823e-07i,-1.00170411209672e-08-1.25691106691402e-06i,8.56978995201218e-09+2.93980552628333e-07i,-4.27028259123096e-09-1.19500019933284e-07i
-128.138417044226,-19.2832210005229,2.68182117555814,-6.2709776394403e-13-2.5619647837414e-07i,-9.70492907092206e-10-2.08851583402709e-06i,1.26822125176413e-10+8.12621613477832e-08i,-2.7251600654764e-11-1.87531034034168e-07i,1.00922733889145e-09-7.03461535088249e-08i,3.09963402523844e-10-3.46122110359492e-07i,-2.92806082901905e-09+3.32607248404436e-06i,2.98375749255824e-10+1.84549750848821e-07i,1.86490918092728e-10+8.36873834088628e-08i,1.01209191620174e-08-2.66796575473825e-06i,-1.59134782947873e-09+7.60645150434447e-07i,1.27604726847266e-09+1.3237589551328e-07i,1.48415164558146e-09+5.23862976565935e-09i,1.53582779738682e-09-3.49095480453887e-08i,-6.3892936025622e-10+1.08359536307744e-07i,2.9396423244501e-10+4.40547598912381e-07i,-1.50000209709211e-10+1.19772666400756e-06i,6.16777334440383e-09-8.35434441222608e-08i,-1.09909297911148e-06-8.18342076793685e-06i,1.01471142259784e-10+7.23575115110024e-07i,5.44820858090405e-10+4.74100841099198e-07i,-9.54176068532663e-10-1.67049087564389e-07i,1.08995531603462e-07+2.75568329965527e-06i,1.50528802054595e-08+1.37784238278957e-07i,3.35577965841803e-09+1.60716056193739e-07i,2.64785992974197e-08+1.11961839124262e-06i,5.86916475092607e-07+5.4637546918817e-06i,-4.22842220460891e-09+5.54047659316037e-07i,6.19847058882613e-10+1.72761040336563e-07i,8.95641183313204e-09-7.08274348199622e-07i,1.76504170947109e-09+1.12695214670897e-08i,-2.64021567194265e-11-5.38922831904806e-09i,1.36603908427835e-08-8.33142621762499e-07i,5.87826114608982e-09-4.56001177529744e-07i,9.94380211844217e-09-1.6103773062961e-06i,-2.48702923097968e-10-2.64238844300016e-07i,-3.03090052248941e-09-4.29523419158953e-07i,-2.68072890186907e-09-3.67183736395532e-07i,5.79881048034666e-09-5.98298937196667e-07i,-1.68130259269401e-08-1.75739298198501e-06i,1.70247841438911e-08+6.24378889862362e-07i,4.06961631363717e-09-2.80491505608705e-07i
-128.138417044226,-6.46095295689862,2.94340035218619,-3.09427921293836e-13-2.51950540478715e-07i,-1.07867651366194e-09-2.29968231451152e-06i,1.57961714699949e-10+1.60939356918372e-07i,-2.72803537795492e-11-1.3356294071964e-07i,1.56185578150221e-09-5.10782218755154e-07i,3.5121944118295e-10-4.75736939151488e-07i,-4.4642681742799e-09+4.71276702540286e-06i,2.46670389002827e-10+2.94804648157717e-07i,-6.7226534097096e-12+8.42945052914869e-08i,2.13751187628785e-08-4.46811838850889e-06i,-1.67656044628815e-09+8.1954407886508e-07i,1.78517815396869e-09+1.13523828467394e-07i,1.95208402061023e-09+5.29022025407814e-08i,2.81759599341861e-09+1.05567943810694e-07i,3.41620243872242e-09-4.20893260334722e-07i,6.576994617126e-10+3.67286452204922e-07i,6.53364033794445e-10+5.80985575158649e-07i,3.49584934311148e-09-3.60966962339514e-07i,-3.19824038788864e-06-2.29832258250865e-05i,-2.46187608173019e-10+1.67645204916878e-06i,8.93050415922038e-10+1.10710201444685e-06i,-1.05527048971332e-09-1.16673636562715e-07i,-8.41291754951424e-08-1.48407851345309e-06i,1.01850141209854e-08+3.85398533182145e-07i,3.61176906089748e-09+3.8697084231148e-07i,4.35903375289217e-08+2.08067150384963e-06i,1.13529277583331e-06+1.08672749100577e-05i,6.94080315189525e-09-8.34023767484536e-07i,2.65542490638867e-10-1.24990449617092e-07i,9.22952603753991e-09-1.06449798680802e-06i,-6.89481777388442e-09-6.75346847995874e-07i,2.35778562967467e-09+2.76204749800011e-07i,1.43520968370373e-08-7.14770869420819e-07i,6.65936691134314e-09-3.40056660835371e-07i,1.7909110917229e-08-2.58206192492951e-06i,-4.03946066785858e-09-6.0608559442647e-07i,-1.43256936636586e-10-3.47851114584531e-07i,-1.19349319876151e-09-4.46929370954895e-07i,2.21443883787734e-09-9.29959847241713e-07i,-2.78487533084144e-08-2.66917084512563e-06i,6.89210159776997e-09+5.36437459535338e-07i,-2.78293573989627e-09+1.98512763610849e-08i
-128.138417044226,6.36131508672563,2.94660472677021,-1.90882290452594e-13-2.51763377486777e-07i,-1.08128410475001e-09-2.3049780009311e-06i,1.66045536595076e-10+1.71120637326318e-07i,-2.59912552402521e-11-1.11306589497309e-07i,1.58714043410612e-09-5.3167166325389e-07i,3.52910629897242e-10-4.8177354710911e-07i,-4.4934217163729e-09+4.73814591909859e-06i,2.42962894043533e-10+2.94033153102677e-07i,-8.4749587346625e-12+8.59596959688061e-08i,2.15045940132397e-08-4.5113143064119e-06i,-1.69126810976558e-09+8.27333549724107e-07i,1.81741465882311e-09+1.22168782754761e-07i,1.95789361284494e-09+5.39731424987932e-08i,2.93077567198136e-09+1.11212194579188e-07i,3.45721334470194e-09-4.26583809818075e-07i,1.11817301537097e-09+1.03987518231387e-06i,2.2667601627034e-09+1.56983028710806e-07i,-8.84510943317142e-10-2.49678406334295e-07i,-3.23855477138514e-06-2.32844383600968e-05i,-2.78706174335119e-10+1.7150906653465e-06i,1.24437662131515e-09+1.17762972373504e-06i,-1.11089449416364e-09-1.19314271853336e-07i,-8.18978174170875e-08-1.42972919509807e-06i,-4.26396566821147e-09+3.09011755684181e-07i,3.59584856839421e-09+3.93625565936852e-07i,4.40753580402399e-08+2.11762885035057e-06i,1.27433891112042e-06+1.22551519878973e-05i,6.49756642722519e-09-8.07340910789688e-07i,1.79223049213776e-10-1.28721188885819e-07i,9.39631454354546e-09-1.09994133839292e-06i,-7.33370134606107e-09-7.10300612014208e-07i,2.39832979707016e-09+2.52191388474461e-07i,1.45193000639411e-08-7.07869370278749e-07i,6.76576742475771e-09-3.23944423202987e-07i,1.84070673384331e-08-2.65651234288136e-06i,-4.06142342879961e-09-6.24647225139138e-07i,-2.31988497254129e-10-3.72071220403077e-07i,-1.32838868625636e-09-4.80750867394702e-07i,-7.89854746028619e-09-1.0421882729034e-06i,-2.84524339987795e-08-2.70276583407011e-06i,7.26331672244013e-09+5.66718100503135e-07i,-1.45864458777499e-09+9.14105027190865e-09i
-128.138417044226,19.1835831303499,2.72030765102109,-2.86161032091534e-13-2.55787405711515e-07i,-9.75098710410827e-10-2.09827911805181e-06i,1.48746301058835e-10+1.05620076596398e-07i,-2.35817246721721e-11-1.2911204618214e-07i,1.02364522413495e-09-8.10574199650033e-08i,3.12373116936173e-10-3.51618767753818e-07i,-2.89503385693551e-09+3.30009721529846e-06i,2.96829936431541e-10+1.77962150122086e-07i,1.88192591739576e-10+8.16015706128093e-08i,1.00011021746599e-08-2.59446165168411e-06i,-1.54747857071454e-09+7.273978387571e-07i,1.30192248000623e-09+1.42977379994454e-07i,1.4688093399091e-09+5.97247422692261e-09i,1.76023877539571e-09-2.34387851218828e-08i,-5.8203793596328e-10+1.00406406658644e-07i,1.42726070739667e-09+1.83254406628201e-06i,3.43699085949812e-09+2.31115379235272e-07i,-1.15563067383333e-09+1.09075493770544e-07i,-1.02540983207658e-06-7.71912863077136e-06i,3.94369850091505e-11+7.24834450571681e-07i,1.12213432962334e-09+5.4861171855878e-07i,-8.5521434327056e-10-1.59993834627957e-07i,1.10959508271944e-07+2.7928215883078e-06i,-8.11224876678003e-09-3.07590206701059e-09i,3.2011804417117e-09+1.4585288075945e-07i,2.40988720232763e-08+1.02199828575207e-06i,7.23273991139812e-07+6.86337154858219e-06i,-4.98892215860527e-09+6.33555466729147e-07i,4.63085166807711e-10+1.64067801893471e-07i,8.74222049591537e-09-6.69150796099977e-07i,9.13673938659742e-10-4.9457682738325e-08i,8.39768781535262e-11-6.24576847364651e-08i,1.25294785536198e-08-6.98633945261326e-07i,5.54005150526817e-09-3.61804646282594e-07i,9.68128221337104e-09-1.55480913928905e-06i,-1.02777726266433e-10-2.38832494193521e-07i,-3.06884500009229e-09-4.15216199924951e-07i,-2.7380436242102e-09-3.56523688055208e-07i,-1.10953572449958e-08-6.57566522352096e-07i,-1.29934149322071e-08-1.43483464833897e-06i,1.75038504998241e-08+6.19084004970632e-07i,6.88732605817237e-09-3.15205257090485e-07i
-128.138417044226,32.0058511739741,2.24032249021649,-5.52052655869231e-13-2.64845751555451e-07i,-7.81186206106627e-10-1.72440191478237e-06i,1.10852670086e-10-3.15901702947457e-08i,-2.01840468591618e-11-1.95515574567899e-07i,-9.91945199213427e-11+8.12908055083641e-07i,2.418169986277e-10-1.34094296022504e-07i,-4.3459482058571e-10+1.07455263455481e-06i,3.70395959334219e-10+8.30168205881439e-09i,4.58067820587516e-10+7.46394050328213e-08i,-6.06437476390314e-09+5.53522751397317e-08i,-1.35030418656962e-09+5.9787325730154e-07i,5.63515442851694e-10+1.67179724625274e-07i,7.78941868929997e-10-6.01031228886264e-08i,5.87303620594899e-11-2.0930935851085e-07i,-5.93088718945044e-09+7.96583067763049e-07i,1.19823798181011e-09+2.26375412728547e-06i,3.32517173301452e-09+7.07997141886484e-07i,4.21331952228297e-09+3.67460881255089e-07i,1.34188389877744e-06+9.04045507430045e-06i,4.87685343146719e-10-3.82284350387545e-07i,6.61410456844583e-10-1.93494876254508e-07i,-6.49676563031461e-10-2.01091785284506e-07i,2.71237497484898e-07+6.2905279440458e-06i,4.12971931281689e-09-1.70895201519873e-07i,2.83436020805925e-09-4.81896208563378e-08i,1.03217391894277e-08+2.56175315842377e-07i,2.32269492487775e-07+2.0372106917479e-06i,-1.10393754972341e-08+1.43440199948964e-06i,8.70651033886043e-10+3.37461739829347e-07i,8.21119428368236e-09-4.20221139078022e-07i,7.33705970834985e-09+4.21671424034746e-07i,-1.83094191727427e-09-3.67463153810613e-07i,1.19261017549321e-08-9.69287070483682e-07i,4.56518080344832e-09-6.20025591129388e-07i,-1.98005189073885e-09-1.58493938733729e-07i,2.38945791775903e-09+4.50287627847502e-08i,-4.14819613199829e-09-3.93974725687423e-07i,-2.79915311896442e-09-2.79655339996595e-07i,-4.76168610623899e-09-5.10921051670885e-07i,-9.59541519800109e-09-1.21443505176761e-06i,8.28326829125053e-09+2.99643951545965e-07i,-2.09467308886213e-09-1.25035794245711e-07i
-128.138417044226,44.8281192175984,1.67080130610495,-9.51017799072676e-13-2.8045487914868e-07i,-5.12304368580756e-10-1.21347185932203e-06i,5.23834747047882e-11-2.59881751370743e-07i,-1.5700383121022e-11-3.34932932018536e-07i,-1.99927804298543e-09+2.32810534265202e-06i,1.43204553070298e-10+1.64229086702069e-07i,2.50968324161377e-09-1.5967824928256e-06i,4.46564932105533e-10-1.67166528742931e-07i,6.7703599176194e-10+5.53433885217675e-08i,-1.89751579261545e-08+2.39684302667458e-06i,-1.01796452292526e-09+3.88160628496896e-07i,-1.16492240366026e-10+1.55039552827199e-07i,1.96218579311876e-10-1.12971019552887e-07i,-1.28619278569269e-09-3.43063700558898e-07i,-9.4192448328016e-09+1.24450378114017e-06i,7.74657001798435e-10+1.81412323763398e-06i,1.96941048736718e-09+1.18823049477696e-06i,1.18374402522725e-08+3.28348126946814e-07i,2.34318152733761e-06+1.61145813952539e-05i,5.88398702364694e-10-8.2946156548451e-07i,-5.20190460986616e-11-5.51531218344597e-07i,-3.05832564632233e-10-1.71974577636693e-07i,2.06453740236329e-07+4.79878300932548e-06i,1.85731248609071e-08-3.95053826196325e-08i,2.43796838263724e-09-1.83186958833748e-08i,1.2555919282882e-08+4.29610817259127e-07i,1.76473860722711e-07+1.52847911841478e-06i,-9.29157422705106e-10+3.1604476242527e-07i,9.88662825343669e-10+1.04832039651143e-07i,6.97107689576633e-09-4.93600671693422e-07i,4.31761338981933e-09+1.20453844509959e-07i,-1.03128996673411e-09-3.41593755846485e-07i,1.0220838154921e-08-1.09479459464876e-06i,3.50851779876452e-09-7.85188063627401e-07i,-1.1193436104683e-08+9.55647622121038e-07i,5.54060164062383e-10+3.01803434033681e-08i,-1.03986659409595e-09-1.59643536212701e-07i,-2.53772466888665e-10-2.08928550316123e-07i,4.99850689211728e-09-5.73460087221042e-07i,-1.55882362976809e-08-1.82734699478373e-06i,-2.39495347691642e-08-4.82429450304279e-07i,-2.88510241126074e-08+6.48320253400366e-07i
