x,y,z,f_64_17,f_103_87,f_187_75,f_194_88,f_261_64,f_288_72,f_327_62,f_352_98,f_450_13,f_461_19,f_470_62,f_525_77,f_567_48,f_639_48,f_664_28,f_675_45,f_710_53,f_762_29,f_778_89,f_925_91,f_928_42,f_932_85,f_962_97,f_1000_6,f_1069_7,f_1124_3,f_1137_9,f_1185_1,f_1223_7,f_1239_1,f_Freq_1309,f_1360_3,f_1380_8,f_1416_1,f_1437_1,f_1494_6,f_1510_5,f_1572_1,f_1629_5,f_1641_5,f_1669_7,f_1736_6,f_1787_3,f_1798_3,f_1855_8,f_1867_6,f_1921_2,f_1955_9,f_1981_9,f_1993_1
-106.306502455804,36.686611401863,4.45804968973655,-7.7607562119069e-13+-1.93202157096817e-07i,-5.14519970250787e-10+-1.69259404608832e-06i,3.14688754042641e-11+-3.91278817257074e-08i,1.22984972802135e-11+-6.33389547341273e-08i,3.02143724180615e-09+-7.90071032621989e-07i,5.54725247128155e-10+-2.56132123387857e-07i,1.1662829621324e-09+-2.21390624298363e-07i,6.0910633929968e-10+-1.90094194013018e-07i,-1.4683148614193e-08+-3.27763703228014e-06i,-1.48908522097511e-09+5.3530150792089e-07i,9.46141963591277e-11+1.69849691528629e-07i,3.42839148078785e-09+-1.07779682833665e-08i,1.66381111304103e-09+-1.52284442268716e-07i,9.07054841913158e-10+5.2723190068242e-07i,2.75170215488583e-09+1.29301776116848e-08i,2.93212920814726e-09+-1.19331963675655e-07i,-2.03336152032078e-09+1.71607348673104e-06i,1.00356696751383e-08+7.35213214036204e-07i,3.48522875198294e-09+-1.01573864730899e-06i,1.19958745811331e-08+-2.80652621779714e-07i,5.09713609032047e-09+-2.03747596901074e-07i,3.74606323870256e-09+-2.55803917246387e-07i,-1.91335885151396e-06+-2.23683369410177e-05i,4.87806456891499e-09+5.03111512143569e-07i,-3.83554425733326e-10+-3.08038903891701e-07i,1.33164149776789e-09+5.94053934687616e-08i,-1.4985128342707e-08+4.24507860218888e-07i,6.66536334507335e-09+6.11888738323023e-07i,3.97419458733708e-07+3.8900406441319e-06i,6.34827987076286e-09+-1.00561507466651e-07i,5.56929343352111e-09+4.19420840792173e-07i,1.92524774250163e-07+7.35723896540673e-06i,-1.36056105579771e-09+-1.73424477105377e-06i,-4.90734937995905e-09+-1.5316595334105e-06i,-2.14554974871119e-09+5.82196801868797e-07i,-1.29985294644526e-09+4.518781420285e-08i,1.11186407878073e-09+-1.45540160430275e-07i,-8.02944712280464e-09+1.83985055278164e-08i,-4.7500128879093e-10+-3.53719064408568e-07i,-3.58135468755723e-09+-1.06049337636484e-06i,-4.06233490430873e-08+5.57106085915225e-07i,-2.05196280089176e-11+1.49523426357792e-07i,8.3088264996126e-11+1.64065726548137e-07i,9.91563198020676e-10+1.88960995729183e-07i,-1.02859241189443e-08+-5.38530942587445e-07i,-4.53677815298977e-09+1.32621062369475e-07i,-4.35036647043838e-09+2.03049306301095e-07i,2.78566953885721e-05+-3.58861636023568e-05i,-2.38893502009641e-09+-2.10014219435775e-07i,-3.22522727065352e-09+9.625745964177e-08i
-106.306502455804,51.3634023187645,3.43884294666247,-1.46702398607812e-12+-2.26657726826915e-07i,-1.80821966225674e-10+-6.58797338645765e-07i,-1.82678261327997e-11+-2.06037230819132e-07i,1.0460499553247e-11+-9.85850962776233e-08i,1.93515769614063e-09+-3.81418953660695e-07i,4.07316338111306e-10+-7.74288318727747e-08i,2.80182472494112e-09+-1.41238945677402e-06i,7.18550626306934e-10+-3.43446946843528e-07i,-2.01234583207303e-08+-3.26213911239079e-06i,-2.29472729047591e-09+8.92367781213382e-07i,-1.69499675988192e-10+3.65723973753722e-07i,1.56337137900679e-09+-1.87958618976943e-09i,1.13064065559037e-09+-1.26272717535562e-07i,2.04977575821624e-10+8.31364112467481e-07i,2.50184707851681e-09+2.18299104926366e-07i,2.76408262218397e-09+1.17833218970372e-07i,-8.31558539178264e-10+9.31936164216826e-07i,9.03020911373418e-09+6.59944021582805e-07i,3.89682700158071e-09+-1.03403333626808e-06i,8.33849658326684e-08+-2.46200370377723e-06i,1.43681848285135e-08+-8.8958864200679e-07i,5.71259822195413e-09+-4.94995170341007e-07i,-1.44552445963963e-06+-1.70767584787822e-05i,3.91478982490594e-09+3.52714345326199e-07i,-5.65761442514506e-10+-6.91426664056593e-08i,1.74738583452536e-09+1.58047014793603e-07i,1.21913767488372e-09+1.98295575020996e-07i,8.63479739922152e-09+-8.59610142836011e-08i,5.01570476671163e-07+3.48344232782763e-06i,5.64205446412739e-09+-4.7770994785597e-08i,4.6367029969255e-09+2.39928686329984e-07i,1.33527640743769e-07+4.93118579683898e-06i,-1.24135600736617e-09+-1.23388889452328e-06i,-4.36740748565681e-09+-1.29736957276289e-06i,-4.18209676290704e-10+8.13965365039829e-07i,-1.41820025073465e-09+2.10252310865248e-07i,2.57280813274017e-09+-1.28809917045771e-07i,-2.8441034456815e-08+4.68819030737592e-07i,2.23532336980882e-09+5.25606179826163e-07i,2.05643476051135e-08+2.01335461849342e-06i,-1.65196098908239e-07+3.64504061857394e-07i,-2.04863018175449e-11+-3.54598147952848e-07i,-1.07885820863664e-09+-1.33346869311893e-07i,-5.58087513327572e-12+-1.5748023864394e-07i,1.51057684702086e-10+-1.10612466383148e-06i,-1.10913136466622e-08+-2.54543256929399e-06i,-7.74475756560173e-09+9.69971543980965e-08i,1.15976067680663e-06+-1.28313681709323e-06i,-2.36921971998245e-09+-1.7370053259488e-07i,-2.19035224339136e-09+-2.97514764937879e-07i
-106.306502455804,66.0401932356659,2.28134451417419,-2.2506219762298e-12+-2.73146626539948e-07i,2.23679419380495e-10+5.79829415270645e-07i,-7.4278204290253e-11+-4.47212462623165e-07i,1.24044137449724e-11+-1.87338935327348e-07i,-7.25321927847009e-10+5.889736963697e-07i,1.37206057950874e-10+2.0024255379076e-07i,3.58788272512983e-09+-2.07058933586129e-06i,6.64070915424e-10+-3.50224734515017e-07i,-1.66629930234259e-08+-2.37788560138667e-06i,-1.84679534407381e-09+7.89362823235073e-07i,-9.62149565865574e-11+3.41502999722939e-07i,5.53006664323228e-10+-1.07506975965459e-09i,7.89295677845222e-10+-8.75783605453682e-08i,1.44465219442681e-10+6.69332976633411e-07i,1.90607327367271e-09+1.88679118857747e-07i,2.1320680661288e-09+1.18450384501133e-07i,-4.75207004410193e-10+4.56303655990462e-07i,3.04798959794872e-09+1.21625530702552e-08i,-3.24816695097686e-09+2.73020650071614e-07i,1.08683866998147e-07+-2.83508121373414e-06i,1.86839368736413e-08+-7.25884857509238e-07i,8.00592092954634e-09+-1.4287982725784e-07i,4.36170398884648e-07+4.34836002060609e-06i,1.90437563669397e-09+1.34041887926817e-08i,-4.86348327789592e-10+5.0600339205912e-08i,2.18571588339114e-09+2.2455801768226e-07i,8.96949558457663e-09+1.73876791224364e-07i,1.04689564391309e-08+-1.04413001047494e-06i,1.93692935086594e-07+3.89259614921913e-07i,4.12908212784688e-09+-8.03241122950979e-08i,2.12863229169632e-09+-8.54545972006132e-08i,-1.53350497921848e-08+-1.09117154387776e-06i,-5.23110015925801e-10+2.26720645085988e-07i,2.95032319105109e-10+3.18544167347491e-07i,9.8545226831557e-10+-1.9446086346038e-07i,-3.90813521282319e-10+1.12680367627235e-07i,2.81176163277555e-09+-1.81014489333909e-07i,-2.56845453320701e-08+3.23625096195616e-07i,1.24828915148458e-09+2.28431830555111e-08i,4.02997080075032e-09+1.62103535712624e-07i,-8.71624736865167e-08+3.021223349163e-07i,1.92630082250147e-10+-2.50579924821633e-07i,-6.71127722725306e-10+-2.21719103432522e-07i,-1.98324028134262e-11+-2.74914401568668e-07i,-3.10523120036358e-08+7.42994310903349e-07i,-1.0806514585754e-08+-1.4454942385355e-06i,-4.83857723323507e-09+4.95576480008229e-07i,2.12857998197963e-05+-2.73639009551189e-05i,-1.02382651325373e-09+-3.6673019495796e-07i,-8.34948141947085e-10+-4.85978405399667e-07i
-106.306502455804,80.7169841525674,1.21889293270284,-3.08118333719052e-12+-3.29347734464773e-07i,6.78071805117221e-10+1.96021899926022e-06i,-1.38991775164265e-10+-7.69139407981723e-07i,1.77730741537436e-11+-3.30090853877224e-07i,-5.00217923490956e-09+2.14243203390487e-06i,-2.55906574744133e-10+5.8234290490041e-07i,3.34107098323323e-09+-2.05904172295646e-06i,4.19682048546069e-10+-1.6952644001203e-07i,-1.93529547482092e-10+-3.27850401220096e-07i,5.13530555886715e-10+-2.44207028144327e-09i,5.52310449668267e-10+-1.77568962607664e-08i,1.06406430135246e-09+-1.11984738116712e-08i,9.00418981754795e-10+-2.87813749599076e-08i,1.05283330772185e-09+-4.60235328445148e-08i,1.23556140752241e-09+-7.53609979211351e-08i,1.34463412806593e-09+-9.8771519701895e-08i,-6.91940697256483e-10+2.25976220509718e-07i,-2.07097665705448e-09+-5.53095972506776e-07i,-9.01526836476617e-09+1.31314599189178e-06i,7.55863861196295e-08+-1.79530992022803e-06i,1.38538581718823e-08+-3.44246505363134e-07i,6.65389066797187e-09+6.63302587743927e-08i,9.10702515043707e-07+9.87950508868627e-06i,9.90889659694904e-10+-8.11330721007269e-08i,-3.60749007480348e-10+6.1219973787797e-08i,2.17436889816434e-09+1.40884619267928e-07i,5.05607140361069e-09+1.57056598374684e-07i,7.45985754566768e-09+-7.95773230395084e-07i,-9.00240961920457e-08+-1.23038436906478e-06i,2.6947822531619e-09+-2.67368096151921e-08i,1.07648163528023e-09+-4.0127821648882e-08i,-3.42348596503812e-08+-1.61871189350608e-06i,-2.02031352376177e-10+5.67292148326301e-07i,3.39493707059325e-09+1.51748181614801e-06i,2.85260167025001e-10+-1.58520449382456e-06i,-3.72448614999895e-11+-1.60123566425785e-07i,1.59981604052808e-09+-3.21477928093497e-07i,-4.55231425081164e-09+-2.50486393318767e-07i,-1.83522538773107e-09+-1.06193690056228e-06i,-2.03110945181223e-08+-3.21024757147171e-06i,-1.277699325413e-08+8.1498483902016e-07i,2.38344851396787e-10+1.19894992350023e-07i,1.90663350197084e-10+-1.24819637163847e-07i,3.33541472419403e-10+-1.7223725768078e-07i,-5.65709007544748e-08+2.34453134084459e-06i,-5.86525955680207e-09+9.40595361528656e-07i,-8.60105232382792e-10+6.91698585628986e-07i,3.80392342043959e-05+-4.9073698282468e-05i,-5.57798505518395e-11+-3.71729420059013e-07i,-4.94183512455333e-10+-2.92981747625636e-07i
-106.306502455804,95.3937750694689,0.329406606649135,-3.93437469078016e-12+-3.90123916849329e-07i,1.157917661518e-09+3.41335274566634e-06i,-2.09851413402332e-10+-1.13776898834654e-06i,2.47828583857371e-11+-5.01664628037575e-07i,-1.0127774870919e-08+4.00389280135556e-06i,-7.10109472312056e-10+1.01656680528474e-06i,2.39757610067956e-09+-1.58303582388314e-06i,5.84205729281784e-11+1.35028375447409e-07i,2.49930882010631e-08+2.46597391639263e-06i,4.17427207088791e-09+-1.25955496041045e-06i,1.60805491691004e-09+-6.04345202107431e-07i,2.69156386253725e-09+-2.70446124227036e-08i,1.36484434868756e-09+4.3259569050343e-08i,2.54471747713111e-09+-1.03812337302728e-06i,6.93738370502697e-10+-4.32275107644951e-07i,6.76347574922877e-10+-3.90991184357542e-07i,-9.79091613502035e-10+8.13235908869064e-08i,-2.86881207995913e-09+-6.28828291525521e-07i,-8.02594261730085e-09+1.15133625507468e-06i,1.06149997844336e-08+-4.12410913757811e-07i,2.58068868455494e-09+-2.5982874368916e-07i,1.27776890539187e-09+-2.3251339246146e-07i,-8.82074525097379e-07+-1.02846604348094e-05i,1.73382197819755e-09+1.71941136409923e-07i,-3.45614186515532e-10+4.00292073539644e-08i,1.45404552220976e-09+-4.62709638855029e-08i,4.67229827734125e-11+-6.40751801474973e-08i,5.99499302855666e-10+5.1879513511061e-07i,1.58504963363597e-08+5.32501909368509e-07i,1.66907722472385e-09+1.23520638104597e-07i,1.50777629700843e-09+2.23520625394162e-07i,3.88064574323232e-08+1.63872071050119e-06i,-3.86905095023878e-10+1.34513420171142e-08i,3.19854381494075e-09+1.52522291431411e-06i,-5.88540734346796e-10+-1.83514488832444e-06i,-2.42879450631624e-10+-2.05071612813921e-07i,5.24433688484131e-10+-2.53268915773676e-07i,2.17511207496917e-09+-2.34577063876603e-07i,-6.1559270326233e-10+-4.67718841887316e-07i,-3.60503013656599e-09+-1.09961316527103e-06i,-3.47634181436825e-08+4.41469698486738e-07i,1.6125920360252e-11+-2.02610346974675e-08i,-1.69428661277936e-10+-7.23205898235747e-08i,-4.38376372032581e-11+-9.43257581722165e-08i,-1.18984949788026e-08+3.61974363240648e-07i,-3.12462055157608e-09+-3.72492443556589e-07i,-1.43987636876226e-09+1.70699270308957e-07i,6.80396858943001e-06+-8.73901951984276e-06i,-2.08225496124357e-10+-1.4147292408414e-07i,-2.91689449677924e-10+-2.07151564304941e-07i
-106.306502455804,110.07056598637,NaN,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi
-100.64983630669,-110.081297767152,NaN,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi
-100.64983630669,-95.4045068502503,0.397696061105252,-4.14398790579855e-12+-3.97389223419159e-07i,1.23727346736037e-09+3.6650028038776e-06i,-2.14148382287405e-10+-1.12633106660855e-06i,2.22111192344306e-11+-4.79609344103833e-07i,-9.13651913273048e-09+3.62932448312617e-06i,-5.49766771090343e-10+8.46292475293878e-07i,1.3512467025863e-09+-8.04487014159766e-07i,-1.75952177620305e-11+2.13109445596493e-07i,2.5052336013807e-08+2.33390979070059e-06i,4.13945750810216e-09+-1.2639491899576e-06i,1.62612020288159e-09+-6.03356641019086e-07i,2.74973164214531e-09+-2.34089348427442e-08i,1.35909513576123e-09+3.63376530549674e-08i,2.22983389686721e-09+-8.07640225487367e-07i,8.62784877086736e-10+-3.17319404621427e-07i,9.63237716863313e-10+-2.72586714023818e-07i,-5.78588536006114e-10+-1.02706711055827e-09i,-9.16617604309224e-11+-3.26463038375839e-07i,-3.28413906442092e-09+3.27983261674862e-07i,2.51343060130673e-08+-9.8646040367835e-07i,4.0678443277912e-09+-5.26746221558426e-07i,1.11784570983917e-09+-4.12805036095546e-07i,-1.20084445064935e-06+-1.39183984912419e-05i,1.95191841935857e-09+1.76157217574594e-07i,-3.98546117280661e-10+8.3140270637974e-08i,-7.97172911505353e-11+1.73172282129685e-08i,-4.68275438967898e-09+9.6922279115803e-08i,1.83653131076254e-09+2.16405606652226e-07i,-1.04227984363229e-07+-5.63015917483249e-07i,1.60219708618259e-09+9.0653639063913e-08i,9.45759354258527e-10+6.76899183599319e-08i,-1.75024501249939e-08+-7.55970869576075e-07i,-1.70697248554027e-10+4.76120333778819e-07i,3.35552703384857e-09+1.46346956809398e-06i,2.74201300959385e-10+-1.36355283434516e-06i,2.20281652805779e-10+-9.82125078663466e-08i,8.48329339131053e-10+-1.39360546193609e-07i,-3.44233668898577e-09+-2.80769812943909e-08i,3.06596149301609e-10+-1.58141756681583e-07i,7.74714700886611e-10+-3.14181877163479e-07i,-9.42040514803491e-09+1.07363105410472e-07i,5.26863869180665e-12+-2.62301370809418e-08i,-4.17316950182265e-11+-6.3396449583533e-08i,-2.40994222171141e-11+-8.57445853975986e-08i,-1.78217856596139e-08+6.52636427384791e-07i,-2.88912778035951e-09+6.12043351243163e-08i,-6.82337244528062e-10+2.49916869674849e-07i,1.42286399499192e-05+-1.83502681277026e-05i,-1.55554000643949e-10+-1.63993766850143e-07i,-5.11937057084281e-10+-1.42144680385143e-07i
-100.64983630669,-80.7277159333488,1.35368064600269,-3.29908449960655e-12+-3.35744848373526e-07i,7.57363763037285e-10+2.2134834312528e-06i,-1.47871963608425e-10+-7.63123701333007e-07i,1.46000296736793e-11+-3.10217082243131e-07i,-3.93196089695915e-09+1.74251776214866e-06i,-1.2588831324506e-10+4.40664808346213e-07i,2.57190681914846e-09+-1.48098928809422e-06i,3.87343999978025e-10+-1.19671797130661e-07i,-9.01892742438292e-10+-5.2162959215469e-07i,3.92722381092761e-10+2.88046128842641e-08i,5.36921422883863e-10+-2.33700152298111e-09i,1.07889621623657e-09+-8.82345941080563e-09i,9.02726549923918e-10+-3.02208507703099e-08i,8.88943469819001e-10+8.48460209419476e-08i,1.35975133299314e-09+-1.23800364678363e-08i,1.44071843597023e-09+-3.34401084539161e-08i,-4.3646131016473e-10+1.22773125656989e-07i,-8.90794357009947e-10+-4.00599355955508e-07i,-7.56744957256062e-09+1.06411786564133e-06i,9.76475441641633e-08+-2.4988420886695e-06i,1.67400565785583e-08+-5.87714671853322e-07i,7.27437998818585e-09+-4.62286235555973e-08i,8.72239548904521e-07+9.40576047438629e-06i,9.63833799503534e-10+-9.2730416700332e-08i,-4.40166761609442e-10+1.32711929849119e-07i,-1.30085643439382e-09+2.39249653930299e-07i,-8.00461931416224e-09+4.99108706696335e-07i,8.33143095382694e-09+-9.93183947912553e-07i,4.01328291419679e-08+-7.35185153553311e-07i,2.71890060342408e-09+-2.53571261015159e-08i,1.00315011841851e-09+-2.47744058579019e-07i,-7.51814346012843e-08+-3.2925403661084e-06i,-3.4043647497299e-10+9.59638530251194e-07i,5.21071612640998e-09+2.18392190419354e-06i,5.79169629815177e-10+-2.05866168982959e-06i,-8.12089662337837e-11+-1.85561763325432e-07i,1.76620406121047e-09+-3.44572647705946e-07i,-2.33517242088862e-09+-3.0750494984379e-07i,-1.90405466781925e-09+-1.17781821661729e-06i,-1.21435251164409e-08+-3.05342231636984e-06i,-2.8032409248212e-08+1.05509056682396e-06i,2.21225876095636e-10+2.02686775930123e-07i,6.36770727790829e-10+-8.88723021889894e-08i,4.05847094396618e-10+-1.45149939308135e-07i,-5.94990682437272e-08+2.51887271826993e-06i,-4.91756836021211e-09+1.40725733251268e-06i,1.29635538796635e-11+6.82993978626625e-07i,3.84618250410212e-05+-4.96493107494792e-05i,-1.355508688163e-10+-3.60194149901216e-07i,-9.37220236171501e-10+-2.56597905406261e-07i
-100.64983630669,-66.0509250164473,2.57341108813982,-2.47951772323091e-12+-2.79308445968266e-07i,3.07579961058492e-10+8.48297443232955e-07i,-8.98813038743376e-11+-4.60012469093833e-07i,8.90047728200863e-12+-1.75484863064573e-07i,1.76525916720246e-10+2.55954719877812e-07i,2.21714352402029e-10+1.06712418174165e-07i,3.09343922732413e-09+-1.69551688897756e-06i,6.56619000571956e-10+-3.15095721632437e-07i,-1.62079718539224e-08+-2.45091158235406e-06i,-1.75141487921878e-09+7.52928035576039e-07i,-4.61216102839819e-11+3.20419062728484e-07i,7.56154492951532e-10+-1.91785145082776e-09i,8.82765228311354e-10+-8.2422926222971e-08i,3.04273352140359e-10+6.15265797679263e-07i,1.9846032873248e-09+1.63360422947521e-07i,2.11690734691455e-09+1.02585587238022e-07i,-4.06182096642815e-10+3.4745487583391e-07i,2.72496994990751e-09+-2.90616972809585e-08i,-4.3659364422161e-09+4.49498796377819e-07i,1.27485643819162e-07+-3.45930846946277e-06i,2.11743595593139e-08+-9.58954903059294e-07i,8.56127796562924e-09+-2.67020896546425e-07i,2.85315798662037e-07+2.57878624115813e-06i,2.01199676231063e-09+3.08534033227539e-08i,-6.09119847372768e-10+1.41778452548014e-07i,-5.01172906041724e-10+2.68049868455207e-07i,-8.83540790527828e-09+5.64419427315275e-07i,1.03890291821495e-08+-9.40922515792511e-07i,-2.02542322593811e-07+-2.07176019565941e-06i,4.09717870767765e-09+7.02512819140073e-09i,2.60921046760446e-09+-1.22041701456256e-07i,-1.38580923871067e-08+-1.00541970266338e-06i,-5.97583167331794e-10+2.87694430417277e-07i,1.2856460057101e-09+7.44278355101885e-07i,5.48059457292311e-10+-7.14645041628116e-07i,-9.42768877189697e-11+4.83396496828761e-08i,2.55603239991747e-09+-1.87317298453745e-07i,-2.13666889549943e-08+2.47598790210167e-07i,1.10784184713252e-09+-5.14050786737312e-08i,2.88309167597599e-09+-3.99760511296675e-08i,7.46262043852402e-08+-5.86242735145265e-07i,6.59242505285612e-11+-1.57406199500803e-07i,-1.72132303540024e-10+-1.17932932194036e-07i,3.7504604093508e-11+-1.6802242748765e-07i,-9.98087312468578e-09+-1.90318641248898e-07i,-7.9820471356436e-09+-1.54019477960741e-06i,-4.35332743739159e-09+1.93497165523039e-07i,4.12306899224702e-06+-5.24009154217133e-06i,-1.45103604276333e-09+-2.44172032883374e-07i,-1.65599074927445e-09+-4.4538045515627e-07i
-100.64983630669,-51.3741340995459,3.82724831281856,-1.70093249460241e-12+-2.32147062505717e-07i,-9.64984728772158e-11+-3.87923585167962e-07i,-3.85797089636208e-11+-2.31103191445097e-07i,6.62296329370037e-12+-9.08317992664616e-08i,2.73148390864222e-09+-6.70828335410075e-07i,4.61631610482215e-10+-1.35136658421874e-07i,2.63629478322623e-09+-1.2734673870733e-06i,7.41608377049392e-10+-3.35949360995889e-07i,-1.97491210206413e-08+-3.32353815441962e-06i,-2.17651967285289e-09+8.56983806438792e-07i,-1.14844728511906e-10+3.4289623501006e-07i,1.76566827584446e-09+-4.22976662290365e-09i,1.24382277706943e-09+-1.20474979315054e-07i,4.80899972331601e-10+7.11131067332671e-07i,2.54482492083425e-09+1.56884830421041e-07i,2.74068287178864e-09+7.20714468067206e-08i,-8.21130957860059e-10+8.00239617884269e-07i,7.47487018080782e-09+4.33765314277002e-07i,1.14690893973424e-09+-5.92201210165102e-07i,9.91763240278556e-08+-2.95616134824773e-06i,1.66872421710835e-08+-1.05711644962361e-06i,6.48049487933742e-09+-5.66427080907551e-07i,-1.3716916968829e-06+-1.63121936544337e-05i,3.96093197679937e-09+3.08967713722779e-07i,-7.06993300964092e-10+4.88982501438807e-08i,1.49655517554451e-09+1.38361598081947e-07i,9.29651678130946e-10+1.51703187854358e-07i,8.59723140954403e-09+-1.48896776762981e-09i,-3.89745885841778e-07+-2.16179363537199e-06i,5.37878737118904e-09+9.41455217518425e-08i,5.09934879277787e-09+2.72262826327062e-07i,1.38544119778776e-07+5.08539504014465e-06i,-9.96429351636187e-10+-1.2420064215967e-06i,-4.89976561942495e-09+-1.49479136098169e-06i,-1.13878104533789e-09+8.23446051052194e-07i,-3.52847314016047e-10+1.89342261045503e-07i,2.07213554402735e-09+-3.58356927868877e-08i,-2.60099823130212e-08+4.8040408880625e-07i,1.95219792887011e-09+4.68503931138442e-07i,3.57962502973696e-09+1.00935125907993e-06i,1.38909103076211e-07+-1.33890997110143e-06i,-1.48228019570233e-10+-1.86318568757652e-07i,-5.94871194740477e-10+4.14810860358184e-08i,2.0335399827547e-10+4.47044933440592e-08i,2.84674300806151e-08+-2.24348407411976e-06i,-6.34385473999828e-09+-2.44344778533276e-06i,-6.26392187516107e-09+-1.99579582946255e-07i,-1.02441640533928e-05+1.33099105783856e-05i,-2.50308298049465e-09+-9.60834075599479e-08i,-2.17782379727425e-09+-2.38237000408257e-07i
-100.64983630669,-36.6973431826444,4.95422843639325,-1.01559775154031e-12+-1.97875804803132e-07i,-4.29920758831719e-10+-1.41963174672774e-06i,6.31075819260211e-12+-7.87260042841532e-08i,8.03595352451486e-12+-5.81280516238747e-08i,3.68721783662996e-09+-1.02610725875089e-06i,5.83984906260595e-10+-2.79002391023952e-07i,1.40548614966206e-09+-3.70006530916495e-07i,6.63623318637448e-10+-2.19254861459846e-07i,-1.48637885717734e-08+-3.39964633822281e-06i,-1.42676874777766e-09+5.23192150601419e-07i,1.3416787023112e-10+1.55963336819363e-07i,3.60895429575147e-09+-1.34300454173448e-08i,1.78182955989326e-09+-1.48677991324152e-07i,1.18790038972675e-09+4.17288239766949e-07i,2.81287463589614e-09+-4.20868601008156e-08i,2.99648693109118e-09+-1.53349904308681e-07i,-1.95232126891562e-09+1.54004174394956e-06i,8.4506854792795e-09+4.64117533159973e-07i,1.03317792892182e-09+-6.43380336848977e-07i,2.24870039492061e-08+-6.22762936740313e-07i,6.79443363538885e-09+-3.30684264460612e-07i,4.43409946350919e-09+-3.07856205536934e-07i,-1.64034473585046e-06+-1.93551168555195e-05i,4.85167560444606e-09+3.64149070595497e-07i,-5.85693332262851e-10+-1.17849517152351e-07i,3.05836023439427e-09+-1.44278196592682e-08i,1.7586347001472e-08+-4.37499348669144e-07i,6.5807000252481e-09+6.23184168492152e-07i,-2.30912518726966e-07+-6.3790207569423e-07i,5.86624899621542e-09+1.17459699765927e-07i,6.07723174819466e-09+3.7680950508171e-07i,1.84915134091699e-07+6.89569034883407e-06i,-1.10523891747867e-09+-1.7440064204944e-06i,-6.77476176272105e-09+-2.31249297686437e-06i,-2.98245890005829e-09+1.16787995184448e-06i,-1.52076802139285e-10+1.420378384e-07i,9.01211101579678e-10+4.50867237052998e-08i,-1.22011443548225e-08+2.11163090314826e-07i,-1.71418563939748e-10+-2.33017658399073e-07i,-6.36709770619211e-09+-1.07167961432319e-06i,-4.84228903657106e-09+4.47956122632173e-07i,-4.21636877554431e-11+3.26351203124118e-07i,1.33482966198577e-10+3.68496034881629e-07i,1.22807754101824e-09+4.47625501417829e-07i,2.34823704331629e-08+-1.77290291254986e-06i,2.45925017338443e-10+-5.96061353054079e-08i,-1.93179241918543e-09+6.36334419203799e-08i,2.89570621811514e-05+-3.75351716032362e-05i,-2.0427728016858e-09+-2.7339368642013e-07i,-2.235629858924e-09+6.50680916574854e-08i
