x,y,z,f_67_47,f_108_08,f_192_72,f_200_98,f_253_22,f_314_66,f_328_13,f_376_86,f_481_89,f_499_95,f_510_28,f_558_27,f_598_74,f_660_56,f_679_79,f_749_49,f_782_02,f_817_57,f_855_5,f_927_98,f_929_56,f_1004_4,f_Freq_1006,f_Freq_1094,f_1129_9,f_1208_2,f_1232_8,f_1248_5,f_1257_2,f_Freq_1353,f_1374_6,f_1397_2,f_Freq_1482,f_1536_2,f_1539_9,f_1569_8,f_1655_4,f_1666_1,f_1725_6,f_1737_4,f_Freq_1763,f_1854_2,f_1867_6,f_1923_1,f_1976_1
-25.4399026622094,78.4845605604721,0.0350967748188848,-6.39607777941879e-12+-4.04709934677071e-07i,1.39040597438485e-09+4.23913727055716e-06i,8.11638798908923e-12+2.27030670108298e-07i,-1.55406259891585e-10+-6.20831712168552e-07i,2.84828254769979e-09+-1.19953569294779e-06i,7.75947798690165e-10+-2.19387325186797e-06i,-6.1179908082097e-09+5.70923415936446e-06i,1.67043066302397e-10+3.50939180302023e-07i,1.56422628686516e-10+-1.72775219802699e-07i,-4.07067250174845e-09+1.14338477484829e-06i,-3.88024963724786e-10+5.01020557949234e-07i,-2.15739895050587e-11+-4.57193935374392e-07i,2.04737980493331e-10+-3.78465963107754e-08i,-1.06879928888219e-08+-1.1590684416522e-06i,-3.24385603994335e-09+1.3496185257757e-06i,3.12909584830674e-09+4.40894610618104e-07i,3.80345037560267e-09+5.45493475375954e-07i,2.64583658356253e-08+-2.06850869330899e-06i,1.19598175361728e-09+-7.27101467732735e-09i,-5.08221970015805e-09+2.02562679497874e-08i,-4.05227997534658e-09+4.69213183679437e-08i,2.47906684450911e-07+6.92883828049304e-06i,6.50396696913137e-05+-0.000104467332228926i,1.23445707766003e-09+-1.81681878420569e-09i,2.73333190184257e-09+1.48863856321762e-08i,2.25718994138721e-08+-9.31924534484701e-07i,1.47819983302914e-09+-1.25858948542841e-07i,-3.66021477594259e-08+-8.58341677014162e-07i,-2.30674750388485e-09+2.43287572739631e-07i,6.02436416721135e-09+5.00962510833797e-07i,8.42287513916976e-08+4.55498103746132e-06i,-3.13434815834917e-09+-1.04939365731191e-06i,1.03177919533107e-11+-5.71732932895015e-09i,7.22832794724364e-08+1.96726181786412e-07i,3.95259870971422e-09+-5.97487590923025e-07i,-7.74822253656719e-10+-4.57713945478044e-08i,6.49364838341128e-10+-1.41406480473705e-07i,6.83647267148685e-09+-4.1075435068489e-07i,-2.52239287955691e-11+-2.02257209033167e-07i,-4.69872968359595e-09+-3.65298327639162e-07i,1.85635354231858e-10+-7.02845934796235e-09i,3.78016677434021e-10+-9.52477270609287e-08i,5.61442565779127e-10+-7.54106257276903e-08i,1.88642245683757e-08+-7.19728604668652e-07i,1.10880331489895e-08+-3.48430101865343e-07i
-25.4399026622094,92.7544372685456,0,0+-0i,0+0i,0+0i,0+-0i,0+0i,0+0i,-0+0i,-0+0i,0+0i,0+0i,0+0i,0+-0i,0+0i,0+-0i,-0+0i,0+0i,0+0i,0+0i,0+-0i,0+-0i,0+-0i,0+0i,0+0i,0+-0i,0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0+-0i,0+-0i,0+0i,0+0i,-0+0i,0+-0i,0+0i,0+-0i,0+-0i,-0+0i,0+0i,0+-0i,-0+0i,0+0i
-25.4399026622094,107.024313976619,NaN,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi
-19.7855173636738,-107.023836644484,NaN,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi
-19.7855173636738,-92.7539599364102,0,0+-0i,0+0i,0+0i,0+-0i,-0+0i,0+0i,-0+0i,-0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0+-0i,-0+0i,0+0i,0+0i,0+0i,0+-0i,0+-0i,0+-0i,0+0i,0+0i,0+0i,-0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0+-0i,0+-0i,0+-0i,0+-0i,-0+0i,0+-0i,-0+0i,0+-0i,0+-0i,-0+0i,0+0i,0+0i,-0+0i,0+0i
-19.7855173636738,-78.4840832283367,-0.377599224965506,-6.46281371689039e-12+-4.10494766185322e-07i,1.42938385168876e-09+4.3595712990401e-06i,5.24570725968842e-12+1.81634292565017e-07i,-1.41574384169504e-10+-5.82336682372848e-07i,2.95889144605353e-09+-1.26636499558902e-06i,8.25701101325497e-10+-2.36882250008861e-06i,-6.69460585491802e-09+6.19113176113097e-06i,1.56561765436658e-10+3.76671197759986e-07i,2.09215168129985e-10+-2.27761790055341e-07i,-5.15847525443621e-09+1.36093590064981e-06i,-5.0993106156467e-10+5.39663649564977e-07i,-2.74835355110868e-11+-5.33277116386554e-07i,1.35233065415562e-10+-2.64368557520439e-08i,-1.19488430231112e-08+-1.29173907495934e-06i,-3.72031631565393e-09+1.4746076587673e-06i,3.04403075366924e-09+4.24076727543207e-07i,4.05549331134557e-09+7.75968767100173e-07i,2.87586086681049e-08+-2.20448974165993e-06i,1.38274416283849e-09+7.58519797011247e-10i,-6.74796691687389e-09+1.07685259551109e-08i,-5.49018030544468e-09+4.28421846911751e-08i,2.62847097703405e-07+7.4135864389707e-06i,6.95761290125184e-05+-0.000111687097820546i,1.00492809825181e-09+-2.05225448369939e-08i,1.00470295592817e-09+1.09895449404124e-07i,2.2201374190078e-08+-9.54546128028188e-07i,1.41270038180283e-09+-1.37723249487867e-07i,-4.1430278223373e-08+-9.44650319195254e-07i,-6.66453278179373e-09+3.10286386123332e-07i,6.85858457053878e-09+6.64848807775946e-07i,1.06786439059893e-07+5.84072093820896e-06i,-4.36091002074559e-09+-1.36139229696367e-06i,-8.17320379835953e-10+-1.15540604756911e-07i,-9.13300480840866e-08+-1.62211901282449e-06i,-5.86604185288822e-09+-4.97875668470407e-07i,-4.18444954742465e-09+3.3521711791726e-07i,5.54928149239282e-10+-1.48230542636293e-07i,-7.21016363944161e-09+1.92829267215227e-07i,1.34898512286829e-09+-8.37824095390619e-08i,6.48174349842885e-09+8.15716929639974e-08i,5.40063628829325e-10+-9.43763408633633e-08i,3.4880242875411e-10+-1.48644801271639e-07i,-7.51155950924176e-10+-1.55270293997247e-07i,1.81235312467613e-08+-6.1362800945615e-07i,1.48552345771678e-08+-3.61386309383903e-07i
-19.7855173636738,-64.2142065202632,0.774845412714499,-5.46880329383477e-12+-3.50871979093598e-07i,1.00704340878646e-09+3.07212564225603e-06i,1.72255873956209e-12+1.94479388206209e-07i,-1.13396941246087e-10+-3.28886137707293e-07i,4.18450687420049e-09+-1.86054564002991e-06i,5.98780762172346e-10+-1.50858848572823e-06i,-3.26483183973075e-09+3.41501357440529e-06i,4.09291441697711e-10+9.69391311197737e-08i,2.4058452967692e-10+-3.94897701174749e-07i,-7.18687528026556e-09+1.79668889338361e-06i,-7.3951187846064e-10+6.66072934540375e-07i,1.73833478673479e-10+-8.17874988569149e-07i,4.27145430732537e-10+-6.41595627469889e-08i,-1.5154698381496e-09+-3.1918580817539e-07i,5.16837377090728e-11+2.13148739156975e-07i,1.54978002850135e-09+-9.05867895558705e-08i,3.56737207763496e-10+-4.27504212743016e-07i,-4.78380521189979e-08+2.79352601665235e-06i,2.4942270615936e-09+3.51918986006904e-07i,-3.24540177826546e-09+4.18373217216544e-08i,-2.37981168162157e-09+5.96992625618954e-08i,4.10610621969104e-08+1.00412115537328e-06i,8.76534847184881e-06+-1.42034132155089e-05i,2.75674907092822e-09+3.86385499030719e-09i,3.12400065188928e-09+1.49473370890148e-08i,-5.32336886691717e-08+1.48627420105307e-06i,1.79586631112023e-09+2.14366522334531e-07i,-8.5791456283732e-08+-1.69999911460249e-06i,-1.05595821705202e-08+7.62584916384372e-07i,4.3961501301546e-09+1.62814564908203e-07i,2.49910734988806e-08+1.24286441420283e-06i,6.75661751457702e-10+-3.64723867977954e-08i,5.16651345988808e-09+8.83896586123314e-07i,-9.6577155860604e-08+-1.59363122280614e-06i,-3.85844609260426e-09+-3.94364673473286e-07i,-3.66692561076225e-09+7.99311820470216e-07i,4.17482997663224e-09+2.42091897526604e-07i,5.62479557587822e-09+2.22083929677804e-07i,1.57525812383298e-08+8.73396788407334e-07i,4.57440248435267e-08+1.83253127310958e-06i,1.06823681864755e-09+-1.25992295813794e-06i,7.25988598810251e-10+-5.9494554488961e-08i,-4.94015975123047e-10+-5.55667978630691e-08i,4.33085896845563e-09+1.04039184721617e-07i,5.93175594854939e-09+2.94218381925535e-07i
-19.7855173636738,-49.9443298121896,3.25137442342034,-4.52534816050821e-12+-2.90169853790895e-07i,6.07633126160675e-10+1.8618403472972e-06i,-2.49268879304443e-12+2.49910613237315e-07i,-1.11719894264863e-10+-1.51698971932549e-07i,5.48714497783584e-09+-2.48761466119058e-06i,4.05545932271639e-10+-7.48649680097117e-07i,-2.5701201723881e-10+1.00903403368282e-06i,6.32048500436643e-10+-1.16799621337309e-07i,5.39490431103569e-10+-5.26838226093256e-07i,-6.52240269853322e-09+1.68215433466443e-06i,-3.7188622638308e-10+6.00554343731455e-07i,4.25023085283867e-10+-1.0404466436879e-06i,8.63187623948247e-10+-9.76921450845869e-08i,6.8063554140131e-09+4.35164043526946e-07i,2.93093140379256e-09+-6.88215747788231e-07i,1.22874238745652e-09+-3.16294301544469e-07i,-8.94307669256201e-10+-1.2223680291945e-06i,-6.86656020453813e-08+4.04460966000078e-06i,2.71081324013015e-09+3.10160591385494e-07i,2.48628889593222e-10+-4.43908801794121e-08i,6.4892571416045e-10+-3.97224898879513e-08i,-1.43155121199984e-07+-4.3471405325873e-06i,-4.12818741705659e-05+6.59994433038328e-05i,4.29695408352183e-09+4.1273180000357e-08i,4.82821664255284e-09+1.63555388708982e-09i,-2.96634687951018e-08+6.64397422574515e-07i,2.26731178566318e-09+3.10806498860085e-08i,-6.50558912169343e-08+-1.38412636927763e-06i,-4.83800075141955e-09+4.31541879429207e-07i,3.46023003972197e-09+-5.25464546728132e-07i,-2.58192444548174e-08+-1.93404801786002e-06i,3.72938836293388e-09+4.135400479553e-07i,4.29895216555496e-09+4.00078032301138e-08i,-8.77074904265448e-08+-1.26284836780273e-06i,-7.49542865571659e-10+-1.36826135874317e-07i,-5.36680171336614e-10+6.43819855793233e-07i,5.30161863426949e-09+1.66314808517102e-07i,1.12160458110634e-08+-7.46126686230521e-08i,1.24424319383937e-08+4.2088654173793e-07i,2.93376389107127e-08+8.87470190932582e-07i,9.46873831213266e-10+-6.221265004474e-07i,1.82308157282355e-09+-3.49438472004507e-07i,7.68197165821488e-10+-4.66074873434809e-07i,-4.17596382791621e-08+2.93691229489692e-06i,8.30140232890234e-09+8.4595638007999e-07i
-19.7855173636738,-35.6744531041161,6.34197790462502,-3.66390102549826e-12+-2.30203592323654e-07i,2.4274645006718e-10+7.638661992836e-07i,-7.27889614420045e-12+3.41932396911191e-07i,-1.31516829245719e-10+-3.26010756482154e-08i,7.0170900707481e-09+-3.23422253634912e-06i,2.82188594977113e-10+-2.18041528630416e-07i,1.93038840533448e-09+-6.96529824543343e-07i,8.06969142316602e-10+-2.49205653069978e-07i,8.16974322445242e-10+-4.9733013975967e-07i,-3.03211992906956e-09+1.03198338941423e-06i,6.13902022963115e-10+3.55489334749739e-07i,6.41131320856782e-10+-1.05767160428279e-06i,1.44109337896377e-09+-1.08325149864332e-07i,1.11709352216817e-08+7.99565739821269e-07i,4.40139320556832e-09+-1.01582478164979e-06i,2.28906167175055e-09+-2.05389052911377e-07i,3.74979425582389e-10+-1.62951878003122e-06i,-4.04285454471958e-08+1.97616348175031e-06i,2.3940427754535e-09+-1.68276679858708e-08i,2.7516343094554e-09+-1.71765369849521e-07i,2.82890297000678e-09+-1.7365090753585e-07i,-1.77185939878139e-07+-5.50797367244605e-06i,-5.14964225267748e-05+8.22086788838216e-05i,5.44532713155195e-09+5.09896842213093e-08i,5.99363307442535e-09+4.01173844654132e-08i,4.45143593646371e-08+-1.83256400469687e-06i,2.96214381211673e-09+-4.14173153802622e-07i,-2.09587172627527e-08+-6.97305746786449e-07i,3.42431737439079e-09+-1.69275116435766e-07i,5.34329108437804e-09+-9.22817726027646e-07i,-2.09435538721298e-08+-2.06448910625614e-06i,3.97046049395853e-09+2.42755184706306e-08i,1.83578940510235e-09+-9.98548430787199e-07i,-7.80408862856791e-08+-1.17988280823322e-06i,2.13444427768668e-09+-6.0893663199322e-08i,5.63824076632836e-09+-2.93863503954303e-07i,4.95028705871579e-09+-2.39707122466112e-07i,9.11485207814147e-09+-4.43724386494374e-07i,2.42708522467396e-09+-6.01519179219561e-07i,-5.5473037915236e-09+-1.00317482183499e-06i,4.7198865018835e-10+4.34065673284466e-07i,3.08893929953644e-09+-6.06713101559975e-07i,2.38149058875369e-09+-7.88999361724451e-07i,-5.40081084344359e-08+4.01917258032751e-06i,1.65771701449515e-08+7.31335752216831e-07i
-19.7855173636738,-21.4045763960426,8.99324340660588,-2.94008162240952e-12+-1.79302991956509e-07i,-5.106532511259e-11+-1.1807596092172e-07i,-1.13096366490616e-11+4.38694895303691e-07i,-1.65730794055372e-10+-8.35117039041655e-09i,8.05996194231677e-09+-3.72563053175761e-06i,2.20310614939968e-10+8.62732084298707e-08i,3.1078469647903e-09+-1.57626337704892e-06i,8.94113094619078e-10+-2.76689195305032e-07i,8.47256136963768e-10+-2.30881059237266e-07i,2.48748635484271e-09+3.25748913756648e-08i,1.98564092154382e-09+1.81760957314431e-08i,7.57498713049871e-10+-8.42632500380367e-07i,2.02219283369797e-09+-6.99459636639106e-08i,1.16856508746919e-08+8.27802045883739e-07i,4.58945569215895e-09+-8.32807373610542e-07i,4.03248211311527e-09+1.33452434114916e-07i,2.81168070391267e-09+-1.77746424952077e-06i,5.66269926374959e-09+-1.25821222418431e-06i,2.03997283132129e-09+-3.42703772335532e-07i,3.31871076967452e-09+-2.19237417814201e-07i,3.37439221457371e-09+-2.18411424956875e-07i,-5.1574734725498e-08+-2.14249869279571e-06i,-1.97646958133842e-05+3.10972886649802e-05i,5.84989355841125e-09+6.70821667178539e-08i,6.4648909907641e-09+1.3104805357289e-07i,1.03311116122967e-07+-3.71736978220842e-06i,3.39376918366921e-09+-6.41106265898586e-07i,1.81510353620467e-08+9.36265315094982e-08i,1.02226226676295e-08+-5.20494101967304e-07i,8.52133778428806e-09+-8.55530073895475e-07i,9.51167622761605e-09+-4.95681356574219e-07i,3.16227236553181e-09+-3.55761219109658e-07i,3.72891684631401e-09+-4.42616163518746e-07i,-4.64813886516911e-08+-1.54322022716627e-06i,5.10930331593957e-09+-6.08864104868486e-07i,8.49780262813883e-09+-9.07835679979693e-07i,5.23985973654926e-09+-4.02311815170659e-07i,6.48343031815201e-09+-4.66619233604838e-07i,2.615325505548e-09+-6.81095463460129e-07i,-4.68993333724214e-09+-1.04943785925454e-06i,3.30307279893689e-10+2.74502179760012e-07i,3.71063021602663e-09+-2.3733422244578e-07i,3.35923162323781e-09+-2.69608559910818e-07i,1.07793493967702e-08+6.52731456795977e-07i,1.52490662150311e-08+2.26076053493668e-08i
-19.7855173636738,-7.13469968796906,10.5402358935219,-2.48818665288213e-12+-1.45458854569237e-07i,-2.25732765488773e-10+-6.38441211628893e-07i,-1.35852138454034e-11+5.11550394157294e-07i,-1.95681684296191e-10+-3.54686254433648e-08i,8.40618103922816e-09+-3.85611783205834e-06i,1.95020942659526e-10+2.3924092676515e-07i,3.52702329128948e-09+-1.85443615949334e-06i,9.09996413649135e-10+-2.32211701088767e-07i,7.03638670877404e-10+1.02601137611411e-07i,7.10225431820012e-09+-7.61457522739042e-07i,3.08346658921145e-09+-2.20398229908574e-07i,7.84564348945445e-10+-5.64295289062495e-07i,2.4064292170169e-09+1.29738699671045e-08i,1.0583339821465e-08+7.63716616301475e-07i,4.25829230452152e-09+-4.84621089405294e-07i,5.36119903873701e-09+4.81947551802436e-07i,4.65880605638544e-09+-1.84086236735907e-06i,3.84472461188716e-08+-3.49676112722206e-06i,1.86563511943703e-09+-4.71539667835757e-07i,2.75357607947413e-09+-1.48748015806132e-07i,2.94349664668187e-09+-1.41620743300743e-07i,1.06987654597403e-07+2.27232076695661e-06i,2.08296716894163e-05+-3.41266417998909e-05i,5.65249952764192e-09+1.40455075293217e-07i,6.60487732731794e-09+2.766066071216e-07i,1.30914366506149e-07+-4.4454896903499e-06i,3.48019458639613e-09+-5.62640967374726e-07i,4.24634883528606e-08+7.92546688729667e-07i,1.45828313283262e-08+-5.3853260273312e-07i,1.07630566216837e-08+-5.85697367649094e-07i,2.80265041091327e-08+6.95157773858818e-07i,2.87723156180011e-09+-2.7006306668179e-07i,8.29883856609374e-09+1.13757961725388e-06i,-1.65225617476191e-09+-1.9563652222203e-06i,7.92573221264344e-09+-1.35952159338889e-06i,7.37788768790207e-09+-8.30704081370158e-07i,6.24448806326195e-09+-1.77987471370432e-07i,6.50876733362203e-09+-1.49848882867508e-07i,1.13893611412399e-08+1.46776780324937e-07i,2.42250271667278e-08+4.90272913198908e-07i,5.17103456304539e-10+-6.7902486498758e-07i,3.62681223089503e-09+5.63333988972383e-07i,4.00718360792864e-09+7.84259277916013e-07i,1.04227909010875e-07+-4.41797346037211e-06i,6.2890624738743e-09+-6.58673272542377e-07i
-19.7855173636738,7.13517702010446,10.5392763692476,-2.50082024797017e-12+-1.45511214320781e-07i,-2.25693786975455e-10+-6.38351272689393e-07i,-1.35087835342992e-11+5.12238672693654e-07i,-1.95772476944507e-10+-3.57367975261108e-08i,8.40529845929786e-09+-3.85554320086396e-06i,1.9425686597865e-10+2.41901450960763e-07i,3.52889400791136e-09+-1.85604472958529e-06i,9.07256997431363e-10+-2.30425713621629e-07i,7.04799299206199e-10+1.02354824019407e-07i,7.06968654530337e-09+-7.53944579380438e-07i,3.10901386562994e-09+-2.28841937153485e-07i,7.84966551262216e-10+-5.66468924776397e-07i,2.41028236103867e-09+1.55580190806979e-08i,1.05708945531965e-08+7.61593380096958e-07i,4.25370743041552e-09+-4.83436279913059e-07i,5.31310186783089e-09+4.70915452508282e-07i,4.66210964106163e-09+-1.8297302831755e-06i,3.86327570278589e-08+-3.50734807262797e-06i,1.86620982528396e-09+-4.72689854975581e-07i,2.74711958640199e-09+-1.5019880605823e-07i,2.93928924926051e-09+-1.42783583313467e-07i,1.06931684100649e-07+2.27106570130382e-06i,2.08227939589369e-05+-3.41152327734029e-05i,5.50531930596454e-09+1.20548768059091e-07i,6.84814641067972e-09+2.72382208417291e-07i,1.32137644824273e-07+-4.49121020431175e-06i,3.48154305127206e-09+-5.55730711827289e-07i,4.23661115646122e-08+7.90042261937918e-07i,1.47693689672028e-08+-5.38246329216713e-07i,1.07930168580943e-08+-5.92765434989822e-07i,2.77042840639062e-08+6.74996148042084e-07i,2.9373179846168e-09+-2.52276373060089e-07i,8.29203432931026e-09+1.12967663101361e-06i,4.48057759654996e-08+-1.50424320108595e-06i,1.04728823655062e-08+-1.45183067687488e-06i,7.34669057762741e-09+-8.25697509424204e-07i,6.2516942706768e-09+-1.77952188866958e-07i,6.41181824643002e-09+-1.41296779723253e-07i,1.13490771911445e-08+1.38265500057357e-07i,2.13790387607219e-08+3.88110570981575e-07i,5.33927611909732e-10+-6.7716101506945e-07i,3.62656462287315e-09+5.63050764401417e-07i,3.83419124959566e-09+7.77408137962988e-07i,1.05143649253634e-07+-4.47331843309e-06i,6.15566878856938e-09+-6.67990471169044e-07i
-19.7855173636738,21.405053728178,8.99481000716913,-2.97592011731785e-12+-1.79481701605089e-07i,-5.08995283895743e-11+-1.17682154481871e-07i,-1.09782877077652e-11+4.41883761515679e-07i,-1.66273143242432e-10+-9.77494854950011e-09i,8.06059184131993e-09+-3.72586671072363e-06i,2.18359905042334e-10+9.29019029356349e-08i,3.11342734926074e-09+-1.58118473169545e-06i,8.87304706329222e-10+-2.72581092171896e-07i,8.49415578385023e-10+-2.31813483218543e-07i,2.40043172633334e-09+5.23120728773055e-08i,2.0489579674836e-09+-2.90463097423768e-09i,7.58494469455033e-10+-8.49959483726118e-07i,2.0306126014189e-09+-6.43771302475273e-08i,1.16808543067749e-08+8.26978098170047e-07i,4.58385253828258e-09+-8.31228110054156e-07i,3.92919093522902e-09+1.09072395537616e-07i,2.81511374380767e-09+-1.75371181600179e-06i,6.00112279445857e-09+-1.27702298909416e-06i,2.05371438760636e-09+-3.46454105353238e-07i,3.31051704638993e-09+-2.23561358928076e-07i,3.37124292801879e-09+-2.22018602848995e-07i,-5.2102119349304e-08+-2.15827617557771e-06i,-1.98960181118906e-05+3.13073326894488e-05i,5.57011703773984e-09+2.69397226974166e-08i,6.73998241082452e-09+1.29028882447384e-07i,1.04575541239543e-07+-3.76730558206992e-06i,3.38100869683215e-09+-6.33924881404264e-07i,1.85073061524274e-08+1.0476430978893e-07i,9.83654798653591e-09+-5.21584157388248e-07i,8.56534247436633e-09+-8.68514221753301e-07i,8.91371695874411e-09+-5.34175942237068e-07i,3.26701192740839e-09+-3.26658610789164e-07i,3.71703045129008e-09+-4.63241516970393e-07i,7.99751914482739e-08+-3.19245276489485e-07i,1.19587683310182e-08+-8.61182824979783e-07i,8.44687410034629e-09+-9.02011012627801e-07i,5.22539410200959e-09+-4.11685203382294e-07i,3.88306710789589e-09+-3.55788296333005e-07i,2.52518995861126e-09+-7.02683922049051e-07i,-1.08644778110007e-08+-1.27510310669662e-06i,3.58797651888633e-10+2.750789668939e-07i,3.65115478220304e-09+-2.48057056754785e-07i,2.13677578556943e-09+-3.07285708167934e-07i,1.08053146193083e-08+6.39001050059718e-07i,1.50879577346124e-08+1.95506474959426e-08i
-19.7855173636738,35.6749304362515,6.3439338550194,-3.71796361085409e-12+-2.3043903115114e-07i,2.4310160779353e-10+7.64856429867774e-07i,-6.46508042986751e-12+3.49586834925828e-07i,-1.32588487124442e-10+-3.48288468359707e-08i,7.02136990020259e-09+-3.23624601032278e-06i,2.79905257740259e-10+-2.10043873794532e-07i,1.93725099965545e-09+-7.02264452151629e-07i,7.98283975964319e-10+-2.43795974752272e-07i,8.187437005445e-10+-4.9804756645017e-07i,-3.13827376716176e-09+1.0563981004082e-06i,6.87972789178958e-10+3.31395955509632e-07i,6.42333498626699e-10+-1.06729010980752e-06i,1.44887649026272e-09+-1.02582028985581e-07i,1.12219327882434e-08+8.09631966783615e-07i,4.40687817001986e-09+-1.01477159837073e-06i,2.20653840284684e-09+-2.25201387834551e-07i,3.81362543477128e-10+-1.60478098001763e-06i,-4.00258186556813e-08+1.95380804766998e-06i,2.42331912436663e-09+-2.19721835579312e-08i,2.7434356906238e-09+-1.76874301101987e-07i,2.8275347219019e-09+-1.77812518642644e-07i,-1.78081379200322e-07+-5.53493954437174e-06i,-5.17413874251524e-05+8.26004350736417e-05i,5.30908010344763e-09+2.93572654175447e-08i,5.79703177576523e-09+5.21999789182302e-08i,4.3488195259158e-08+-1.79605581149954e-06i,2.92816986198648e-09+-4.22919275610954e-07i,-1.93402623901085e-08+-6.51037646566974e-07i,1.90966035964384e-09+-1.74403629074954e-07i,5.36118280463236e-09+-9.25505827136858e-07i,-2.10333627036445e-08+-2.07197909923066e-06i,4.00440657014273e-09+3.18792062174483e-08i,1.87727648421928e-09+-1.00608498728315e-06i,1.00241744807493e-07+5.24525134066236e-07i,1.16516822871045e-08+-4.26927270039979e-07i,5.56300392107729e-09+-2.91431560920185e-07i,4.86193596616169e-09+-2.65770071603838e-07i,5.86368035185074e-10+-9.69331804326807e-08i,2.41977357469315e-09+-6.11272432200983e-07i,-9.62917174009141e-09+-1.14963520079411e-06i,4.96957209013915e-10+4.29584545728453e-07i,2.98766799732386e-09+-6.16576148928513e-07i,7.93157957740753e-10+-8.25667086195825e-07i,-5.52051767872688e-08+4.082950432697e-06i,1.66703338559567e-08+7.44754405124703e-07i
-19.7855173636738,49.9448071443251,3.23760997199865,-4.59151379295233e-12+-2.90492635796228e-07i,6.07248197144679e-10+1.86022801394258e-06i,-9.30711060666429e-13+2.62372031680066e-07i,-1.12759132071553e-10+-1.53760673428782e-07i,5.48185433610358e-09+-2.48465045737978e-06i,4.03375675241097e-10+-7.41448671706018e-07i,-2.50714852301996e-10+1.00334973939342e-06i,6.22229041779073e-10+-1.10967745074827e-07i,5.3617917673252e-10+-5.25198974702067e-07i,-6.58473313266504e-09+1.69662896544193e-06i,-3.24221463572603e-10+5.84868192078951e-07i,4.24355674704528e-10+-1.04319564980121e-06i,8.64306548638391e-10+-9.53587545780778e-08i,6.90381304009177e-09+4.55802903033239e-07i,2.94538030047724e-09+-6.87075829618585e-07i,1.2199026150972e-09+-3.19514016977992e-07i,-8.82961766103173e-10+-1.20065317220328e-06i,-6.83242518343928e-08+4.02592880252002e-06i,2.72925652022685e-09+3.07328912939447e-07i,2.39934762264186e-10+-4.82872803878034e-08i,6.47146062750184e-10+-4.2680693097216e-08i,-1.44108599746823e-07+-4.37516765046738e-06i,-4.15558697019262e-05+6.64383794599962e-05i,4.45734069979949e-09+6.30350552395451e-08i,4.47224051841486e-09+8.87245887710045e-09i,-3.29379131590129e-08+7.84709899115966e-07i,2.22406867954103e-09+1.66365980809552e-08i,-6.29347256247267e-08+-1.32340473677591e-06i,-6.27393314389398e-09+4.25311107860012e-07i,3.43415992599536e-09+-5.09153612438893e-07i,-2.5132062564071e-08+-1.8920414289397e-06i,3.65993279047843e-09+3.92424786095276e-07i,4.40876224657415e-09+5.80395896754297e-08i,9.84479864775425e-08+4.96942957230454e-07i,9.05421363353029e-09+-5.31303186043393e-07i,-7.16852850676435e-10+6.53618925371971e-07i,5.1562275991255e-09+1.35319739725117e-07i,-2.16914185043696e-10+3.85689839674791e-07i,1.25019337282646e-08+4.3263202349545e-07i,2.97254244668595e-08+9.12850043845358e-07i,9.65179995893011e-10+-6.24533089081383e-07i,1.82977276982426e-09+-3.40322165131477e-07i,1.46050651652837e-09+-4.39200306195622e-07i,-4.16305536393555e-08+2.94176180960312e-06i,8.58436900196808e-09+8.51357798155587e-07i
