x,y,z,f_67_47,f_108_08,f_192_72,f_200_98,f_253_22,f_314_66,f_328_13,f_376_86,f_481_89,f_499_95,f_510_28,f_558_27,f_598_74,f_660_56,f_679_79,f_749_49,f_782_02,f_817_57,f_855_5,f_927_98,f_929_56,f_1004_4,f_Freq_1006,f_Freq_1094,f_1129_9,f_1208_2,f_1232_8,f_1248_5,f_1257_2,f_Freq_1353,f_1374_6,f_1397_2,f_Freq_1482,f_1536_2,f_1539_9,f_1569_8,f_1655_4,f_1666_1,f_1725_6,f_1737_4,f_Freq_1763,f_1854_2,f_1867_6,f_1923_1,f_1976_1
-110.255682140244,64.2146838523986,1.93203984954932,-1.83137071755455e-12+-2.73967746496888e-07i,1.17885823126639e-10+2.15314109080219e-07i,6.52953294872611e-12+-7.33902883312106e-08i,-4.95285731282287e-11+-5.34167394953443e-07i,-2.21425150104623e-09+1.62809288558449e-06i,-1.75580747748278e-10+1.03735792168731e-06i,3.89682503732294e-09+-2.76508842094709e-06i,5.09361264642829e-10+-2.61085284379625e-07i,-1.29646713596898e-09+3.22066940082836e-07i,-2.17910910536909e-09+8.5587336876694e-07i,2.09812556699384e-10+2.88613888590095e-07i,-2.47913383844338e-10+2.70923352071582e-07i,7.35756488660534e-10+8.42405268040834e-09i,-4.73590369856875e-09+-6.07480333324123e-07i,-4.92288163013808e-10+5.88633488099898e-07i,2.22483215970671e-09+3.24654922975293e-08i,1.51557267687504e-09+5.21215740977424e-07i,-1.24556035705447e-08+6.14696755106004e-07i,1.23131715808634e-09+1.78607971357427e-07i,6.90834351439672e-09+2.70066305114443e-07i,6.37852809478155e-09+2.57224072217818e-07i,1.45200787387076e-07+3.78546721826212e-06i,3.47989141714122e-05+-5.61753112026198e-05i,1.9599574787556e-09+8.14174246608678e-08i,2.03687802999405e-09+1.77658258197376e-07i,8.72424171075692e-08+-2.65284413041062e-06i,1.52826031467167e-09+-3.63669586588688e-07i,6.07555791389425e-08+1.23919171401264e-06i,1.35551245165552e-08+-6.27092551457806e-07i,5.79213726994291e-09+-3.03470295979831e-07i,4.08280792389352e-09+-2.63045032352066e-07i,1.37435480760266e-09+-1.6937945688723e-07i,-5.37891250855616e-10+-4.0264244610001e-07i,6.47782282330894e-08+-4.26313840927836e-07i,3.70563534075175e-09+-1.0853205333006e-06i,-1.20768913284332e-08+1.6023167981759e-06i,9.54826434065143e-10+1.19663847325911e-07i,2.66090949765306e-10+1.52194116225541e-07i,5.89794356100044e-09+3.34054023433566e-07i,1.58331951307725e-08+6.49013263327565e-07i,8.32525134266082e-10+-6.13953635878581e-07i,3.63212158031261e-10+-3.70725153953363e-07i,1.68616942094202e-09+-4.31577130860968e-07i,-5.08229495844078e-08+1.94334197946675e-06i,6.13505180444518e-09+3.50004170210409e-07i
-110.255682140244,78.4845605604721,0.932771669531638,-2.6873062532342e-12+-3.25975451169724e-07i,4.96751762367606e-10+1.36848469525713e-06i,1.19858887283709e-11+-8.32715160372558e-08i,-9.02926707275518e-11+-9.09572803494007e-07i,-5.74301757132458e-09+3.51560193190764e-06i,-3.14397475470983e-10+1.45372684501891e-06i,4.15120922558034e-09+-3.08044804771404e-06i,3.72856325729801e-10+-1.10457412820147e-07i,-8.49671049400443e-12+3.47036104350663e-08i,1.47397306077177e-09+-6.81663698595051e-08i,8.73370924052803e-10+-4.3416740594582e-08i,4.73723172016148e-11+3.89871721925392e-08i,7.71998294101359e-10+-3.57916707018031e-09i,1.95122198078703e-09+7.47324536066634e-08i,1.43294270749125e-09+-1.57709744521148e-07i,1.02016242104538e-09+-1.66555947934358e-07i,-4.31044588884679e-10+-1.77318697709671e-07i,-4.37435695111963e-08+2.70649313652198e-06i,1.60456271592233e-09+3.48162662294594e-07i,4.35404730619344e-09+2.72732709064185e-07i,4.15220353382249e-09+2.67577827792466e-07i,1.98344043004366e-07+5.34331670023712e-06i,4.94745887765105e-05+-7.96774910082253e-05i,1.27340419499213e-09+4.19290321304798e-08i,1.20415796277691e-09+1.08971108255014e-07i,5.97130600664007e-08+-1.81614253813414e-06i,1.0246905743932e-09+-2.29894562035138e-07i,4.19352633616737e-08+8.57365842038535e-07i,1.05568140284471e-08+-4.28802514222418e-07i,3.5002598051838e-09+-1.8521029192742e-07i,-2.720842348489e-09+-4.37377945319088e-07i,1.22944939900783e-09+3.98512282454176e-08i,2.35147826811267e-09+5.38948118904346e-07i,-2.94723206792394e-09+-9.1016322427474e-07i,-1.10247818035302e-09+-8.10542268281171e-07i,-7.04411579541633e-09+7.3144173076296e-07i,-4.31256626456781e-10+-1.37877743117232e-07i,-2.96137426525178e-09+-4.82584822367318e-08i,-3.80609883357058e-09+-3.90179194600809e-07i,-1.53960690335499e-08+-8.00546695276979e-07i,1.70136559950579e-10+4.55114102641668e-07i,5.95682899527094e-10+-4.31300363580514e-07i,1.40897943037316e-09+-5.72495865494908e-07i,-7.54625546155637e-08+3.73631352932757e-06i,2.17258012185507e-09+8.10335108625217e-07i
-110.255682140244,92.7544372685456,0.222916534597357,-3.57759384276374e-12+-3.82909091355781e-07i,9.0132741357843e-10+2.59570631013747e-06i,1.83200441616802e-11+-1.01754793707613e-07i,-1.36895167173509e-10+-1.34887884856459e-06i,-9.83616032826092e-09+5.70563674248744e-06i,-4.23812070117529e-10+1.7602588356083e-06i,3.76441092668262e-09+-2.8723336868862e-06i,1.639007812377e-10+1.42182987127176e-07i,1.77617993610046e-09+-2.31665493120224e-07i,9.51013585363444e-09+-1.93628410403479e-06i,2.43928835044419e-09+-7.13125490783647e-07i,4.73017647670861e-10+-4.1102689851338e-08i,1.10710728095365e-09+-1.01611066818954e-08i,1.17156126101181e-08+1.03334897017089e-06i,4.32668306593829e-09+-1.17567022224318e-06i,1.05339150292427e-10+-3.92111431651069e-07i,-1.48158109399181e-09+-5.58625851344996e-07i,-4.8837380626408e-08+3.0158762563662e-06i,1.55388237159631e-09+2.33083379235892e-07i,3.0617109859386e-10+6.55298861300535e-09i,4.82644152715662e-10+8.45388645805495e-09i,-5.31868377023168e-08+-1.6874284576655e-06i,-1.62066257498251e-05+2.58370573734276e-05i,1.76452491422389e-09+3.00275684436509e-08i,1.45487588505977e-09+-4.09623239394723e-08i,-5.48222813377691e-08+1.78644304103344e-06i,1.28719875776748e-09+2.74971340820993e-07i,-6.569384382417e-08+-1.23054112886312e-06i,-7.52978256466659e-09+6.47066954359502e-07i,4.13112238409742e-09+3.89283932370272e-07i,3.61724766691372e-08+2.08516574591891e-06i,-1.05575082704311e-09+-2.04892208555447e-07i,4.31030286763261e-09+1.39626254309104e-06i,4.88072302043007e-08+-1.70853044027961e-07i,1.46129307180521e-09+-6.96102217949139e-07i,-1.73180062014355e-09+-1.11095886192616e-07i,-9.28940503527258e-10+-1.68139920125514e-07i,2.85958399585347e-09+-3.38901559626724e-07i,-3.59516870824341e-09+-3.00755340456688e-07i,-1.14395150429489e-08+-5.5267059961529e-07i,-1.07029690140256e-10+2.29726725534817e-07i,7.72585182737272e-11+-8.88835361673344e-08i,7.12560606020333e-10+-9.15741332577336e-08i,-2.63509151945287e-09+-1.32821058334467e-07i,3.12729710268207e-09+-1.74186538588041e-07i
-110.255682140244,107.024313976619,NaN,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi
-104.601296841708,-107.023836644484,NaN,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi
-104.601296841708,-92.7539599364102,0.301948802823424,-3.53785099097171e-12+-3.87004645160143e-07i,9.73254025086956e-10+2.82908240433509e-06i,1.77694658137393e-11+-6.2343767796397e-08i,-1.48933855150138e-10+-1.33524527600445e-06i,-8.95625479850553e-09+5.22180556783897e-06i,-3.28105893154401e-10+1.43719488017786e-06i,2.83828689079958e-09+-2.08385359989608e-06i,1.21713968694057e-10+1.93372238787384e-07i,1.69034758180224e-09+-1.73930546117066e-07i,9.97197983370156e-09+-2.01685240132904e-06i,2.45002275117979e-09+-7.09319243764264e-07i,4.41224964279276e-10+2.82574693553691e-08i,1.10952759030774e-09+-2.5621378772261e-09i,1.01556548908291e-08+8.83147819409056e-07i,3.77677101525771e-09+-9.74881069037817e-07i,5.59865717928873e-10+-2.67903723740809e-07i,-6.82284139486512e-10+-3.98354539516887e-07i,-3.02096500673134e-08+1.78204462550893e-06i,1.1045755175315e-09+1.06618214270399e-07i,1.2234927477427e-09+-2.61418485445959e-08i,1.22976612443944e-09+-2.81987381692428e-08i,-8.55584162707016e-08+-2.61503926881293e-06i,-2.477256063939e-05+3.95749126497122e-05i,1.53735584924878e-09+-7.56663539420903e-10i,1.58840162289015e-09+-2.94644361169304e-08i,-4.19259113488856e-08+1.39357343148918e-06i,1.09004724236308e-09+2.14969914031178e-07i,-4.51463045790639e-08+-8.06589185442483e-07i,-5.48027397131093e-09+4.55521479972816e-07i,3.29623554732048e-09+2.23605217132275e-07i,1.88575901289073e-08+1.05128517881251e-06i,-1.341534426974e-10+-3.02239987176514e-08i,3.76028242501416e-09+1.1204991630876e-06i,-4.0072145453527e-08+-9.34355097841346e-07i,-2.66415001262629e-09+-4.43145054820162e-07i,-2.28741821964905e-09+1.05494086169888e-07i,-3.78874297121769e-10+-9.79562506087972e-08i,-2.68515771651134e-09+4.96058843417138e-09i,-8.16879955553909e-10+-9.90307061342206e-08i,-1.17718163549611e-09+-1.07132808978303e-07i,-1.06818647453356e-12+1.90863333961754e-08i,1.37504459291993e-11+-9.82492995120021e-08i,-6.05379775708125e-10+-1.21330242470017e-07i,-7.1456569223672e-09+1.41257119420931e-07i,3.64027161407265e-09+-6.3107213911962e-08i
-104.601296841708,-78.4840832283367,1.14610440117041,-2.69299671085768e-12+-3.29537341905073e-07i,5.72070114040003e-10+1.61438098324213e-06i,1.18626977957381e-11+-2.86843842285494e-08i,-1.07561838677535e-10+-9.06625300434018e-07i,-4.87269660568714e-09+3.0389673746882e-06i,-2.38200139955537e-10+1.19904930784676e-06i,3.48100015771447e-09+-2.50652469244303e-06i,3.52125655604295e-10+-8.30936277235854e-08i,-1.04512127323081e-10+1.04559385566654e-07i,2.18945249525735e-09+-1.99137906607345e-07i,9.69044427421515e-10+-6.90227787697659e-08i,2.93625544426516e-11+1.30005403669282e-07i,8.06501885479991e-10+-7.68581086831372e-09i,1.56571271385642e-09+3.36440410262827e-08i,1.32133470583569e-09+-1.04349797701335e-07i,1.08065294995633e-09+-1.53042817303708e-07i,-2.41083221260079e-10+-1.44144470692505e-07i,-3.90307606620666e-08+2.39975550898014e-06i,1.47550127540776e-09+3.09143528479498e-07i,5.74796108848678e-09+2.80439992527625e-07i,5.35553825905378e-09+2.71126986359348e-07i,1.81514571053896e-07+4.83309168097624e-06i,4.46635431813186e-05+-7.19880535881065e-05i,1.38107491608871e-09+3.82907816099497e-08i,1.97934446044696e-09+8.73405311072229e-08i,5.96425636877158e-08+-1.80089218109022e-06i,9.2149249799829e-10+-1.9599450339746e-07i,4.87434456161169e-08+1.04647281608572e-06i,9.29846851852657e-09+-4.61023001673198e-07i,3.21243494159989e-09+-2.04334779083755e-07i,-1.01667964267427e-08+-8.58147865014526e-07i,1.6835778066816e-09+1.48571985996367e-07i,3.53806881376936e-09+8.20826575927321e-07i,7.53515753941193e-09+-8.72703114291237e-07i,4.20931526438186e-10+-9.43024824628e-07i,-7.74723305087216e-09+8.31489595461215e-07i,-2.11554713778706e-10+-1.21502397164701e-07i,2.0799361588652e-09+-2.39736710194811e-07i,-3.33584441321222e-09+-3.62232270024618e-07i,-1.02714090584336e-08+-6.16325377418454e-07i,1.80357351802311e-10+4.51190265058666e-07i,5.05598825356216e-10+-4.41237883021724e-07i,-1.33543515165407e-09+-6.28255704946385e-07i,-7.30759040420541e-08+3.61313310047506e-06i,3.01228644561804e-09+7.6450886012177e-07i
-104.601296841708,-64.2142065202632,2.25116190944722,-1.87649009748343e-12+-2.76905440349712e-07i,1.93934996106631e-10+4.65017341515633e-07i,6.75204669070847e-12+-7.59020833986305e-09i,-7.05519603566045e-11+-5.39213956778235e-07i,-1.37414597892581e-09+1.17070169934409e-06i,-1.19787614383349e-10+8.55376081971147e-07i,3.48936780792224e-09+-2.4097583704001e-06i,5.10188098739645e-10+-2.56547094847503e-07i,-1.40016492572879e-09+3.91862080319104e-07i,-1.49748904565624e-09+7.35471948819048e-07i,3.49175914834183e-10+2.5116555776574e-07i,-2.54919077719589e-10+3.549600894494e-07i,7.9037306703846e-10+-1.47479372878554e-09i,-4.35428857426356e-09+-5.74476326323371e-07i,-3.19866922526619e-10+5.49724392429864e-07i,2.10934505698346e-09+-8.8461840648443e-09i,1.32615224759213e-09+4.40278837573842e-07i,-1.70027401759377e-08+9.15003614625205e-07i,1.30997596866688e-09+2.00088173127172e-07i,8.37042490066913e-09+3.01251907536192e-07i,7.67501425063475e-09+2.85138659523066e-07i,1.49878731952285e-07+3.86250245796733e-06i,3.54339492371865e-05+-5.72480020120629e-05i,2.28558849376025e-09+9.1953300817829e-08i,2.83552325789634e-09+1.41651620649452e-07i,8.21497348169525e-08+-2.50250007246922e-06i,1.53736992678793e-09+-2.59712917855545e-07i,5.83152787569108e-08+1.24324014859176e-06i,1.32454808906299e-08+-5.75355781231162e-07i,5.89472697184449e-09+-2.3722165274803e-07i,3.92030028635601e-09+-2.62187975317361e-07i,1.5567823486665e-09+-1.21437849730232e-07i,5.97768257160292e-10+-1.1917576036106e-07i,-4.86995693572057e-08+-1.46927066414591e-06i,-1.7532733863762e-09+-8.64090885346738e-07i,-1.17117820747067e-08+1.57272657781182e-06i,9.38509934727826e-10+1.16040155364954e-07i,9.3035334010334e-10+1.19402492894854e-07i,5.50240118529818e-09+3.33437385171798e-07i,2.10757604569445e-08+8.42087798129852e-07i,7.96986514323075e-10+-4.92477827715275e-07i,3.45281746790462e-10+-3.07231218048076e-07i,-3.86517178416917e-10+-3.89793081330535e-07i,-3.74648674760225e-08+1.24046117385584e-06i,6.25891206807815e-09+1.78143972091372e-07i
-104.601296841708,-49.9443298121896,3.41444878570679,-1.11312865866542e-12+-2.33868095601036e-07i,-1.43270053954488e-10+-5.69719419196374e-07i,3.12201115230418e-12+-1.65226018958476e-08i,-3.67470143010235e-11+-2.67293473878151e-07i,1.08382993002046e-09+-1.43034657076696e-07i,3.26587077014789e-11+3.73362165621153e-07i,2.59002384262181e-09+-1.58217759620394e-06i,5.57442988580898e-10+-2.84097266980748e-07i,-1.9851919602898e-09+6.60161122534591e-07i,-5.12734887221035e-11+5.42584732589396e-07i,7.75720553410033e-10+1.65472558926933e-07i,-3.62779714727843e-10+6.90018486463162e-07i,1.08733448230592e-09+1.30092571827621e-08i,-5.8612011795983e-09+-7.71405087451193e-07i,-5.64126514099493e-10+7.66462607887369e-07i,3.17315792041733e-09+4.43923598962869e-08i,2.99653417578958e-09+1.15247714295356e-06i,1.03747497472265e-08+-9.72725937093027e-07i,1.14387844669882e-09+-1.43212030451067e-08i,7.89358916488235e-09+1.29435221521187e-07i,7.22953494890353e-09+1.12732607266921e-07i,-6.12414360835461e-08+-2.12803371158222e-06i,-2.06875906923519e-05+3.28181032077476e-05i,3.65209524592666e-09+1.28374344485085e-07i,3.76522051609104e-09+1.41591029421664e-07i,3.45651220349116e-08+-1.00393248180273e-06i,2.72510685600295e-09+-3.70861122075565e-08i,-1.0720303795857e-08+-1.25224886989841e-07i,4.62723621021588e-09+5.9994066197721e-08i,1.02788915110203e-08+1.41805149033502e-07i,5.44047550093032e-08+2.56641067704435e-06i,-4.33465635241875e-10+-6.89835060809995e-07i,-1.19811825647666e-09+-5.34333417321318e-07i,-1.18246980409892e-07+-1.94953151503694e-06i,-5.23986084887934e-09+-5.12573127017627e-07i,-1.02369262148064e-08+1.40573312833465e-06i,6.3104989997111e-10+1.76552572746591e-07i,-3.2790007425036e-09+3.6123090148272e-07i,6.91065690490924e-09+5.52238736556782e-07i,2.68927682381747e-08+1.22975017610102e-06i,1.0240500683725e-09+-7.090251941861e-07i,4.47883743127595e-10+-9.69307444362754e-09i,1.67113507709631e-09+3.90287938162603e-08i,-1.84482314929967e-09+-1.11344728854457e-06i,1.64718829722193e-10+-2.36168769594689e-07i
-104.601296841708,-35.6744531041161,4.44931545916446,-4.48494643068308e-13+-2.03034167381897e-07i,-4.22875638508133e-10+-1.43896119810661e-06i,1.06962304304768e-12+-5.84926198726305e-08i,-4.53332212072254e-12+-8.89798367218096e-08i,2.45855645844463e-09+-8.84089047004976e-07i,1.98285077662859e-10+-1.83119131257562e-07i,1.03481839432026e-09+-2.44280090962516e-07i,5.10177740865867e-10+-2.01869988160121e-07i,-2.04072524700196e-09+8.89251558849575e-07i,4.66171098164189e-09+-3.91259310613666e-07i,1.82341864121446e-09+-1.83061424170469e-07i,-3.4711276135944e-10+1.06203426023533e-06i,1.52656535531121e-09+2.74891266253965e-08i,-3.60106644285899e-09+-6.06689128516215e-07i,4.15775457950993e-10+5.48861457542672e-07i,3.62364185192046e-09+-8.77086790209528e-08i,3.40162362337174e-09+1.66481965465045e-06i,7.72916890124855e-09+-8.68792862588468e-07i,1.63286070886063e-09+-4.7546781583465e-09i,4.92405968172637e-09+1.72022472868482e-08i,4.69434261765533e-09+9.23519451128235e-09i,-1.65013935202833e-07+-5.02867404543793e-06i,-4.7849857418225e-05+7.64511270501775e-05i,4.26144907022362e-09+1.27644980365973e-07i,4.0554223726838e-09+1.40841378088102e-07i,1.78416343314732e-09+2.29278222619108e-08i,3.50366504484221e-09+7.74051683338849e-08i,-6.02283910804387e-08+-1.14737708321779e-06i,-3.25792677167507e-09+4.88189804893995e-07i,1.16136554619467e-08+3.35684767287334e-07i,6.89733797837506e-08+3.45107880674109e-06i,-9.03102374553019e-10+-7.7304664909345e-07i,-3.77280244418625e-11+-2.70227963153527e-07i,-8.12774902785691e-08+-1.09249753276872e-06i,-2.84848421611632e-09+-1.17438829346054e-07i,-3.6801312840618e-09+4.94446282914015e-07i,-5.37263991600842e-10+4.5874503506243e-08i,-8.28612495992826e-10+5.74782032319349e-08i,-1.37495621794266e-09+2.34108164662584e-08i,-4.00901349204255e-09+-5.49839715435283e-08i,8.78594469137298e-10+2.91496164399771e-07i,1.12568222143625e-09+1.47536819192967e-07i,2.98356885652188e-09+1.8686647789313e-07i,-1.9690681625757e-08+-1.28610519837943e-07i,-9.67872155465792e-09+3.14703890840282e-07i
-104.601296841708,-21.4045763960426,5.21164287638756,4.41101500346415e-14+-1.84799001991659e-07i,-6.24206427359274e-10+-2.07355044178777e-06i,2.22123663950103e-13+-1.17727927267424e-07i,2.41597503669688e-11+1.42162128020267e-08i,2.99991412842257e-09+-1.1854254199511e-06i,3.4207737510254e-10+-6.87804657367235e-07i,-6.08893043397847e-10+1.13481720269834e-06i,4.18873245481558e-10+-8.11348498516332e-08i,-1.86650529646707e-09+1.06214379756614e-06i,9.93246954618746e-09+-1.48472885583842e-06i,2.92077550931017e-09+-5.82779117694159e-07i,-2.8810108586355e-10+1.39409786902363e-06i,1.92364307034814e-09+3.73545599839402e-08i,2.15653362381037e-10+-2.8204279387857e-07i,1.88627761232939e-09+1.1597382608139e-07i,3.39600212003678e-09+-3.50786194231704e-07i,2.5071548635087e-09+1.89819558994162e-06i,-2.52633493767233e-08+1.28060448536768e-06i,2.68675646292976e-09+2.59263118814671e-07i,1.14479698138357e-09+5.30558228313746e-08i,1.54883336610424e-09+5.92541356197134e-08i,-7.92528676300772e-08+-2.53958122336807e-06i,-2.45528822787885e-05+3.91152388324071e-05i,3.87028638642592e-09+1.10808361708572e-07i,3.70489146043775e-09+1.5940141368377e-07i,2.63731858046676e-08+-7.51907562082445e-07i,3.42524417688945e-09+-9.07095103718742e-08i,-3.72580884807074e-08+-7.69961976277774e-07i,-9.04792140133564e-10+1.99087356717334e-07i,8.04981711509043e-09+4.47647330898297e-09i,1.27468038428393e-08+3.00859772319751e-07i,1.95107155558374e-09+-3.37604469282642e-08i,2.66117986936276e-09+6.47144842597689e-08i,2.35143927577602e-09+4.36222363079498e-07i,2.82358819857391e-09+3.65881945504121e-07i,3.35639346715256e-09+-2.28605501927294e-07i,-2.61030032797537e-10+5.1235493753517e-08i,5.56125233403415e-09+-2.07192935542197e-07i,-3.6525177603115e-09+-1.22943367747254e-07i,-1.57618856453266e-08+-5.26280266508755e-07i,1.11693335432902e-09+7.94616878038151e-07i,1.58012967363601e-09+2.89889210497836e-07i,3.15275308551214e-09+3.45223391068025e-07i,-7.33982202734622e-09+-4.82307584653715e-07i,-3.92746576303196e-09+3.4829887959158e-07i
-104.601296841708,-7.13469968796906,5.61489210729345,2.93969516091412e-13+-1.7689391154846e-07i,-7.30411957094982e-10+-2.41183301830101e-06i,-1.38344357819431e-13+-1.62472923127325e-07i,4.22725523563349e-11+6.19284634754609e-08i,3.1261800718509e-09+-1.2630557634453e-06i,4.27546938198431e-10+-9.95745755425657e-07i,-1.67625846539939e-09+2.02005665078809e-06i,3.48323615048526e-10+4.11040775979176e-09i,-1.71330891082025e-09+1.158595408645e-06i,1.33429593340735e-08+-2.20505137056704e-06i,3.59758143628506e-09+-8.40815265661914e-07i,-2.45112908336473e-10+1.59945232461621e-06i,2.15483996110864e-09+4.16929375313626e-08i,3.00291657235078e-09+-3.97323099943722e-08i,2.94294289156269e-09+-2.18752300500399e-07i,2.99429681680581e-09+-5.68937249608664e-07i,1.47740857686724e-09+1.96186949450285e-06i,-5.73004349487735e-08+3.39516536220094e-06i,3.57734934148017e-09+5.21179609071654e-07i,-1.41358917331539e-09+1.35908871980166e-07i,-5.49772949159821e-10+1.52737992785813e-07i,4.86493101159891e-08+1.12635204956022e-06i,9.75962287920893e-06+-1.59170442341472e-05i,3.32956486739766e-09+1.08586170093456e-07i,3.45252210580069e-09+1.68426858080383e-07i,6.67557533419374e-08+-2.01627812967064e-06i,3.0284388350473e-09+-3.20044969631675e-07i,9.58994455044552e-09+9.29673473999377e-08i,6.12954439583596e-09+-3.06561293210169e-07i,3.72893064484975e-09+-4.432926938231e-07i,-5.43400249854419e-08+-3.50411397250619e-06i,5.30327768094124e-09+7.98963212540742e-07i,4.58863011780726e-09+1.57082172356212e-07i,1.80099431556183e-08+1.16876791270248e-06i,4.63377160328869e-09+8.6033274110783e-07i,7.45315445178101e-09+-4.58360323594665e-07i,8.91817229851591e-10+1.78082168034985e-07i,4.80749704056554e-09+1.48306434990614e-08i,1.11297340377631e-09+2.40019443796831e-07i,1.54196598122348e-10+2.08355687730181e-07i,1.64225344580427e-09+5.06722615763352e-07i,1.57958578928816e-09+4.68598148514571e-07i,3.05294259394385e-09+6.13449614920465e-07i,4.34703741721732e-08+-2.97293614282596e-06i,1.06502760861485e-08+-3.30254175836711e-07i
-104.601296841708,7.13517702010446,5.61082915817667,2.5602443642401e-13+-1.77024014023521e-07i,-7.3038869538478e-10+-2.41178567927967e-06i,-5.17704088425316e-13+-1.65796640787596e-07i,4.27144868980973e-11+6.27279164589158e-08i,3.1240736788748e-09+-1.26175982628748e-06i,4.27437237864333e-10+-9.95150263192983e-07i,-1.67851210987701e-09+2.02214980661927e-06i,3.46081680833812e-10+5.95147417477624e-09i,-1.70810609469016e-09+1.15633206943313e-06i,1.33582270866695e-08+-2.2095175880192e-06i,3.57691497831985e-09+-8.34128659491553e-07i,-2.44167855605631e-10+1.59816450380982e-06i,2.15325615423702e-09+4.16311173165197e-08i,2.96902032112757e-09+-4.65867039043883e-08i,2.93453525623724e-09+-2.1869718340029e-07i,2.95122203708773e-09+-5.7718196313083e-07i,1.47114989988806e-09+1.9645021458719e-06i,-5.72759902898456e-08+3.39552058468238e-06i,3.60446176564783e-09+5.18519792388629e-07i,-1.39500693526208e-09+1.37039308279971e-07i,-5.34966313022717e-10+1.53679249980446e-07i,4.78979284347028e-08+1.10723732598163e-06i,9.56916400327856e-06+-1.56090981758908e-05i,3.47574628842603e-09+1.32506581806897e-07i,3.88313861601708e-09+1.46550602237842e-07i,6.5946122149774e-08+-1.98165013840329e-06i,3.0437155275887e-09+-3.32573303848264e-07i,9.27951749242973e-09+7.90783634028578e-08i,6.94977449852686e-09+-3.08231367223622e-07i,3.79638575778032e-09+-4.51884312840718e-07i,-5.41928192305155e-08+-3.4988310682891e-06i,5.30927975962197e-09+8.01173854404499e-07i,4.57278001119165e-09+1.57829862046531e-07i,-1.97693224992897e-08+7.89358343983686e-07i,2.31339295135992e-09+9.3491485509504e-07i,7.53401493493814e-09+-4.74518279613381e-07i,7.79762397080245e-10+1.53690198282729e-07i,-3.20072022038557e-09+3.31636486333939e-07i,1.21145132146134e-09+2.5635814967172e-07i,4.28251287882104e-09+3.58506700084814e-07i,1.64277317026459e-09+5.04787024384245e-07i,1.55490274330502e-09+4.59400195797763e-07i,2.77972116064338e-09+5.96994261102541e-07i,4.28845019536007e-08+-2.94563731954377e-06i,1.04066299033741e-08+-3.28601493450143e-07i
