x,y,z,f_69_19,f_115,f_202_98,f_209_59,f_283_74,f_315_71,f_356_95,f_389_31,f_489_57,f_508_46,f_516_68,f_566_83,f_617_02,f_685_53,f_690_48,f_754_55,f_769_56,f_832_57,f_849_84,f_952_34,f_966_71,f_999_72,f_1062_3,f_1109_6,f_1154_1,f_1159_2,f_1241_3,f_1253_3,f_1297_5,f_1301_8,f_1416_1,f_1425_3,f_1524_1,f_1528_5,f_1563_9,f_1577_4,f_1587_2,f_1684_5,f_1714_9,f_1737_9,f_1791_1,f_1884_4,f_1912_7,f_1940_9,f_1965_9,f_1995_9
46.1819633972275,-6.73368917869078,10.8324444682528,-2.33443583383485e-12+-1.7192042859604e-07i,-3.31563038278057e-10+-8.98278359397379e-07i,-2.28833985896429e-11+1.20010925396236e-07i,-1.15157294721602e-11+1.66335428662184e-07i,9.59418826302165e-09+-2.50972192625023e-06i,8.70130374321829e-10+-2.92197127917825e-07i,5.57837277172873e-09+-2.05142664526717e-06i,1.16445705112064e-09+-3.14215140869923e-07i,8.9053628162646e-10+5.83721038207071e-07i,9.51769333974017e-09+-1.59585041939245e-06i,4.02207566146993e-09+-7.49847615837071e-07i,1.4188314806318e-09+-3.48558619903399e-07i,2.80523989758446e-09+-1.2427772909231e-07i,2.01890559287536e-09+-2.44676232119158e-07i,2.27008360844813e-09+-1.76051927809676e-07i,6.29302281353546e-09+3.34052274753714e-07i,1.96287047261818e-09+-6.44999251906303e-07i,2.01630821052143e-08+1.01545624602199e-06i,3.61546114108079e-08+-3.59346374477374e-06i,3.74738955055388e-09+-2.75739436758729e-07i,3.86563723761062e-09+-3.31336038434351e-07i,4.13509164039882e-09+1.49958820231753e-07i,2.7166188799609e-08+8.86896410885957e-07i,9.00910626443382e-09+1.08817042026672e-07i,1.29816998535527e-07+-6.01204397451512e-06i,1.450692817893e-08+-2.17586000836322e-06i,-6.10422223498879e-06+2.82477994497605e-05i,-2.19193478241997e-09+5.24524689413821e-07i,-8.16070244570449e-09+7.46607775123256e-08i,-1.39432301564667e-09+-1.49216351299277e-07i,9.16643319062419e-09+-6.15394460603818e-08i,4.00996562970048e-09+-8.6921544568882e-07i,-1.75767176729797e-09+1.56029947171801e-06i,2.14707844354801e-09+1.10228116430553e-06i,1.46468675789195e-08+1.23661871359695e-06i,6.75381660954215e-08+4.39435174657432e-06i,2.32031294057095e-08+-2.51582561482654e-06i,9.28699372337077e-09+-2.13651530976106e-07i,2.45995197370049e-09+-3.70529287262237e-07i,3.58472287434579e-09+-3.30723295032216e-07i,6.1002593029791e-09+-1.96487043238042e-07i,-2.53384088676987e-09+-1.39783911223097e-06i,-5.71633253663863e-08+2.32520147325091e-06i,-2.05968199753245e-09+3.16681238578775e-07i,-7.957584331832e-09+-1.56864184755015e-07i,4.13327171014495e-09+3.04210003462023e-07i
46.1819633972275,6.79949980519538,10.8504427498205,-2.35552161089484e-12+-1.71774252394327e-07i,-3.32528009381907e-10+-9.00862705319322e-07i,-2.41892769146988e-11+1.1609841167261e-07i,-1.13858377126964e-11+1.6548123196025e-07i,9.59141492822075e-09+-2.50859538056362e-06i,8.71013359672914e-10+-2.92553090878219e-07i,5.57490869326646e-09+-2.04848637097583e-06i,1.16036406856153e-09+-3.15256041116376e-07i,8.8966279208233e-10+5.87523932186599e-07i,9.69356136800677e-09+-1.62700608466481e-06i,3.96470351480053e-09+-7.40158983329569e-07i,1.41794731329914e-09+-3.47777908251832e-07i,2.8104554929296e-09+-1.22973063862984e-07i,1.98953023714741e-09+-2.34401381534101e-07i,2.27294563754236e-09+-1.71903467206734e-07i,6.48241281644142e-09+3.56716723166366e-07i,1.97086563234545e-09+-6.59199778854343e-07i,1.99966522954235e-08+9.89344920129835e-07i,3.61238617284418e-08+-3.59275780293931e-06i,3.74367801028003e-09+-2.72897423288444e-07i,3.88367774954963e-09+-3.30617255890827e-07i,4.13832744365988e-09+1.48120171733337e-07i,2.73437206036855e-08+8.95964385305246e-07i,8.67630248632095e-09+9.1216002923899e-08i,1.34234269195475e-07+-6.19687164364046e-06i,6.71401581441671e-09+-2.48521699992297e-06i,-5.84333452448958e-06+2.69582574401183e-05i,-2.48480588363487e-09+5.62760624385219e-07i,2.76466267124371e-09+-5.1169891910148e-07i,-9.21434916793666e-10+-2.45011982426611e-07i,9.35814831573359e-09+-5.07382201174953e-08i,6.79064906251829e-09+-1.00950354522825e-06i,-1.52151842966182e-09+1.56576757970512e-06i,2.49584238227947e-09+1.11902955726811e-06i,1.47574285954e-08+1.24771433878738e-06i,6.98208857700105e-08+4.50972716965449e-06i,1.41910995206379e-08+-3.5693131505188e-06i,9.40761283846164e-09+-2.10466799547658e-07i,2.56234273169389e-09+-3.54658166037522e-07i,3.6234379846849e-09+-3.20375500644197e-07i,6.06475894731426e-09+-2.04694012740344e-07i,-3.44035126044605e-09+-1.44283472588772e-06i,-5.79488206217862e-08+2.34883949969775e-06i,-2.2309447434857e-09+3.26810596792024e-07i,-8.23684619287e-09+-1.52462170801314e-07i,4.14547847738993e-09+3.30551229282437e-07i
46.1819633972275,20.3326887890816,8.56313182100843,-2.75536781418722e-12+-1.97823752973076e-07i,-1.50102333854828e-10+-4.14207190610752e-07i,4.54464512311429e-11+3.05474331270801e-07i,9.50112428986106e-13+1.92960567872827e-07i,8.74728254653866e-09+-2.27847640265965e-06i,8.26958595188059e-10+-2.9424489316151e-07i,4.84678907449709e-09+-1.72803548336795e-06i,1.08220134351383e-09+-2.99594722098648e-07i,4.4184947620463e-11+4.87044907290174e-07i,8.5849082986607e-09+-1.37291817797065e-06i,3.49800366652852e-09+-6.21274860080561e-07i,1.18366312951192e-09+-3.82396308294594e-07i,2.58359009416228e-09+-1.46417918494364e-07i,2.35320485714561e-09+-5.9290924579167e-07i,2.11882876967799e-09+-4.7784302057232e-07i,3.31297347770837e-09+-8.06960570264841e-07i,1.43444129900092e-09+1.30254696192584e-06i,1.76544674443156e-08+9.23133598921923e-07i,3.07300915805393e-08+-3.039638795864e-06i,3.20569843413061e-09+-2.52585066412818e-07i,3.19338691737371e-09+-3.44258956180996e-07i,3.39337609881115e-09+1.56032666430411e-07i,1.58784804479996e-08+3.27399297993784e-07i,5.95867826491158e-09+-1.79222539131062e-07i,-7.48309578877412e-09+-6.67164846584e-07i,-9.90590102379721e-09+-5.74472743421638e-07i,2.60293240088792e-07+-2.06197491809348e-06i,1.80451478225354e-09+-2.64127119478639e-07i,8.74858084844457e-09+-5.701673758236e-07i,-5.57681532848854e-10+-8.61323674558364e-08i,9.59986228761517e-09+-5.90095014009162e-08i,9.34998391747104e-09+-1.15953746892684e-06i,-3.61150349931762e-09+1.51250028515332e-06i,7.9892705755989e-10+9.91200679187133e-07i,8.89231452460054e-09+4.57266437452594e-07i,2.07701391298292e-08+1.01221091518544e-06i,-2.04067734481743e-09+-1.46469134821806e-06i,3.67884669081038e-09+-2.11327627600357e-07i,4.51130073678428e-09+-2.04546371493596e-07i,4.52331623188083e-09+-2.37173675810885e-07i,5.35511972041312e-09+-3.0393390397341e-07i,-9.0199961303612e-09+-1.94725164437926e-06i,-8.56328437297002e-08+4.01293350294479e-06i,-2.38984946654056e-09+8.72674180083973e-07i,2.66994698112176e-09+5.88789348339545e-07i,1.0825095123039e-09+1.00472052794078e-07i
46.1819633972275,33.8658777729677,4.93070230582886,-3.34469724736048e-12+-2.42422025792072e-07i,1.49162386517361e-10+3.77213293538328e-07i,1.62498318560563e-10+5.94333944713816e-07i,2.39815713350466e-11+2.14740320675084e-07i,6.19369346278939e-09+-1.5357973770708e-06i,6.81724118441171e-10+-2.32457145769862e-07i,3.27639378241267e-09+-1.02978970623102e-06i,8.86616597392419e-10+-2.21764012427891e-07i,-1.10707058467798e-09+2.52417818807785e-07i,5.47806939879789e-09+-7.05393814810415e-07i,2.39677693373166e-09+-3.26663539286081e-07i,1.09325790397653e-09+-2.43964908933878e-07i,2.15463954920599e-09+-1.16854682721369e-07i,2.38596196718895e-09+-8.1604707634026e-07i,1.74487379503978e-09+-6.71244390785294e-07i,-2.97449816658065e-10+-1.89793002762621e-06i,7.53804568332296e-10+3.22953122532042e-06i,1.29858969286978e-08+7.35745764210169e-07i,1.78187437989947e-08+-1.82939420274234e-06i,2.6317053535486e-09+-1.20057172416249e-07i,2.60087099272973e-09+-2.24535964064873e-07i,2.51972593133847e-09+1.3310418642881e-07i,3.15081440895365e-09+-2.19922653754631e-07i,3.35430645098679e-09+-3.24154880845839e-07i,-1.30059748862788e-07+4.25180280001002e-06i,-1.71307804599287e-08+1.38282755070932e-06i,5.39983737832794e-06+-2.6297698357457e-05i,5.43620796708954e-09+-1.04327391712446e-06i,5.16277040807682e-09+2.13763534395184e-07i,-9.78157073350437e-10+4.68736460586307e-07i,9.63189563059517e-09+1.51161149958834e-07i,1.1223081519972e-08+-1.02995609643069e-06i,-2.00570751356441e-09+1.00839818759657e-06i,9.20645997006927e-10+6.54712998484939e-07i,6.79621641182322e-09+2.23967163473973e-07i,-5.00384510440062e-09+-1.25667735290316e-06i,1.88646377220355e-09+9.07118849723652e-07i,-9.09477595762241e-10+-1.24064924940484e-07i,5.15133872939917e-09+1.19699728951083e-08i,4.4942509606877e-09+-3.5317832026028e-08i,4.67789128066521e-09+-9.28102918320973e-08i,-2.48880121263071e-09+-9.94197976298463e-07i,-4.80458790911247e-08+2.25307291659553e-06i,-1.26713640651721e-09+5.0155269144511e-07i,5.06258268961251e-09+3.02584792580869e-07i,1.7617870528242e-09+6.13194158500625e-08i
46.1819633972275,47.3990667568539,1.40433834931701,-4.0015783470423e-12+-2.96905834544555e-07i,5.06355107074646e-10+1.3164358298259e-06i,3.12837075348565e-10+9.48331839229705e-07i,5.5135171251951e-11+2.29357290298433e-07i,2.09386261973957e-09+-3.15506105653216e-07i,4.43081126178348e-10+-9.47835418425356e-08i,1.119783228789e-09+-6.27841012837114e-08i,5.97462244482629e-10+-8.13862208209803e-08i,-2.2726696949811e-09+-1.15496674926984e-07i,3.44531419411205e-10+3.83594104765144e-07i,6.59393377799051e-10+1.53651715463058e-07i,1.52871048803129e-09+2.09656865271161e-07i,1.71959906096763e-09+2.58779091025903e-08i,2.08124535882813e-09+-6.83306683694761e-07i,1.37514823191684e-09+-5.51591830257241e-07i,-1.74090090151601e-09+-1.94450540917839e-06i,3.24276127515306e-10+3.46078380036233e-06i,7.2628626852863e-09+4.25293039607722e-07i,1.27694315212439e-11+-2.69649549318056e-07i,2.54506838326405e-09+1.24379880420799e-07i,2.84306386666042e-09+7.13169111722746e-08i,2.18254409973275e-09+1.14187679785191e-08i,-3.91808267304991e-09+-3.97904519728377e-07i,3.36882301603818e-09+-5.29252262160124e-08i,-6.88671137486336e-08+2.17655876222337e-06i,-4.45617379416354e-09+9.21923448741534e-07i,5.17248392159072e-06+-2.49264290057526e-05i,4.96999539899344e-09+-1.21478749540774e-06i,-5.45376933461554e-09+1.35336822314895e-06i,-2.01272511320345e-09+1.08434147395726e-06i,8.93966995273403e-09+4.47460468058295e-07i,1.21813835168468e-08+-7.176444619292e-07i,3.82480310307208e-09+1.54415250089517e-07i,3.82247881480092e-09+2.04540326802018e-07i,1.07383852889313e-08+8.02538473581157e-07i,1.646813271263e-08+-6.23641999694166e-07i,2.40575329217425e-08+1.42372840805064e-06i,5.76189592267107e-10+-1.05150912121615e-08i,3.24522480080885e-09+8.78409540354482e-08i,3.02608274751629e-09+9.86363721832409e-08i,3.87859421126967e-09+2.23246806120384e-07i,1.09343355716771e-08+7.07257405463912e-07i,2.55401836900776e-08+-1.59382729129078e-06i,-1.10956713061964e-09+-4.60670420861955e-07i,9.36748707697002e-09+-6.64633290715307e-07i,5.76212542406992e-09+1.99817496689873e-07i
46.1819633972275,60.9322557407401,-2.34372948926545e-05,0+-0i,0+0i,0+0i,0+0i,-0+0i,0+0i,-0+0i,0+0i,0+-0i,-0+0i,-0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,-0+0i,0+0i,0+0i,0+0i,0+-0i,0+0i,0+0i,0+0i,-0+0i,0+0i,-0+0i,-0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0+-0i,0+-0i,0+0i,0+0i
46.1819633972275,74.4654447246263,0,0+-0i,0+0i,0+0i,0+0i,-0+0i,0+0i,-0+0i,0+0i,0+-0i,-0+0i,-0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,-0+0i,0+-0i,-0+0i,-0+0i,0+0i,0+0i,-0+0i,0+0i,0+0i,0+-0i,0+0i,0+0i,0+-0i,0+-0i,0+-0i,0+-0i,-0+0i,-0+0i,0+0i,0+-0i
46.1819633972275,87.9986337085124,0,0+-0i,0+0i,0+0i,0+0i,-0+0i,-0+0i,-0+0i,-0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0+-0i,0+-0i,-0+0i,0+-0i,0+-0i,-0+0i,-0+0i,-0+0i,-0+0i,-0+0i,-0+0i,0+0i,0+-0i,-0+0i,-0+0i,0+-0i,0+-0i,-0+0i,-0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0+-0i
46.1819633972275,101.531822692399,NaN,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi
51.8390226461418,-101.466012065894,NaN,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi
51.8390226461418,-87.9328230820078,0,0+-0i,0+0i,0+0i,0+0i,-0+0i,-0+0i,-0+0i,-0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0+-0i,0+-0i,-0+0i,0+-0i,0+0i,-0+0i,0+0i,-0+0i,-0+0i,-0+0i,-0+0i,0+0i,0+0i,-0+0i,-0+0i,0+-0i,-0+0i,-0+0i,-0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0+-0i
51.8390226461418,-74.3996340981217,0,0+-0i,0+0i,0+0i,0+0i,-0+0i,-0+0i,-0+0i,0+0i,0+-0i,-0+0i,-0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0+-0i,0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,-0+0i,0+-0i,0+0i,-0+0i,0+0i,-0+0i,-0+0i,-0+0i,0+0i,0+0i,0+0i,0+0i,0+-0i,0+-0i,0+-0i,0+-0i,-0+0i,-0+0i,0+0i,0+-0i
51.8390226461418,-60.8664451142355,0.0423181776071031,0+-0i,0+0i,0+0i,0+0i,-0+0i,0+0i,-0+0i,0+0i,0+-0i,-0+0i,-0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,-0+0i,0+0i,0+0i,0+0i,0+-0i,0+0i,0+0i,0+0i,0+0i,0+-0i,-0+0i,-0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0+-0i,0+0i,0+0i,0+0i,0+0i,0+0i,0+0i,0+-0i,0+0i,0+0i
51.8390226461418,-47.3332561303493,1.92810469933171,-3.84755564869005e-12+-2.94248975314223e-07i,4.72278523075872e-10+1.22288172662458e-06i,3.38177877692318e-10+1.03086603233714e-06i,5.47154069438297e-11+2.4983844549066e-07i,2.0204421950639e-09+-2.88865499865306e-07i,4.2088037718509e-10+-6.94866872957315e-08i,1.43491749471331e-09+-2.29085999910953e-07i,6.01126075079958e-10+-9.47677809692335e-08i,-2.18648173233689e-09+-6.71893047481846e-08i,6.90402170710832e-10+2.75626409374285e-07i,9.06874471402511e-10+6.04574592638738e-08i,1.74070436756021e-09+2.39816816426234e-07i,1.73622950705141e-09+3.59525961429194e-09i,1.82145770811239e-09+-6.15186038671121e-07i,1.28500035339383e-09+-5.02058405694382e-07i,-1.54653479710354e-09+-1.93348632220959e-06i,3.95023367263608e-10+3.51669177671731e-06i,8.31697230368686e-09+5.13331733445694e-07i,4.70523300330004e-09+-6.31651709462979e-07i,2.64581870171104e-09+1.12906419468912e-07i,2.82636919587022e-09+6.6583081956321e-08i,2.13857071903944e-09+-1.70991300762658e-08i,1.36308600884724e-09+-1.53879678648859e-07i,2.5413745466741e-09+-1.54832776428485e-07i,-9.06960325127842e-08+2.98401807134826e-06i,-1.3008832452427e-08+9.72999019145043e-07i,4.9476606407382e-06+-2.39729599743746e-05i,3.79593541519335e-09+-9.84732531597535e-07i,-1.51677791784644e-08+1.82335389648565e-06i,-2.628562199268e-09+1.13863359403754e-06i,9.25255239199141e-09+5.07852151452869e-07i,2.01259644489961e-08+-1.06143698464299e-06i,4.55661512637294e-09+6.92807091374607e-08i,4.33576414632734e-09+1.76059274462349e-07i,1.30282425000943e-08+1.05584850555429e-06i,2.27963477961183e-08+-1.24757356013693e-06i,-1.14992843251775e-08+-2.63515386008919e-06i,-4.08386274289698e-10+-4.96427482952858e-08i,3.38961999921293e-09+8.02365703197877e-08i,3.11172185977838e-09+9.52825393858994e-08i,3.8595517953799e-09+1.91160023683898e-07i,6.33320504991626e-09+3.77828135878969e-07i,1.58794829413691e-08+-1.10378739801024e-06i,-5.91916510719947e-10+-3.02177303599783e-07i,2.46999746439319e-09+-4.45403217207886e-07i,3.83177971402744e-09+1.77753760964355e-07i
51.8390226461418,-33.8000671464631,5.35306457054956,-3.2344532740453e-12+-2.41265076637433e-07i,1.23256470211074e-10+3.04241365647188e-07i,1.77972038706641e-10+6.38623010688181e-07i,2.39274041185499e-11+2.21227074505819e-07i,5.94669395546673e-09+-1.45949588055566e-06i,6.53039098321422e-10+-2.06980503743695e-07i,3.44149166363046e-09+-1.12727923552882e-06i,8.84172014855391e-10+-2.234375947391e-07i,-1.00491147425667e-09+2.90291481920671e-07i,5.55236089882793e-09+-7.65206553252912e-07i,2.66513403863611e-09+-4.20464074543843e-07i,1.2370471497353e-09+-2.29679297990727e-07i,2.12770283409068e-09+-1.4588718850405e-07i,2.01531045235973e-09+-7.24195881150443e-07i,1.57847416747007e-09+-6.01482679856732e-07i,-5.83260932611431e-10+-1.93287036298759e-06i,7.94526150781556e-10+3.31260027850833e-06i,1.42628169807627e-08+8.84368106875484e-07i,2.10964619277152e-08+-2.07616901250402e-06i,2.70593217994447e-09+-1.29230236768927e-07i,2.56538725928212e-09+-2.2492734712694e-07i,2.46213835608368e-09+1.14084713729142e-07i,8.63801046313855e-09+3.7768941992006e-08i,3.03655206734226e-09+-3.95031716325948e-07i,-1.54949176302028e-07+5.18689721085103e-06i,-1.26937242099348e-08+1.87738834123703e-06i,3.44259262419761e-06+-1.69515979144612e-05i,4.0615741242694e-09+-7.65469838464836e-07i,-2.14022803196658e-08+1.64587274934433e-06i,-2.52266205289181e-09+7.3465563209161e-07i,9.62023179606136e-09+2.19447407659045e-07i,1.57374367620576e-08+-1.18123352860858e-06i,-1.17382129994415e-09+8.94589730984473e-07i,1.38088293350763e-09+6.069277886569e-07i,8.38188184666475e-09+4.0875114674052e-07i,-1.39671615434143e-09+-1.51288143869586e-06i,-4.73493530997144e-09+-1.39196490532258e-07i,-1.80770445893531e-09+-1.53992629917019e-07i,5.00857043833536e-09+-1.25699847595589e-08i,4.43538961203386e-09+-4.70835447360732e-08i,5.00325469778089e-09+-7.25476029591016e-08i,-4.60548421171564e-09+-1.29488935681131e-06i,-6.44577749983374e-08+2.95607409660818e-06i,-2.33809101877593e-09+7.17723513950168e-07i,1.86595299043179e-09+5.43827337835079e-07i,3.86654736497659e-11+9.13783668278193e-08i
51.8390226461418,-20.266878162577,8.60569951334395,-2.72097602141707e-12+-2.0118308635089e-07i,-1.51411223474818e-10+-4.24352142487978e-07i,5.76985722599861e-11+3.24406264134077e-07i,2.52810639526958e-12+1.83518510192608e-07i,8.11397088007986e-09+-2.09088533259017e-06i,7.79885145942701e-10+-2.63841077517352e-07i,4.73663450749112e-09+-1.70037059232145e-06i,1.05099976473302e-09+-2.8706146991742e-07i,6.84003578081813e-11+4.89099697830276e-07i,8.25023758152768e-09+-1.34741954147496e-06i,3.59549682309528e-09+-6.7024434280771e-07i,1.26099608807071e-09+-3.63501077467617e-07i,2.48497526217217e-09+-1.74021094486033e-07i,1.8571963837529e-09+-4.74874181864314e-07i,1.86338351816752e-09+-3.89396780653719e-07i,2.81281206528208e-09+-8.44367847506772e-07i,1.42439605224028e-09+1.35991377384715e-06i,1.78070154293698e-08+9.80906172273661e-07i,3.01329294571031e-08+-2.98067649233882e-06i,3.20120017494776e-09+-2.4597968154124e-07i,3.12755474446653e-09+-3.3373904552121e-07i,3.27074168551859e-09+1.44048125211394e-07i,1.94892543807381e-08+5.02470300671927e-07i,6.03734177234762e-09+-2.06512933437124e-07i,-2.36653562079104e-08+-5.54008878099364e-08i,2.49027506964083e-09+1.87986027608081e-08i,-2.82880552499071e-06+1.27406420031255e-05i,-1.79437217153418e-10+4.26712956142199e-08i,-1.89611648549235e-08+1.02257977488952e-06i,-2.4436655170829e-09+2.88230673266793e-07i,8.47302698143433e-09+-3.62867120341276e-08i,3.94105910945616e-09+-8.09170211495644e-07i,-2.99539035888007e-09+1.31273752965582e-06i,6.99331453228453e-10+8.57145047069836e-07i,9.10797388406297e-09+4.68386717316723e-07i,1.92768257853061e-08+1.04215599991173e-06i,9.79977387705468e-09+-2.11972721347078e-07i,3.14039876769401e-09+-2.16140227751034e-07i,3.94173183070206e-09+-2.34118855804502e-07i,4.12894827416099e-09+-2.55302479449554e-07i,5.54651177117056e-09+-2.68130236196132e-07i,-9.0437225625956e-09+-2.24126153716332e-06i,-1.09212859556088e-07+4.88433236226855e-06i,-5.69600134943143e-09+1.09339577795889e-06i,3.07591973050267e-10+6.92849572881166e-07i,1.18224407108375e-10+2.5142404607742e-07i
51.8390226461418,-6.73368917869078,10.810607040472,-2.36573337058442e-12+-1.7559003047919e-07i,-3.34280107584849e-10+-9.13055862549277e-07i,-1.9508827245106e-11+1.09385312412528e-07i,-1.00963910669441e-11+1.48194235282207e-07i,8.99314284568196e-09+-2.33544523798437e-06i,8.29576131127661e-10+-2.71167567406682e-07i,5.42552348422512e-09+-2.00247151160882e-06i,1.12557872783176e-09+-3.07633169400042e-07i,8.71445181594559e-10+5.85902735102703e-07i,9.55691517639175e-09+-1.63550566163829e-06i,3.97649205153887e-09+-7.74402360551695e-07i,1.4380384186434e-09+-3.50111491211496e-07i,2.70704185655834e-09+-1.56541567563665e-07i,1.48245072125404e-09+-1.29636357860714e-07i,2.01431664938315e-09+-1.00500238595511e-07i,6.1144267265278e-09+3.19577678116123e-07i,1.95309377058284e-09+-6.23515622202064e-07i,1.9435197606929e-08+9.55147604044058e-07i,3.39769631138873e-08+-3.42706097022327e-06i,3.67433009341671e-09+-2.77563839341288e-07i,3.77010922626037e-09+-3.41820699243062e-07i,3.97755705641502e-09+1.43365422442783e-07i,2.92025731534676e-08+9.73445616107948e-07i,8.63046955506151e-09+4.97647375469263e-08i,1.26364151888392e-07+-5.93636470838354e-06i,1.37272774723135e-08+-2.20966981980065e-06i,-8.88144440279655e-06+4.1449344142073e-05i,-4.9853664775019e-09+8.68857658010381e-07i,-1.05465360961895e-08+3.27459121630049e-07i,-2.3478885627712e-09+2.21720742668908e-08i,7.67666938266953e-09+-1.02064991500263e-07i,-2.60501076731067e-09+-5.15104620195688e-07i,-1.5301522509802e-09+1.37361665673163e-06i,2.02204906708787e-09+9.59397205679612e-07i,1.32465285797293e-08+9.98485789292463e-07i,6.00923448721486e-08+4.3063828870114e-06i,2.02819091178924e-08+-2.20215112816457e-06i,9.03031153650607e-09+-2.14739789050851e-07i,2.04371841795158e-09+-3.89965037101935e-07i,3.19304524599249e-09+-3.62560061948024e-07i,5.9069746609762e-09+-2.55505734241524e-07i,-5.89899664626021e-09+-2.07739019920664e-06i,-9.82816937015851e-08+3.94804313981914e-06i,-7.25450345706952e-09+6.94009693622631e-07i,-1.1112176213148e-08+-2.24440235913741e-08i,3.20077039092105e-09+5.59594944610668e-07i
51.8390226461418,6.79949980519538,10.7480868876787,-2.40140357549425e-12+-1.76262766756596e-07i,-3.29378557121482e-10+-8.99955172533847e-07i,-1.85834717456416e-11+1.11509660592875e-07i,-9.66726687951099e-12+1.48216169505564e-07i,8.96722379259863e-09+-2.32818200466732e-06i,8.2919266632588e-10+-2.7176049061141e-07i,5.39841987270993e-09+-1.98916433371011e-06i,1.11966848467116e-09+-3.08003437070438e-07i,8.42131710349446e-10+5.86236889475707e-07i,9.6828246562933e-09+-1.65580862554034e-06i,3.90925795110823e-09+-7.61638499185279e-07i,1.42702442119881e-09+-3.51366008804673e-07i,2.70467120737586e-09+-1.56126276664028e-07i,1.46090620119052e-09+-1.30580397534958e-07i,2.01132004915376e-09+-1.06547120416437e-07i,6.17662400653067e-09+3.00776909868128e-07i,1.94215672445451e-09+-5.70494261398212e-07i,1.91108568770557e-08+9.17340263872385e-07i,3.3633416263476e-08+-3.39767876526252e-06i,3.65292480873691e-09+-2.74248861943276e-07i,3.76181363521907e-09+-3.41484347485834e-07i,3.95344727321674e-09+1.42379186954693e-07i,2.88769580216525e-08+9.57741245328593e-07i,8.24185630428955e-09+2.48894889989959e-08i,1.24979246679016e-07+-5.89338800844519e-06i,6.28635053980452e-09+-2.40929080418911e-06i,-8.39863681943956e-06+3.91064142895957e-05i,-5.1184171313305e-09+8.76518988856596e-07i,1.8448673816003e-09+-3.28343471735753e-07i,-1.80990574792543e-09+-7.85322458101517e-08i,7.75470111575958e-09+-9.83354235670672e-08i,-1.03259064103133e-09+-5.97073514584699e-07i,-1.30499672843232e-09+1.3616626556677e-06i,2.36271928733141e-09+9.61111087959536e-07i,1.30080203716407e-08+9.57857705695555e-07i,5.95712961573295e-08+4.23647369520393e-06i,1.06999860411757e-08+-3.10604052199278e-06i,8.87785807090928e-09+-2.08961717667098e-07i,2.20112046810855e-09+-3.68002694222132e-07i,3.26221605882975e-09+-3.46499543545354e-07i,5.81206615478465e-09+-2.66149024274325e-07i,-7.13480717483933e-09+-2.12953220587985e-06i,-9.91047167970656e-08+3.99374432943559e-06i,-7.34313641594271e-09+7.18883942575735e-07i,-1.07425466362003e-08+1.31848014249887e-08i,3.07136303822755e-09+5.68812126480504e-07i
