x,y,z,f_69_6,f_119_09,f_201_88,f_209_73,f_259_98,f_339_62,f_352_58,f_394_19,f_495_78,f_530_25,f_553_72,f_584_33,f_613_07,f_672_79,f_717_58,f_801_83,f_816_88,f_858_01,f_892_99,f_911_85,f_942_89,f_1020_6,f_1060_8,f_1090_9,f_1208,f_1251_3,f_1264_8,f_1322_4,f_1348_3,f_1353_3,f_1452_4,f_1474_4,f_1533_8,f_1563_4,f_1577_6,f_1644_9,f_1669_5,f_1774_6,f_1814_8,f_1823_3,f_1854_1,f_1930_7,f_1948_7
-168.438577188277,32.8525471720542,NaN,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi
-168.438577188277,45.9990435754662,NaN,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi
-168.438577188277,59.1455399788782,NaN,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi
-168.438577188277,72.2920363822901,NaN,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi
-168.438577188277,85.4385327857021,NaN,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi
-168.438577188277,98.5850291891141,NaN,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi
-162.783409642139,-98.6124168620654,NaN,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi
-162.783409642139,-85.4659204586534,NaN,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi
-162.783409642139,-72.3194240552415,NaN,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi
-162.783409642139,-59.1729276518295,NaN,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi
-162.783409642139,-46.0264312484176,NaN,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi,NaN+NaNi
-162.783409642139,-32.8799348450056,0.0181296970652754,1.4120361198671e-12+-2.31780995265623e-07i,-1.498151812975e-09+-3.65685363467857e-06i,-3.37535904442488e-11+-1.19949551608055e-06i,5.10090083181133e-10+1.76714934281709e-06i,-3.70501595444384e-09+2.77614623355268e-06i,1.54127464058808e-10+-8.87166957299871e-07i,-4.9606559753817e-09+3.15787637990662e-06i,3.30449494795434e-10+4.06268845768799e-07i,6.78423842165772e-10+-6.68569199779813e-07i,-1.161508270035e-08+2.12979488103331e-06i,-6.21598698147904e-10+6.02448909696698e-07i,7.0361810439143e-10+-1.95508849904575e-06i,-3.16154648794679e-10+-1.35845784754802e-07i,-1.20181104131904e-10+6.54338749075081e-09i,-1.56073142117558e-09+4.69291937955226e-07i,-2.39418554587586e-08+3.88955222142775e-06i,5.42591084614707e-09+-1.94309825601294e-06i,7.52406438762153e-09+1.02369378199224e-06i,3.63703822351068e-07+-9.31257495493785e-06i,1.62465536730039e-09+-1.3996123862859e-06i,-1.36250994331895e-09+-6.87939532487081e-07i,7.44322149263871e-10+-2.4733382826964e-07i,-2.4582820753627e-09+-4.99144043025217e-07i,-6.99721199608404e-08+-2.82454796173537e-06i,-3.48618618819092e-09+-7.80754735646735e-07i,-1.420951983105e-07+-5.31408064030367e-06i,-1.52578352401013e-07+6.00594721483953e-06i,2.06238261719226e-09+5.4978500639317e-07i,-8.39494642588002e-09+9.65357208551822e-07i,-1.53870955178657e-09+5.87590487080393e-07i,-3.99204670112192e-09+8.31581905286931e-07i,7.36245680052239e-10+4.08360204100552e-07i,-3.43130396990453e-10+3.72561400421204e-07i,1.23900717405424e-09+-6.74796396165136e-07i,-9.4570700033436e-09+1.68653838584186e-06i,1.3287477594608e-09+8.06782090519596e-07i,6.86335303894547e-09+1.54963882291795e-06i,-3.43075534761921e-09+-3.11065289917509e-08i,-9.62706790630348e-10+8.83016961422788e-07i,1.78566164669711e-08+2.39242403224953e-06i,-2.99225525542568e-08+-2.01513292669583e-06i,-1.51975638784674e-09+-6.143081826203e-07i,-1.42564947113846e-07+-5.09580451730615e-06i
-162.783409642139,-19.7334384415936,0.0127221641908734,2.06644503798948e-12+-2.20403915945303e-07i,-1.72436219983166e-09+-4.17111234102958e-06i,-2.79297255204739e-11+-1.26121232310128e-06i,5.38888344370582e-10+2.16555428367367e-06i,-2.20859137303392e-09+1.90145326744179e-06i,2.9019124319037e-10+-2.04447473195552e-06i,-1.14532367710099e-08+6.46309870678372e-06i,1.28400862838831e-10+7.00226605647311e-07i,4.293458809716e-10+-6.24108494919101e-07i,-2.32455584054395e-09+5.06202071147764e-07i,2.80622532901903e-11+4.65151084852842e-07i,1.02233045861934e-09+-2.27939641927304e-06i,-1.55815192645361e-10+-1.72011176266145e-07i,6.12033714491396e-10+1.66756008868845e-07i,4.38522123875294e-09+-6.53510983860279e-07i,-3.17198238369069e-08+4.52373501589678e-06i,4.05437629705201e-09+-3.00391266111824e-06i,7.28909502755346e-09+9.11295458474076e-07i,6.64019638548062e-08+-2.00506847041497e-06i,1.04702822638966e-10+-4.21668368692191e-07i,-1.62611342851037e-10+-2.80126313194528e-07i,2.86716163505456e-09+4.82860378359284e-08i,8.59736157781927e-10+-1.5381173266026e-07i,1.70831954474767e-08+3.51033828737567e-07i,-2.12530481250943e-09+-4.93788696733937e-07i,-9.00478153752672e-08+-3.34760278424624e-06i,-9.45303384072147e-08+3.7512187712855e-06i,-1.53913239406312e-10+4.04955488889279e-07i,1.54276103965607e-08+-6.60028560022016e-07i,3.59376903067458e-09+-1.1355748543906e-07i,-5.25325490435834e-09+7.81407996551649e-07i,1.02042034934438e-09+2.26638724394609e-07i,-1.01255837162824e-09+-1.04638218046889e-07i,1.64286786495969e-09+-1.41227533444149e-06i,-2.37251765188884e-08+3.04678126091309e-06i,-2.85641381525496e-10+5.84664496405089e-07i,2.03588042255652e-09+8.19851176572059e-07i,-1.59035866134012e-09+3.14553995563762e-07i,2.74588026800766e-09+1.09307467732229e-06i,1.97531513616455e-08+2.34313605621213e-06i,-7.73281824292441e-09+-8.60549877955042e-07i,2.20892083980308e-09+1.25611649967355e-07i,1.67091597802479e-09+-8.99083726805304e-07i
-162.783409642139,-6.58694203818165,-0.0284890236554871,2.52595490604772e-12+-2.14458794845597e-07i,-1.84432002898188e-09+-4.44540329966464e-06i,-2.09834582561206e-11+-1.27608638553571e-06i,5.53904679462253e-10+2.36653230886447e-06i,-1.48329130823414e-09+1.47722135356048e-06i,3.66522783813681e-10+-2.68078512942556e-06i,-1.51703227852607e-08+8.35288238600815e-06i,5.43964041374916e-12+8.73967280759254e-07i,2.66553220133579e-10+-5.95834289970736e-07i,3.80692216158716e-09+-5.68700747126231e-07i,4.44415045330439e-10+3.74796399248939e-07i,1.23571275028931e-09+-2.49034627896292e-06i,-6.0991128246507e-11+-1.95773527820197e-07i,1.10659351664228e-09+2.73846319891865e-07i,8.56037678403704e-09+-1.44952485354971e-06i,-1.46995292875963e-08+2.5686667438005e-06i,2.72301715534084e-09+-3.60640926588729e-06i,5.64136545279997e-09+5.70590234819125e-07i,-1.84484197224197e-07+4.1846844439741e-06i,-1.11643124109635e-09+4.09237366630745e-07i,8.17471615980208e-10+7.43137721656931e-08i,4.58050160061061e-09+3.09236832813079e-07i,3.8533339727135e-09+1.73591405405922e-07i,9.89529906572628e-08+3.3523798336321e-06i,-1.04712786328137e-09+-2.02410110020149e-07i,-2.9646217147977e-08+-1.02758146164336e-06i,-2.39161109064757e-08+1.03373437229243e-06i,-5.78139281424984e-09+8.02411511624135e-08i,3.08193638658904e-08+-1.68897158283492e-06i,7.84183639954827e-09+-6.35281795941662e-07i,-6.04451435637828e-09+6.63494167216874e-07i,1.37825555285721e-09+1.41092151611286e-08i,1.28166766931873e-10+-5.30770760627935e-07i,1.87069413322178e-09+-1.98633364117433e-06i,-3.24369651590907e-08+3.70837298478139e-06i,-2.65776563361908e-09+1.38069979845404e-08i,-6.68838354321348e-09+-6.59235432802176e-07i,2.30930449750876e-09+8.49968405921503e-07i,7.98834174317797e-09+1.22913563076263e-06i,1.80889484167514e-08+1.78266667028754e-06i,2.83919908460219e-08+1.19260796165137e-06i,5.87013571679881e-09+1.05898967130395e-06i,1.64605720007823e-07+4.46231884556575e-06i
-162.783409642139,6.55955436523031,-0.0330386795420503,2.74494114141083e-12+-2.13330510598657e-07i,-1.8438306893732e-09+-4.44435125234626e-06i,-1.36325313105343e-11+-1.22886118649459e-06i,5.48540766129094e-10+2.34240534403621e-06i,-1.47889411548294e-09+1.47461365176094e-06i,3.6521817251462e-10+-2.64501589781496e-06i,-1.51158773683845e-08+8.32564407150097e-06i,7.38002924952366e-12+8.69150956754568e-07i,2.67740070397013e-10+-5.96572882408724e-07i,3.79433501352369e-09+-5.67474082014593e-07i,4.29004663289344e-10+3.79465570980403e-07i,1.23437973792334e-09+-2.4841412413957e-06i,-8.1203329973641e-11+-1.91447650312484e-07i,1.09314531889244e-09+2.71919760267183e-07i,8.49844018568158e-09+-1.43630381675356e-06i,1.40366232566505e-08+-3.99034121044845e-07i,2.62780862004696e-09+-3.58245289033386e-06i,5.65633996877221e-09+5.74945864993903e-07i,-1.83206553893983e-07+4.15404035015831e-06i,-1.12699782592073e-09+4.07326647808418e-07i,7.89957089613719e-10+6.73993251264653e-08i,4.56988400348573e-09+3.07615687789968e-07i,4.22982143267916e-09+1.99387598181255e-07i,9.83949623269885e-08+3.33160389349616e-06i,-1.213852262675e-09+-2.25295993553385e-07i,-3.06201834137548e-08+-1.05388609014653e-06i,-2.38123019868685e-08+1.03867180279838e-06i,-5.79944128877227e-09+8.15651311027279e-08i,3.18364163030228e-08+-1.7535584204207e-06i,8.17322188485966e-09+-6.78168723834635e-07i,-5.7870098338699e-09+6.43744380118522e-07i,1.5385581776914e-09+-4.77564419702468e-09i,2.65660209915582e-09+-5.59309830959959e-07i,1.94545468192355e-09+-2.01006160994342e-06i,-3.26465504802877e-08+3.73989159168231e-06i,-2.64491227596508e-09+1.72541241028452e-08i,-6.67288961333497e-09+-6.59350898151943e-07i,2.52937688538354e-09+8.51560065798202e-07i,7.92962569244656e-09+1.24190673710557e-06i,1.8185196408242e-08+1.81208765908227e-06i,2.85211418602624e-08+1.18893184248212e-06i,5.18730324869761e-09+1.00519747118737e-06i,1.783935492514e-07+5.65608764133375e-06i
