x,y,z,f_65_08,f_105_94,f_189_79,f_198_4,f_270_7,f_293_51,f_334_24,f_363_7,f_452_86,f_472_73,f_477_61,f_530_77,f_573_61,f_646_62,f_670_04,f_680_38,f_713_89,f_773_66,f_793_9,f_923_48,f_932_34,f_936_5,f_990_08,f_1016_7,f_1063_9,f_1120_1,f_1144_5,f_1201_7,f_1240_6,f_1250_5,f_1310_8,f_1361_9,f_1392_8,f_Freq_1424,f_1454_7,f_1504_4,f_1512_4,f_1584_8,f_Freq_1650,f_1660_3,f_1674_4,f_1722_3,f_1790_4,f_1837_3,f_1868_1,f_1879_7,f_1919_1,f_1974_3,f_Freq_1980
-101.620904827179,64.3617508630265,31.2,3.80305363678981e-06+1.42100155698489e-09i,3.39787168350886e-06+1.85135220208739e-08i,9.99383084903934e-06+-1.15598242037376e-10i,4.70883500755665e-06+-5.32923496843783e-09i,2.24864792044494e-05+-1.17469962148654e-06i,8.81178110222012e-06+-4.76681372643077e-07i,2.45169262193416e-05+-9.65514935614554e-07i,1.06732979349858e-05+-6.68492245083644e-07i,4.58292359643754e-05+-1.62349196223536e-06i,-2.35291860094645e-05+-1.53485610039814e-06i,-1.02312954338495e-05+-1.50733035774569e-06i,7.11361163567118e-06+-1.97968999161922e-06i,9.91360652357219e-06+-2.65587924069115e-06i,-5.01562368801667e-06+-4.32292688305898e-06i,8.77333478189252e-06+-5.23479043370553e-06i,1.28645605955877e-05+-5.90193018576018e-06i,-3.93343764768593e-05+2.08099229851068e-06i,1.59654413428206e-05+-9.80764996869128e-06i,-4.40699436224863e-05+6.70095279768265e-06i,2.21656554345935e-05+-9.17911351317141e-06i,-2.3270205079405e-06+-9.02917314658794e-06i,-2.26300816852048e-06+-9.25482891043181e-06i,4.48283344367681e-05+-7.30018629247825e-05i,-3.92725572582085e-06+-8.03709320846017e-06i,-1.74212526994685e-05+1.22070887311312e-06i,-1.08556904144988e-05+-5.21876664002207e-06i,-1.29867292979807e-05+-3.56731878581787e-06i,5.31868171354883e-06+-2.2755395168164e-05i,-4.58619407466153e-06+-1.32419811954541e-05i,-1.5355708433682e-06+-1.26074729012414e-05i,-9.84111469520393e-06+-9.91008544717604e-06i,-3.47161156680482e-05+-1.76117717015324e-05i,-1.23377238808056e-06+-4.79207982310334e-06i,2.15139892770905e-05+-5.51020022304532e-06i,-4.18192751882654e-05+-1.51715379331648e-05i,-3.5215816248628e-06+-1.27906522731811e-06i,-6.22318232991808e-06+-3.50741904812786e-07i,-6.16415932547876e-05+-7.59293070509379e-06i,-1.37144772205161e-05+-3.79450087370325e-06i,-1.01362493198037e-05+-6.38507113647277e-06i,-3.26486104813722e-06+-2.02558552365342e-05i,-1.46861555990789e-05+8.53002899519598e-06i,-1.52470104786674e-05+2.24273955507751e-06i,-3.08770197743013e-05+-2.40170231408163e-05i,1.66001544874686e-05+4.59402509251844e-05i,1.33002701128161e-05+2.84758536084526e-05i,-7.27569144928784e-06+2.0295593069596e-05i,0.000888038629123488+9.52968051470693e-05i,5.5059556378764e-05+1.24721271001548e-06i
-101.620904827179,78.6643680556766,31.2,3.27205475096779e-06+1.40329576733544e-09i,-3.50923451569792e-06+1.56674145413487e-08i,1.03072688634065e-05+2.87133915623291e-09i,4.57571629296987e-06+-3.80026454971526e-09i,7.49385953439197e-06+-1.0914049611213e-06i,3.93337868860102e-06+-4.30536635449095e-07i,2.38738125081822e-05+-8.50697036204529e-07i,7.89878829518791e-06+-5.95276940960688e-07i,3.19010079742579e-05+-1.46089548191542e-06i,-1.35080184538678e-05+-1.30983522731911e-06i,-5.26909126074513e-06+-1.30372433382417e-06i,5.64747137694644e-06+-1.75138944032465e-06i,7.37162944892699e-06+-2.32562913956231e-06i,-1.16249518260184e-06+-3.85226451749426e-06i,7.22587716465976e-06+-4.61120375141766e-06i,9.871489444328e-06+-5.19391029556166e-06i,-2.34997519107838e-05+2.05345165315944e-06i,1.57160258052816e-05+-8.42569618649317e-06i,-4.1927630765807e-05+5.68384964527029e-06i,2.02987450681035e-05+-7.82752924754857e-06i,-3.29405898928111e-06+-7.62957745406082e-06i,-3.37800487417206e-06+-7.80927123316481e-06i,-1.26871124228205e-05+-5.97123421851924e-05i,-2.03830297172592e-06+-6.65344429625185e-06i,-1.4939714226931e-05+1.38106731926665e-06i,-1.04010274937781e-05+-4.01434599675504e-06i,-1.30030732209431e-05+-2.55813427828073e-06i,1.10389492565066e-05+-1.86549610340775e-05i,-2.90020632340098e-06+-1.07624465652394e-05i,-7.91793752665926e-07+-1.02111889019638e-05i,-6.51358077924379e-06+-7.68795145097054e-06i,1.72137721734405e-06+-1.49220722983404e-05i,-1.22581344158608e-05+-3.05103714332221e-06i,-7.65054410102065e-06+-3.84920732512585e-06i,-4.50285547254491e-05+-1.00914372347554e-05i,2.80431751447259e-06+-1.71995234987075e-07i,-4.73116138931807e-07+4.90909228748698e-07i,-4.38164467393759e-05+-4.87165943193268e-06i,-3.48964066070054e-06+-2.32738284458288e-06i,6.92790275014137e-07+-4.65794504315135e-06i,1.96588550900237e-05+-1.67545897794297e-05i,-1.48821288435141e-05+8.5511945594865e-06i,-1.0396511646929e-05+3.54010662606393e-06i,-1.01029108629857e-05+-1.676269549591e-05i,-7.87914368301653e-06+3.70124523762684e-05i,-1.31185777372844e-06+2.31998296473022e-05i,-1.18843245309451e-05+1.78739031731067e-05i,0.00101248189798741+0.000104777514573192i,6.03086496566168e-05+-2.24194925506283e-06i
-101.620904827179,92.9669852483267,31.2,2.58872010555783e-06+1.37589178081791e-09i,-6.48970229699538e-06+1.07967461713363e-08i,9.1300356179133e-06+6.42454844893957e-09i,3.94756353447677e-06+-2.1951275721463e-09i,-1.44953197584523e-06+-9.76611227380389e-07i,9.13109793248878e-07+-3.7742993491743e-07i,1.92923613445706e-05+-7.30234929911599e-07i,5.20823082372711e-06+-5.14894846821446e-07i,2.00119425806996e-05+-1.28035255629608e-06i,-4.75938515492345e-06+-1.0744100391075e-06i,-8.97307552697545e-07+-1.08772199060339e-06i,4.38238645754835e-06+-1.49271831916528e-06i,5.10290683266004e-06+-1.96687450574733e-06i,3.13844166288783e-06+-3.33727510011914e-06i,6.46364334314398e-06+-3.93536349640295e-06i,7.94951436788375e-06+-4.42808677556855e-06i,-1.35203306661306e-05+2.00060370666543e-06i,1.3341042467737e-05+-6.93806522673402e-06i,-3.34773013468649e-05+4.64953190148829e-06i,1.69182492971783e-05+-6.55055524595574e-06i,-2.20396896000912e-06+-6.16162805724041e-06i,-2.38520196834463e-06+-6.29302866186072e-06i,-4.43719854450315e-06+-4.85716879172648e-05i,-2.28808894961479e-06+-5.19939304726003e-06i,-1.16071548552896e-05+1.51406334003765e-06i,-8.5743336329174e-06+-2.7967329421065e-06i,-1.05986838729666e-05+-1.56141188016349e-06i,7.82096412646524e-06+-1.44336682438399e-05i,-2.479207310953e-06+-8.18246338482436e-06i,-1.19765863443969e-06+-7.71046506827722e-06i,-5.03732352916742e-06+-5.43912178344897e-06i,1.52846054463064e-05+-1.1772803364532e-05i,-1.5725019240548e-05+-1.39933812704173e-06i,-2.00812903646606e-05+-2.30434507853918e-06i,-4.07505534702607e-05+-5.2475948995045e-06i,4.44193425622054e-06+7.91936968087569e-07i,1.59118465142209e-06+1.211597138233e-06i,-3.00619365324372e-05+-2.22884100943285e-06i,5.84447121521872e-07+-9.52221071165747e-07i,3.99651463006182e-06+-2.95250399586264e-06i,2.34079976073221e-05+-1.30355747737702e-05i,-1.22132990577141e-05+8.20610220088118e-06i,-6.64534047288294e-06+4.42556280239593e-06i,-4.24953180732334e-07+-9.94652043698148e-06i,-1.61348444301267e-05+2.79877861786193e-05i,-6.60436235544876e-06+1.77991887105972e-05i,-1.1548185605428e-05+1.49189475018732e-05i,0.000946443188211225+6.37681131569935e-05i,5.49974061927614e-05+-5.31330755582727e-06i
-101.620904827179,107.269602440977,31.2,1.81072758049254e-06+1.39146080550362e-09i,-5.70465740440836e-06+4.62054915054425e-09i,6.50183120909091e-06+1.05945307777632e-08i,2.77184172381499e-06+-4.13851007023797e-10i,-1.65762477673516e-06+-8.33761530039626e-07i,5.08712382874691e-07+-3.20960549035445e-07i,1.17735270805159e-05+-6.11867355993059e-07i,3.20612970582765e-06+-4.33043013292955e-07i,1.20768603764008e-05+-1.10019330625774e-06i,-6.35834403416409e-07+-8.54033308731425e-07i,9.46147627587856e-07+-8.79051552443379e-07i,3.17814969357332e-06+-1.23557778849051e-06i,3.36433968700173e-06+-1.61169060381837e-06i,4.51256037072169e-06+-2.82881996681985e-06i,5.09533155962464e-06+-3.26632810698163e-06i,5.81973438200457e-06+-3.67130458151564e-06i,-7.02975000587612e-06+1.93782854864988e-06i,9.37738971737557e-06+-5.490772814415e-06i,-2.16620860795666e-05+3.71066925098495e-06i,1.31352039312753e-05+-5.36514074205869e-06i,-4.59967844145977e-07+-4.75308883184682e-06i,-7.19093638726434e-07+-4.84064721389903e-06i,2.02385519765035e-05+-3.87733358399931e-05i,-2.76373654736986e-06+-3.82152810412299e-06i,-8.37015533718641e-06+1.61099988000753e-06i,-6.129338667907e-06+-1.69399938417849e-06i,-7.13940163479214e-06+-6.85846076560899e-07i,1.01674262987717e-06+-1.04939708752572e-05i,-2.64328933809701e-06+-5.79368494387923e-06i,-2.04684530150549e-06+-5.39300009110295e-06i,-4.4428060204471e-06+-3.42775635064079e-06i,1.36232515842366e-05+-8.74766708222685e-06i,-1.32938265283148e-05+-1.42244008432207e-08i,-1.7987308516232e-05+-1.02732625998662e-06i,-3.01377529708509e-05+-1.21463432052862e-06i,1.84897623666535e-06+1.45545723863332e-06i,3.16859818359731e-07+1.68109103774558e-06i,-1.95398916748685e-05+-2.49921026151677e-08i,-8.80485916054795e-07+8.79993409604777e-08i,8.17857308422209e-07+-1.53535261003489e-06i,1.02496481173107e-05+-9.54975706987385e-06i,-6.99591801855172e-06+7.39510499459495e-06i,-4.02320302472137e-06+4.66605028129322e-06i,-1.7559786997925e-06+-4.40800657338881e-06i,-7.64508020370146e-06+1.9589979010671e-05i,-2.25419075337376e-06+1.26243620900248e-05i,-5.7444817629982e-06+1.15319922122994e-05i,0.000629954123521657+-4.47075832878138e-05i,3.59964335278693e-05+-7.70489419796465e-06i
-95.9662004785352,-107.269655448774,31.2,1.85497230555041e-06+1.17230604100055e-09i,-6.42720230772715e-06+2.59789331985565e-09i,6.5891625042168e-06+7.96320704093944e-09i,2.7206502438775e-06+-1.7500988456887e-09i,4.9024568668215e-07+-8.29456410306597e-07i,1.10468248740346e-06+-3.24405737071475e-07i,9.87915994105028e-06+-6.22575147718625e-07i,3.1343898277646e-06+-4.41175354384315e-07i,1.22911916719322e-05+-1.0917620960898e-06i,-5.7022942577651e-07+-8.47805303963295e-07i,1.12890900936704e-06+-9.09279093806327e-07i,3.27042899324622e-06+-1.26002523073218e-06i,3.47209655767903e-06+-1.64524835934548e-06i,4.39301538452775e-06+-2.84389403758916e-06i,5.04269070035939e-06+-3.30922434808431e-06i,5.54800024749644e-06+-3.71196962338529e-06i,-4.76294848372395e-06+1.73936994592576e-06i,9.01098548020299e-06+-5.59475283121996e-06i,-1.96291076368484e-05+3.67039127808696e-06i,1.58747367829041e-05+-5.45281114428422e-06i,6.44492054048315e-07+-4.94223309722475e-06i,2.38736202813115e-07+-5.03378797755191e-06i,2.70210468543129e-05+-3.90011605749065e-05i,-2.11455855971614e-06+-4.18477059474085e-06i,-9.20694292285887e-06+1.51044445502407e-06i,-5.74904292024054e-06+-2.04525367096714e-06i,-6.84321200488166e-06+-1.05128989453403e-06i,1.16261530035961e-06+-1.09000649352804e-05i,-2.56941868888353e-06+-5.9349069761698e-06i,-4.532905379039e-06+-5.01359633787418e-06i,-3.92586896362587e-06+-3.80961027063577e-06i,1.95570828753771e-05+-9.65114407505583e-06i,-1.43171042947117e-05+-4.16762332105044e-07i,-1.84080133418297e-05+-1.32111599758006e-06i,-3.06680347703562e-05+-1.36901943599281e-06i,1.97673336352698e-07+1.12521418787022e-06i,-8.9591404134297e-07+1.33187037132013e-06i,-1.82885721568296e-05+-1.30851669627007e-06i,-2.34055987656735e-06+-2.92362255515255e-07i,-6.43203866431104e-07+-1.82805877166102e-06i,8.18252725826409e-06+-1.1666007501526e-05i,-7.44449688939125e-06+7.30746501157574e-06i,-5.01093167647421e-06+4.60066680404001e-06i,-6.51066161519389e-06+-2.12515366741095e-06i,1.52786339751401e-06+1.47503103114701e-05i,-2.29405819440134e-06+1.15895820913936e-05i,-4.93567962776125e-06+1.05428756256801e-05i,0.000547033793512995+-2.29450992960621e-05i,3.09201154443476e-05+-5.18302571797151e-06i
-95.9662004785352,-92.9670382561243,31.2,2.67474714897983e-06+1.18083379442495e-09i,-7.92845467035778e-06+8.80175478311548e-09i,9.30450903285195e-06+3.99513829553185e-09i,3.84566340220704e-06+-3.511758616158e-09i,3.11411220776216e-06+-9.71160272913396e-07i,2.28683515326724e-06+-3.823067437918e-07i,1.50753216849483e-05+-7.4727636400036e-07i,5.06529740852828e-06+-5.25776402468055e-07i,2.08070451704979e-05+-1.27685131723497e-06i,-4.70422983192472e-06+-1.08209269590895e-06i,-7.14998746633047e-07+-1.12603936597951e-06i,4.54307862565085e-06+-1.52670276510337e-06i,5.30106997034496e-06+-2.01396836514472e-06i,2.80459695684057e-06+-3.36911221099239e-06i,6.27723287413001e-06+-4.00158261289082e-06i,7.36320560064532e-06+-4.49473847734914e-06i,-9.09077870733557e-06+1.79097789223638e-06i,1.36016529258539e-05+-7.11278015175012e-06i,-3.10602713743516e-05+4.66401046436489e-06i,2.26458498811209e-05+-6.61765292153644e-06i,-1.07758771918523e-07+-6.41118960372538e-06i,-5.78522921822103e-07+-6.54954684159804e-06i,8.05062513550193e-06+-4.93816276900363e-05i,-1.10200300884784e-06+-5.64679000943647e-06i,-1.36484167413582e-05+1.38362947196151e-06i,-7.85271062673797e-06+-3.24389484876981e-06i,-9.8321959463677e-06+-2.03318070003727e-06i,7.39677886548983e-06+-1.50016374763733e-05i,-2.98440643963337e-06+-8.39245027768859e-06i,-5.1077672224093e-06+-7.38046423878519e-06i,-4.12128851146345e-06+-5.97487090590268e-06i,2.72804228918126e-05+-1.31238293179699e-05i,-1.79408471444211e-05+-1.94889082279365e-06i,-2.09950139875557e-05+-2.75615714233997e-06i,-4.36684909478521e-05+-5.58840016262395e-06i,1.55031187513872e-06+2.22975699556568e-07i,-3.70105248870794e-07+6.43605967591514e-07i,-2.61337746104729e-05+-3.84757533716337e-06i,-1.34153723080339e-06+-1.62449134131158e-06i,1.6587151428999e-06+-3.60111343318466e-06i,1.93387706351887e-05+-1.59552923147499e-05i,-1.30667150168185e-05+7.85815336406309e-06i,-8.81957647173451e-06+4.07081373419026e-06i,-1.22378687248646e-05+-7.18922692323471e-06i,2.34078289702844e-06+2.17494815671649e-05i,-3.58486977263864e-06+1.59624874895238e-05i,-8.09172110956767e-06+1.32385403737143e-05i,0.000740187834942655+5.66710491432883e-05i,4.26418383997931e-05+-2.55700309229313e-06i
-95.9662004785352,-78.6644210634742,31.2,3.38620604320075e-06+1.18665965675998e-09i,-5.3843105703609e-06+1.33424842693219e-08i,1.0545690312315e-05+3.69847086499018e-10i,4.44878480133631e-06+-5.30616916325468e-09i,1.35152716213416e-05+-1.08592879041339e-06i,5.74326439422753e-06+-4.3670743236786e-07i,1.97759331298966e-05+-8.71183595340965e-07i,7.98135214414337e-06+-6.08496218744067e-07i,3.32271218623195e-05+-1.46133005593452e-06i,-1.3420428767371e-05+-1.33681473007863e-06i,-5.20235223109718e-06+-1.35120959160044e-06i,5.8681734072798e-06+-1.79554652991625e-06i,7.64191907804264e-06+-2.38673388513984e-06i,-9.11381677541067e-07+-3.89636713236064e-06i,7.36524599737605e-06+-4.69974339936087e-06i,9.43353336502943e-06+-5.28585770802168e-06i,-1.75670050950562e-05+1.82165810164809e-06i,1.80081840809414e-05+-8.68094854534662e-06i,-4.31295338264589e-05+5.71194440662146e-06i,2.76990922458133e-05+-7.88198255933018e-06i,-8.17551763472928e-07+-7.93899631263639e-06i,-1.30104841063317e-06+-8.1286465216938e-06i,-7.62171998129101e-06+-6.05121494271929e-05i,3.07572469237921e-08+-7.18820693038324e-06i,-1.80364404654157e-05+1.211051284182e-06i,-9.44204223701955e-06+-4.5593743589284e-06i,-1.18494052469106e-05+-3.13798136554033e-06i,9.82411435476404e-06+-1.93818343584341e-05i,-4.1552063301323e-06+-1.09952643811928e-05i,-6.70135190974675e-06+-9.94335783596511e-06i,-5.86237551710299e-06+-8.35012622749516e-06i,1.28016886067266e-05+-1.6549154737577e-05i,-1.44943468449306e-05+-3.72264444479626e-06i,-8.22524143185102e-06+-4.44141485668391e-06i,-5.11664416780561e-05+-1.05398653874592e-05i,-1.49340982996151e-07+-9.21014297328278e-07i,-2.31995159063041e-06+-2.54191625140689e-07i,-3.74952088545922e-05+-6.7590189710494e-06i,-4.20808563081404e-06+-3.20749167336563e-06i,-2.56158687464548e-06+-5.6469508469939e-06i,1.55974924279746e-05+-2.02951973531133e-05i,-1.68049311434805e-05+8.05081022589285e-06i,-1.35447038884594e-05+3.07795564470404e-06i,-2.6356917643114e-05+-1.32633830637592e-05i,1.35764316894898e-05+2.94653106840274e-05i,3.98697446989953e-06+2.06230055134656e-05i,-7.03477342560763e-06+1.56137247484988e-05i,0.00074789222296648+8.9459036172234e-05i,4.5078484582849e-05+8.00901425173786e-07i
-95.9662004785352,-64.3618038708241,31.2,3.94017891058233e-06+1.19025030453518e-09i,1.20374487971032e-06+1.58978785669805e-08i,1.0273848035795e-05+-2.63662923686089e-09i,4.54230513727255e-06+-6.99694709322466e-09i,3.01276637833623e-05+-1.16834771765995e-06i,1.10913117156651e-05+-4.83948259369576e-07i,2.12713891632916e-05+-9.88267618273684e-07i,1.11058747222988e-05+-6.83751661066758e-07i,4.77965896858818e-05+-1.62765387359965e-06i,-2.31260529386912e-05+-1.58200347113225e-06i,-1.01872563310295e-05+-1.56289866360702e-06i,7.43555510302082e-06+-2.03186349819035e-06i,1.02340589020887e-05+-2.72961964455922e-06i,-3.33734759801833e-06+-4.37903652559844e-06i,9.61988938981811e-06+-5.34610866922196e-06i,1.29414073715718e-05+-6.01968207917391e-06i,-3.17912316433758e-05+1.83191649972231e-06i,2.03530878862572e-05+-1.01438368458228e-05i,-4.99492672254509e-05+6.73842942671051e-06i,3.16848069741846e-05+-9.24604728056234e-06i,1.02029052795689e-06+-9.404302783095e-06i,5.27154896495536e-07+-9.64313293353667e-06i,4.53216558210128e-05+-7.39942944698502e-05i,-5.66066885112836e-07+-8.66166616824922e-06i,-2.21382074670578e-05+1.01575263932282e-06i,-9.54444477677122e-06+-5.86737681909309e-06i,-1.10535648261055e-05+-4.25999964875198e-06i,2.45159087369896e-06+-2.36866628305747e-05i,-7.23936103275945e-06+-1.35200446311798e-05i,-1.07638612546651e-05+-1.24922119891473e-05i,-9.89503483866106e-06+-1.07268237572324e-05i,-2.75732158901121e-05+-1.95355348900109e-05i,-2.49677613599328e-06+-5.60363749420128e-06i,2.57727399022212e-05+-6.32697550250256e-06i,-5.06657805908782e-05+-1.58151702587289e-05i,-7.45727523455135e-06+-2.22941899252623e-06i,-8.65078868543144e-06+-1.29417221794169e-06i,-5.40628795865983e-05+-9.8193969591717e-06i,-1.35604596027802e-05+-4.94935204025009e-06i,-1.67206194767788e-05+-7.83572311710428e-06i,-9.97176701417371e-06+-2.43451570157652e-05i,-1.78924423311268e-05+7.8527909148259e-06i,-2.0010748602936e-05+1.66348149099713e-06i,-5.30139026397543e-05+-1.98796461596318e-05i,3.88461595835667e-05+3.73093471848986e-05i,2.19333756104462e-05+2.5150000975074e-05i,-7.9768793687765e-07+1.74034241594085e-05i,0.000567899132419913+7.47053572594844e-05i,3.7285344793898e-05+4.67810353336323e-06i
-95.9662004785352,-50.059186678174,31.2,4.31443108745317e-06+1.19623541325862e-09i,1.0554310664377e-05+1.69319737206391e-08i,8.85116679969632e-06+-4.90189777006431e-09i,4.27454769424089e-06+-8.40169256634938e-09i,4.91776269704334e-05+-1.21973778232061e-06i,1.73012181678386e-05+-5.20927315694396e-07i,1.70262153879075e-05+-1.09253649452938e-06i,1.34042986404687e-05+-7.46034479933814e-07i,6.15757273160227e-05+-1.75816762691225e-06i,-2.93773338777631e-05+-1.78223001433983e-06i,-1.30511515271635e-05+-1.73660883452623e-06i,9.34321042447739e-06+-2.20260396372298e-06i,1.26571336391215e-05+-3.00736564843463e-06i,-7.69748519494582e-07+-4.76551016583115e-06i,1.42892097158353e-05+-5.87787077865083e-06i,1.89213465690017e-05+-6.62454273693408e-06i,-5.20217389374806e-05+1.82197572215974e-06i,2.06290463512725e-05+-1.13447775216501e-05i,-5.1433696175243e-05+7.62217728437301e-06i,3.22051400529094e-05+-1.06947911912202e-05i,5.74841522889143e-06+-1.0647580904173e-05i,5.21574498497549e-06+-1.092430726936e-05i,0.000154732959116564+-8.7986886992757e-05i,-2.03375102423644e-06+-9.88770621374717e-06i,-2.53490805431756e-05+8.22461939734458e-07i,-7.57196302362528e-06+-6.99574033337533e-06i,-6.78553894581437e-06+-5.24725300876023e-06i,-1.38738194178804e-05+-2.73462675626969e-05i,-1.25435514348134e-05+-1.56451412383928e-05i,-1.62437489217778e-05+-1.46838132438729e-05i,-1.46947769025497e-05+-1.27707830464087e-05i,-7.40675545144494e-05+-2.18092109799527e-05i,1.31382532795563e-05+-7.31766500698939e-06i,7.33860314127032e-05+-8.13824241862916e-06i,-4.69917966343155e-05+-2.06436835467602e-05i,-1.93595879745281e-05+-3.5039139422024e-06i,-1.80966542522745e-05+-2.30376961048987e-06i,-6.920752703909e-05+-1.2483625571828e-05i,-2.38393567249627e-05+-6.54891903843683e-06i,-3.12156137570681e-05+-9.74700899636794e-06i,-3.29883041900122e-05+-2.73834618463234e-05i,-2.07485752004699e-05+7.22942668499195e-06i,-2.91633662724306e-05+3.30952685204149e-08i,-8.77887516965673e-05+-2.59526941907762e-05i,6.88723422797449e-05+4.37888556995688e-05i,4.03859515986283e-05+2.85811521512171e-05i,6.59802343295238e-06+1.82277507729868e-05i,0.000406483766556695+8.12832707518217e-05i,2.8754137972706e-05+8.65972248424155e-06i
-95.9662004785352,-35.756569485524,31.2,4.52083566394242e-06+1.19700847523686e-09i,2.09517125489985e-05+1.66963409439414e-08i,6.85749509327399e-06+-6.40273032871465e-09i,3.90082460084788e-06+-9.45490534479963e-09i,6.55484076770528e-05+-1.25134746279471e-06i,2.28881523169764e-05+-5.47505461741941e-07i,6.99566209416268e-06+-1.180068443764e-06i,1.41694181996121e-05+-7.93552104345523e-07i,7.18089007108523e-05+-1.84668723687604e-06i,-2.9313610299735e-05+-1.92042168845293e-06i,-1.21249050140359e-05+-1.86315863814533e-06i,1.15382789986672e-05+-2.30159210271665e-06i,1.45824128645111e-05+-3.21293301129489e-06i,8.50825190536261e-06+-5.0449878172596e-06i,2.18361622737989e-05+-6.28661235824682e-06i,2.77209607160387e-05+-7.09151538003403e-06i,-7.79554759215768e-05+1.79082931752943e-06i,2.06991319194538e-05+-1.22836139279928e-05i,-5.35695165957736e-05+8.3050847886339e-06i,2.40430970538102e-05+-1.23138324436177e-05i,1.06198841510434e-05+-1.16612511691735e-05i,1.00468339146897e-05+-1.19624024168219e-05i,0.000216695033199314+-9.81864875758759e-05i,-8.03241967672923e-07+-1.0890700547675e-05i,-2.69467727317182e-05+6.46353516255053e-07i,-4.21124627279021e-06+-7.94686301093348e-06i,-1.12329703806657e-06+-6.0959850214505e-06i,-2.66153576973131e-05+-3.03853232713099e-05i,-1.85240989498001e-05+-1.73937945481879e-05i,-1.96087486210342e-05+-1.6518474444941e-05i,-1.57029282196146e-05+-1.45237794702899e-05i,-7.5856827764408e-05+-2.44064875619109e-05i,1.90448341573384e-05+-8.75865122804424e-06i,0.000110000072693066+-9.69560718980994e-06i,-5.02539557505787e-05+-2.47894775580208e-05i,-3.06702147278412e-05+-4.67379870766716e-06i,-2.64722901886294e-05+-3.22492483940117e-06i,-8.00059162856746e-05+-1.47830379125517e-05i,-2.79284424083664e-05+-8.00461524523498e-06i,-3.30738681521613e-05+-1.13701023414816e-05i,-2.4899181102498e-05+-2.9947190818279e-05i,-2.94508970350593e-05+6.49999586131246e-06i,-3.94595915248132e-05+-1.53698654189623e-06i,-0.00011535755979823+-3.16122975060076e-05i,8.61000007053003e-05+4.94281472277487e-05i,4.66131982778706e-05+3.14400613384593e-05i,6.93292749889817e-06+1.875215895592e-05i,0.000641648363735345+0.000228916978775774i,4.19256479033975e-05+1.26877801645164e-05i
-95.9662004785352,-21.4539522928739,31.2,4.6438724693139e-06+1.19794399483259e-09i,2.90972671415687e-05+1.6229540935616e-08i,5.31328674286721e-06+-7.35917730330006e-09i,3.63918072745989e-06+-1.01785638556195e-08i,7.67895499684369e-05+-1.27309342644003e-06i,2.68768714365781e-05+-5.65608250136915e-07i,-3.44563735981922e-06+-1.24517970050102e-06i,1.40252394819884e-05+-8.2678745331951e-07i,7.86141570977779e-05+-1.90194276795231e-06i,-2.61947978575761e-05+-2.00424300709798e-06i,-9.45025379115957e-06+-1.94597530239935e-06i,1.35001871054837e-05+-2.34935424585419e-06i,1.59424096607353e-05+-3.34940865251303e-06i,1.93479185703686e-05+-5.23066981683351e-06i,2.94607997684882e-05+-6.5682003821778e-06i,3.63889363817725e-05+-7.41432002515313e-06i,-0.000102243810212261+1.76162477122687e-06i,2.25667375178587e-05+-1.29422458316336e-05i,-6.11503320784693e-05+8.73306726850873e-06i,1.1621356555675e-05+-1.37223280721121e-05i,1.30113015055111e-05+-1.23724044881939e-05i,1.23624618596889e-05+-1.26847733655103e-05i,0.0001717292825027+-0.000101679773553946i,4.3087586716748e-06+-1.15990959058202e-05i,-2.85471159397065e-05+5.28644789420216e-07i,-1.23986776899333e-06+-8.6083496513987e-06i,2.94322204287959e-06+-6.68833528188085e-06i,-2.65469754196144e-05+-3.25154055050774e-05i,-2.46964256712562e-05+-1.86248949973019e-05i,-2.05734751046805e-05+-1.78313915540371e-05i,-1.20096160494748e-05+-1.57764063418718e-05i,-2.24083236678979e-05+-2.71358236813572e-05i,1.0848733266174e-05+-9.71515812427336e-06i,0.000123421488942391+-1.07462183544444e-05i,-6.55126765913046e-05+-2.76632282422747e-05i,-3.70199217671103e-05+-5.4818837410286e-06i,-3.08756642942433e-05+-3.8538669172282e-06i,-9.25929817019299e-05+-1.64275164582653e-05i,-2.85821321535218e-05+-9.02545321423164e-06i,-2.88409936814001e-05+-1.24506564219902e-05i,-7.67014077896376e-06+-3.1551683415109e-05i,-3.83480164743329e-05+5.92962739561065e-06i,-4.7542203352492e-05+-2.66318671438536e-06i,-0.000134126284604429+-3.5720249425856e-05i,9.89642154518748e-05+5.35680810658706e-05i,5.23212857450323e-05+3.3485865749346e-05i,4.50092588313617e-06+1.89690741848241e-05i,0.00102992888211238+0.000417819308169657i,6.82845907196562e-05+1.60266620276597e-05i
