x,y,z,f_65_08,f_105_94,f_189_79,f_198_4,f_270_7,f_293_51,f_334_24,f_363_7,f_452_86,f_472_73,f_477_61,f_530_77,f_573_61,f_646_62,f_670_04,f_680_38,f_713_89,f_773_66,f_793_9,f_923_48,f_932_34,f_936_5,f_990_08,f_1016_7,f_1063_9,f_1120_1,f_1144_5,f_1201_7,f_1240_6,f_1250_5,f_1310_8,f_1361_9,f_1392_8,f_Freq_1424,f_1454_7,f_1504_4,f_1512_4,f_1584_8,f_Freq_1650,f_1660_3,f_1674_4,f_1722_3,f_1790_4,f_1837_3,f_1868_1,f_1879_7,f_1919_1,f_1974_3,f_Freq_1980
45.4014082375528,107.269602440977,31.2,1.00267595081785e-06+-3.93388110302266e-10i,-1.41879098734423e-06+-9.61439571906652e-09i,-2.22479014656052e-06+-1.9546671923713e-08i,-4.62175903136625e-07+-1.27895235784158e-08i,1.50897397655408e-05+-6.18618845770428e-07i,4.21120941786131e-06+-2.58726996292794e-07i,7.82791133865734e-06+-5.8482046496356e-07i,3.28541145593339e-06+-3.70610459845999e-07i,-5.02694150941595e-06+-4.44120009325497e-07i,7.92850048588159e-06+-1.26448673172926e-06i,5.67252931259097e-06+-1.08800340099815e-06i,3.51154082995474e-06+-1.19225705825258e-06i,3.42297384665699e-06+-1.52220297424802e-06i,5.18534006373701e-06+-1.21358667264769e-06i,4.9083230765252e-06+-2.04165136001199e-06i,5.34057585969229e-06+-2.23173259411202e-06i,-6.87090950818209e-06+-2.82072738920882e-06i,4.71907901960276e-07+-5.36106644657728e-06i,7.60178974626396e-06+3.27916873548689e-06i,-4.34234408223537e-06+-1.08015392415727e-06i,-6.41152646062108e-07+-3.20413992917434e-06i,-2.27656293675318e-07+-3.55730161518197e-06i,-1.42125975019876e-05+-1.60896461298703e-05i,8.86319234906081e-07+-4.79838659730015e-06i,1.66561534618181e-06+-1.69413072450403e-06i,1.56364305957757e-07+-5.05058033328746e-06i,1.15607079683028e-07+-5.83664636386269e-06i,-2.91303909314224e-06+-6.44588178485909e-07i,-3.32228057724052e-06+-1.39640445937103e-06i,-3.4153964142823e-06+-2.44411728967367e-06i,-3.24243611474703e-06+-3.80677016815912e-06i,-8.87019194774539e-06+-1.16652385087159e-05i,-3.17975155304062e-06+-1.7235684689949e-06i,-8.85228612621856e-06+-4.90342308726902e-06i,-3.27645401011177e-06+-1.26475237237934e-06i,-3.62032907167815e-06+-1.67352123071316e-06i,-3.28397689324392e-06+-1.81736435431054e-06i,-4.81568750823144e-07+-3.95406798663951e-06i,-5.48055541748069e-06+-1.47855720395456e-06i,-7.47395843490237e-06+-1.20808407232164e-06i,-1.00248248128995e-05+3.70870478431926e-07i,-2.3600278676535e-06+-1.18740793291884e-06i,-2.57162431825344e-06+-1.13567239764384e-06i,2.95106709610216e-06+-5.2880099971046e-06i,-1.21760340908939e-05+5.32764506823462e-06i,-7.74181681474041e-06+1.50326110430033e-06i,-8.16928651439021e-06+6.13981017068794e-06i,0.000277659373133118+-5.67909842701236e-05i,1.08877668879771e-05+-4.74075092334151e-06i
51.0561125861963,-107.269655448774,31.2,1.00239567165368e-06+-3.21847911118376e-10i,-1.31335837632524e-06+-8.55244464638154e-09i,-2.41380665501137e-06+-2.0060615716711e-08i,-4.72663303059849e-07+-1.24768026983857e-08i,1.39225270241957e-05+-6.22549221742561e-07i,4.00608114314732e-06+-2.60216039531107e-07i,8.00553002955322e-06+-5.78679758811518e-07i,3.22697161424133e-06+-3.71339575744534e-07i,-5.30011788630307e-06+-4.19672462954228e-07i,7.64484328889473e-06+-1.22530915129278e-06i,5.83553093793195e-06+-1.10028844613125e-06i,3.55417782362094e-06+-1.19045875858049e-06i,3.49671594374623e-06+-1.52386180757162e-06i,4.03627091044856e-06+-1.10241743931671e-06i,4.47717941102423e-06+-1.98271004510174e-06i,4.96714419969456e-06+-2.17037478788082e-06i,-6.96160221373986e-06+-2.97733950559725e-06i,4.70272326571252e-07+-5.44563536342147e-06i,7.51913228791378e-06+3.4501598137356e-06i,-4.28879222217939e-06+-7.63392054899169e-07i,-8.16556608938892e-07+-3.05818268489659e-06i,-4.11270379605361e-07+-3.42512037690616e-06i,-1.81318399723767e-05+-1.56219619688101e-05i,1.1399787152945e-06+-4.70556726867435e-06i,1.0351255547241e-06+-1.73001334630675e-06i,8.84259886825308e-08+-5.00033793545581e-06i,1.74600546419573e-07+-5.79467287636446e-06i,-4.51686664268675e-06+-1.14614816177916e-07i,-2.88585005209568e-06+-1.31140966432893e-06i,-2.38688181368445e-06+-2.05973395225395e-06i,-3.47132248318172e-06+-3.50552588095618e-06i,-9.07313353173382e-06+-1.0948941949415e-05i,-3.28849786047864e-06+-1.81515293165091e-06i,-9.46930617638065e-06+-5.10127352061516e-06i,-2.16009911489417e-06+-1.19671406225532e-06i,-3.79135430461063e-06+-1.42337329606499e-06i,-3.45582365000943e-06+-1.52299974882917e-06i,-1.33222510643205e-07+-2.66132366180803e-06i,-5.59915105622634e-06+-1.01154887970823e-06i,-5.40287812877158e-06+-9.80690842331344e-07i,-1.23386493576471e-05+-1.56164761247751e-06i,-1.91827454357247e-06+-6.70526270742433e-07i,-2.13028324401059e-06+-8.24442985748229e-07i,4.07012794572142e-06+-5.91976142408645e-06i,-1.21378225530396e-05+7.9729608046397e-06i,-7.66650957048882e-06+2.0966700772075e-06i,-8.30914471215983e-06+6.78527035555053e-06i,0.000303027421410257+-5.25879476116464e-05i,1.24078763252414e-05+-4.69332676359215e-06i
51.0561125861963,-92.9670382561243,31.2,1.43897823169138e-06+-3.35529689646921e-10i,-1.9465422047646e-06+-5.589028753027e-09i,-4.09477301795168e-06+-1.8800228967887e-08i,-8.5517245955661e-07+-1.26751047551519e-08i,1.97687539564359e-05+-6.9275092293854e-07i,5.5784282304305e-06+-2.93037609177409e-07i,1.2284813965728e-05+-6.45924634208224e-07i,4.626607695915e-06+-4.19250033773061e-07i,-9.46441527929157e-06+-5.00477359201168e-07i,1.14967740199901e-05+-1.38718538653332e-06i,8.62501286686352e-06+-1.24921607796263e-06i,5.06005436173508e-06+-1.369424431436e-06i,4.97036991087649e-06+-1.76972422304173e-06i,6.01630136954385e-06+-1.23486107505652e-06i,6.81617442553354e-06+-2.31370695285957e-06i,7.71861197757009e-06+-2.54573266463147e-06i,-1.40879974720339e-05+-3.46761411548001e-06i,-6.86325007488885e-07+-6.499047326942e-06i,1.40389362973744e-05+4.24427786337438e-06i,-5.76307296838998e-06+-9.32283196258641e-07i,-7.7506964644434e-07+-3.82321000145654e-06i,-1.37085925906405e-07+-4.27938451282672e-06i,-2.79264786250063e-05+-2.01099245072751e-05i,2.69939484801415e-06+-5.91148948580365e-06i,3.33630794957374e-06+-2.64888962207383e-06i,2.0137159349257e-06+-6.69535116963931e-06i,2.48342450258398e-06+-7.78661874238232e-06i,-4.79293745715869e-06+-1.03183723082492e-06i,-7.14189444434282e-06+-1.18585672717871e-06i,-4.31088949837326e-06+-2.62732431594487e-06i,-4.14560140680236e-06+-5.05543831410973e-06i,-1.05679433923818e-05+-1.45827791921156e-05i,-3.87735773882653e-06+-3.39169085710017e-06i,-1.24460096680377e-05+-8.50050551859786e-06i,-2.42488142412774e-06+-2.53619214111409e-06i,-4.32022175628271e-06+-3.24833294162038e-06i,-3.68455359223855e-06+-3.24798953729744e-06i,2.25563678618059e-06+-3.05450750042451e-06i,-6.46075289634526e-06+-3.00029333508027e-06i,-6.28505991414146e-06+-2.92076957015605e-06i,-1.54156619915035e-05+-4.26713111516399e-06i,-1.58286868857137e-06+-2.50727555923095e-06i,-1.76047514242113e-06+-2.93077013102947e-06i,9.09862176899055e-06+-9.18664545368574e-06i,-2.00728082432726e-05+7.85917517728127e-06i,-1.19620053958482e-05+9.91473533421699e-07i,-1.30727599153426e-05+5.87294128538948e-06i,0.000445238676198018+-1.10296295694465e-05i,1.88840784311309e-05+-6.07054206925565e-06i
51.0561125861963,-78.6644210634742,31.2,2.04450175230942e-06+-3.70700675803047e-10i,-2.59335071770017e-06+-3.07972252131267e-09i,-6.30247248102728e-06+-1.83140671184644e-08i,-1.43429014488708e-06+-1.35313307162421e-08i,2.95821968753881e-05+-7.83080896166135e-07i,8.14407401889706e-06+-3.37903467625274e-07i,1.91162297980562e-05+-7.37709769848858e-07i,6.81260607129532e-06+-4.85262523027551e-07i,-1.60673023657338e-05+-6.12267404932114e-07i,1.81053279148554e-05+-1.59865152834317e-06i,1.33703926001251e-05+-1.44788143926983e-06i,7.44613625982571e-06+-1.61391926784885e-06i,7.25517548126466e-06+-2.10033598963009e-06i,9.93924785477549e-06+-1.42272768342116e-06i,1.09779905999003e-05+-2.76612060083506e-06i,1.26216603615046e-05+-3.06060269394601e-06i,-2.7991985057719e-05+-4.04270720235878e-06i,-3.44757789128319e-06+-7.87309056711756e-06i,2.6516155441831e-05+5.34654513210776e-06i,-1.07653741000338e-05+-1.1509397662465e-06i,-1.71428373486823e-06+-4.79583344964071e-06i,-4.79854755981248e-07+-5.36880627972626e-06i,-4.03543795110098e-05+-2.62066146933714e-05i,4.92442539251243e-06+-7.44211436768571e-06i,6.33526929934043e-06+-3.73076493465981e-06i,4.89904139440915e-06+-8.81690090259526e-06i,5.95029818151802e-06+-1.02778761869209e-05i,-3.09453941922627e-06+-2.27081500115581e-06i,-1.60555460570584e-05+-1.03816439034289e-06i,-8.35217472829129e-06+-3.36036966160561e-06i,-5.26475790935356e-06+-7.02777911251427e-06i,-1.32398263344253e-05+-1.91971341014693e-05i,-3.94545772858553e-06+-5.42215191664138e-06i,-1.23620532389852e-05+-1.29725337908366e-05i,-6.74409988422527e-06+-4.16460334813045e-06i,-4.83712619999847e-06+-5.61709112954779e-06i,-3.81319560284714e-06+-5.4906188311276e-06i,6.78436279362108e-06+-3.61009146133354e-06i,-7.8872861662557e-06+-5.59985339103744e-06i,-8.5351969470401e-06+-5.47639255425141e-06i,-2.26850839848525e-05+-7.4133245762897e-06i,5.65961854698038e-07+-5.14396328487535e-06i,2.58279854054736e-07+-5.88754490361978e-06i,1.93043161940086e-05+-1.3367849406697e-05i,-3.31315979669295e-05+6.78108610223891e-06i,-1.96689342271413e-05+-9.43001614217565e-07i,-1.85174542911012e-05+3.94750178254923e-06i,0.00059180909834652+2.88068878230346e-05i,2.53117099940757e-05+-8.61579507333338e-06i
51.0561125861963,-64.3618038708241,31.2,2.81494014617925e-06+-4.19267497120383e-10i,-2.50920512928691e-06+-1.19004528295929e-09i,-8.51763416678776e-06+-1.8725210260242e-08i,-2.17238226250647e-06+-1.50677618416376e-08i,4.55358862892511e-05+-8.90898587605586e-07i,1.21735594705009e-05+-3.95853873443033e-07i,2.99034374959789e-05+-8.55268755038327e-07i,1.01041403593154e-05+-5.71258659519999e-07i,-2.50488334764791e-05+-7.54227038864628e-07i,2.97473453630381e-05+-1.85943741258411e-06i,2.16523894063241e-05+-1.69901596603293e-06i,1.12748789469025e-05+-1.93667085601207e-06i,1.08331710973714e-05+-2.5270738382437e-06i,1.60346822708153e-05+-1.67230606051942e-06i,1.71927233339691e-05+-3.3559691949545e-06i,1.98638421828808e-05+-3.73363584862109e-06i,-4.73327280627672e-05+-4.70549562303039e-06i,-8.09793606420826e-06+-9.6130590704457e-06i,4.86965461872788e-05+6.83780784325374e-06i,-2.40797577483039e-05+-1.4625604348822e-06i,-5.10983095257736e-06+-6.00105683920563e-06i,-2.47804880554223e-06+-6.72216185422501e-06i,-5.96852955290022e-05+-3.41402580424268e-05i,8.2651538723191e-06+-9.33312184418117e-06i,1.05908404546221e-05+-4.97143292378624e-06i,9.50916161759884e-06+-1.14081055252964e-05i,1.1544949648298e-05+-1.33164072182181e-05i,-3.76532738784007e-07+-3.90483607778646e-06i,-2.90030922295124e-05+-8.81860818075602e-07i,-1.3942645770417e-05+-4.2967287774905e-06i,-5.97773230112679e-06+-9.48297514747547e-06i,-1.4694738269709e-05+-2.4999308384967e-05i,-1.45415922216108e-06+-7.96484496838946e-06i,3.07260791402453e-06+-1.88725502114031e-05i,-2.24617895052685e-05+-6.01759661399054e-06i,-5.36617669325408e-06+-8.51639725386689e-06i,-3.92233820562016e-06+-8.24318122110543e-06i,1.21237329548546e-05+-4.39467549877718e-06i,-9.54360243397431e-06+-8.86609899526017e-06i,-1.23023426610446e-05+-8.75173444008734e-06i,-3.29911896346137e-05+-1.11726832151444e-05i,5.14548855448681e-06+-8.52626874230734e-06i,5.61217998527739e-06+-9.65641568397953e-06i,4.1594905561764e-05+-1.83435552225059e-05i,-5.77727563358046e-05+4.38027631056696e-06i,-3.41068083253492e-05+-3.85271886628889e-06i,-2.57481481209828e-05+8.64216845792767e-07i,0.000603862093876595+2.48750325201523e-05i,2.12594573133239e-05+-1.21125896882352e-05i
51.0561125861963,-50.059186678174,31.2,3.61391813681596e-06+-4.77300588150528e-10i,-7.35988685037834e-07+-2.9052420851393e-10i,-9.79016889443761e-06+-2.00499248745326e-08i,-2.9253976275192e-06+-1.70603656365312e-08i,6.76404485114862e-05+-9.95002084665298e-07i,1.75344524730012e-05+-4.58560705512915e-07i,4.47360388727593e-05+-9.80600557192445e-07i,1.4320836567584e-05+-6.65341436349319e-07i,-3.4523288892673e-05+-9.02403629563294e-07i,4.67433636408336e-05+-2.12995663504965e-06i,3.36010122033858e-05+-1.96596129210629e-06i,1.63289466708695e-05+-2.2960312830666e-06i,1.53077255889845e-05+-2.99286232232827e-06i,2.31143619462588e-05+-1.95154065753426e-06i,2.35150487010184e-05+-4.0040199910756e-06i,2.67521230538392e-05+-4.47289941135019e-06i,-5.83752497365556e-05+-5.36734407154129e-06i,-1.38286688447044e-05+-1.14879451085063e-05i,8.25896455456511e-05+8.54289904658016e-06i,-4.55863827467301e-05+-1.8704172087153e-06i,-1.08828414415584e-05+-7.29763989846858e-06i,-6.08972823397242e-06+-8.17761568705469e-06i,-0.000102980317945771+-4.20586521668304e-05i,1.26453716317512e-05+-1.13536125833732e-05i,2.36178643918008e-05+-6.23673643674291e-06i,1.80172148881739e-05+-1.41657640847702e-05i,2.15228557355447e-05+-1.65411092281877e-05i,-5.93334350510056e-07+-5.79109519941166e-06i,-4.00177315820244e-05+-7.62695564337991e-07i,-1.74797844929343e-05+-5.36173512883398e-06i,-3.91103918534025e-06+-1.21571542978557e-05i,-9.89120936058469e-06+-3.13864684516207e-05i,6.14062205288995e-06+-1.07218577462365e-05i,4.5307048483074e-05+-2.54967659224181e-05i,-5.45033452615775e-05+-7.93605171981095e-06i,-4.86094844819361e-06+-1.16396128477467e-05i,-2.48815366385915e-06+-1.12093879493378e-05i,8.61041601597748e-06+-5.55016951287166e-06i,-8.43742943808128e-06+-1.24679484086849e-05i,-1.37219958271661e-05+-1.24514355007038e-05i,-3.45615906132582e-05+-1.52027290878763e-05i,1.10774348454979e-05+-1.22573581254108e-05i,1.60797145588934e-05+-1.37913548223793e-05i,8.47225406595229e-05+-2.34771356685861e-05i,-0.000101551825207733+5.23760268569141e-07i,-5.8573967064841e-05+-7.57870395077286e-06i,-3.65727599920041e-05+-3.13401168696602e-06i,0.000359024407196046+-6.18921405161864e-05i,-2.81328563403332e-06+-1.61413774515631e-05i
51.0561125861963,-35.756569485524,31.2,4.24272452806172e-06+-5.37498866963978e-10i,2.86495306036699e-06+-4.41284606819473e-10i,-9.63681198975843e-06+-2.18352838303709e-08i,-3.52312931867995e-06+-1.89903528886238e-08i,9.15269303647088e-05+-1.07032234726934e-06i,2.3056783742172e-05+-5.11866687104739e-07i,6.12168341245112e-05+-1.08457132402902e-06i,1.85752269394337e-05+-7.46369477771824e-07i,-4.20128340069077e-05+-1.02079589341864e-06i,6.57940937883983e-05+-2.3541211228645e-06i,4.67334558771075e-05+-2.19063494348089e-06i,2.13514245330645e-05+-2.60835832154258e-06i,1.93534074377427e-05+-3.39513237144527e-06i,2.83527625343116e-05+-2.19286854745388e-06i,2.65746908581367e-05+-4.56205421894281e-06i,2.90235421931329e-05+-5.10780635589286e-06i,-4.50931233338388e-05+-5.90176116902136e-06i,-1.94173943638485e-05+-1.30889722737155e-05i,0.000124862059862438+1.00980089447558e-05i,-6.75819800544003e-05+-2.2432999681217e-06i,-1.68604346685925e-05+-8.41480415776643e-06i,-9.90368989297404e-06+-9.43210055461121e-06i,-0.000192435348510923+-4.67832592509757e-05i,1.74340691399654e-05+-1.30959939190855e-05i,5.4503397334224e-05+-7.3363630844922e-06i,3.21154963187218e-05+-1.65776720868574e-05i,3.75505912440213e-05+-1.93591542691773e-05i,-8.7064678526932e-06+-7.51634717955597e-06i,-4.52316734744496e-05+-6.51748647200806e-07i,-1.75409357274311e-05+-6.32850986193323e-06i,8.75942269357987e-07+-1.45150537491135e-05i,-8.27173063413258e-07+-3.70166734350437e-05i,1.62791583287924e-05+-1.31454616080672e-05i,9.54968169674697e-05+-3.13713248957504e-05i,-9.54997822345629e-05+-9.58128726653506e-06i,-1.16129325418455e-06+-1.44617658424778e-05i,3.31678975270345e-06+-1.38643226343859e-05i,-1.81620972210893e-05+-6.94035664075521e-06i,-6.31309650806817e-06+-1.56902074142332e-05i,-1.50632945043756e-05+-1.5829555456093e-05i,-3.59512658158315e-05+-1.84531314958858e-05i,2.14250401620603e-05+-1.5699559473896e-05i,3.3804668777457e-05+-1.75520094731813e-05i,0.000151986677478074+-2.80865318116286e-05i,-0.000166216360608112+-3.99820114988094e-06i,-9.63661979305391e-05+-1.13362236922816e-05i,-4.93228440145392e-05+-7.0880358408013e-06i,0.000122920597911004+-0.000149182822319804i,-2.60557063391484e-05+-2.03057237085874e-05i
51.0561125861963,-21.4539522928739,31.2,4.64216422344086e-06+-5.78308150462861e-10i,7.34240887039872e-06+-1.2093696616185e-09i,-8.4419714525047e-06+-2.35005589426584e-08i,-3.85174574746351e-06+-2.04638483330925e-08i,0.000111615950900081+-1.11679233920189e-06i,2.74563739951905e-05+-5.50195882608313e-07i,7.59738510007511e-05+-1.15702099367411e-06i,2.19751207168433e-05+-8.05296834772143e-07i,-4.59770015085743e-05+-1.09856097013203e-06i,8.27179004428867e-05+-2.51836524206845e-06i,5.80136159449483e-05+-2.35231882817409e-06i,2.5266750235552e-05+-2.83348250495964e-06i,2.21577269436982e-05+-3.69159288063662e-06i,2.85941304619068e-05+-2.37480671395079e-06i,2.44472722866709e-05+-4.97303191435551e-06i,2.47169568618778e-05+-5.5738872967019e-06i,-5.01989727155797e-06+-6.25801232683892e-06i,-2.27074295751269e-05+-1.42849544913919e-05i,0.000163834596267183+1.13130975359558e-05i,-8.12283143907054e-05+-2.50245513620839e-06i,-2.04795469249741e-05+-9.26722008460044e-06i,-1.22106922344011e-05+-1.03903446050017e-05i,-0.000325457575856563+-4.77815379655452e-05i,2.25104582441751e-05+-1.44360352996318e-05i,9.92825333503681e-05+-8.18052350232218e-06i,4.97174216779273e-05+-1.84724307262171e-05i,5.75561089008552e-05+-2.15756681135889e-05i,-2.87236479671793e-05+-8.94745027318855e-06i,-4.45306430894086e-05+-5.95232390275034e-07i,-1.65802281635496e-05+-7.17834244978711e-06i,4.85568535148143e-06+-1.64213241374577e-05i,4.55955705811109e-06+-4.15809431732797e-05i,2.08364588003365e-05+-1.50827047349219e-05i,0.000107738673612432+-3.60112969558827e-05i,-0.000122596833785241+-1.08787425261815e-05i,7.17328139041163e-06+-1.677602880346e-05i,1.42272958244516e-05+-1.6021539183549e-05i,-7.13629011352533e-05+-8.53549521504671e-06i,-1.08074497982795e-05+-1.83564205172971e-05i,-2.43454048624001e-05+-1.86555848565781e-05i,-6.71365662058742e-05+-2.07731524692022e-05i,4.03173338228741e-05+-1.85833175866968e-05i,5.62591287691805e-05+-2.06753714893942e-05i,0.000224852911314005+-3.20539361124119e-05i,-0.000234299175099107+-8.25611912246088e-06i,-0.000141205359421926+-1.4693954053031e-05i,-5.8784049260068e-05+-1.03201961016723e-05i,0.000540646019567982+-4.50031000216543e-06i,1.3278650639182e-06+-2.31398311291282e-05i
51.0561125861963,-7.15133510022383,31.2,4.83598423929116e-06+-6.05161139708456e-10i,1.05379812870466e-05+-1.94320031189902e-09i,-7.44950779379506e-06+-2.45946164118294e-08i,-4.03047247632865e-06+-2.1335783666218e-08i,0.000123831018870512+-1.13753382614188e-06i,2.99622073584435e-05+-5.70596120753108e-07i,8.53641518471653e-05+-1.19423101491564e-06i,2.3914843087387e-05+-8.36685556564022e-07i,-4.74620594087243e-05+-1.13564624928213e-06i,9.33610211118531e-05+-2.61233233684816e-06i,6.46197929126344e-05+-2.4364538440013e-06i,2.72960123498357e-05+-2.94805477034e-06i,2.33345220943242e-05+-3.84574474089916e-06i,2.72880124906164e-05+-2.46748538469929e-06i,2.10046290121382e-05+-5.18100546368652e-06i,1.91833360514222e-05+-5.80901114096641e-06i,3.1941736468858e-05+-6.41607360043965e-06i,-2.50465539333592e-05+-1.48752211889883e-05i,0.000190284754926589+1.19665746394163e-05i,-8.59542870823148e-05+-2.6035227471818e-06i,-2.1789792872514e-05+-9.68609654701928e-06i,-1.31027357659238e-05+-1.08621798779083e-05i,-0.000438239559592163+-4.63063576872702e-05i,2.65078001623447e-05+-1.50900966224551e-05i,0.000134978180445016+-8.60348108058467e-06i,6.23202375673366e-05+-1.94017913922813e-05i,7.17049084518936e-05+-2.26587369752186e-05i,-4.58419095993067e-05+-9.69088876890448e-06i,-4.16755573632968e-05+-5.49329827731482e-07i,-1.73861526928399e-05+-7.66490785712112e-06i,6.0109689417833e-06+-1.73326069499839e-05i,1.81645663497675e-06+-4.36324114845721e-05i,1.99245133424101e-05+-1.59843738924103e-05i,8.75356994401136e-05+-3.80324044203166e-05i,-0.000134159378370264+-1.14547687502637e-05i,1.55084406468198e-05+-1.79244761591837e-05i,2.46319042817042e-05+-1.70600917034024e-05i,-0.000120652357298631+-9.60702760955623e-06i,-2.08000959962843e-05+-1.95901378188904e-05i,-3.81957335186555e-05+-1.9974232873613e-05i,-0.000120289136344348+-2.11268534547569e-05i,6.06705656279423e-05+-2.00288633935283e-05i,7.38050983805317e-05+-2.21173788597899e-05i,0.000270564331439+-3.36998091361655e-05i,-0.000274704259863504+-1.11120702014793e-05i,-0.000171693476996762+-1.65492825615023e-05i,-5.99989335326798e-05+-1.19452796992265e-05i,0.00132308057477655+0.000269160465231972i,6.01292077703898e-05+-2.40311636143566e-05i
51.0561125861963,7.15128209242624,31.2,4.83275168088927e-06+-6.02108906297612e-10i,1.04607119110134e-05+-1.88406091745323e-09i,-7.46949977406432e-06+-2.45183294506578e-08i,-4.0084453026938e-06+-2.13079124093744e-08i,0.00012353390882063+-1.13752796355568e-06i,2.97983664194182e-05+-5.70218552994886e-07i,8.51742821181828e-05+-1.19405720760243e-06i,2.38353388360096e-05+-8.36034307485467e-07i,-4.73466629676261e-05+-1.13546961710893e-06i,9.40289865281466e-05+-2.62822473172909e-06i,6.43588914534818e-05+-2.43527725912268e-06i,2.72360649102899e-05+-2.94682517408311e-06i,2.33308340383818e-05+-3.8444528242836e-06i,2.73815343992201e-05+-2.46879171290637e-06i,2.10947863236297e-05+-5.17982476442716e-06i,1.92551939456823e-05+-5.80909561380806e-06i,3.11278724241781e-05+-6.41347081261089e-06i,-2.52913742913061e-05+-1.48671506996368e-05i,0.000188964239493673+1.1956135708517e-05i,-8.586980111527e-05+-2.62413371163397e-06i,-2.1685983251446e-05+-9.68901144009191e-06i,-1.30019456913409e-05+-1.08664252069098e-05i,-0.000433916032036377+-4.65570587133456e-05i,2.74359926243102e-05+-1.50956551698824e-05i,0.000133768131035486+-8.60389427156191e-06i,6.17920710884761e-05+-1.94115750850703e-05i,7.11415214015492e-05+-2.26762077456555e-05i,-4.46643003505763e-05+-9.7015958574574e-06i,-4.13893676000787e-05+-5.53261672479438e-07i,-2.07343705216497e-05+-7.81059873904683e-06i,5.79385289123694e-06+-1.73736062111925e-05i,1.71990742057251e-06+-4.37345781108238e-05i,2.04823300798536e-05+-1.59843938254048e-05i,8.73847010448524e-05+-3.81167224027479e-05i,-0.000132703660290764+-1.14933735615496e-05i,1.52806400058999e-05+-1.79487861318984e-05i,2.41805528954603e-05+-1.70848949930749e-05i,-0.000118594307185086+-9.63356556922538e-06i,-2.0495690762146e-05+-1.96530185839335e-05i,-3.36110548309408e-05+-2.0124116196953e-05i,-0.000121658131869055+-2.05626279154673e-05i,5.94836015870952e-05+-2.01166503046654e-05i,7.21714211082586e-05+-2.22005593861268e-05i,0.000265153226019186+-3.37998417583209e-05i,-0.000269868148867839+-1.14617714850473e-05i,-0.000167915119089357+-1.64161609045452e-05i,-5.88570307752562e-05+-1.19811512111526e-05i,0.00126748865290463+0.000249113855022156i,5.69415282756535e-05+-2.40492977904818e-05i
51.0561125861963,21.4538992850763,31.2,4.64875777856364e-06+-5.79967336195505e-10i,7.40178174749974e-06+-1.22160357078042e-09i,-8.51241454658078e-06+-2.34576777090718e-08i,-3.84583819930766e-06+-2.05177884555979e-08i,0.000112015452000655+-1.1169840996386e-06i,2.72335040394202e-05+-5.50471854825748e-07i,7.65067600885015e-05+-1.15844638147598e-06i,2.19557005902753e-05+-8.05384506144849e-07i,-4.60107596545684e-05+-1.0992894671023e-06i,8.55077397427145e-05+-2.56254287366871e-06i,5.80402307091279e-05+-2.35202658539855e-06i,2.52910016932097e-05+-2.83403107959199e-06i,2.22263988754017e-05+-3.69231390635607e-06i,2.89052323230052e-05+-2.37865698481547e-06i,2.44844923943711e-05+-4.9710983213256e-06i,2.45687282226876e-05+-5.57444371008247e-06i,-4.97599840034917e-06+-6.24735365591267e-06i,-2.4323134165347e-05+-1.42434582686201e-05i,0.00016478473159455+1.13027897282169e-05i,-8.16562730920242e-05+-2.5400565683577e-06i,-2.05442237370634e-05+-9.24817525847529e-06i,-1.22232603485602e-05+-1.03723624997161e-05i,-0.000330422192500662+-4.75234442807715e-05i,2.50412164004625e-05+-1.4399714440805e-05i,9.95149096134962e-05+-8.16392381117848e-06i,4.97010873732857e-05+-1.84216413337713e-05i,5.76823077357012e-05+-2.15278555279799e-05i,-2.83123443126343e-05+-8.91264714629651e-06i,-4.35654705095463e-05+-5.7057760235866e-07i,-2.44116043258106e-05+-7.49039861706956e-06i,4.55323558093391e-06+-1.63978985674125e-05i,3.71948345955945e-06+-4.14604040526136e-05i,2.20251916236696e-05+-1.49320934307999e-05i,0.000106759089875114+-3.58535583589798e-05i,-0.000122393683712266+-1.08240623011539e-05i,7.18391762676377e-06+-1.66888781402311e-05i,1.41757511868925e-05+-1.59280859905719e-05i,-7.12146702142251e-05+-8.52185071738285e-06i,-1.13714560780138e-05+-1.8239084779504e-05i,-1.61296931509918e-05+-1.8775727108694e-05i,-7.67952928738651e-05+-1.86728497748669e-05i,4.08710881226801e-05+-1.85768761940059e-05i,5.61234778679177e-05+-2.05735993613103e-05i,0.000223875625368318+-3.1967461862409e-05i,-0.000233183742547407+-9.23782665502227e-06i,-0.000139730762946032+-1.40887341581191e-05i,-5.77547069992226e-05+-1.01109569745107e-05i,0.000522120428046559+-1.53735951019763e-05i,1.40474379644545e-06+-2.29811856887556e-05i
