x,y,z,f_71_21,f_125_55,f_207_33,f_213_5,f_275_6,f_339_15,f_375_42,f_425_34,f_515_68,f_571_81,f_578_31,f_588_43,f_651_64,f_702_36,f_741_21,f_832_26,f_863_34,f_917_95,f_937_2,f_944_77,f_980_56,f_1046_3,f_1171_8,f_1180_8,f_1258_3,f_1285,f_1293_4,f_1368_1,f_1401_1,f_1444,f_1484_2,f_1540_4,f_1599_9,f_1617_9,f_1625_3,f_1762_9,f_1795_9,f_1828_4,f_1854_1,f_1859_6,f_1943_4
-67.5228251245795,-68.4808198879383,31.2,3.44746156316114e-06+7.70324377073992e-11i,-7.50055029901264e-06+2.12147345331514e-09i,1.91462883889865e-05+-1.6097468519018e-08i,5.75842923288339e-06+-9.18720793435877e-09i,4.55832156367838e-05+-1.03568699001672e-06i,1.04532960129233e-05+-3.43196235057708e-07i,2.2106237667625e-09+-1.51493632240977e-06i,8.68883790723982e-06+-8.50174914933107e-07i,-2.30206874416018e-06+-8.38017623394196e-07i,-6.66535489577981e-07+-3.82420927946434e-06i,1.97351157076684e-05+-4.62692659731765e-06i,-9.64592494968075e-06+-2.08380736913015e-07i,5.41672814262775e-06+-2.62922865354622e-06i,6.72296670018365e-06+-3.66077368151308e-06i,5.40765639051463e-06+-3.76060175914375e-06i,4.43453655647509e-05+-4.44643645337816e-06i,1.65438647101432e-05+-7.54795446643611e-06i,3.0911293748543e-05+-1.49309780918713e-05i,-0.000115582508862308+-1.7815216124554e-05i,-1.91803889993576e-05+1.74397560533607e-05i,1.53217229017564e-06+-4.91871422424475e-06i,-3.53469823829507e-06+-6.32656522729316e-06i,-9.72161269114419e-05+-7.41668977877391e-05i,-5.18835873386731e-06+-1.48641596969608e-05i,5.907070312064e-06+-1.28620574960427e-05i,3.26367637290972e-05+-2.98375951801654e-05i,-0.00111420093997295+-0.000295659275583296i,-2.19216059469805e-05+-2.10291144567256e-05i,-1.06123345876772e-05+-9.36214433741735e-06i,-1.09731764771287e-05+-1.41805196897657e-05i,-4.71925714094991e-06+-1.10879290360378e-05i,-2.79697220721725e-05+-5.4328043013644e-06i,-3.2591701859858e-05+-7.09278108869733e-06i,-0.0001036990118437+1.32508141314554e-06i,4.52217678573659e-05+-1.2250844677723e-05i,-1.82732642599515e-05+-6.48531536957327e-06i,-6.8942904020325e-06+-7.09424942362169e-07i,-1.49693182707227e-05+-2.52564198130207e-06i,-2.45490792222226e-05+-3.94856245051967e-06i,-3.00850480791495e-05+-4.46211330003846e-06i,-0.000122193678380248+6.17991485340608e-05i
-67.5228251245795,-56.0296995147623,31.2,4.13856407056816e-06+7.77761539123101e-11i,-5.85377858832148e-06+2.78064270514156e-09i,2.1411010243941e-05+-2.27028872723011e-08i,5.75385916517243e-06+-1.15463553514632e-08i,7.09855246486252e-05+-1.11851002595342e-06i,1.41305865535472e-05+-3.84223279857008e-07i,6.84537895713043e-06+-1.6912697160539e-06i,1.25003002719383e-05+-9.55627238070024e-07i,-3.2067133465791e-06+-9.49047231495068e-07i,-8.43984874581765e-06+-4.42106819166678e-06i,2.36381316472198e-05+-5.2589099533862e-06i,-1.35651000784354e-05+-2.62608912148089e-07i,6.74988219601517e-06+-3.00728348910195e-06i,7.70797569949571e-06+-4.22404150775019e-06i,1.10652431671526e-05+-4.1390866138844e-06i,6.05657740149983e-05+-5.29237604673105e-06i,2.31480021869877e-05+-8.75502007243558e-06i,4.17003231515936e-05+-1.73861661330262e-05i,-7.97999801226444e-05+-2.2949846483633e-05i,-4.28686337600219e-05+2.02229143102281e-05i,2.6440286960209e-06+-5.75201539302569e-06i,-5.1400792026781e-06+-7.4985264574145e-06i,-0.000108834772333657+-8.90315965976411e-05i,-2.26691605973511e-06+-1.79177522234929e-05i,1.91006400965319e-05+-1.61197860100515e-05i,7.52714997812819e-05+-3.75021945050365e-05i,-0.0019804001604911+-0.000853432979416487i,-3.57990026711426e-05+-2.5446861721973e-05i,-1.45814805144683e-05+-1.16805263677951e-05i,-1.89628953031883e-05+-1.77728316611286e-05i,-1.16295696749725e-05+-1.38944939485955e-05i,-3.38239347631399e-05+-8.10272985378612e-06i,-3.86242979265694e-05+-1.02774072200195e-05i,-0.000125268091111397+-1.68891419842099e-06i,5.68256783924913e-05+-1.45704767902624e-05i,-1.46161428433538e-05+-1.03287478200125e-05i,-1.55142479510809e-05+-1.62064305431197e-06i,-1.70658404927471e-05+-5.23371283599806e-06i,-2.12106939606326e-05+-8.55975907269433e-06i,-2.32516749795426e-05+-1.0551865150457e-05i,-0.000124983373500036+7.22938147876242e-05i
-67.5228251245795,-43.5785791415864,31.2,4.67660979486755e-06+7.91295338866311e-11i,-2.93404625279538e-06+2.63456887061529e-09i,2.2361156422128e-05+-2.82644300492088e-08i,5.12106738802991e-06+-1.356366548043e-08i,9.96236935536762e-05+-1.17346523505291e-06i,1.77764546206438e-05+-4.18541180019923e-07i,1.58675799898757e-05+-1.83448943893014e-06i,1.63870011105241e-05+-1.04445210991585e-06i,-4.25941099767e-06+-1.04290980857164e-06i,-8.47914938545966e-06+-4.90050956311832e-06i,3.06015654517047e-05+-5.79731463747075e-06i,-1.72384175970126e-05+-3.07751665743812e-07i,7.74461251896088e-06+-3.32978159860712e-06i,6.95481670154126e-06+-4.70094839105356e-06i,2.18874238053387e-05+-4.42514428718203e-06i,7.97706275847312e-05+-6.03339083067574e-06i,3.00685854550483e-05+-9.80865948686411e-06i,4.83165262243189e-05+-1.94754667432768e-05i,-7.5835490948115e-06+-2.85874762333039e-05i,-5.95258495836199e-05+2.28127944510258e-05i,6.8941567940466e-06+-6.50452193949102e-06i,-6.56345385223837e-06+-8.54931498252181e-06i,-6.32288766169275e-05+-9.81950981410526e-05i,6.4736254823677e-06+-2.06617982124673e-05i,3.96438005022093e-05+-1.92639975373225e-05i,0.00013288502792392+-4.53437141135238e-05i,-0.00305426777865676+-0.00157718740175456i,-4.42473723088356e-05+-2.94393608273757e-05i,-1.6665494550496e-05+-1.38584960226156e-05i,-2.69685621748584e-05+-2.103185520998e-05i,-1.74810831376724e-05+-1.65250553008851e-05i,-3.67177706034771e-05+-1.08470448389621e-05i,-3.69359847543481e-05+-1.34118182325793e-05i,-0.000116134788894128+-5.19812195814089e-06i,5.24294374468234e-05+-1.69462218446312e-05i,-4.78207442746902e-06+-1.44126051445869e-05i,-2.64266328883784e-05+-2.60778495356834e-06i,-1.54321320594009e-05+-8.13110785576522e-06i,-7.7192703586424e-06+-1.33907003076206e-05i,-2.05603113260487e-06+-1.69652545880899e-05i,-8.31419980256733e-05+8.05013321364471e-05i
-67.5228251245795,-31.1274587684105,31.2,5.04608201033848e-06+8.9292898517768e-11i,1.16389293856906e-06+1.79181224808142e-09i,2.20701407395793e-05+-3.25022860982673e-08i,4.13655862141217e-06+-1.50831803032763e-08i,0.00012606849356306+-1.20534580072532e-06i,2.08837074223584e-05+-4.4425333973498e-07i,2.48032123169169e-05+-1.93950014947686e-06i,1.97006166990253e-05+-1.11141566486318e-06i,-5.8275868093436e-06+-1.1134349049473e-06i,5.70624718103263e-06+-5.20287739353003e-06i,4.46096371528737e-05+-6.21183123429894e-06i,-2.21255772391141e-05+-3.37833043929259e-07i,8.19743192972615e-06+-3.57010027712738e-06i,4.74995242900487e-06+-5.05175774848149e-06i,3.54222026094808e-05+-4.6030357990176e-06i,9.44333662149535e-05+-6.59110949480367e-06i,3.49205863576878e-05+-1.06001337788279e-05i,4.65535433986493e-05+-2.09453096196986e-05i,9.70286825757534e-05+-3.43491807256497e-05i,-6.06164020759916e-05+2.51160025053159e-05i,1.44384337558307e-05+-7.09433710336424e-06i,-7.49760835150309e-06+-9.35960587176188e-06i,2.43317170440439e-05+-0.000101475677758173i,1.88119291818737e-05+-2.27711819043119e-05i,6.06861607819706e-05+-2.19434482258449e-05i,0.000192766427254136+-5.20567574438494e-05i,-0.0040935066942771+-0.00229617309606011i,-3.21991102845329e-05+-3.23377384451659e-05i,-1.3153719468679e-05+-1.55410231858055e-05i,-3.32575530650596e-05+-2.36122136902467e-05i,-1.80357166456348e-05+-1.86169013394962e-05i,-3.32908524106751e-05+-1.31690282643477e-05i,-2.07275382177237e-05+-1.59666880061974e-05i,-3.04924689502414e-05+-9.45797917280841e-06i,6.27516542456366e-07+-1.90923167234401e-05i,2.85167909668265e-06+-1.77752296611658e-05i,-3.0966731344899e-05+-3.52498304118958e-06i,-1.07230247209102e-05+-1.07120284835223e-05i,7.99385263106436e-06+-1.76669798104397e-05i,2.07040614808428e-05+-2.27361366271541e-05i,-1.12629265208779e-05+8.29016857962604e-05i
-67.5228251245795,-18.6763383952346,31.2,5.30076798546896e-06+8.63946297282741e-11i,4.83655089954558e-06+7.59986308809871e-10i,2.16397944529066e-05+-3.56677513808425e-08i,3.29181090600321e-06+-1.62259514966853e-08i,0.000146429232647811+-1.22600489952042e-06i,2.31448208812848e-05+-4.62983680550366e-07i,3.2370260016721e-05+-2.01405934516636e-06i,2.21447149044338e-05+-1.16012600584633e-06i,-7.56445520855344e-06+-1.16515928830194e-06i,2.64906659138132e-05+-5.37915448917967e-06i,6.10354235744728e-05+-6.5182080249829e-06i,-2.7205177222897e-05+-3.57961957139788e-07i,8.28558196223199e-06+-3.74357282237937e-06i,2.24306314658784e-06+-5.30225156254285e-06i,4.75329643483932e-05+-4.71614101831499e-06i,0.000105050583115895+-6.99797199207018e-06i,3.7736168638837e-05+-1.1171334002482e-05i,3.9837216783672e-05+-2.19331128037318e-05i,0.000193198679617004+-3.92090037140788e-05i,-4.86344541879275e-05+2.707675001009e-05i,2.29306356707073e-05+-7.54235410895414e-06i,-8.23303368813598e-06+-9.95854518919105e-06i,9.85112980973336e-05+-0.000103251366868313i,2.92273013536198e-05+-2.43377229395889e-05i,7.35147146050423e-05+-2.42088799184585e-05i,0.000239621195883947+-5.72437897336139e-05i,-0.00487988094413134+-0.00283893233030276i,-1.52748060611161e-06+-3.43595129442616e-05i,-4.87000205277325e-06+-1.68108069067687e-05i,-3.70022882585047e-05+-2.55018989620598e-05i,-1.32730628064539e-05+-2.02342274662346e-05i,-2.46630909528877e-05+-1.49674026069402e-05i,3.63169120453797e-06+-1.78618387334486e-05i,0.000102888817547905+-1.36826190852693e-05i,-8.29389509936851e-05+-2.10704580581389e-05i,1.56309209101211e-06+-2.02334154587372e-05i,-2.33629690237578e-05+-4.25439007379029e-06i,-4.37683711117034e-06+-1.27445079116809e-05i,1.97035755238048e-05+-2.0925745528322e-05i,3.6437684791475e-05+-2.71732335264601e-05i,3.94122669816226e-05+8.56194878242731e-05i
-67.5228251245795,-6.22521802205866,31.2,5.42786788862897e-06+8.25507265722535e-11i,7.12872850439227e-06+2.50300368653916e-11i,2.12694978954202e-05+-3.73986522490225e-08i,2.79519222272475e-06+-1.68041345826601e-08i,0.000157530534256496+-1.23538218233e-06i,2.44168226262638e-05+-4.72596752490959e-07i,3.58027023229397e-05+-2.05329184577334e-06i,2.32965574242349e-05+-1.18502356220297e-06i,-8.85748219038731e-06+-1.19150255756157e-06i,4.34230728684243e-05+-5.44243078212761e-06i,7.34597729080279e-05+-6.67728455778889e-06i,-3.09181450312144e-05+-3.6642318081433e-07i,8.20161409284141e-06+-3.83045278596927e-06i,5.44031563992029e-07+-5.42486212185689e-06i,5.47442496970079e-05+-4.76700283491022e-06i,0.000109541185073954+-7.199781707933e-06i,3.86062290245969e-05+-1.14507802948034e-05i,3.30174609796921e-05+-2.23662049375353e-05i,0.000261240153919117+-4.22361896621195e-05i,-3.72851806889324e-05+2.81982353827032e-05i,2.87114651384797e-05+-7.7735263837848e-06i,-8.74636378884817e-06+-1.02548509085308e-05i,0.000132375253866872+-0.000104524888415388i,3.46203049811913e-05+-2.51305646538716e-05i,7.269122081082e-05+-2.57991072593252e-05i,0.000265732514120217+-6.00096256127861e-05i,-0.00529544503021158+-0.00312711364292623i,2.69740200651685e-05+-3.52598503820296e-05i,3.11182460169482e-06+-1.74338077823417e-05i,-3.91805835550133e-05+-2.64417418661345e-05i,-7.14503627313091e-06+-2.10781536585247e-05i,-1.10520269796368e-05+-1.58944650524803e-05i,2.3968548644227e-05+-1.87965849466269e-05i,0.000219275574267283+-1.66279561790496e-05i,-0.000158677642002271+-2.21511326916769e-05i,-5.92513669954671e-06+-2.13563770089979e-05i,-1.00207204992252e-05+-4.69375280733637e-06i,7.26098584240201e-07+-1.38978034549435e-05i,2.38569085659246e-05+-2.26533182215299e-05i,4.11934941413113e-05+-2.96220536341318e-05i,6.24719531705769e-05+8.70751585562552e-05i
-67.5228251245795,6.22590235111726,31.2,5.43470084770806e-06+8.23988463226607e-11i,7.05540645671896e-06+5.34490536587243e-11i,2.13838010235161e-05+-3.76465164373435e-08i,2.76470042171568e-06+-1.67627247211886e-08i,0.000158152898228929+-1.23473306461354e-06i,2.44605764333066e-05+-4.72756163842998e-07i,3.61386023672201e-05+-2.05309307053139e-06i,2.32213101207867e-05+-1.18469127169358e-06i,-8.8241906050387e-06+-1.19125268359776e-06i,4.27886947358157e-05+-5.44367339303477e-06i,7.29616889961346e-05+-6.67133939228008e-06i,-3.0585832055792e-05+-3.66320639123986e-07i,8.20310277181919e-06+-3.82993982719243e-06i,4.5379573830961e-07+-5.42066733892184e-06i,5.49514144099962e-05+-4.76385422487293e-06i,0.000111008122798102+-7.1912300452279e-06i,3.87938015295029e-05+-1.14348817824485e-05i,3.25910267834077e-05+-2.23256441027746e-05i,0.000260256545994148+-4.21888704071665e-05i,-3.61542472329138e-05+2.81849782601547e-05i,2.87368839019789e-05+-7.76276287944081e-06i,-8.80282143826943e-06+-1.02314770975018e-05i,0.000129669669267335+-0.000104622398299698i,3.43825358127762e-05+-2.5078906501941e-05i,6.08045374677873e-05+-2.64827681199877e-05i,0.000264139802481924+-5.99748452107433e-05i,-0.00520786439641431+-0.00306027598855049i,2.83776278220272e-05+-3.50906992929552e-05i,3.96232216621729e-06+-1.73477558441153e-05i,-3.91188912202216e-05+-2.63129886557443e-05i,-7.29065546499295e-06+-2.09705550778074e-05i,2.42417201780188e-06+-1.60314043228643e-05i,2.49717306407657e-05+-1.87371559973286e-05i,0.000216958309404593+-1.67080770127369e-05i,-0.000157171445872565+-2.16312851921704e-05i,-5.33171238941701e-06+-2.12583673501627e-05i,-8.10880476568487e-06+-4.79025928139924e-06i,2.96937127619673e-06+-1.4044563898936e-05i,2.66774055159115e-05+-2.27156125645625e-05i,4.58532136915805e-05+-2.99161289554794e-05i,6.029156566423e-05+8.65848761201325e-05i
-67.5228251245795,18.6770227242932,31.2,5.30630509289078e-06+8.76649636759715e-11i,4.78883049560729e-06+7.77033647997634e-10i,2.17985765054087e-05+-3.62293584190809e-08i,3.2355501162884e-06+-1.60320755940136e-08i,0.000146622179660877+-1.22518457887987e-06i,2.31995744254955e-05+-4.62901496968849e-07i,3.21759729172053e-05+-2.01374758200633e-06i,2.17930324083017e-05+-1.15848025068537e-06i,-7.5893618750871e-06+-1.16472012018146e-06i,2.60655499527411e-05+-5.38419454355431e-06i,6.12360825902997e-05+-6.50966571801344e-06i,-2.7202391422356e-05+-3.58400245080518e-07i,8.3090909204663e-06+-3.74650415094486e-06i,2.31365010412934e-06+-5.30169062042852e-06i,4.72923082124906e-05+-4.71759927641745e-06i,0.000105298867598981+-6.99314797096975e-06i,3.7691575180137e-05+-1.1162954453202e-05i,3.86050718198539e-05+-2.1904663659633e-05i,0.000196275724711364+-3.93572073118452e-05i,-4.83987094408375e-05+2.71132605640706e-05i,2.25960413556968e-05+-7.54913404442804e-06i,-8.28294427266887e-06+-9.95535579774606e-06i,8.93697534651982e-05+-0.000104413763016423i,2.85707346815942e-05+-2.43821927764526e-05i,4.65896655179404e-05+-2.63075883813486e-05i,0.000241205043070307+-5.78388214276352e-05i,-0.00472340108349536+-0.0027110810611025i,1.18293599699607e-07+-3.42622803845005e-05i,-3.34500939553118e-06+-1.6768279793278e-05i,-3.90096296150475e-05+-2.5450978724563e-05i,-1.40289458397478e-05+-2.02080065806514e-05i,1.04489112913122e-05+-1.56967296601469e-05i,5.55719683263372e-06+-1.79851350851373e-05i,0.000104014061589798+-1.42580603924973e-05i,-8.59500498821636e-05+-1.99456089744291e-05i,1.60369316008418e-06+-2.0296691196058e-05i,-2.09966760780246e-05+-4.6495043405068e-06i,-1.72717362517119e-06+-1.34177278998918e-05i,2.08047342824084e-05+-2.14666966925828e-05i,3.92175481390225e-05+-2.84543923023142e-05i,3.76594964884572e-05+8.52873486317943e-05i
-67.5228251245795,31.1281430974691,31.2,5.06723528125542e-06+8.70438744060931e-11i,1.14622642642803e-06+1.78966828685768e-09i,2.24463176365614e-05+-3.35428688272932e-08i,4.05727685686527e-06+-1.48198071486174e-08i,0.000126159367611687+-1.20628889305976e-06i,2.09756883059059e-05+-4.44691092541477e-07i,2.44667388275217e-05+-1.94144979312605e-06i,1.92608018028455e-05+-1.10994615398966e-06i,-5.94651881713612e-06+-1.1137545739858e-06i,4.99406114492916e-06+-5.21847633457309e-06i,4.54711623333872e-05+-6.20459647218453e-06i,-2.26457877355824e-05+-3.39788072864965e-07i,8.24957184149125e-06+-3.57556251010563e-06i,5.06782443177213e-06+-5.05357746465523e-06i,3.44308761817254e-05+-4.60538554669795e-06i,9.34685328137142e-05+-6.58321818952808e-06i,3.46922414323745e-05+-1.05825148523751e-05i,4.51317862350819e-05+-2.08896417093965e-05i,9.83402421902889e-05+-3.44608008760079e-05i,-6.10448607987104e-05+2.51198215903842e-05i,1.38763960227313e-05+-7.09807295178784e-06i,-7.54856922812263e-06+-9.34049165910437e-06i,1.22514166729295e-05+-0.000102843676361074i,1.80071508885818e-05+-2.27777660661839e-05i,3.46070584580038e-05+-2.48085361108336e-05i,0.000200343263786907+-5.29350190801491e-05i,-0.00390365535824653+-0.00214326623196445i,-3.25130147514719e-05+-3.20802040508704e-05i,-1.25549029892978e-05+-1.5412352260496e-05i,-3.69906938416653e-05+-2.33973189953915e-05i,-1.99077868825077e-05+-1.84618617401878e-05i,1.09093021262621e-05+-1.45630080059862e-05i,-1.96804043617251e-05+-1.60614729329696e-05i,-3.33100322574731e-05+-1.01972150741193e-05i,-1.19857394201626e-06+-1.72235235983787e-05i,3.19322176279406e-06+-1.77324793932027e-05i,-3.04090305480028e-05+-4.05668717148379e-06i,-9.39034016476403e-06+-1.1586646160672e-05i,6.84181629908129e-06+-1.82464031032529e-05i,1.97130193216371e-05+-2.43416294115776e-05i,-1.34010065679054e-05+8.13467850815025e-05i
-67.5228251245795,43.579263470645,31.2,4.68770602611676e-06+8.97963153622528e-11i,-2.78860012999967e-06+2.64090404997366e-09i,2.27351604113418e-05+-2.95293242922274e-08i,4.87887057806384e-06+-1.31174095067021e-08i,0.000100587139448834+-1.17161626125863e-06i,1.79123586787687e-05+-4.18601550962133e-07i,1.58404107457884e-05+-1.83405102475176e-06i,1.5967636087528e-05+-1.04113467545901e-06i,-4.2908563686931e-06+-1.04229817573849e-06i,-9.10794577431059e-06+-4.91299795383278e-06i,3.10707490883916e-05+-5.77838712270625e-06i,-1.72307969280312e-05+-3.09262358121814e-07i,7.78281147543135e-06+-3.33309467462379e-06i,6.97174124801126e-06+-4.69887568239607e-06i,2.19383081696312e-05+-4.41722439258324e-06i,7.99863296924775e-05+-6.01997334089347e-06i,3.01427926914204e-05+-9.78753306961296e-06i,4.65242159310368e-05+-1.9405955328926e-05i,2.90438342712442e-07+-2.89118338520449e-05i,-5.99460929933389e-05+2.28518871378334e-05i,6.96944643551833e-06+-6.51420671028474e-06i,-6.57154654232118e-06+-8.53368384102943e-06i,-6.0919754417086e-05+-9.86799609873905e-05i,6.95970940231581e-06+-2.06923787436153e-05i,2.39799958139318e-05+-2.26241940949196e-05i,0.000143977198368149+-4.66801120893435e-05i,-0.00283192118835377+-0.00139381831901971i,-4.39709998823349e-05+-2.91291134197449e-05i,-1.66536476876241e-05+-1.37220203660678e-05i,-2.93862385620352e-05+-2.08390891304318e-05i,-1.85876590908943e-05+-1.6410919033858e-05i,6.58878820556068e-06+-1.31574057404527e-05i,-3.44033762241886e-05+-1.36470475552751e-05i,-0.000115975261905038+-6.32888799435488e-06i,4.93954467508867e-05+-1.46808140713909e-05i,-3.30828827391961e-06+-1.45577960962415e-05i,-2.50933288686318e-05+-3.40567870616767e-06i,-1.31447683011612e-05+-9.42312183507638e-06i,-4.85746255523579e-06+-1.44069733159406e-05i,1.59751720235921e-06+-1.93291257638996e-05i,-7.525648225819e-05+7.83362329743322e-05i
-67.5228251245795,56.030383843821,31.2,4.14577426193567e-06+8.76273779798993e-11i,-6.16472883096932e-06+2.99332522001003e-09i,2.21557949740235e-05+-2.41913544528497e-08i,5.55633570849038e-06+-1.09736269325395e-08i,7.08271889315432e-05+-1.11702949627582e-06i,1.41855558322056e-05+-3.83849531374695e-07i,5.76330073108989e-06+-1.69048405186175e-06i,1.19581091717069e-05+-9.50547501807308e-07i,-3.13384314382774e-06+-9.47884162786837e-07i,-9.64771478392581e-06+-4.43471304529092e-06i,2.31919624856656e-05+-5.22972970672479e-06i,-1.3006955669042e-05+-2.64094788899197e-07i,6.78602476017874e-06+-3.00903037011088e-06i,7.78090209311391e-06+-4.22171608219793e-06i,1.06299058366128e-05+-4.13685712115765e-06i,6.12213470078802e-05+-5.27996649940823e-06i,2.32197201123183e-05+-8.73830413373527e-06i,4.01937399682739e-05+-1.73344527288762e-05i,-7.9729223251644e-05+-2.31293437557355e-05i,-4.23134106251283e-05+2.02930016400321e-05i,2.87404474115222e-06+-5.77524575470494e-06i,-5.13717634854764e-06+-7.49429747640896e-06i,-0.000107445470274383+-8.9886298434901e-05i,-1.99298171381552e-06+-1.80007859301644e-05i,1.40119780322215e-05+-1.9647248017959e-05i,8.47142943141039e-05+-3.9038783662111e-05i,-0.00174468876037886+-0.000657074918529536i,-3.59537573320315e-05+-2.52211408674015e-05i,-1.53354432491002e-05+-1.15826313073961e-05i,-2.02939941388614e-05+-1.75991743290643e-05i,-1.18442365285934e-05+-1.38368050505351e-05i,4.90404528012206e-07+-1.11959577114465e-05i,-3.77519113622024e-05+-1.05892752100849e-05i,-0.000131193869955291+-2.83447130711207e-06i,5.66441287198839e-05+-1.21254660124818e-05i,-1.4170947623226e-05+-1.05734470537679e-05i,-1.35367860413415e-05+-2.44311319545289e-06i,-1.58478352491546e-05+-6.63437553484907e-06i,-1.70652786008358e-05+-9.66672089903651e-06i,-1.82327738226115e-05+-1.31047796645107e-05i,-0.00012512920166882+7.18206597401442e-05i
-67.5228251245795,68.4815042169969,31.2,3.46284767677579e-06+8.57564909912444e-11i,-7.474870351404e-06+2.18087064897285e-09i,1.98589073736324e-05+-1.79520761093367e-08i,5.54717206249876e-06+-8.60030516746532e-09i,4.52489916701007e-05+-1.03718041056308e-06i,1.04010586407008e-05+-3.43810653459859e-07i,2.31526062776887e-07+-1.51585463770832e-06i,8.43833434333346e-06+-8.46706676351337e-07i,-2.35442594344902e-06+-8.39528177103054e-07i,-1.04894978439373e-06+-3.85519652144452e-06i,2.04524132388972e-05+-4.61271756156408e-06i,-9.81695812502771e-06+-2.11814257527341e-07i,5.45566585984042e-06+-2.63954541178834e-06i,6.84376445872958e-06+-3.67419317636472e-06i,5.04651687571982e-06+-3.76829972071999e-06i,4.37866779229528e-05+-4.45231410955387e-06i,1.6482025629418e-05+-7.56355695835315e-06i,2.97075323556158e-05+-1.49547668859637e-05i,-0.000115569561122981+-1.81378998724216e-05i,-1.92289263199516e-05+1.76108843536427e-05i,1.79545120181218e-06+-4.97004885283962e-06i,-3.54565483928546e-06+-6.36000567147063e-06i,-9.11266550212024e-05+-7.52571684270996e-05i,-4.48035334178786e-06+-1.50554923087189e-05i,6.75104170688969e-06+-1.64915576606862e-05i,4.21910187202982e-05+-3.16234251786592e-05i,-0.000979363949563744+-0.000176456182654072i,-2.16713705927002e-05+-2.09676004819071e-05i,-1.13381421229615e-05+-9.32986945500352e-06i,-1.26218674443788e-05+-1.41517691535267e-05i,-5.44157824898758e-06+-1.11086325849913e-05i,-2.87039585304059e-06+-9.04539750655409e-06i,-3.15142107019001e-05+-7.46556829529079e-06i,-0.000101869559793897+3.94059063819971e-08i,3.94275939419811e-05+-9.86442309967485e-06i,-1.81352366084107e-05+-6.69649532530736e-06i,-6.78605637412027e-06+-1.49413450244939e-06i,-1.54932950477806e-05+-3.85877522093374e-06i,-2.08374648505041e-05+-5.02082772123025e-06i,-2.53432961876124e-05+-6.9817393005747e-06i,-0.000118155492413705+6.04853851111256e-05i
-67.5228251245795,80.9326245901728,31.2,2.64262744176661e-06+8.87218457891021e-11i,-6.57486982601262e-06+2.34398686563097e-10i,1.55631846288025e-05+-1.09021770378874e-08i,4.65509606472062e-06+-6.03557948942018e-09i,2.6948202833994e-05+-9.26966625997908e-07i,7.01384531813657e-06+-2.98487411999537e-07i,-8.1286320135344e-07+-1.31144616714774e-06i,5.71075956874173e-06+-7.29648983326928e-07i,-1.58533958255633e-06+-7.15849208996944e-07i,6.54952579850278e-06+-3.21749337997898e-06i,1.77916574042388e-05+-3.92143487629294e-06i,-6.87160017314193e-06+-1.55039729764016e-07i,4.02321270207005e-06+-2.22293759210877e-06i,4.86335384251657e-06+-3.0543480569865e-06i,3.88557787347282e-06+-3.307700243949e-06i,2.89578828918808e-05+-3.53141163248651e-06i,1.09042056526487e-05+-6.24309935722114e-06i,1.92830412830699e-05+-1.22627055707346e-05i,-0.000103097987702125+-1.38845814496134e-05i,-4.71259648375295e-06+1.44790273961584e-05i,1.54787917263045e-06+-4.06098062936534e-06i,-2.26678179584808e-06+-5.0885570545757e-06i,-4.34658223010418e-05+-5.67046695264888e-05i,-3.06105753355034e-06+-1.17578332324166e-05i,2.57841076493683e-06+-1.29506953879295e-05i,1.7775461953994e-05+-2.41445982058987e-05i,-0.00052665774529393+4.90301035267703e-05i,-1.29417149403575e-05+-1.61675374834789e-05i,-7.98325536075032e-06+-6.85989782152765e-06i,-7.83576181199687e-06+-1.03051123157039e-05i,-2.608271725947e-06+-8.04331220992131e-06i,-3.97904370484334e-06+-6.55354930248134e-06i,-2.18374549187607e-05+-4.27825733516423e-06i,-6.1971938250843e-05+2.51303498882837e-06i,1.9102676946868e-05+-7.44990958225244e-06i,-1.55094473916113e-05+-3.01820242237511e-06i,-4.82932753000835e-06+-5.21095376018143e-07i,-1.26483411523978e-05+-1.17632898686953e-06i,-1.77569504498177e-05+-6.81620411669457e-07i,-2.2135097010961e-05+-1.21850962637656e-06i,-6.71371562907533e-05+4.37798671166651e-05i
