x,y,z,f_69_6,f_119_09,f_201_88,f_209_73,f_259_98,f_339_62,f_352_58,f_394_19,f_495_78,f_530_25,f_553_72,f_584_33,f_613_07,f_672_79,f_717_58,f_801_83,f_816_88,f_858_01,f_892_99,f_911_85,f_942_89,f_1020_6,f_1060_8,f_1090_9,f_1208,f_1251_3,f_1264_8,f_1322_4,f_1348_3,f_1353_3,f_1452_4,f_1474_4,f_1533_8,f_1563_4,f_1577_6,f_1644_9,f_1669_5,f_1774_6,f_1814_8,f_1823_3,f_1854_1,f_1930_7,f_1948_7
-83.6110639962151,-85.4659204586534,31.2,2.69705219701964e-06+7.77332759948485e-10i,-6.49682969615335e-06+4.53060642626631e-09i,-2.8795838968225e-06+-1.28359583816768e-09i,2.05717246889204e-05+-1.14566335657585e-08i,4.69630831234505e-06+-7.68927824296165e-07i,2.45592372637892e-07+-6.02710201982658e-08i,1.48773636218213e-05+-1.23760514704463e-06i,5.55596463162796e-06+-5.97891867180585e-07i,-6.63618052506933e-06+-3.62255766498207e-07i,1.87601906679699e-05+-2.43981483844481e-06i,8.55845864702427e-06+-1.76426546410575e-06i,-1.78357297971871e-05+4.86012624453064e-07i,1.77013847094627e-06+-1.64064792955234e-06i,4.01226388086084e-06+-2.51449682632008e-06i,4.84997362176717e-06+-3.66150246867867e-06i,-5.63881922980532e-06+-4.21457182204082e-06i,2.77440270286541e-05+-4.27869400814794e-06i,-3.40384523470576e-05+-4.75479595517451e-06i,-6.01440329771689e-05+3.13322596403329e-05i,-8.00354720407923e-06+-1.34156708859109e-07i,-2.21105674787526e-06+-3.70987872142526e-06i,-2.37219202670926e-06+-5.09632557099973e-06i,-1.48116225489702e-06+-6.47797356170939e-06i,-1.61343979373516e-05+-1.26712553573923e-05i,-4.23726018993485e-06+-5.66103612628114e-06i,-4.47478993540942e-06+7.11812460684084e-07i,-4.33783906075087e-06+-1.43869484204721e-05i,-4.72103957357462e-06+-6.46351155880838e-06i,-1.10992930017322e-05+-1.28010228163799e-05i,-8.41314395685605e-06+-7.93485032604691e-06i,-8.33142347310574e-06+-1.14602195833648e-05i,-7.76922077934841e-06+-5.87115780300934e-06i,-5.06386422927096e-06+-3.58181669131447e-06i,1.19242406331208e-05+-1.37132173088938e-06i,-5.3252944060931e-05+-3.11191890043382e-06i,-1.84955180029097e-05+-9.77392944321511e-07i,-2.50607228613089e-05+-6.90444727606548e-07i,-9.55480694784091e-06+1.68478033775478e-06i,-1.9751072863698e-05+3.16621296251147e-06i,-3.6255849406489e-05+5.72494391435193e-06i,5.9920016860837e-06+-2.76620681346766e-06i,1.10855262461444e-05+-9.14150678987859e-06i,0.000115891560362713+-6.98830286147107e-05i
-83.6110639962151,-72.3194240552415,31.2,3.47984449672443e-06+8.22720335974206e-10i,-5.71148122776878e-06+7.14220957388514e-09i,-3.97016318325351e-06+6.39918524257232e-10i,2.50343957248304e-05+-2.35007209849753e-08i,1.74866006105547e-05+-8.59861710721496e-07i,2.10073992351925e-06+-6.59893510797727e-08i,1.96947416014948e-05+-1.43138537814934e-06i,8.37848380173794e-06+-6.92065638617108e-07i,-9.67571078656229e-06+-4.39416273079826e-07i,1.77913124873702e-05+-2.86559578332358e-06i,1.12474756766193e-05+-2.06559728277935e-06i,-2.8053334164948e-05+5.12319846882105e-07i,1.92493100028775e-06+-1.94474465790731e-06i,5.90004499607129e-06+-3.00463487017668e-06i,4.23078501494583e-06+-4.2561816450965e-06i,5.41318909858245e-06+-5.45030053072378e-06i,3.47467417576249e-05+-5.32975078508724e-06i,-3.9439542124667e-05+-6.02761549188676e-06i,-0.000102004314353272+3.7094067006029e-05i,-1.31192914923737e-05+-1.94042941425863e-07i,-3.60768047864521e-06+-4.5779077477991e-06i,-3.4540212270544e-06+-6.41684417508075e-06i,-2.11154950967724e-06+-8.18429461008041e-06i,-2.772874076471e-05+-1.60479274976437e-05i,-2.925134809112e-06+-7.56871730163401e-06i,9.23591720536444e-06+-1.47855123458679e-07i,-2.16722435816281e-05+-1.89283924602479e-05i,-8.81048618262677e-06+-8.80266557624841e-06i,-5.09821000609806e-06+-1.7129154860877e-05i,-7.6689208524002e-06+-1.08991176689332e-05i,-1.20484322866004e-05+-1.60383076177544e-05i,-1.02090822144484e-05+-8.70313009752938e-06i,-7.35352568533859e-06+-5.93956782859484e-06i,1.80306940819405e-05+-1.91995109312475e-06i,-6.96795930133873e-05+-7.41620558976595e-06i,-2.34887882952733e-05+-3.50350092023204e-06i,-3.14726972240879e-05+-4.02264266143912e-06i,-1.37051296348351e-05+4.32743114225132e-07i,-2.79071983489128e-05+8.72268780511846e-07i,-5.05615663394025e-05+2.09386173395101e-06i,7.02918208518179e-06+-4.25986047257039e-06i,4.8967424802625e-06+-1.05372054230664e-05i,9.74997578408717e-05+-7.47067532405697e-05i
-83.6110639962151,-59.1729276518295,31.2,4.12810955655892e-06+8.68249481974851e-10i,-2.72169026101596e-06+8.43335450116014e-09i,-5.16189615227646e-06+2.27611598321429e-09i,2.7419734400944e-05+-3.43322971491807e-08i,3.8518238872245e-05+-9.25264007874343e-07i,5.60150636429319e-06+-7.06717386801158e-08i,2.26440489281556e-05+-1.60877871980125e-06i,1.15326634419772e-05+-7.76436834632252e-07i,-1.33156545987897e-05+-5.08660534637842e-07i,1.837594523486e-05+-3.23678543696042e-06i,1.44042826305538e-05+-2.33400016338273e-06i,-3.92408098655945e-05+5.353867872184e-07i,2.07632900590178e-06+-2.21607179065846e-06i,7.53785442819597e-06+-3.44249820851603e-06i,6.02985747183142e-06+-4.7790199580317e-06i,1.23373013596463e-05+-6.66930346446893e-06i,3.79750197282655e-05+-6.28636708779485e-06i,-3.31669951705737e-05+-7.24273399601005e-06i,-0.000143366184954941+4.22186739155059e-05i,-1.67498703554661e-05+-2.40815876280721e-07i,-3.63483451061294e-06+-5.36706296610244e-06i,-3.72818079219428e-06+-7.62161904084471e-06i,-1.34355128311832e-06+-9.74974007847863e-06i,-2.61999757859887e-05+-1.94767744546682e-05i,2.7347664528427e-06+-9.38406684237923e-06i,5.22911682877565e-05+-1.87998322025425e-06i,-7.20830889596446e-05+-2.39024479714145e-05i,-1.72761542246388e-05+-1.09310641378493e-05i,4.28549587960467e-06+-2.11486602874675e-05i,-6.51001159311409e-06+-1.37026109881257e-05i,-1.91173405813552e-05+-2.03768127309865e-05i,-1.37157844039688e-05+-1.14319867450005e-05i,-1.10465517413411e-05+-8.29613992429191e-06i,2.60069019479564e-05+-2.48748142089974e-06i,-8.34744887036481e-05+-1.1762812624375e-05i,-2.4791727062322e-05+-6.21014412639006e-06i,-2.90921373985078e-05+-7.71293125291166e-06i,-2.08675413694534e-05+-1.04253287976362e-06i,-3.72067209966931e-05+-1.8427951131488e-06i,-6.29704202768876e-05+-2.23198584951632e-06i,-5.97434990457399e-07+-5.77981749090886e-06i,-1.32421281262049e-05+-1.11520361356873e-05i,1.40551628573937e-05+-7.23798757920641e-05i
-83.6110639962151,-46.0264312484176,31.2,4.61197312428698e-06+8.95031289372618e-10i,2.67691075357575e-06+8.11219270185682e-09i,-6.07013391137275e-06+3.56118377701596e-09i,2.75593024789183e-05+-4.35507852367288e-08i,6.29949787170679e-05+-9.68769452833994e-07i,9.39341306388299e-06+-7.42830830394457e-08i,2.52839474481334e-05+-1.75906806705489e-06i,1.46613939359341e-05+-8.47808286398431e-07i,-1.74895652836575e-05+-5.69978483630129e-07i,2.53459129818108e-05+-3.51554323629271e-06i,1.83562673869675e-05+-2.55960879237185e-06i,-5.02613458855902e-05+5.5083029611555e-07i,2.31907512331567e-06+-2.44804618598359e-06i,8.59898470400695e-06+-3.81892505767056e-06i,1.13574808824906e-05+-5.19789805217665e-06i,1.21195688928934e-05+-7.88016264604338e-06i,3.15591689126161e-05+-7.13782891520971e-06i,-9.04343250484673e-06+-8.4108520187827e-06i,-0.000168041851124762+4.72251604901617e-05i,-1.62870471896033e-05+-2.77264620891853e-07i,-1.09091527411005e-06+-6.07577650400214e-06i,-2.49712059968026e-06+-8.71042124578729e-06i,1.42041652594756e-06+-1.11723894430312e-05i,-6.17089032625745e-06+-2.30443023863015e-05i,1.21256023158028e-05+-1.11277451711305e-05i,0.000116155484308427+-4.42754756695183e-06i,-0.000144208254251627+-2.88456144026294e-05i,-2.68856627969077e-05+-1.29270501552145e-05i,1.51979224880188e-05+-2.48098797462011e-05i,-4.80564032964779e-06+-1.63125509033075e-05i,-2.89286378694516e-05+-2.43898112344668e-05i,-1.70684662382127e-05+-1.40304272606389e-05i,-1.23525040622065e-05+-1.06101109811122e-05i,3.94375889837956e-05+-3.10520611908129e-06i,-0.000104986784448864+-1.62398629683333e-05i,-2.30444340305759e-05+-9.02212844305509e-06i,-1.82790373119387e-05+-1.15768607756022e-05i,-3.0563675928908e-05+-2.6855601739395e-06i,-4.76032838522562e-05+-4.73849516785688e-06i,-7.4711523447367e-05+-6.76031182574537e-06i,-1.40471915184788e-05+-7.38700701449121e-06i,-3.42332426950548e-05+-1.14499093873456e-05i,-8.22848249663708e-05+-6.76230070908589e-05i
-83.6110639962151,-32.8799348450056,31.2,4.95567758128819e-06+9.19476490454848e-10i,8.81268702387836e-06+7.162054105089e-09i,-6.68608435582209e-06+4.56724506130539e-09i,2.65192826548055e-05+-5.0885283877093e-08i,8.59660592274673e-05+-9.96212505799127e-07i,1.40044662665403e-05+-7.63936706235167e-08i,2.35126193735302e-05+-1.88526531897809e-06i,1.69204043883745e-05+-9.03994414113754e-07i,-2.1982223314097e-05+-6.19202696998881e-07i,4.05881498211748e-05+-3.6748372539742e-06i,2.29594515270984e-05+-2.73014444598115e-06i,-6.03345143354716e-05+5.630873280672e-07i,2.56942903932488e-06+-2.62563449675685e-06i,9.02706888625236e-06+-4.10683938214031e-06i,1.86375400120156e-05+-5.50327722427497e-06i,7.73798899632055e-06+-8.97231633043733e-06i,1.66122708697263e-05+-7.79839350569861e-06i,2.68996875279078e-05+-9.41454150731146e-06i,-0.000172141905340616+5.17402741316881e-05i,-1.21213920211737e-05+-2.97518235868945e-07i,3.28994712908829e-06+-6.63109519406439e-06i,-3.52496158343002e-07+-9.5581286970201e-06i,5.48748231550934e-06+-1.22856852229038e-05i,2.24040775381902e-05+-2.61648819574286e-05i,2.255147830979e-05+-1.25111969970725e-05i,0.000180932730151286+-6.82697666877238e-06i,-0.000214608957138724+-3.30463578737321e-05i,-3.15038430359312e-05+-1.46017978111729e-05i,1.14847436437407e-05+-2.77981298100726e-05i,-7.92427451025623e-06+-1.83484207716114e-05i,-4.11070187003193e-05+-2.75869979135191e-05i,-2.04284648524379e-05+-1.60635655364943e-05i,-1.12203004920657e-05+-1.24530255736215e-05i,5.64311520123923e-05+-3.55269521688315e-06i,-0.000135608018630861+-1.9910518177535e-05i,-2.25580582855256e-05+-1.12900853178917e-05i,-9.67957479508153e-06+-1.47709720215536e-05i,-3.85665930832293e-05+-4.01263816687296e-06i,-5.78793536700431e-05+-7.19493639957021e-06i,-8.9639782133939e-05+-1.06915165515866e-05i,-1.96722895736504e-05+-8.42438809175554e-06i,-4.61740348324146e-05+-1.12482322337323e-05i,-0.0001354415143675+-6.22628387603996e-05i
-83.6110639962151,-19.7334384415936,31.2,5.16208776151832e-06+9.33596144380064e-10i,1.39523815422808e-05+6.04153002758884e-09i,-7.15611502729948e-06+5.14440276850542e-09i,2.53980661979654e-05+-5.57676564398943e-08i,0.000103398505683427+-1.01099652040383e-06i,1.78695698959646e-05+-7.74040892447485e-08i,2.01718058022882e-05+-1.97431983429748e-06i,1.82658896972756e-05+-9.41984763866012e-07i,-2.59222450796658e-05+-6.53427785821198e-07i,5.93220483888942e-05+-3.73163342535777e-06i,2.71733505166365e-05+-2.8406910906263e-06i,-6.73781866767004e-05+5.71556076172907e-07i,2.87689174322523e-06+-2.74319264922611e-06i,8.90571520598275e-06+-4.29727435820559e-06i,2.62678199506353e-05+-5.69475569876165e-06i,9.54202817316271e-06+-9.80030160116827e-06i,-1.96890577356581e-07+-8.24608355789585e-06i,6.59384592384774e-05+-1.01745013447894e-05i,-0.00015972475738302+5.54453457180641e-05i,-5.60984336460588e-06+-3.05258424084593e-07i,8.50078087816001e-06+-7.01806802751642e-06i,1.70047057438229e-06+-1.0140237192286e-05i,1.00382728754793e-05+-1.30654768076656e-05i,4.60470286782976e-05+-2.84154500098903e-05i,3.13521509668068e-05+-1.35082681387089e-05i,0.000228361355924205+-8.6296699295752e-06i,-0.00026240200637847+-3.58918816208293e-05i,-2.81294068071368e-05+-1.59924229915915e-05i,-8.37525966667607e-06+-3.00919144567482e-05i,-1.59059741027974e-05+-1.97791677941739e-05i,-5.34916567333656e-05+-2.98949684978685e-05i,-2.30606558674781e-05+-1.75058827360517e-05i,-6.19808640120406e-06+-1.37908410677157e-05i,7.51197903356754e-05+-3.88711427327098e-06i,-0.000177765822684436+-2.27170042062693e-05i,-2.71014446688518e-05+-1.29520462365719e-05i,-1.28948750806531e-05+-1.71261508552773e-05i,-4.11471905880612e-05+-5.0219135228899e-06i,-6.47326064778982e-05+-9.03956978983128e-06i,-0.000104748611599102+-1.35578439353873e-05i,-1.1952967996842e-05+-9.33892098312676e-06i,-3.69506389430326e-05+-1.09604504196457e-05i,-9.07857991208976e-05+-6.09876919668612e-05i
-83.6110639962151,-6.58694203818165,31.2,5.24276616657985e-06+9.46168075910424e-10i,1.67224471293895e-05+5.45297857162757e-09i,-7.43298080212694e-06+5.35951026048276e-09i,2.47005053854078e-05+-5.79963419453143e-08i,0.00011216593137734+-1.01673525917223e-06i,1.98630971105376e-05+-7.72413592533393e-08i,1.77247555301045e-05+-2.01836937239515e-06i,1.88155685192755e-05+-9.60170197962357e-07i,-2.80056904099913e-05+-6.70385862173229e-07i,7.13163615665968e-05+-3.74272359197562e-06i,2.94539259503249e-05+-2.89454166225793e-06i,-7.02090488124074e-05+5.75711821773153e-07i,3.15861239645711e-06+-2.80184672399985e-06i,8.67510610310709e-06+-4.39377270083282e-06i,3.10450584008262e-05+-5.7865645351421e-06i,2.24802818051127e-05+-1.02897848939038e-05i,-1.02795893769749e-05+-8.48140332875081e-06i,9.03014274531394e-05+-1.05961465482069e-05i,-0.00014742377378725+5.76959080395091e-05i,-8.37742271720495e-07+-3.04005653625869e-07i,1.1911576703701e-05+-7.2305132580478e-06i,2.83406355319712e-06+-1.04662595820746e-05i,1.35564482802922e-05+-1.35166454390578e-05i,5.69978477319457e-05+-2.96231194778476e-05i,3.55553109670079e-05+-1.41107473770729e-05i,0.000246914616672854+-9.52205528086583e-06i,-0.000278446048751313+-3.71714564403256e-05i,-2.24456934047418e-05+-1.69061767252355e-05i,-2.67975791994858e-05+-3.15308503169226e-05i,-2.26260181406522e-05+-2.0632049741647e-05i,-6.07497241913402e-05+-3.13093108003076e-05i,-2.44029047665775e-05+-1.83940182417072e-05i,-1.12727339304591e-06+-1.46281148596969e-05i,8.60920431932777e-05+-4.12874941497147e-06i,-0.000207514711039238+-2.44744255358658e-05i,-3.25822196267648e-05+-1.39910886712741e-05i,-2.16205900603899e-05+-1.8597267829744e-05i,-3.98568593243721e-05+-5.6966038010939e-06i,-6.64760743288275e-05+-1.02196321394996e-05i,-0.00011209645282295+-1.5311657302103e-05i,-2.55972784833564e-06+-1.00880666122213e-05i,-2.16028620505236e-05+-1.09377324447784e-05i,-4.00438903283634e-05+-6.33596108679169e-05i
-83.6110639962151,6.55955436523031,31.2,5.23963100732642e-06+9.45076940754468e-10i,1.66368338284808e-05+5.47858099942611e-09i,-7.6134007700435e-06+5.15733348710751e-09i,2.4909252120583e-05+-5.79532823682872e-08i,0.000112489631269585+-1.01651988897082e-06i,1.96301420675899e-05+-7.64101164728382e-08i,1.80576164805452e-05+-2.01831348830586e-06i,1.89398472417879e-05+-9.60375341617681e-07i,-2.81395469932678e-05+-6.69960553726167e-07i,7.15374664975708e-05+-3.73890528427954e-06i,2.94400208985467e-05+-2.89448901569927e-06i,-7.03905517387401e-05+5.74493089738871e-07i,3.21041405694181e-06+-2.80025588803123e-06i,8.7060798210885e-06+-4.39007967828728e-06i,3.10281450062068e-05+-5.78418280706148e-06i,3.75582188658445e-05+-1.04756558036843e-05i,-9.74842913932323e-06+-8.46769813732906e-06i,9.05016709062627e-05+-1.05772963439236e-05i,-0.0001477945508496+5.75782994094216e-05i,-4.26599210338668e-07+-3.00102699142085e-07i,1.20151530806749e-05+-7.21484290859245e-06i,2.81718281642304e-06+-1.04386481326856e-05i,1.50126629320039e-05+-1.34901118409436e-05i,5.64947977590394e-05+-2.95336979008404e-05i,3.62451997951526e-05+-1.40716216757943e-05i,0.000251545813555627+-9.50647530242243e-06i,-0.000283407529772782+-3.72997715894616e-05i,-2.27694291889531e-05+-1.68454022599344e-05i,-2.7415153800349e-05+-3.14163783844465e-05i,-2.31105832414644e-05+-2.05514843201456e-05i,-6.26355636246041e-05+-3.1188729603086e-05i,-2.52205225363096e-05+-1.82982011025348e-05i,-4.1857780836704e-07+-1.45535870804002e-05i,8.81503450559202e-05+-4.12342137817992e-06i,-0.000211257954996609+-2.4298907513658e-05i,-3.29881040235071e-05+-1.38861550673718e-05i,-2.21857144433388e-05+-1.85568790783325e-05i,-4.01599404432706e-05+-5.59064427573516e-06i,-6.72656808705313e-05+-1.00426545179143e-05i,-0.000113750813391173+-1.49985930068706e-05i,-2.25754675591032e-06+-9.95099762634185e-06i,-1.97699757781095e-05+-1.0671725308245e-05i,-6.80619658594779e-05+-6.47137261311131e-05i
-83.6110639962151,19.7060507686423,31.2,5.1308696535732e-06+9.318583662781e-10i,1.37612842316571e-05+6.13704071747087e-09i,-7.46158367802059e-06+4.57251495062979e-09i,2.56023878393355e-05+-5.53727061191965e-08i,0.000103170557332009+-1.01010856945125e-06i,1.71798973669892e-05+-7.4667947340414e-08i,2.0675736731192e-05+-1.9725093830779e-06i,1.84225762473991e-05+-9.41662114676701e-07i,-2.57914350314838e-05+-6.52676505189475e-07i,5.89605140676082e-05+-3.730371034407e-06i,2.67924082261734e-05+-2.84447812004542e-06i,-6.65112639258964e-05+5.67674192740187e-07i,3.12212702170346e-06+-2.74527848805773e-06i,8.93787445392763e-06+-4.30139485078131e-06i,2.64346536070097e-05+-5.69741405494598e-06i,4.17435207051372e-05+-1.05268081908296e-05i,1.44366194563364e-06+-8.25777896261126e-06i,6.52960685623417e-05+-1.01785031485309e-05i,-0.000160528454831897+5.55696424089602e-05i,-4.60442781269096e-06+-2.9570748814724e-07i,8.5504335113962e-06+-7.02986569621868e-06i,1.7264684251101e-06+-1.0173085896746e-05i,1.32281642352792e-05+-1.31289521362057e-05i,4.48231606040673e-05+-2.84887338889576e-05i,3.14976888808093e-05+-1.36322415393449e-05i,0.000227431694855496+-8.51640132645775e-06i,-0.000260787569725712+-3.60630920121131e-05i,-2.78739343879544e-05+-1.61029311762525e-05i,-8.49149326045218e-06+-3.02945687651677e-05i,-1.61075910330275e-05+-1.99282015496807e-05i,-5.50540373062583e-05+-3.0122125950779e-05i,-2.41319647813554e-05+-1.76614747619432e-05i,-4.38553103129798e-06+-1.40026108917506e-05i,7.53663320881105e-05+-4.04000842708966e-06i,-0.000178385562013451+-2.28737486033114e-05i,-2.71775658132193e-05+-1.31476844613327e-05i,-1.32640755876454e-05+-1.76479152092396e-05i,-4.08941494747245e-05+-5.07800750520164e-06i,-6.40771300215918e-05+-9.08134596297754e-06i,-0.000103517948807532+-1.3460603986588e-05i,-1.24866819879465e-05+-9.49438470157409e-06i,-3.40822312018295e-05+-1.07363649473589e-05i,-0.000158550065821953+-6.73213883587159e-05i
-83.6110639962151,32.8525471720542,31.2,4.92501082043819e-06+9.08230846597425e-10i,8.57990167365739e-06+7.21921129588705e-09i,-7.07235732228238e-06+3.59590548406362e-09i,2.68868110536143e-05+-5.0461127688309e-08i,8.58666671095553e-05+-9.96219756696449e-07i,1.32358612667317e-05+-7.20499066668818e-08i,2.41310512686746e-05+-1.88555043336857e-06i,1.71758030816878e-05+-9.04703993317562e-07i,-2.20067876639081e-05+-6.18590366431308e-07i,4.05493890637534e-05+-3.67071684039914e-06i,2.2603173490091e-05+-2.73640326887715e-06i,-5.98621565721273e-05+5.56100791659654e-07i,2.85656089291577e-06+-2.62813760963878e-06i,9.11066245388765e-06+-4.10954605807267e-06i,1.86826666646941e-05+-5.50472006362381e-06i,2.91759363380453e-05+-1.04485244725852e-05i,1.83950548846865e-05+-7.79890654168545e-06i,2.59230736132324e-05+-9.39721698365605e-06i,-0.000174238751691687+5.17085525031518e-05i,-1.08037561124501e-05+-2.85090933279594e-07i,3.16322992036194e-06+-6.6252841528921e-06i,-4.01572739969458e-07+-9.56218265614681e-06i,8.39720803220537e-06+-1.22892389408385e-05i,2.06430963485262e-05+-2.6144404950683e-05i,2.3195836217192e-05+-1.25965832710263e-05i,0.000180455668341441+-6.54025165373999e-06i,-0.000213793106618725+-3.32526318968591e-05i,-3.13181588695216e-05+-1.46378141917583e-05i,1.14211289059348e-05+-2.78588425558596e-05i,-8.06061812385584e-06+-1.84030124570728e-05i,-4.3289799813583e-05+-2.76288339979272e-05i,-2.1752139029796e-05+-1.60953213215112e-05i,-8.97773529955553e-06+-1.26277688072314e-05i,5.76932677192141e-05+-3.71851397213256e-06i,-0.000137886207246911+-1.98173029400342e-05i,-2.28139169792978e-05+-1.136033901189e-05i,-9.2930765593902e-06+-1.52891244544705e-05i,-3.87434467268926e-05+-3.92590699387696e-06i,-5.82259877202913e-05+-6.98932680661788e-06i,-9.04026549136741e-05+-1.01600951465992e-05i,-1.9444690680518e-05+-8.3678895326785e-06i,-4.39070959174558e-05+-1.06254742599947e-05i,-0.000199601560409099+-7.08004845320377e-05i
-83.6110639962151,45.9990435754662,31.2,4.5921513661991e-06+8.80701774079794e-10i,2.82275232663026e-06+8.04255736953861e-09i,-6.37754472459278e-06+2.28135911017564e-09i,2.77512553861212e-05+-4.3293906922765e-08i,6.42398396278327e-05+-9.69474176032892e-07i,9.31802721305518e-06+-6.83235532532346e-08i,2.49872700335479e-05+-1.76673967391345e-06i,1.49846665570289e-05+-8.50977067264152e-07i,-1.78400063128999e-05+-5.70768568696121e-07i,2.61032454136169e-05+-3.51163382038709e-06i,1.82744487248936e-05+-2.57184763971778e-06i,-5.08133742787573e-05+5.41130541761316e-07i,2.57874023357663e-06+-2.45490551242375e-06i,8.74582203055869e-06+-3.82623375182335e-06i,1.15197698189708e-05+-5.2029223109365e-06i,1.10706374681979e-05+-1.01925935182772e-05i,3.21186976755723e-05+-7.14042770746248e-06i,-8.42810157612313e-06+-8.39829614648628e-06i,-0.000173201047782512+4.70633768779665e-05i,-1.5015927219973e-05+-2.63765610701374e-07i,-1.36737863467819e-06+-6.06102052576107e-06i,-2.52380298760484e-06+-8.69959355465711e-06i,2.83936879981496e-06+-1.11171270158807e-05i,-5.94864629923875e-06+-2.30323415433036e-05i,1.39075300412183e-05+-1.11870789272548e-05i,0.000121403867715467+-4.12378360565955e-06i,-0.00015054303493766+-2.9282306159097e-05i,-2.77222318968759e-05+-1.2891826047271e-05i,1.48671458294018e-05+-2.47621792191239e-05i,-5.14016534664587e-06+-1.62958510511452e-05i,-3.17497325176841e-05+-2.43036907853777e-05i,-1.86149235216187e-05+-1.39649141765536e-05i,-1.09413826333351e-05+-1.07675502291935e-05i,4.14997656510191e-05+-3.25832166746035e-06i,-0.000107172283508178+-1.5936968822998e-05i,-2.28581565962499e-05+-8.98009766134122e-06i,-1.58056148548258e-05+-1.20650895838796e-05i,-3.18280057944926e-05+-2.48361867589555e-06i,-4.95244243867295e-05+-4.366945839394e-06i,-7.7866160581545e-05+-5.9709132690321e-06i,-1.42608527819765e-05+-7.06784539386971e-06i,-3.49324344913783e-05+-1.05918699272885e-05i,-0.000143314713956745+-7.65853772542115e-05i
-83.6110639962151,59.1455399788782,31.2,4.08629312495459e-06+8.44985337375842e-10i,-2.62616540760453e-06+8.33241422678765e-09i,-5.20427981762579e-06+6.60165497063849e-10i,2.73818544883142e-05+-3.36736138550051e-08i,3.85647992287284e-05+-9.25316480454194e-07i,5.58185414619452e-06+-6.28551409493835e-08i,2.25302372911814e-05+-1.61279370625676e-06i,1.17002359858334e-05+-7.78199007820661e-07i,-1.3415180338643e-05+-5.08655709396323e-07i,1.87002789020882e-05+-3.23029714972354e-06i,1.41669271690221e-05+-2.34592534627618e-06i,-3.92154365943731e-05+5.22172729948132e-07i,2.33535888842855e-06+-2.22341283802111e-06i,7.67033646716636e-06+-3.45124510229875e-06i,5.94155078640914e-06+-4.78157821822204e-06i,-2.04707760141116e-06+-9.68212620977355e-06i,3.80698560124317e-05+-6.29838701466521e-06i,-3.31214051203709e-05+-7.23567554565853e-06i,-0.000144938209347751+4.23078506900786e-05i,-1.51084500042392e-05+-2.30977433179691e-07i,-3.91158053770147e-06+-5.36604994420309e-06i,-3.72506482768916e-06+-7.6438384317136e-06i,-1.99601119126952e-06+-9.70188188139333e-06i,-2.55550379982811e-05+-1.95704970257056e-05i,3.75562441857763e-06+-9.53509773922826e-06i,5.01726933665334e-05+-1.47970459982802e-06i,-7.03951226352211e-05+-2.41855056464404e-05i,-1.72599080558586e-05+-1.1000590632849e-05i,5.17159912297101e-06+-2.12524050786401e-05i,-5.93103558281964e-06+-1.38042875184344e-05i,-1.97542904733581e-05+-2.04251664311382e-05i,-1.40913671190225e-05+-1.14919341495248e-05i,-9.16326898740946e-06+-8.63921847869872e-06i,2.70875800483871e-05+-2.73034883375866e-06i,-8.51660003976782e-05+-1.16923991504426e-05i,-2.48709070563299e-05+-6.33275802417125e-06i,-2.74706042720271e-05+-8.44700068574081e-06i,-2.16237752017825e-05+-9.32531482751009e-07i,-3.84336494383681e-05+-1.55992021991784e-06i,-6.4901358447284e-05+-1.4823460726585e-06i,-1.09665859716826e-06+-5.66210537267386e-06i,-1.30669577350619e-05+-1.04565179315164e-05i,-3.59509868246552e-05+-8.19741265538632e-05i
