x,y,z,f_69_6,f_119_09,f_201_88,f_209_73,f_259_98,f_339_62,f_352_58,f_394_19,f_495_78,f_530_25,f_553_72,f_584_33,f_613_07,f_672_79,f_717_58,f_801_83,f_816_88,f_858_01,f_892_99,f_911_85,f_942_89,f_1020_6,f_1060_8,f_1090_9,f_1208,f_1251_3,f_1264_8,f_1322_4,f_1348_3,f_1353_3,f_1452_4,f_1474_4,f_1533_8,f_1563_4,f_1577_6,f_1644_9,f_1669_5,f_1774_6,f_1814_8,f_1823_3,f_1854_1,f_1930_7,f_1948_7
-32.7145560809782,59.1455399788782,31.2,3.49408625452367e-06+-7.28785633133139e-10i,-1.1015279370027e-05+-1.86703338942285e-09i,-9.19352261610076e-06+-5.04403950985989e-10i,2.26375023907021e-05+-5.98873492032508e-08i,9.20387191031004e-05+-7.40087455228374e-07i,1.80747265905873e-05+-4.67090684716832e-08i,-2.70996314844154e-06+-1.59401605413204e-06i,1.05254294257357e-05+-7.30734051236409e-07i,2.22976843081915e-06+-6.45963880970156e-07i,-1.42688419324039e-05+-3.1883039668203e-06i,2.78860727577036e-06+-2.20673995731857e-06i,2.45964830486532e-05+-2.30098699157203e-07i,9.46857633761853e-06+-2.31810678037059e-06i,4.15503786515623e-06+-3.52984500713938e-06i,4.04454672735979e-05+-3.80120659199059e-06i,-3.32080225489633e-06+-8.82715359193606e-06i,7.20329754854748e-05+-7.80867595525617e-06i,3.48345825102904e-05+-7.57226931727908e-06i,-0.000138980217907523+3.72005227861578e-05i,-3.70822903790436e-06+-1.17136857911214e-06i,7.86241603955221e-06+-6.05352777351352e-06i,3.76744237380936e-06+-8.59747299107508e-06i,8.44200804508583e-06+-1.08513801423255e-05i,2.77324245544233e-05+-1.97044347777043e-05i,8.93499130524514e-06+-1.48432734986645e-05i,2.96768413488476e-05+-2.88334550179936e-05i,-2.43046945963866e-05+3.11619483803781e-06i,1.74538191727914e-06+-1.29060939856489e-05i,-3.1816278088921e-05+-1.91219603661995e-05i,-1.19972260143892e-05+-1.46194215559355e-05i,1.23350506642959e-05+-1.43328991058866e-05i,-5.65743090179021e-07+-1.38985179791393e-05i,-1.51519994630646e-05+-1.23549507516884e-05i,-4.36033113770882e-05+-6.88490353555118e-06i,9.36568799515734e-05+-3.42187146893037e-05i,6.98438755298563e-06+-1.95586880343891e-05i,3.26911287486329e-06+-2.17727188332808e-05i,3.52106805702974e-06+-1.69394055656302e-05i,1.12826532552936e-05+-1.71432113276163e-05i,2.58934898445223e-05+-1.5531044843514e-05i,-1.26241542466641e-05+-3.07712954346777e-05i,7.2178726372977e-08+-2.23900036891612e-06i,8.84170779966263e-05+8.80079566179433e-06i
-32.7145560809782,72.2920363822901,31.2,2.74840712605876e-06+-6.67166068244902e-10i,-1.03332650743277e-05+-3.04187110229898e-09i,-6.40837309138761e-06+-1.66949497547924e-09i,1.79023516699365e-05+-4.80343759322568e-08i,6.37157655027143e-05+-6.72460872775014e-07i,1.68072369969721e-05+-3.71376386596047e-08i,-1.30680545776905e-05+-1.41304445066364e-06i,6.70199410340036e-06+-6.3652665541416e-07i,1.6222726546536e-06+-5.54519521088538e-07i,-1.02231584336148e-05+-2.72540099133568e-06i,2.34797736802847e-06+-1.895788654063e-06i,1.54834701651141e-05+-2.20940301587988e-07i,6.79702627986909e-06+-1.98551265164648e-06i,4.18595082094292e-06+-2.99746050031198e-06i,2.27394404187315e-05+-3.39955838124625e-06i,-9.80529288427426e-06+-8.09997438229081e-06i,4.79525468323811e-05+-6.50585340717092e-06i,2.00230242073702e-05+-6.09638596761652e-06i,-8.87420260895085e-05+3.14645690307801e-05i,-2.26859314157876e-06+-1.07184588132248e-06i,5.07320387210479e-06+-5.07475646594774e-06i,1.94671030491127e-06+-7.06606712688427e-06i,4.45303188315496e-06+-8.85292015083704e-06i,8.32752757547542e-06+-1.54147803057182e-05i,5.03798760401784e-06+-1.19095114788713e-05i,2.00312272258364e-05+-2.3091033321829e-05i,-1.96847405198753e-05+2.80735606423087e-06i,-2.59180277549904e-07+-1.0121812336159e-05i,-3.12042629771297e-05+-1.47510950725193e-05i,-1.30329179022758e-05+-1.12810061847411e-05i,3.31454300806928e-06+-1.08193674159956e-05i,-4.57348656657369e-06+-1.03962030063794e-05i,-1.61726804363115e-05+-8.78311859475311e-06i,-3.13006335605201e-05+-4.86230826089405e-06i,5.95063465889064e-05+-2.65225607376483e-05i,-2.53416776720546e-06+-1.40554256158125e-05i,-1.04697309523976e-05+-1.50907252947131e-05i,-5.76866822605195e-07+-1.19125406487773e-05i,1.42790589524306e-06+-1.11918119005719e-05i,8.14566324129931e-06+-8.89379179751721e-06i,-1.40966349143514e-05+-2.25014746763558e-05i,-1.03398699118551e-05+-1.69933825942771e-06i,1.64181954185085e-05+-2.59677367964044e-06i
-32.7145560809782,85.4385327857021,31.2,2.03062882430923e-06+-6.11866142163483e-10i,-7.84985270744154e-06+-5.31900313693154e-09i,-4.21867076906474e-06+-2.76758273146519e-09i,1.29717969720221e-05+-3.74403387008936e-08i,4.21122782084481e-05+-6.04495766827168e-07i,1.22850372426108e-05+-2.8829099280768e-08i,-1.09536370260857e-05+-1.22639117595297e-06i,4.53289323469718e-06+-5.50166080525147e-07i,1.02235229879254e-06+-4.72733991113873e-07i,-4.98855549382892e-06+-2.2934085746219e-06i,2.3176737037543e-06+-1.61095985526222e-06i,8.91975015018885e-06+-2.13862058201159e-07i,4.76466134774751e-06+-1.6827280749852e-06i,3.48974243999243e-06+-2.51094883823181e-06i,1.33628529086012e-05+-2.98680901161691e-06i,-7.1994735213411e-06+-7.34043504351606e-06i,3.10581191657501e-05+-5.33121576232005e-06i,9.06748647236929e-06+-4.75604111485523e-06i,-4.86162555262015e-05+2.61943308195239e-05i,-4.4224913928583e-07+-9.50805921966017e-07i,3.53880794455032e-06+-4.1716200064472e-06i,1.00545323679245e-06+-5.67550454451094e-06i,2.17496490521533e-06+-7.05022693323081e-06i,6.24947772402308e-07+-1.18056589451032e-05i,1.83529851398084e-06+-9.3061137021481e-06i,7.96699421804344e-06+-1.81593907095248e-05i,-9.41569287696556e-06+3.0476361552598e-06i,-6.75518475434107e-07+-7.61733580020946e-06i,-2.3731255553542e-05+-1.06879595948978e-05i,-1.04620408180099e-05+-8.24364943063737e-06i,-1.47363462870583e-06+-7.66174082108896e-06i,-5.54508690910788e-06+-7.29620278528057e-06i,-1.3700309812377e-05+-5.66315784265333e-06i,-2.06392916093358e-05+-3.13254442928891e-06i,3.47080792877615e-05+-1.96982596352216e-05i,-5.37551668414586e-06+-9.30664421775946e-06i,-1.22603792778998e-05+-9.38441376408368e-06i,-3.11862435697787e-06+-7.64394134075681e-06i,-3.69831900165664e-06+-6.2340903961915e-06i,-1.77179392102951e-06+-3.46521660644012e-06i,-1.13182160769003e-05+-1.55162806773963e-05i,-1.16602762810744e-05+-1.36618320480302e-06i,-8.19406964270551e-06+-1.16683108156625e-05i
-32.7145560809782,98.5850291891141,31.2,1.4076138548924e-06+-5.70762337991406e-10i,-5.05313837384746e-06+-7.98131017300136e-09i,-2.55433570000483e-06+-3.78621970942817e-09i,8.48774060344894e-06+-2.8571316839407e-08i,2.64857616410091e-05+-5.42364011353362e-07i,7.45347074974599e-06+-2.18367000185491e-08i,-5.22433101326747e-06+-1.06036766197155e-06i,3.23229644488393e-06+-4.76443730703776e-07i,6.89620664069079e-07+-4.03493253138088e-07i,-1.22914244079612e-06+-1.92538033920872e-06i,2.20511086202936e-06+-1.36687454956928e-06i,4.74239852288846e-06+-2.07576165455113e-07i,3.27162033936017e-06+-1.42314471487344e-06i,2.57587659822852e-06+-2.09162141672164e-06i,8.7020440432313e-06+-2.61060732936001e-06i,-2.19948191068814e-06+-6.65086946938184e-06i,1.90403731753677e-05+-4.32294258839554e-06i,2.73929796006237e-06+-3.60691163843343e-06i,-2.57980859655536e-05+2.13360571920426e-05i,2.10939849948892e-07+-8.14958917359705e-07i,2.23059079015361e-06+-3.36930806987302e-06i,3.75070119016224e-07+-4.45857885010086e-06i,7.50235205792095e-07+-5.47795446419234e-06i,-1.20358480479917e-06+-8.82647501169076e-06i,-4.21591791169361e-07+-7.03700582179351e-06i,-7.8896639298162e-07+-1.39737238492478e-05i,-1.7054134464772e-06+3.31744322801251e-06i,-9.41007232221546e-07+-5.41813309386489e-06i,-1.6427586708453e-05+-7.11505242842712e-06i,-7.72994252298613e-06+-5.5834919364069e-06i,-3.86937446424967e-06+-4.83158256507572e-06i,-5.39503367661459e-06+-4.5902377418689e-06i,-1.03365008010484e-05+-2.98247829248255e-06i,-1.25135864624463e-05+-1.66766884377695e-06i,1.60851705491888e-05+-1.37213136584913e-05i,-6.08168738562036e-06+-5.26316023091299e-06i,-1.08241014838472e-05+-4.58316387306075e-06i,-4.53471574229683e-06+-4.0242525401919e-06i,-5.99333886220445e-06+-2.10034780369889e-06i,-6.37191176972758e-06+9.66479532024885e-07i,-9.25918131781382e-06+-9.48093748605565e-06i,-9.43001972807033e-06+-8.46624015294779e-07i,-1.44354477782679e-05+-1.62704647326194e-05i
-27.0593885348407,-98.6124168620654,31.2,1.35883477982995e-06+-6.34667108930819e-10i,-4.76199764775832e-06+-8.4378159804091e-09i,-2.9838628895248e-06+-2.10112132810964e-09i,7.8589275595033e-06+-3.19051658409352e-08i,2.73183830225167e-05+-5.32600121776215e-07i,7.36076346943699e-06+-3.30073721295026e-08i,-4.63395023730821e-06+-1.04799700879307e-06i,3.16022587976978e-06+-4.69336058254112e-07i,1.31324458643884e-06+-4.16516509483702e-07i,-2.15641642186138e-06+-1.91646435741835e-06i,1.94298665327729e-06+-1.33344275599315e-06i,6.08423550296094e-06+-2.54118614030717e-07i,3.39593508004266e-06+-1.41692382219364e-06i,2.53773728323203e-06+-2.08511388844737e-06i,9.34917136758393e-06+-2.53214006308617e-06i,1.37727512454499e-06+-1.76687497817273e-06i,1.71057111464529e-05+-4.4340008856515e-06i,5.20654920944762e-06+-3.63649585596983e-06i,-2.48941688777391e-05+2.09357435993412e-05i,4.93414319687577e-07+-9.20855630612772e-07i,2.40021562536826e-06+-3.39571832616213e-06i,7.24329230498806e-07+-4.48721088263212e-06i,1.52598520607211e-06+-5.62182986116583e-06i,7.13142015187063e-08+-8.67113599805693e-06i,-7.67755303753286e-07+-7.23188561990567e-06i,-4.40752698994267e-06+-1.56104001166732e-05i,2.39139346016632e-06+5.20218013753606e-06i,-4.76958149723496e-07+-5.39673464384039e-06i,-1.42287624299857e-05+-6.55948762049768e-06i,-6.62411498462144e-06+-5.35780800591408e-06i,-3.00089916306509e-06+-4.81879238333812e-06i,-4.60851607603369e-06+-4.73207796213361e-06i,-9.70079571639491e-06+-2.76641991656294e-06i,-1.24832633970221e-05+-1.466888260696e-06i,1.6424832610129e-05+-1.50565397230819e-05i,-5.60631153949407e-06+-5.73749314265938e-06i,-9.76804867114332e-06+-4.89539557970907e-06i,-4.57985502876986e-06+-4.66599112072871e-06i,-6.16521714933726e-06+-2.90945279130192e-06i,-6.39339621875236e-06+-2.53932391925019e-07i,-9.94880860693203e-06+-9.72547307330923e-06i,-7.07381274064187e-06+-1.78385168392781e-06i,-3.02750627005433e-05+6.85560730593817e-06i
-27.0593885348407,-85.4659204586534,31.2,1.92882780132511e-06+-6.77896271629307e-10i,-7.31018634222549e-06+-5.94741518422412e-09i,-4.81123978981622e-06+-1.22192721687643e-09i,1.18500351183741e-05+-3.98650356951242e-08i,4.24426544939407e-05+-5.8832956549914e-07i,1.19000694543301e-05+-3.7910750226914e-08i,-9.8524723026595e-06+-1.20067452815414e-06i,4.32249413495454e-06+-5.37149520539487e-07i,2.01593093203662e-06+-4.81101016464665e-07i,-6.14814973973032e-06+-2.25939334720659e-06i,1.88230538773838e-06+-1.56084937971178e-06i,1.10715352576224e-05+-2.65907565376568e-07i,4.91954400725887e-06+-1.65958057666007e-06i,3.38289670650446e-06+-2.47722618328268e-06i,1.41818858374558e-05+-2.86307241427673e-06i,3.42653127240089e-06+-2.71071004561855e-06i,2.70175267604502e-05+-5.39367309502193e-06i,1.27464975347717e-05+-4.72394995301367e-06i,-4.47621350989424e-05+2.54766712213563e-05i,3.06797926612585e-07+-1.05421941614704e-06i,3.76698195879396e-06+-4.15231806700394e-06i,1.59702224834054e-06+-5.64073795660317e-06i,3.16953627815761e-06+-7.10747348034741e-06i,3.16911133893045e-06+-1.14786690178816e-05i,8.58178596589091e-07+-9.43629751227075e-06i,-4.66482266740314e-07+-1.99465812899502e-05i,1.53267213354711e-07+5.59128846483886e-06i,3.63089107333751e-07+-7.4662923081315e-06i,-1.92151186930563e-05+-9.83575215133057e-06i,-8.18038356495791e-06+-7.84935904535317e-06i,2.33324123620577e-07+-7.37111294923556e-06i,-3.94716125007501e-06+-7.31451954194834e-06i,-1.18694546016198e-05+-5.34569668831526e-06i,-1.94034137968481e-05+-2.92542743885602e-06i,3.28757738664027e-05+-2.09443292536333e-05i,-4.53047111450618e-06+-9.75296146528335e-06i,-1.03148523040046e-05+-9.60141157585173e-06i,-3.28185873176727e-06+-8.37757349306681e-06i,-4.43935531228416e-06+-7.14394713859965e-06i,-3.10328834687612e-06+-4.75877047843428e-06i,-1.18102231240156e-05+-1.57283184248224e-05i,-6.96594431695439e-06+-2.64883281607006e-06i,-3.80955215985709e-05+1.71632486099362e-05i
-27.0593885348407,-72.3194240552415,31.2,2.65019614136281e-06+-7.43727237036245e-10i,-9.89943512007165e-06+-3.76391899498705e-09i,-7.33127259520056e-06+-2.20970426419813e-10i,1.67989408406206e-05+-5.03623603501161e-08i,6.43682974933812e-05+-6.55636058015697e-07i,1.6445963155624e-05+-4.46355956714235e-08i,-1.16405226347162e-05+-1.38643868838732e-06i,6.43900850643628e-06+-6.23247286248921e-07i,3.02174153129637e-06+-5.63897955593787e-07i,-1.17355891447668e-05+-2.69050776802001e-06i,1.73077156446081e-06+-1.84590207278003e-06i,1.87348043321585e-05+-2.80346311726348e-07i,7.07762443913376e-06+-1.962887077247e-06i,4.07047544388902e-06+-2.9634678999315e-06i,2.41866713256686e-05+-3.24715713949766e-06i,2.4521380020915e-06+-3.91298600088119e-06i,4.34437585067104e-05+-6.57405083321673e-06i,2.38071226864455e-05+-6.04840513182803e-06i,-8.53148055964897e-05+3.06205546414689e-05i,-1.47190927308248e-06+-1.16987904116051e-06i,5.20299525078018e-06+-5.04106602622419e-06i,2.78510600361889e-06+-7.01855328698455e-06i,5.74135477746187e-06+-8.88387206493021e-06i,1.22702706824841e-05+-1.50331614503267e-05i,3.38807974021445e-06+-1.20584543625107e-05i,6.8396471840137e-06+-2.52058123607883e-05i,-4.65897467516507e-06+6.06231897505682e-06i,1.67173303492506e-06+-9.91140360668941e-06i,-2.66484501171673e-05+-1.37277243775415e-05i,-1.04157724706511e-05+-1.07971221528949e-05i,6.05615738201527e-06+-1.03265687359498e-05i,-2.22773787553867e-06+-1.03606102947256e-05i,-1.35030799675226e-05+-8.44641252108307e-06i,-2.92923156266145e-05+-4.71030740002498e-06i,5.65082200950288e-05+-2.77495465097008e-05i,-1.55595727035365e-06+-1.45438439748917e-05i,-8.36860324129139e-06+-1.5290474797667e-05i,-7.47959078611377e-07+-1.28077658526205e-05i,-7.52695226461466e-08+-1.2273503276837e-05i,4.93305934389887e-06+-1.03195793194476e-05i,-1.4045067192405e-05+-2.28295696240484e-05i,-4.4148368873444e-06+-3.44990029412888e-06i,-3.70966045276439e-05+3.01472682383333e-05i
-27.0593885348407,-59.1729276518295,31.2,3.35978713046794e-06+-8.11802795105567e-10i,-1.0719837295858e-05+-2.61167348623999e-09i,-1.0193306490167e-05+7.41802323632329e-10i,2.11951033804708e-05+-6.15157729451502e-08i,9.21635102264405e-05+-7.18585003250852e-07i,1.79986219045974e-05+-5.21487510199225e-08i,-2.05311138720006e-06+-1.55988035533187e-06i,9.97591214251441e-06+-7.1324942948205e-07i,4.25515990788122e-06+-6.51616898431284e-07i,-1.62680440890324e-05+-3.13701266888022e-06i,1.7252473878209e-06+-2.14641215223647e-06i,2.95411349364561e-05+-2.94043933754866e-07i,9.84416567003181e-06+-2.28462543145752e-06i,4.00808715831753e-06+-3.477321323359e-06i,4.19737876825596e-05+-3.62115834199615e-06i,-7.22780073319859e-06+-5.31485486579691e-06i,6.522675036781e-05+-7.84415657314713e-06i,3.94404445371927e-05+-7.48127238551279e-06i,-0.000130254604400345+3.6268810138021e-05i,-2.30952929123846e-06+-1.26732796147035e-06i,7.97779012178319e-06+-5.99193172543017e-06i,4.96511695141695e-06+-8.51527017745563e-06i,9.84253123915577e-06+-1.08254913241434e-05i,3.30482005874113e-05+-1.9234052406858e-05i,5.75754033351316e-06+-1.49683715843125e-05i,4.1721719004077e-06+-3.09334116825225e-05i,4.79285166730476e-06+7.20740445119665e-06i,5.45368442241766e-06+-1.26263143874559e-05i,-2.55277390398388e-05+-1.79004248657852e-05i,-7.95262653663837e-06+-1.40282739662025e-05i,1.68920762922761e-05+-1.35547747468704e-05i,2.96123484914966e-06+-1.37666727617841e-05i,-1.09638775727001e-05+-1.19780975259331e-05i,-4.05655793752463e-05+-6.77587349824078e-06i,8.83050073832467e-05+-3.54845302061275e-05i,7.76266768285599e-06+-2.00917956897681e-05i,4.60302984654176e-06+-2.19708826725669e-05i,3.1105832276611e-06+-1.79960189038763e-05i,7.82012077945597e-06+-1.835203556643e-05i,1.82435357180759e-05+-1.69771161427288e-05i,-1.14751583160561e-05+-3.12752386697719e-05i,6.03349132357155e-06+-4.02527678108497e-06i,5.73275685852466e-06+4.55462141549897e-05i
-27.0593885348407,-46.0264312484176,31.2,4.01740456879661e-06+-8.96186919518329e-10i,-9.57170625363927e-06+-2.73199927752712e-09i,-1.34234990122484e-05+1.58918129246573e-09i,2.51163625142918e-05+-7.30441358372063e-08i,0.000124791884274203+-7.73302642473528e-07i,1.55591084838813e-05+-6.00830130224109e-08i,2.08445029709741e-05+-1.70636163469994e-06i,1.48579088180937e-05+-8.01640109263167e-07i,5.39608109633317e-06+-7.40814475484489e-07i,-1.62454520125656e-05+-3.5496452173321e-06i,2.12649447848424e-06+-2.43870829152099e-06i,4.36511793255181e-05+-3.11450312976725e-07i,1.31024254699081e-05+-2.60059836101594e-06i,2.96694149574841e-06+-3.97826176064505e-06i,6.58827900502112e-05+-3.92453819428413e-06i,-2.85455746431825e-05+-6.80536988478258e-06i,9.18714297947754e-05+-9.07962635013686e-06i,5.62108027553501e-05+-8.86895579095485e-06i,-0.000135915765331881+4.33115419256084e-05i,3.47074782612251e-06+-1.33461841161288e-06i,1.43097589513362e-05+-6.9059934978199e-06i,8.57862304058001e-06+-9.95893814738387e-06i,1.55185834812235e-05+-1.2697251361748e-05i,6.25155482155768e-05+-2.34931706618343e-05i,5.6025758305461e-06+-1.78252280126186e-05i,-3.15833283851934e-05+-3.61828702602937e-05i,5.61517137865312e-05+1.01370275219794e-05i,1.52192360950229e-05+-1.52329260992034e-05i,-7.99181051836937e-06+-2.15555189589822e-05i,3.53289388435741e-06+-1.70061175940771e-05i,3.48428029173526e-05+-1.63943490384959e-05i,1.32634445297781e-05+-1.69900843354788e-05i,-3.10899641203113e-06+-1.54491882229247e-05i,-5.55349713671549e-05+-8.88859226457343e-06i,0.000135964758050566+-4.27744547918197e-05i,2.56090683995354e-05+-2.55529080481824e-05i,3.09797652060695e-05+-2.86231900547012e-05i,9.96643795798242e-06+-2.31809296779756e-05i,2.068479159593e-05+-2.45099799562963e-05i,3.7380100035268e-05+-2.38305627901458e-05i,1.69733704164547e-06+-3.97486692261605e-05i,1.93655912168402e-05+-4.39796636686756e-06i,5.76910331178153e-05+6.05751240633691e-05i
-27.0593885348407,-32.8799348450056,31.2,4.49899250359309e-06+-9.5869380301614e-10i,-6.88885394860838e-06+-3.5619037720902e-09i,-1.62495457678387e-05+2.24929316165679e-09i,2.80137091931146e-05+-8.24708379699065e-08i,0.00015390340077191+-8.13022552626004e-07i,1.05032202608382e-05+-6.65791882659204e-08i,4.87905482122298e-05+-1.80702930364223e-06i,1.96176987268632e-05+-8.73020766555901e-07i,5.51122740999211e-06+-8.14909294974303e-07i,-9.03311292347202e-06+-3.84468333546079e-06i,3.27737883354531e-06+-2.67472743165079e-06i,5.61259993430444e-05+-3.25514413015006e-07i,1.58657905454082e-05+-2.86010532227845e-06i,1.46344484451295e-06+-4.39215126140181e-06i,8.62770587641529e-05+-4.16602835438694e-06i,-4.8526917657697e-05+-8.11821445853582e-06i,0.000113873727151097+-1.01015927684982e-05i,7.00856473169526e-05+-1.00401405657148e-05i,-6.51610970499711e-05+5.23972200697566e-05i,1.91401890384258e-05+-1.36907724470366e-06i,2.44888132800374e-05+-7.69864773205777e-06i,1.26361162382508e-05+-1.12098572166433e-05i,2.0964262901176e-05+-1.43244808366545e-05i,8.59769432552413e-05+-2.71504356849772e-05i,1.28857791047964e-06+-2.03663715215281e-05i,-0.00010391218690587+-4.00142730021132e-05i,0.000150508067934103+1.42825114439116e-05i,2.98029652463531e-05+-1.76231037693283e-05i,2.50415013474298e-05+-2.45578153631487e-05i,2.25566800842266e-05+-1.95907669130452e-05i,5.47885081194576e-05+-1.89146219825771e-05i,2.53330393924229e-05+-1.98989978611253e-05i,6.70611254535537e-06+-1.86575272491502e-05i,-7.44612836133981e-05+-1.08536861662959e-05i,0.000187180185221645+-4.93761676149637e-05i,4.1313821472724e-05+-3.0609740108083e-05i,5.0782088126016e-05+-3.48145611036343e-05i,1.87111100517104e-05+-2.80657667077753e-05i,3.43321494717042e-05+-3.03986119569377e-05i,5.72673584421783e-05+-3.0478925740524e-05i,1.484289595526e-05+-4.78038241116896e-05i,1.16997862832032e-05+-4.4304887943125e-06i,8.45345907205262e-06+7.75325143370674e-05i
-27.0593885348407,-19.7334384415936,31.2,4.81614920628238e-06+-1.00780701156132e-09i,-3.71677412569529e-06+-4.79021894915258e-09i,-1.85463671970326e-05+2.66167173867424e-09i,3.02438550068063e-05+-8.95610971501306e-08i,0.000177186255197127+-8.38761158346819e-07i,4.7209267383059e-06+-7.12625705934443e-08i,7.52294331312464e-05+-1.86915991295282e-06i,2.35605948578041e-05+-9.25068931736861e-07i,4.50628853432057e-06+-8.70637143325883e-07i,2.73658873514976e-06+-4.02010211048708e-06i,4.80087727759913e-06+-2.84354038355185e-06i,6.54901475481431e-05+-3.37090094395708e-07i,1.77789035066802e-05+-3.04893005839964e-06i,-2.31409874549659e-07+-4.69423808229111e-06i,0.000100168727835319+-4.33760898665898e-06i,-5.67536123513477e-05+-9.09256847840471e-06i,0.000130486297412733+-1.08309405649885e-05i,8.10960600412978e-05+-1.09018312047035e-05i,5.90188893893135e-05+6.20182937881263e-05i,4.08306182890605e-05+-1.37540350948624e-06i,3.64504265026437e-05+-8.29473101838494e-06i,1.5873560149287e-05+-1.21338227732268e-05i,2.51080999962047e-05+-1.55279274009929e-05i,9.85528286139378e-05+-2.97339893801099e-05i,-5.93977630339706e-06+-2.22727428705637e-05i,-0.000191894298578578+-4.21495769356797e-05i,0.00026098954609174+1.86040585011249e-05i,4.54128251008611e-05+-1.9489605337303e-05i,6.1274332209214e-05+-2.66068153221994e-05i,4.24090491342436e-05+-2.14653559628138e-05i,7.32097738377761e-05+-2.07155047257279e-05i,3.5910828911144e-05+-2.20641402573316e-05i,1.5242789485031e-05+-2.11095353116926e-05i,-9.88428295961262e-05+-1.23773864109549e-05i,0.000233675497608645+-5.42614813590538e-05i,4.75956466690649e-05+-3.44232955168012e-05i,5.13421222019413e-05+-3.9453524285641e-05i,2.86676122097474e-05+-3.18095249744592e-05i,4.88864281382109e-05+-3.49493279362804e-05i,8.1755067602747e-05+-3.57227057748128e-05i,1.61815509551335e-05+-5.39065345105477e-05i,-2.2958592951508e-05+-4.10997805394672e-06i,-0.000160007467157618+9.32911305503962e-05i
-27.0593885348407,-6.58694203818165,31.2,4.97095909117245e-06+-1.03611268395358e-09i,-1.47815791430139e-06+-5.72270908115198e-09i,-1.9864283995417e-05+2.79889392990139e-09i,3.15428309363468e-05+-9.34904443025254e-08i,0.000190817310710943+-8.51127153205033e-07i,4.8744629106064e-07+-7.3459253092925e-08i,9.22030877794238e-05+-1.89769981416294e-06i,2.58580783334098e-05+-9.53176299113687e-07i,3.36313594550564e-06+-9.01001075505362e-07i,1.24597020456515e-05+-4.09168288329472e-06i,5.896555259415e-06+-2.93186704350376e-06i,7.09343808311427e-05+-3.43516761211109e-07i,1.8702104029916e-05+-3.14866816303475e-06i,-1.56725316615663e-06+-4.85320803076553e-06i,0.000106534303270816+-4.4287243211351e-06i,-4.19884352765387e-05+-9.59187594478565e-06i,0.000139145031764014+-1.11991928397441e-05i,8.73759836138154e-05+-1.13547099248261e-05i,0.000168095780819454+6.88480447900265e-05i,5.80889480620512e-05+-1.36603569723349e-06i,4.52173067586488e-05+-8.61168992894877e-06i,1.74047918113207e-05+-1.26111855892837e-05i,2.69848753158004e-05+-1.6144500843934e-05i,0.000100850246142345+-3.09730697389307e-05i,-1.34437111294223e-05+-2.32486834797132e-05i,-0.000261911005915185+-4.26338818598697e-05i,0.000346260510714114+2.16170475158179e-05i,5.64635976257251e-05+-2.05011729020987e-05i,8.48304689731527e-05+-2.75668123774002e-05i,5.49032161584105e-05+-2.23955786629232e-05i,8.52108625924578e-05+-2.15638484750185e-05i,4.18525073106069e-05+-2.3146195698851e-05i,1.97019964003073e-05+-2.23866227158554e-05i,-0.000120099868087508+-1.3191439368583e-05i,0.000261245165588119+-5.66200295822123e-05i,4.38395301203302e-05+-3.6328011770469e-05i,3.5815255164755e-05+-4.17490537277785e-05i,3.54723124625646e-05+-3.36980821858096e-05i,5.76002206302641e-05+-3.72747607332891e-05i,9.88011882470287e-05+-3.84833005394378e-05i,6.71768823894105e-06+-5.68814367090712e-05i,-6.77454528609242e-05+-3.54884606843642e-06i,-0.000352275245061921+0.000102310558348257i
