x,y,z,f_65_47,f_107_12,f_189_19,f_192_91,f_255_99,f_301_84,f_325_72,f_369_31,f_471_47,f_487_18,f_492_39,f_536_08,f_581_86,f_656_86,f_660_92,f_730_52,f_741_27,f_801_16,f_815_69,f_918_35,f_927_03,f_972_95,f_995_14,f_1060_1,f_1107_3,f_Freq_1156,f_Freq_1182,f_1232_6,f_1234_7,f_1328_1,f_1346_3,f_1362_9,f_1468_6,f_1483_3,f_Freq_1509,f_1543_8,f_1607_1,f_1630_5,f_Freq_1654,f_1695_2,f_1697_3,f_1827_4,f_Freq_1850,f_Freq_1904,f_1937_7,f_1982_7
-157.201498845544,92.8409174316814,31.2,9.91699465166917e-07+4.09327495965688e-09i,3.09795236269218e-06+3.88163354773714e-08i,3.45696490333374e-06+4.7728826803856e-08i,2.08625216356608e-06+2.57416303440187e-08i,-7.1358759912817e-06+-6.6959180732647e-07i,-1.3043183347368e-06+-1.78463954320168e-07i,1.20491213357961e-05+-4.55155581034754e-07i,2.27938391807102e-06+-3.27949998227906e-07i,-2.18736139832207e-06+9.09937733692446e-08i,-9.16178015708416e-07+-1.77929373127734e-06i,2.01214779899804e-07+-1.15842896501978e-06i,-1.54048956346732e-06+3.22826175349519e-08i,1.59027432275619e-06+-1.05781340131486e-06i,-6.168542587324e-06+-1.90162217075327e-06i,-3.00984645892272e-06+-1.88932299315123e-06i,9.81643352551354e-06+-6.68886918331652e-06i,-1.05940621689557e-05+2.83820709076008e-06i,-1.25682749838112e-05+6.31799658157339e-06i,-3.84214843437252e-06+1.33788233832687e-07i,-1.93742406397034e-06+-2.1522472908164e-06i,-2.2537793179145e-06+-2.16283137628253e-06i,-4.54209605039401e-06+-3.16388095401335e-06i,-3.05331474174969e-05+-2.86655022128446e-05i,-4.12459558424013e-06+-1.22282944734831e-06i,-6.02940606295643e-06+-6.28546431191756e-07i,3.60830825885444e-05+-4.0257697078394e-06i,7.39278196864374e-07+-5.54910575841776e-08i,-5.20535552765553e-06+-4.55149168207532e-06i,-4.98147273838462e-06+-3.687819876342e-06i,9.32765634794619e-07+-5.5109936233916e-06i,-5.27926980869035e-06+-1.70967970146897e-06i,-6.76334109962154e-07+-3.43406031226505e-07i,-4.06550897448418e-06+3.63164322005793e-06i,3.79310458115493e-06+1.78441060073053e-05i,-9.80178090822071e-08+1.6934330726708e-06i,-5.24961042525497e-06+6.2480232817516e-06i,-1.706606739031e-06+4.38732108226216e-06i,-1.72113409376333e-06+4.57016368062201e-06i,-6.14876767722223e-06+6.44068470858293e-06i,4.52494756828468e-07+4.51034100711542e-06i,-3.54798533396936e-07+5.02051039654592e-06i,4.44151057248675e-06+-3.37813645533303e-06i,4.72556579255095e-06+-6.79070423559281e-06i,1.18028392638265e-06+2.93918980857443e-05i,2.97317823856778e-06+1.15922440226837e-05i,-1.7190399392019e-06+1.19305716619783e-05i
-157.201498845544,107.122469922692,31.2,7.42171855752765e-07+4.19533525805376e-09i,1.54752755065826e-06+3.09410203740229e-08i,2.70876937196259e-06+5.48966638138866e-08i,1.57292554553946e-06+2.81109413719589e-08i,-4.19581891194045e-06+-6.30225785478367e-07i,-7.59558807528993e-07+-1.70607043114602e-07i,8.71178746089748e-06+-3.83816176262043e-07i,1.73834134231906e-06+-2.9716299932303e-07i,-1.96417266766928e-06+9.96777171546106e-08i,9.91334757940216e-07+-1.60585614354354e-06i,9.21502568098902e-07+-1.04343056106162e-06i,-1.36237909113334e-06+5.62905958910546e-08i,1.18739055267238e-06+-9.34350210457622e-07i,-2.9060025515965e-06+-1.70062581867173e-06i,-1.18301132604596e-06+-1.68432149553446e-06i,7.25026568285942e-06+-5.98596439974091e-06i,-7.08578526987909e-06+2.69721890012507e-06i,-1.23789877968677e-05+5.61917640496422e-06i,-3.64208128940684e-06+2.20474808773255e-07i,-1.81863240615557e-06+-1.68051384127383e-06i,-2.06587709387047e-06+-1.66928670672896e-06i,-3.79631898397131e-06+-2.43407259412777e-06i,-2.73660920938595e-05+-2.34716934202283e-05i,-3.34181064916667e-06+-6.86442068183037e-07i,-4.66253738352288e-06+-8.74018664025605e-08i,2.43188075111092e-05+-4.61073432224316e-06i,2.89269693182715e-07+1.21096415916643e-07i,-5.40645512507454e-06+-2.71323948489846e-06i,-5.03693403699346e-06+-2.0944534024921e-06i,-4.59738392225166e-07+-3.93417287711276e-06i,-4.80673212652686e-06+-9.22048688205207e-07i,-8.66663719016085e-07+3.75612064606383e-07i,-4.44102283721977e-06+3.54927160665081e-06i,2.9788761580478e-05+7.09325241884962e-06i,1.24869308269285e-06+1.57751621978007e-06i,-3.35351446996283e-06+5.33212134592571e-06i,-4.74255649906034e-07+3.74551591568264e-06i,-4.24664911564889e-07+3.90967127154602e-06i,-3.78857854389912e-06+6.20392509745141e-06i,2.01852196837238e-06+3.27271044712644e-06i,1.55127134824356e-06+3.71083606224913e-06i,3.11230243545213e-06+-2.59072053231007e-06i,3.04897475334894e-06+-4.95141091178552e-06i,3.7892961747236e-06+2.04195051778635e-05i,3.49569575782773e-06+7.9319529145385e-06i,7.5383900293204e-07+8.90594150338847e-06i
-151.544697925324,-107.100817442462,31.2,8.42826461097358e-07+3.836781398661e-09i,1.35664452686553e-06+2.73971850441687e-08i,2.67315301820088e-06+4.16063439066526e-08i,1.99631384718365e-06+2.79705212748713e-08i,-5.3996632405904e-06+-6.38194667888185e-07i,-1.1021226890116e-06+-1.76785982434664e-07i,1.06978601896776e-05+-4.0469732745919e-07i,1.96412024545123e-06+-3.09072086306935e-07i,-2.2109153134986e-06+7.87074435144863e-08i,1.39735693647466e-06+-1.64403906915342e-06i,1.1771305656712e-06+-1.08227016522624e-06i,-1.50193765919602e-06+2.08447631232102e-08i,1.34305549839265e-06+-9.87948735657566e-07i,-2.71969392705791e-06+-1.80298975921514e-06i,-9.71232764699516e-07+-1.78335740106502e-06i,8.66394343608737e-06+-6.13320588815474e-06i,-7.8760447568087e-06+2.62379990323481e-06i,-1.5013545770215e-05+5.74737882564382e-06i,-4.31305253164772e-06+1.20053271709e-07i,-2.45095932654712e-06+-1.75499791184117e-06i,-2.17200094032576e-06+-1.91183399828466e-06i,-4.14183611990416e-06+-2.77052783239844e-06i,-3.35042531578743e-05+-2.46021382204985e-05i,-3.42340960067382e-06+-1.0335809870363e-06i,-4.97467512414133e-06+-5.25233676285639e-07i,2.59175889262382e-05+-3.20051156511921e-06i,-9.53914130251822e-07+3.85257249568851e-07i,-5.34336313342961e-06+-3.58380628519425e-06i,-5.05645367948541e-06+-2.84982185161016e-06i,-3.36035244515143e-07+-4.28981405254896e-06i,-5.42401175730845e-06+-1.39212971368912e-06i,-8.04122621505892e-07+2.01052396625054e-07i,-5.58335846884234e-06+3.56988526727475e-06i,3.78483437699466e-05+5.30857376772925e-06i,1.57137911248486e-06+1.49407197618363e-06i,-4.55468821152125e-06+5.32574744001388e-06i,-9.1395670660762e-07+3.84955025966575e-06i,-9.60900276610405e-07+4.04866226452206e-06i,-5.16028153230381e-06+6.26649992445779e-06i,3.84670061450495e-07+4.50249353175525e-06i,7.9626012582012e-07+4.37139142107138e-06i,3.25531543565183e-06+-1.25353017512763e-06i,3.79881818168741e-06+-4.89087030015046e-06i,6.50916354472718e-07+2.35083991600096e-05i,2.2283362819385e-06+9.24350440531076e-06i,-1.2534144089627e-06+9.9562365262776e-06i
-151.544697925324,-92.8192649514519,31.2,1.12702285217386e-06+3.73388754341648e-09i,3.04854307596869e-06+3.48050604853043e-08i,3.16813130344493e-06+3.53230227388166e-08i,2.67769985660989e-06+2.53267412506816e-08i,-8.728892002555e-06+-6.84143106451784e-07i,-1.74537340259284e-06+-1.86627549177762e-07i,1.48056897479201e-05+-4.79137042286219e-07i,2.61611845696962e-06+-3.43607160962661e-07i,-2.49982446076154e-06+6.6538086989839e-08i,-7.82081826191982e-07+-1.8386490303418e-06i,3.58091227044027e-07+-1.21105311420817e-06i,-1.73830306659563e-06+-9.07301807905007e-09i,1.80777521683382e-06+-1.12678826389623e-06i,-6.4157491243218e-06+-2.02552927655338e-06i,-3.03351572422162e-06+-2.01068354967581e-06i,1.18867293746675e-05+-6.89683770693445e-06i,-1.19762320996581e-05+2.74676843710658e-06i,-1.56778550070658e-05+6.52304634046494e-06i,-4.72304971088512e-06+2.45031407565225e-08i,-2.7699083211937e-06+-2.28413328417467e-06i,-2.41133287460096e-06+-2.46028666558665e-06i,-5.08833256505928e-06+-3.5803995961872e-06i,-3.97891430688038e-05+-3.00520474360411e-05i,-4.29638903876167e-06+-1.64302133924631e-06i,-6.53206751851617e-06+-1.14977371352612e-06i,3.92897518257334e-05+-2.39298164402589e-06i,-6.30180790211501e-07+1.82379067384611e-07i,-4.78751179075533e-06+-5.62545631845774e-06i,-4.72163641539726e-06+-4.62600502208235e-06i,1.25386152502486e-06+-5.98746197137285e-06i,-6.12234141195309e-06+-2.2930726742606e-06i,-3.58036906816251e-07+-6.05298635026261e-07i,-4.94488259344421e-06+3.59538672426578e-06i,7.6338413043257e-06+1.61557292412809e-05i,1.64408465993171e-07+1.55058834516142e-06i,-6.9222774068445e-06+6.20134286713383e-06i,-2.29084581761376e-06+4.45917451844734e-06i,-2.41304982967992e-06+4.67125616157989e-06i,-7.90007804532202e-06+6.36684201703626e-06i,-2.01213732955626e-06+5.82017921203804e-06i,-1.59401713624003e-06+5.72032174469474e-06i,4.57290252831688e-06+-1.8634064827704e-06i,5.85457003686997e-06+-6.81995431310026e-06i,-3.16750331500791e-06+3.31374077257091e-05i,1.11101603195907e-06+1.31407347943091e-05i,-4.89546716128922e-06+1.29764122602929e-05i
-151.544697925324,-78.5377124604416,31.2,1.46955358478337e-06+3.69696467844212e-09i,6.24882767905618e-06+4.09257605631898e-08i,3.25984718501286e-06+3.01418616676561e-08i,3.37602947202057e-06+2.30693675463722e-08i,-1.20994502283073e-05+-7.43577667065304e-07i,-2.08506625431655e-06+-2.00753496644071e-07i,1.79558483024202e-05+-5.61546663736411e-07i,3.36179947029006e-06+-3.8491372666591e-07i,-2.64151398055369e-06+4.81878866658273e-08i,-5.02459935377414e-06+-2.06905430684094e-06i,-1.3617876531426e-06+-1.36303631740929e-06i,-1.90616207577636e-06+-4.9621017269784e-08i,2.40092924497984e-06+-1.29096999903303e-06i,-1.33529677064229e-05+-2.29997507589731e-06i,-7.0980770471582e-06+-2.27921818430068e-06i,1.51448837635457e-05+-7.74894272840962e-06i,-1.75541858380159e-05+2.84816636477322e-06i,-1.01888378549664e-05+7.54229440186486e-06i,-3.70565457605251e-06+-7.60417944887692e-08i,-2.74476518691888e-06+-2.89159792613959e-06i,-2.29212022756124e-06+-3.08841883169867e-06i,-5.40040869944404e-06+-4.51187288530056e-06i,-2.60516690754705e-05+-3.72939158584806e-05i,-5.53872358730569e-06+-2.34913924284943e-06i,-8.50538267178876e-06+-1.88199523803448e-06i,5.72501017737292e-05+-1.31728866095346e-06i,2.58309136574845e-07+-8.14288288945815e-08i,-4.26492650363116e-06+-7.98573496385488e-06i,-4.41861319533226e-06+-6.68711839199205e-06i,3.96279072708057e-06+-7.94783218936716e-06i,-4.94892679776508e-06+-3.44702784370737e-06i,-4.60430469175055e-07+-1.56276558311998e-06i,-3.62016486660511e-06+3.5597429086222e-06i,-4.70715948993137e-05+2.7892642950858e-05i,-2.35455671074687e-06+1.49335014781709e-06i,-9.50508178193585e-06+7.07479130870623e-06i,-4.21565054210744e-06+5.015563201199e-06i,-4.48642760092854e-06+5.22938991576268e-06i,-1.12278602463864e-05+6.16866387444227e-06i,-6.48728690673314e-06+7.19303187829829e-06i,-6.31332910734958e-06+7.14635408428793e-06i,6.35629715393837e-06+-2.73982866436723e-06i,8.17865142122549e-06+-9.20595290631802e-06i,-5.67722415799774e-06+4.44135917596316e-05i,9.56531108537616e-07+1.76211739635352e-05i,-6.76671331212949e-06+1.61094186518787e-05i
-151.544697925324,-64.2561599694313,31.2,1.82253990044357e-06+3.73721251154536e-09i,1.15806755343627e-05+4.61948686015879e-08i,2.46203387067387e-06+2.60232266285001e-08i,3.8165936520351e-06+2.12404936768703e-08i,-1.34054558279861e-05+-8.06831414493119e-07i,-1.05056226759123e-06+-2.16535182355436e-07i,1.46298017962062e-05+-6.55657304266897e-07i,3.7452507348366e-06+-4.30114352451196e-07i,-3.04553164421057e-06+2.64524921988374e-08i,-8.68718422901306e-06+-2.31107196014216e-06i,-2.85002214983814e-06+-1.52504649214979e-06i,-2.34316469337511e-06+-9.4975126988829e-08i,3.03643935982849e-06+-1.46793218098316e-06i,-2.19536890742737e-05+-2.60426598074995e-06i,-1.22058250583798e-05+-2.57116436216157e-06i,1.83036540701397e-05+-8.65008368065183e-06i,-2.43084392943841e-05+2.93903395709191e-06i,2.62683278846312e-06+8.77727536679647e-06i,-7.67432710741692e-07+-1.70746932839886e-07i,-1.95567661593787e-06+-3.5393990239819e-06i,-1.37294182562697e-06+-3.75873262708578e-06i,-3.70123662650222e-06+-5.52113099789159e-06i,4.42018703187043e-05+-4.80272001123469e-05i,-7.39181795587814e-06+-3.10038747728074e-06i,-1.07918176956505e-05+-2.6667596039502e-06i,7.64397740777445e-05+-1.92878405695153e-07i,1.63700534254734e-06+-3.86436310447219e-07i,-7.2596090394918e-06+-1.05430874629823e-05i,-7.13465596932627e-06+-8.91980579299958e-06i,7.55332489144709e-06+-1.01009164050192e-05i,-2.44104578762231e-06+-4.78825302373855e-06i,-2.05654431793982e-06+-2.61182087068445e-06i,-1.20557203586249e-05+3.56515965699305e-06i,-5.00067779588702e-05+4.27027065190049e-05i,-1.53312245539842e-06+1.35398097832943e-06i,-1.02286969040857e-05+7.96592822895506e-06i,-5.14941973937552e-06+5.53474597179328e-06i,-5.56713328263843e-06+5.7393956638269e-06i,-1.2211212769928e-05+5.72078523830729e-06i,-1.07179527558789e-05+8.6081753579832e-06i,-1.08483276595667e-05+8.63982992779694e-06i,9.20559997360483e-06+-3.94661756546879e-06i,1.15987640281462e-05+-1.20872373262225e-05i,-8.29757491130925e-06+5.71176773616679e-05i,2.1930620794235e-06+2.2563590621622e-05i,-2.40410371646683e-06+1.92342042438104e-05i
-151.544697925324,-49.9746074784211,31.2,2.09311968174541e-06+3.77394254021329e-09i,1.79305626687923e-05+5.00932621465163e-08i,9.32246588534745e-07+2.29401982975259e-08i,3.81648516922179e-06+1.96525685671321e-08i,-1.17108397233134e-05+-8.55122589603202e-07i,1.60460221846721e-06+-2.29054546214039e-07i,2.44129656206187e-06+-7.48699843335629e-07i,3.31202655185742e-06+-4.69686109570954e-07i,-4.31579823862698e-06+6.99254609399097e-09i,-6.15685323225788e-06+-2.5006689082181e-06i,-1.63337063705494e-06+-1.65988685441876e-06i,-3.48753194264201e-06+-1.32641597174283e-07i,3.4950747485389e-06+-1.62083481261213e-06i,-2.46403988679625e-05+-2.83970236847025e-06i,-1.35986130979522e-05+-2.8170944303555e-06i,2.30631072435874e-05+-9.44289953448344e-06i,-3.07610319404109e-05+3.00593411022699e-06i,7.10832906137241e-06+9.78714481422109e-06i,3.74264278529024e-07+-2.52300268785687e-07i,-1.14001698761071e-06+-4.12072304453762e-06i,-4.82835214249426e-07+-4.35613575232178e-06i,-1.59173037029568e-06+-6.43069434024461e-06i,0.000130223270036602+-5.89028594168516e-05i,-9.34549184104906e-06+-3.77565379201446e-06i,-1.30139219517898e-05+-3.37591425959175e-06i,9.36104635766562e-05+8.01269243877736e-07i,2.9589141750724e-06+-6.8496111972374e-07i,-1.38694647693942e-05+-1.28988677927454e-05i,-1.29313823293878e-05+-1.09742115354482e-05i,1.08363408690797e-05+-1.20664953183859e-05i,-1.98257020902132e-06+-5.99240465069011e-06i,-3.68633210453044e-06+-3.6050938084397e-06i,-3.14983645497218e-05+3.57236984226826e-06i,2.42991708178495e-05+5.97603130847127e-05i,3.82935775835845e-06+1.21197409655983e-06i,-7.16560117335992e-06+8.78398065180326e-06i,-3.72411033120194e-06+5.9774238393522e-06i,-4.00580743433534e-06+6.16406304635849e-06i,-7.38514044309382e-06+5.11612130218661e-06i,-1.07153588986841e-05+9.86745145854186e-06i,-1.08246649236911e-05+9.99694766745115e-06i,1.22625395607346e-05+-5.24451902282004e-06i,1.56286620605028e-05+-1.48772307033422e-05i,-1.3791210243804e-05+6.87303507734179e-05i,2.35366642125243e-06+2.69834458568182e-05i,2.41224808519498e-06+2.18175495319225e-05i
-151.544697925324,-35.6930549874108,31.2,2.29672713182053e-06+3.81339216045329e-09i,2.48594801756394e-05+5.23829862024504e-08i,-1.01182108071515e-06+2.10809365820262e-08i,3.48217379817616e-06+1.84379224611717e-08i,-8.16649361203732e-06+-8.91997530989096e-07i,5.64303785236367e-06+-2.39041409807412e-07i,-1.86082358809432e-05+-8.38116739056214e-07i,1.90018705361477e-06+-5.03535640744261e-07i,-6.58127607954602e-06+-9.69397328170487e-09i,4.7257998789804e-06+-2.63137452606673e-06i,3.25798603895693e-06+-1.76546609184812e-06i,-5.3831991585524e-06+-1.61515649582013e-07i,3.71641520312652e-06+-1.74721648115181e-06i,-1.74344298767977e-05+-2.98061569834654e-06i,-8.73223775355031e-06+-3.00709298330407e-06i,3.09915754821025e-05+-1.01174587202793e-05i,-3.61868037472536e-05+3.04576375238979e-06i,-1.10218837919542e-05+1.03491478264877e-05i,-3.9348983625341e-06+-3.19597317087972e-07i,-1.47615701092552e-06+-4.60677234932494e-06i,-8.17910153543928e-07+-4.85266210044316e-06i,-1.97520339899508e-06+-7.18806647932753e-06i,0.000164607155579178+-6.606816199708e-05i,-1.10897259102591e-05+-4.35387836150553e-06i,-1.54681167482596e-05+-3.98421997171886e-06i,0.000114807570230739+1.94101526681682e-06i,4.09879848383586e-06+-9.57020468426095e-07i,-1.88362433880804e-05+-1.49285609923009e-05i,-1.73080119987752e-05+-1.27476282402307e-05i,1.42182126384696e-05+-1.37604901209484e-05i,-3.54601793944718e-06+-7.03609807442466e-06i,-3.64532265083502e-06+-4.48101377270989e-06i,-5.10778436794206e-05+3.55846357837413e-06i,9.26970775432398e-05+7.46765199228244e-05i,9.58774476895578e-06+1.04253754247536e-06i,-2.41429577960936e-06+9.46041266746471e-06i,-1.18405206106624e-06+6.30608258333391e-06i,-1.06294513122037e-06+6.46831440430094e-06i,1.12609070739132e-06+4.39949362795067e-06i,-8.53516360753686e-06+1.08615045819659e-05i,-8.42563162456877e-06+1.10946256460005e-05i,1.55243315705883e-05+-6.53900768060172e-06i,2.0616965267855e-05+-1.74560380150974e-05i,-2.3230179077024e-05+7.90960864503388e-05i,3.52895901706649e-07+3.08981495132732e-05i,4.81240688173021e-06+2.40934664131733e-05i
-151.544697925324,-21.4115024964006,31.2,2.43399425019658e-06+3.85189314586943e-09i,3.05585313017906e-05+5.38703343021849e-08i,-2.53147722194447e-06+2.0220541378681e-08i,3.09631100837934e-06+1.75743395826405e-08i,-5.39469709508975e-06+-9.17748437500716e-07i,9.23720976774643e-06+-2.45691985952331e-07i,-3.88535123874995e-05+-9.08321628639327e-07i,2.87339719028147e-07+-5.27965797636302e-07i,-8.81761658430457e-06+-2.07401490620581e-08i,1.79263578326427e-05+-2.70536740891686e-06i,9.17236918419157e-06+-1.83463195590242e-06i,-7.21214471814988e-06+-1.79320292149454e-07i,3.76289101152145e-06+-1.8341354954003e-06i,-5.19876491892785e-06+-3.03987220799577e-06i,-7.20550198597849e-07+-3.12962563337697e-06i,4.00947444668035e-05+-1.06005318598117e-05i,-4.01089644089897e-05+3.06600530740942e-06i,-4.43966503704201e-05+1.04628404723918e-05i,-1.21870971972393e-05+-3.64583790277866e-07i,-3.0819857283228e-06+-4.93994978979152e-06i,-2.50567367063749e-06+-5.18503259169592e-06i,-5.68075069413764e-06+-7.68865222787915e-06i,0.000115509780763515+-6.71944224822123e-05i,-1.22320803961085e-05+-4.74828583530389e-06i,-1.78814913567336e-05+-4.38916808881532e-06i,0.000140747476553571+3.13935572825176e-06i,5.54125000892037e-06+-1.16262499550433e-06i,-1.66060412442436e-05+-1.62661876475917e-05i,-1.54765954951469e-05+-1.39231047196312e-05i,1.77621853506726e-05+-1.49287217592398e-05i,-3.56774062489653e-06+-7.72115591613811e-06i,-1.92281535190608e-06+-5.09658371545276e-06i,-5.10879241988466e-05+3.43534410922723e-06i,1.37471678550524e-05+8.14434092301396e-05i,7.12657655078169e-06+9.62335689889974e-07i,-5.17514286541586e-07+9.97154370957402e-06i,-1.1214377166613e-06+6.55258464173501e-06i,-7.68252551299735e-07+6.69737002750362e-06i,5.22266281334451e-06+3.9129227543258e-06i,-1.11028734476095e-05+1.15542637939809e-05i,-1.14483767118312e-05+1.18957811573887e-05i,1.74878091784638e-05+-7.56388238016191e-06i,2.30286072358531e-05+-1.92394734183665e-05i,-2.30553795522593e-05+8.60417451683703e-05i,1.90792823049584e-06+3.3457115636351e-05i,1.17256325333565e-05+2.55070021112361e-05i
-151.544697925324,-7.12995000539033,31.2,2.50306449496643e-06+3.88100079370317e-09i,3.36398712322979e-05+5.46559598003019e-08i,-3.02215527999485e-06+2.02943261571432e-08i,2.77730679804486e-06+1.70961054278898e-08i,-3.41459448995171e-06+-9.29869442049242e-07i,1.14215536250351e-05+-2.4882170331801e-07i,-5.13460314962854e-05+-9.46809589534861e-07i,-7.46672930463073e-07+-5.40517406736525e-07i,-1.04720574494542e-05+-2.66012924035953e-08i,2.75898004221522e-05+-2.73368147669099e-06i,1.35287310625433e-05+-1.86691593670156e-06i,-8.58517888722941e-06+-1.86987185893896e-07i,3.76443263876124e-06+-1.87719746910449e-06i,4.49465120532981e-06+-3.04826046518309e-06i,5.60403771079492e-06+-3.1848482800419e-06i,4.72258484203975e-05+-1.08521354224437e-05i,-4.27646436094365e-05+3.06830150871747e-06i,-7.22987330205904e-05+1.0373577127535e-05i,-1.92495130980657e-05+-3.86618359520303e-07i,-4.639391559145e-06+-5.11357603336897e-06i,-4.15580000357251e-06+-5.34912359613865e-06i,-9.48722566719955e-06+-7.93069459286469e-06i,4.93151566202427e-05+-6.55641865126194e-05i,-1.28268297807188e-05+-4.95297827290614e-06i,-1.94678749830448e-05+-4.59649685257123e-06i,0.000160134803179375+4.0286246113881e-06i,7.26719193024165e-06+-1.29680798721368e-06i,-1.17028240275943e-05+-1.69187159522533e-05i,-1.13162457645346e-05+-1.45043865686431e-05i,2.02372990196404e-05+-1.55215469404678e-05i,-2.2059255920198e-06+-8.09735345768021e-06i,-3.94907507144775e-07+-5.41722522738768e-06i,-4.10232105731312e-05+3.26525368458767e-06i,-0.000112743307088032+8.23236712941075e-05i,1.04209061739598e-06+9.09514715190127e-07i,-9.13372200780181e-07+1.01971635372443e-05i,-2.65943061733055e-06+6.63787069135901e-06i,-2.304330244895e-06+6.77086219487256e-06i,4.9057662575675e-06+3.6182370799017e-06i,-1.53287338041897e-05+1.17982257462496e-05i,-1.66284322905e-05+1.22302380663472e-05i,1.77611753052438e-05+-8.23089454228864e-06i,2.25459338650585e-05+-2.01168875743312e-05i,-1.6182957906467e-05+8.93121848304606e-05i,5.92630813263536e-06+3.46520287971725e-05i,2.14435203736903e-05+2.61110169868817e-05i
-151.544697925324,7.15160248561992,31.2,2.51849509942033e-06+3.90426298742708e-09i,3.39161303871216e-05+5.49091754677942e-08i,-2.51218220733481e-06+2.1223316362962e-08i,2.65579486802491e-06+1.69751489638237e-08i,-3.2287135337545e-06+-9.31987690062943e-07i,1.15534997790006e-05+-2.49246000461423e-07i,-5.21760667444252e-05+-9.50568950964229e-07i,-7.89482457693811e-07+-5.41985336575875e-07i,-1.0652124141332e-05+-2.71865542433921e-08i,2.82720088803736e-05+-2.73917561285877e-06i,1.38782925253167e-05+-1.8707563385759e-06i,-8.75591610291684e-06+-1.87571371098693e-07i,3.79256593402868e-06+-1.88173025318608e-06i,4.98190588024604e-06+-3.05364967054129e-06i,5.93942127997477e-06+-3.19217845016873e-06i,4.82887102830449e-05+-1.0882779283051e-05i,-4.33905520078723e-05+3.06901176319941e-06i,-7.40340940676329e-05+1.03833155959772e-05i,-1.98058282087502e-05+-3.85987543680325e-07i,-4.65980773006288e-06+-5.14261816342199e-06i,-4.26860245502978e-06+-5.36152925251205e-06i,-9.74760021476735e-06+-7.95009979670853e-06i,4.57723170669178e-05+-6.55214425732339e-05i,-1.30148292786963e-05+-4.96552222762722e-06i,-1.96226230013216e-05+-4.60286222778225e-06i,0.000161929272965458+4.08828692573311e-06i,8.39035373351845e-06+-1.34804148241083e-06i,-1.13347049160178e-05+-1.69603153602127e-05i,-1.10076936433316e-05+-1.45432630019408e-05i,2.04289678568592e-05+-1.55694082056938e-05i,-2.06894269261654e-06+-8.1295706085377e-06i,-3.78626691293486e-07+-5.44096242366526e-06i,-4.04110791751524e-05+3.20534278241595e-06i,-0.000119679657460051+8.31020077146123e-05i,6.510855169097e-07+9.2172168197346e-07i,-8.18158814975378e-07+1.02160053878357e-05i,-2.76550447905847e-06+6.63608062297218e-06i,-2.38836852479516e-06+6.76491856145173e-06i,5.01558613969261e-06+3.57943710786489e-06i,-1.45211477899608e-05+1.16550768846521e-05i,-1.64026629261067e-05+1.21592267436075e-05i,1.77307487858347e-05+-8.50149493797194e-06i,2.24061442986981e-05+-2.01409286334212e-05i,-1.62719928608276e-05+8.91670658572295e-05i,6.10624195778483e-06+3.46494983141208e-05i,2.22004648068877e-05+2.61685163783636e-05i
-151.544697925324,21.4331549766302,31.2,2.44864230479523e-06+3.87134429926047e-09i,3.04679915650098e-05+5.40604066100056e-08i,-8.28291063102422e-07+2.29042562004263e-08i,2.75241435864776e-06+1.71158589031039e-08i,-4.86299685911723e-06+-9.17519454308761e-07i,9.2042463037645e-06+-2.45569072226576e-07i,-3.87272082617969e-05+-9.09076093013293e-07i,3.69185213286028e-07+-5.28388482702735e-07i,-9.03081882668754e-06+-2.13767226525653e-08i,1.82263868260293e-05+-2.7105268703856e-06i,9.42426269767823e-06+-1.83594863031788e-06i,-7.43932013369353e-06+-1.79294508365092e-07i,3.82411605750809e-06+-1.83608216826892e-06i,-5.18637131574156e-06+-3.04085258494199e-06i,-6.80502880478551e-07+-3.13147425057363e-06i,4.14820367571744e-05+-1.06257226423611e-05i,-4.09545070894508e-05+3.0597804034847e-06i,-4.47119027089594e-05+1.0476534079497e-05i,-1.25135217335943e-05+-3.63432314333568e-07i,-2.77629236456716e-06+-4.99975028467644e-06i,-2.5382506851194e-06+-5.19381500218241e-06i,-5.70578635116413e-06+-7.70359796513323e-06i,0.000115636993689862+-6.7221719290716e-05i,-1.25016210302078e-05+-4.76086419548471e-06i,-1.7902940169335e-05+-4.38853542910759e-06i,0.000140773255200643+3.14087351476667e-06i,7.97109875789624e-06+-1.30218348497735e-06i,-1.6510854312983e-05+-1.63181851630889e-05i,-1.53913842066263e-05+-1.39761399670283e-05i,1.75906019668175e-05+-1.49553913562245e-05i,-3.87747556382655e-06+-7.76096460912554e-06i,-1.98425906202459e-06+-5.12521984623369e-06i,-5.05892556751896e-05+3.25372964216024e-06i,1.65612305383651e-05+8.3753813412452e-05i,6.88216332248606e-06+9.99898111378333e-07i,-3.35703787957199e-07+9.96322864070765e-06i,-1.27762866535507e-06+6.52703631572947e-06i,-8.56313121455154e-07+6.66469420709287e-06i,5.33501845796065e-06+3.83418412620748e-06i,-8.05434771973254e-06+1.10764117833716e-05i,-9.91595086071888e-06+1.16231218710333e-05i,1.71936851141859e-05+-8.21683289719632e-06i,2.2657906202259e-05+-1.90978707242317e-05i,-2.3616897614051e-05+8.51611059028417e-05i,1.70306308116313e-06+3.33491089025933e-05i,1.14322710157799e-05+2.57098886010524e-05i
