x,y,z,f_65_47,f_107_12,f_189_19,f_192_91,f_255_99,f_301_84,f_325_72,f_369_31,f_471_47,f_487_18,f_492_39,f_536_08,f_581_86,f_656_86,f_660_92,f_730_52,f_741_27,f_801_16,f_815_69,f_918_35,f_927_03,f_972_95,f_995_14,f_1060_1,f_1107_3,f_Freq_1156,f_Freq_1182,f_1232_6,f_1234_7,f_1328_1,f_1346_3,f_1362_9,f_1468_6,f_1483_3,f_Freq_1509,f_1543_8,f_1607_1,f_1630_5,f_Freq_1654,f_1695_2,f_1697_3,f_1827_4,f_Freq_1850,f_Freq_1904,f_1937_7,f_1982_7
6.84572784083392,-92.8192649514519,31.2,1.32172640143887e-06+-6.77413546829303e-10i,-3.4326540404651e-06+-9.86427641954843e-09i,7.29066241362162e-07+-2.09015098023932e-08i,-4.1154859208827e-07+-1.33511299662969e-08i,3.03992980101984e-05+-5.34365773200151e-07i,5.89477428032839e-06+-1.90102298577219e-07i,4.55331666456316e-06+-6.21242097691448e-07i,4.21073544559818e-06+-3.91006788712518e-07i,7.33661433689573e-06+-4.3687681498294e-07i,-3.69168445247048e-06+-1.9903164505377e-06i,6.94133299234475e-07+-1.39644310237606e-06i,6.81733863021761e-06+-8.28842890921912e-07i,3.80008542547282e-06+-1.58994915201844e-06i,1.83604229770999e-05+-1.25578010943248e-06i,1.31350605629776e-05+-1.77962251217833e-06i,9.74226941311072e-06+-4.58173050508896e-06i,1.99123634699752e-06+-2.28822063626927e-06i,-1.93650123300368e-06+6.42796254675899e-06i,3.25423634652725e-06+-1.35327913177498e-06i,4.26774286411533e-06+-5.01978015638981e-06i,4.07380400938718e-06+-5.20867517557377e-06i,3.89002382042006e-06+-6.52498939031655e-06i,2.71225855001017e-05+-2.55946595286778e-05i,1.47880816661058e-06+-7.07685147453764e-06i,2.56028009287194e-07+-8.85394107737904e-06i,1.8703600414773e-05+3.47649113734379e-05i,2.11805050472107e-06+-1.87755527853799e-06i,4.58830626749594e-06+-7.72690187648634e-06i,3.98004308900646e-06+-7.42760679157776e-06i,-2.28447969541597e-06+-4.09773895443907e-06i,-2.0669960699914e-06+-1.04243878352672e-05i,-1.17922152504406e-06+-2.87915176417248e-06i,-1.00551850994999e-05+-7.26232536202285e-06i,5.66867500303541e-05+-7.5704241222725e-06i,-2.18491514688734e-07+-5.06767434724266e-06i,2.23915511737087e-06+-8.67512867243894e-06i,-2.597421475014e-06+-7.10503928945283e-06i,-3.48706298389606e-06+-7.33711401160097e-06i,-6.47429997379254e-06+-1.00379483272228e-05i,-5.85093296289549e-06+-8.5234340297997e-06i,-6.07680103433094e-06+-8.24189884812637e-06i,-4.88844902803536e-06+-2.39942612839341e-06i,-5.61218124298011e-06+-3.98349361846637e-07i,-8.61125593538068e-06+-1.41347357317284e-05i,-8.30269997027856e-06+-6.30529179170045e-06i,-1.40831002029777e-05+-1.49903529519062e-08i
6.84572784083392,-78.5377124604416,31.2,1.80920251082921e-06+-7.35606531278812e-10i,-4.3430963338228e-06+-7.94513179243638e-09i,7.61355479626785e-07+-2.24345316692108e-08i,-8.47545859324737e-07+-1.44148223246036e-08i,4.57138103117644e-05+-5.82783287104404e-07i,8.37567763389822e-06+-2.1482734929394e-07i,8.32991305336019e-06+-6.96066815543366e-07i,6.16245737612194e-06+-4.43387828491502e-07i,1.12797263817584e-05+-4.8988606726284e-07i,-6.82827692111133e-06+-2.31363040075509e-06i,2.58303696714564e-07+-1.61368373050515e-06i,1.06597368769086e-05+-9.3803140200812e-07i,5.14046429564937e-06+-1.84702265795497e-06i,3.17925551088348e-05+-1.26684203404917e-06i,2.21680150402693e-05+-1.97672575849185e-06i,1.48418404893198e-05+-5.37967123592636e-06i,3.12122232762799e-06+-2.76694884836109e-06i,-3.63163622358092e-06+7.92254285461554e-06i,4.87327086327898e-06+-1.54550227533388e-06i,7.09552391007513e-06+-6.12185313465411e-06i,6.88002470864223e-06+-6.35784776495859e-06i,7.31086520301422e-06+-8.07329603057699e-06i,7.61259686110828e-05+-3.56353851323501e-05i,2.57784966999783e-06+-8.81443533436433e-06i,9.42880183599044e-07+-1.11089618899178e-05i,3.41631236340529e-05+4.30555669898965e-05i,4.33992413078952e-06+-2.70351572708111e-06i,1.32137883914688e-05+-1.0390521845892e-05i,1.16193005095123e-05+-9.99438887171432e-06i,-1.03987244821706e-06+-5.0772831234171e-06i,7.66624002365992e-07+-1.31598756658616e-05i,6.97028070312289e-07+-4.51221618466339e-06i,-7.37114500891444e-06+-1.12749361761168e-05i,5.90227375226347e-05+1.18166524809364e-06i,2.27243831617107e-06+-7.59434619909492e-06i,2.28276915023152e-06+-1.10152853194946e-05i,-1.38649365854492e-06+-1.04692331710534e-05i,-2.51194733115688e-06+-1.09732440510944e-05i,-7.84527852544933e-06+-1.45637386641594e-05i,-3.8569261733267e-06+-1.30891148772479e-05i,-4.11882968766173e-06+-1.28713414028361e-05i,-5.87359817330452e-06+-5.4831071876089e-06i,-7.5588262324969e-06+-2.92712233163598e-06i,-3.80519162411051e-06+-2.3658754412155e-05i,-7.63113237014781e-06+-1.26545480754163e-05i,-1.77722756753694e-05+-7.15571286876701e-06i
6.84572784083392,-64.2561599694313,31.2,2.44828534411163e-06+-8.2057480563146e-10i,-4.79527364549611e-06+-6.67437829400871e-09i,4.40926627073474e-07+-2.50255914608008e-08i,-1.64273282904062e-06+-1.6203037042151e-08i,6.82506292194292e-05+-6.42746142333332e-07i,1.15110990327689e-05+-2.4803578069857e-07i,1.66733789768291e-05+-7.92318386831425e-07i,9.13530169789068e-06+-5.12969311748116e-07i,1.70980992087623e-05+-5.60761521272366e-07i,-9.65326430712324e-06+-2.73017983287207e-06i,4.16548835964328e-07+-1.8959656921548e-06i,1.64135855931268e-05+-1.08288626657892e-06i,6.97217748002427e-06+-2.18230700385761e-06i,5.41372848207622e-05+-1.2453015678574e-06i,3.69842106319191e-05+-2.21977701683751e-06i,2.26136276832593e-05+-6.43804383650304e-06i,4.00842408173659e-06+-3.34336256675219e-06i,-6.65293644785629e-07+9.99916635331104e-06i,8.64906311078755e-06+-1.75548042291347e-06i,1.14594096935472e-05+-7.49663863782083e-06i,1.1302797218916e-05+-7.79400224455275e-06i,1.25128586861508e-05+-1.00112951819688e-05i,0.000161300170316663+-4.99256171166716e-05i,3.62024448816243e-06+-1.09486263862287e-05i,9.89330663659738e-07+-1.3887114583704e-05i,6.89425256339627e-05+5.43697699273446e-05i,8.0425030681456e-06+-3.64967798949735e-06i,3.19636909550313e-05+-1.35744109868261e-05i,2.80443134414251e-05+-1.30744131804832e-05i,1.58255630404149e-06+-6.18245903948816e-06i,6.09778630787622e-06+-1.6486080900689e-05i,4.61137370801519e-06+-6.43762457145568e-06i,1.78087649759487e-06+-1.64095648469958e-05i,5.11919819535242e-05+1.21550095910861e-05i,5.75383686129252e-06+-1.05606863470781e-05i,1.69902458842153e-06+-1.37510193357239e-05i,9.47393431911017e-07+-1.45109396888476e-05i,-4.03209701300439e-07+-1.53523901309865e-05i,-9.92672082950313e-06+-1.99173994974613e-05i,2.00498874707335e-06+-1.85971333830868e-05i,1.89595502348314e-06+-1.85144180653494e-05i,-8.27819570920829e-06+-9.26355424645183e-06i,-1.23621681016415e-05+-5.97879825077107e-06i,1.32499707358957e-05+-3.57625484747285e-05i,-1.97629665048131e-06+-2.07866565319905e-05i,-1.7034381255827e-05+-1.6496020545189e-05i
6.84572784083392,-49.9746074784211,31.2,3.20013678943536e-06+-9.3005015848547e-10i,-4.16012170881437e-06+-6.27581695186964e-09i,4.33357669589568e-08+-2.88980649845762e-08i,-2.74596942426623e-06+-1.87694495334349e-08i,9.91395738973873e-05+-7.09411757487404e-07i,1.51229678186919e-05+-2.88998292382583e-07i,3.13663284279361e-05+-9.05395389271269e-07i,1.32187096815557e-05+-5.98070058699851e-07i,2.3537452702548e-05+-6.49631591114126e-07i,-8.07205367307835e-06+-3.21727959592651e-06i,2.85945898058555e-06+-2.23355949328034e-06i,2.39251644841696e-05+-1.26059539530232e-06i,9.119757811939e-06+-2.58907080753472e-06i,8.58699390049652e-05+-1.17721185977098e-06i,5.76210637964219e-05+-2.49812464836656e-06i,2.64753895541933e-05+-7.71835175765935e-06i,1.1354118002595e-05+-4.00095871469062e-06i,1.80169485163118e-05+1.2768216899705e-05i,1.76475245891882e-05+-1.9817111958348e-06i,1.77301179857275e-05+-9.13168163628604e-06i,1.75781367905493e-05+-9.50415953354822e-06i,1.92725223820636e-05+-1.23167082037438e-05i,0.000260427932979164+-6.71425998830198e-05i,4.52747794183459e-06+-1.3473509358283e-05i,-7.19906256287849e-07+-1.71810800492344e-05i,0.000145676861117611+6.97590838536605e-05i,1.52542932674756e-05+-4.69516741606516e-06i,6.52194123064735e-05+-1.72374965493242e-05i,5.70117775115901e-05+-1.66354222198827e-05i,1.02034255978191e-05+-7.45000568826816e-06i,1.4660548072133e-05+-2.0450979049404e-05i,1.32458840915001e-05+-8.65539902770217e-06i,1.20257178820789e-05+-2.26680677131096e-05i,4.52825205983363e-05+2.52955125863001e-05i,1.27638433103267e-05+-1.39550327817285e-05i,5.00106957136003e-06+-1.69521214570213e-05i,6.48898759950329e-06+-1.92738464207235e-05i,4.83519882362494e-06+-2.05289479955106e-05i,-9.83475986240466e-06+-2.62788213500991e-05i,1.38350122285001e-05+-2.51055833718567e-05i,1.42589463772776e-05+-2.52394738194868e-05i,-1.41870866093033e-05+-1.37016156993124e-05i,-2.44788888561344e-05+-9.45885332446617e-06i,5.90377416660436e-05+-5.04672422940849e-05i,1.50517965410681e-05+-3.07412848842345e-05i,-8.57625929136237e-06+-2.79814556414088e-05i
6.84572784083392,-35.6930549874108,31.2,3.90140660779106e-06+-1.04102639681218e-09i,-2.00099598102635e-06+-6.70761766787662e-09i,-4.18825963772722e-07+-3.30095349752974e-08i,-3.97885820484526e-06+-2.14775367189788e-08i,0.000132873805924314+-7.69559208403143e-07i,1.82451827202312e-05+-3.3002690798599e-07i,5.1203875256082e-05+-1.01174288956814e-06i,1.7640943514616e-05+-6.82519323304928e-07i,2.86387984803737e-05+-7.39467445913901e-07i,2.32833895758784e-06+-3.67028921938884e-06i,9.20901309654922e-06+-2.55996617740096e-06i,3.14806770745966e-05+-1.43638614170775e-06i,1.12497952989382e-05+-2.99161068075083e-06i,0.000118292889548143+-1.0894789439701e-06i,7.83413310224413e-05+-2.76407906418212e-06i,2.22126364438476e-05+-8.96289826995708e-06i,2.547310023039e-05+-4.63554330353539e-06i,6.31481179551389e-05+1.5901070137982e-05i,3.361241738221e-05+-2.19375664518543e-06i,2.47860778740234e-05+-1.07412787289347e-05i,2.456100783141e-05+-1.11931559067964e-05i,2.47042418528583e-05+-1.45831389077966e-05i,0.000304824665945979+-8.14503397851302e-05i,5.55616899930953e-06+-1.59740216305947e-05i,-4.22709163823131e-06+-2.04447782472353e-05i,0.000262812736565415+8.70727012852426e-05i,2.60956268401438e-05+-5.69368582157061e-06i,0.000106226550978674+-2.07224856498923e-05i,9.26859140086288e-05+-2.00462111024167e-05i,2.31858084316949e-05+-8.59312179305384e-06i,2.16269113525755e-05+-2.43024134263386e-05i,2.59918311499168e-05+-1.08126444875715e-05i,1.31679066071988e-05+-2.90363203563344e-05i,0.000131691532919822+4.1675105913616e-05i,2.41723241454598e-05+-1.72359764551236e-05i,1.66698151076953e-05+-2.0025185112114e-05i,1.46339848468565e-05+-2.39732294710728e-05i,1.19389204554391e-05+-2.56456638182608e-05i,-1.03304748215272e-05+-3.24965962248588e-05i,2.70393802055345e-05+-3.14766311672703e-05i,2.76050700335519e-05+-3.18880152607045e-05i,-2.48064330202943e-05+-1.8132389285531e-05i,-4.67682386671278e-05+-1.28856691434897e-05i,0.000142217148938455+-6.47584787178742e-05i,4.6043372998769e-05+-4.06917925116257e-05i,7.41058823717983e-06+-3.95209307146949e-05i
6.84572784083392,-21.4115024964006,31.2,4.38062839453488e-06+-1.12816654637278e-09i,1.37730927585499e-06+-7.71333146392402e-09i,-4.01899691146263e-07+-3.65184623847083e-08i,-4.9037934908617e-06+-2.37166684023544e-08i,0.000162419589503816+-8.08173113680936e-07i,2.01936904770829e-05+-3.61689245942904e-07i,7.14623935963107e-05+-1.08732251263365e-06i,2.13034759875049e-05+-7.4710667542261e-07i,2.93786480262965e-05+-8.10620004808374e-07i,2.1894481414274e-05+-3.97547195552086e-06i,1.89145511421888e-05+-2.79784078654619e-06i,3.65628530851451e-05+-1.56750364119304e-06i,1.24395499892859e-05+-3.29639940716215e-06i,0.000142148161089762+-1.01464722469595e-06i,9.28815081693809e-05+-2.9618606161323e-06i,2.34499466595998e-06+-9.86547558810621e-06i,5.19792177849047e-05+-5.08927132455112e-06i,0.000128452332251+1.87063276429713e-05i,5.37955320536145e-05+-2.35125961920085e-06i,3.02780048353695e-05+-1.19614436470597e-05i,2.96767236604686e-05+-1.24742138760134e-05i,2.64513676970506e-05+-1.62826181725166e-05i,0.00024127718994075+-8.72618899640881e-05i,6.27326728253704e-06+-1.78746630011849e-05i,-9.85348110864269e-06+-2.29040045100405e-05i,0.000402868470641673+0.000102322786880899i,3.8735174103247e-05+-6.45879476247914e-06i,0.000140821369136394+-2.33511150006446e-05i,0.00012260837950315+-2.26239705139192e-05i,3.99609172780068e-05+-9.38428994364035e-06i,2.35708791945131e-05+-2.71208355640666e-05i,3.85140644506907e-05+-1.2469000709047e-05i,-2.35038292543734e-05+-3.37483713815488e-05i,0.000370883409088537+5.97678077196633e-05i,4.42599680059274e-05+-1.97019620970843e-05i,3.66854361149739e-05+-2.22629787660186e-05i,2.26309644481034e-05+-2.75181372363973e-05i,1.73833652456846e-05+-2.95040192859788e-05i,-1.49592308697295e-05+-3.70817329413091e-05i,2.89907180310283e-05+-3.6081819295626e-05i,2.8824111717827e-05+-3.6778595364537e-05i,-4.22542486670369e-05+-2.14922950374652e-05i,-8.16029514881136e-05+-1.54150788385202e-05i,0.000258916284350408+-7.5086937369077e-05i,8.53524807151207e-05+-4.83078487248033e-05i,1.6224400854979e-05+-4.84431451000661e-05i
6.84572784083392,-7.12995000539033,31.2,4.60325630301894e-06+-1.17391025771088e-09i,3.97104728665459e-06+-8.53533037511524e-09i,-3.2563792009271e-07+-3.84692925856923e-08i,-5.33353852922763e-06+-2.49721533010595e-08i,0.000179516405786271+-8.25601688108769e-07i,2.09125369873017e-05+-3.7853541923767e-07i,8.42753880706724e-05+-1.12489859279477e-06i,2.32534436474947e-05+-7.81364055092723e-07i,2.79203317397193e-05+-8.49982006674646e-07i,3.86744573042271e-05+-4.11581755469099e-06i,2.66250440669026e-05+-2.91863532444785e-06i,3.8720599045093e-05+-1.63600324140416e-06i,1.27514898636293e-05+-3.45848603084257e-06i,0.000152543904801418+-9.80735285508528e-07i,9.87360815032817e-05+-3.06836344254426e-06i,-1.71148925099134e-05+-1.03306422519701e-05i,7.41325114734183e-05+-5.32205697719428e-06i,0.000179439012077623+2.04389671066582e-05i,6.83781483598267e-05+-2.4381666467485e-06i,3.26715105169458e-05+-1.26268638608225e-05i,3.1733097835976e-05+-1.31738837945567e-05i,2.50702598277758e-05+-1.71994528401063e-05i,0.000139899258530604+-8.69517678211917e-05i,6.50428957106287e-06+-1.89288887650381e-05i,-1.49622468565613e-05+-2.42580424142663e-05i,0.000505213064585556+0.000111846547235666i,4.78688187459288e-05+-6.90709362992318e-06i,0.000157022344015982+-2.48383478478601e-05i,0.000136499548259799+-2.40781967920096e-05i,5.0999350595013e-05+-9.79369650066409e-06i,2.08718725576902e-05+-2.86752570133728e-05i,4.48041881856691e-05+-1.34061805863148e-05i,-7.11499070813775e-05+-3.63276942402882e-05i,0.000645060937034526+7.47560577813991e-05i,6.19295234497539e-05+-2.11002992206845e-05i,5.25227447797767e-05+-2.35235488795197e-05i,2.56547594214417e-05+-2.95465780208311e-05i,1.73744925856919e-05+-3.17093999725214e-05i,-2.69422836882502e-05+-3.95610554157512e-05i,1.94296121640712e-05+-3.84765765272051e-05i,1.82988701003872e-05+-3.94299285677936e-05i,-5.99838024113294e-05+-2.34075970860053e-05i,-0.000113717197946613+-1.68021635524079e-05i,0.000354527052943905+-8.09065361278041e-05i,0.000113476107157098+-5.28370733734773e-05i,1.18082663234844e-05+-5.35715810309489e-05i
6.84572784083392,7.15160248561992,31.2,4.60425549921162e-06+-1.17468241865163e-09i,4.00058138825886e-06+-8.55635174373224e-09i,-7.67143889091884e-07+-3.83740851441551e-08i,-5.25713118873561e-06+-2.50328604903761e-08i,0.000179622171396203+-8.25710745452656e-07i,2.07994770577562e-05+-3.78558117035883e-07i,8.44215651549087e-05+-1.12507734617204e-06i,2.32774702316413e-05+-7.81571676117302e-07i,2.79525435771992e-05+-8.50018258108271e-07i,3.91289099517405e-05+-4.11649603376631e-06i,2.67197650563155e-05+-2.91968981168588e-06i,3.87912770567982e-05+-1.63630051694975e-06i,1.27662566685607e-05+-3.4597168774403e-06i,0.000152598919375503+-9.82340314709815e-07i,9.87705911877175e-05+-3.07018912894313e-06i,-1.59864277100557e-05+-1.03499020941377e-05i,7.38095736498945e-05+-5.32383771780857e-06i,0.000180427232283441+2.04672688388882e-05i,6.85035322177134e-05+-2.4422068755064e-06i,3.26397687035447e-05+-1.26328232178479e-05i,3.17860220974868e-05+-1.31807619804675e-05i,2.49432453001546e-05+-1.72094993710892e-05i,0.000138153847467074+-8.69112811842377e-05i,6.88743949543115e-06+-1.893785598284e-05i,-1.52228294579705e-05+-2.42570031483815e-05i,0.000508415223890479+0.000111982318156246i,4.86765232066681e-05+-6.96344347908013e-06i,0.000156974326642388+-2.48704882762562e-05i,0.000136490723491039+-2.410773687201e-05i,5.10266444674028e-05+-9.79665138540944e-06i,2.03211346068476e-05+-2.86976826409827e-05i,4.49371994660002e-05+-1.34163908329991e-05i,-7.04582750531474e-05+-3.64030022025166e-05i,0.000653176701492664+7.60855371125238e-05i,6.16872697387076e-05+-2.10963929902332e-05i,5.30928957716807e-05+-2.35316968372496e-05i,2.5636045143774e-05+-2.95630708217672e-05i,1.73087658796009e-05+-3.17310498823583e-05i,-2.79750822641682e-05+-3.95650206273181e-05i,1.78104631047482e-05+-3.8098491888822e-05i,1.7503549627254e-05+-3.92505181840461e-05i,-6.15179299476045e-05+-2.33163300027888e-05i,-0.000114036688477065+-1.66804980417076e-05i,0.000356346230238565+-8.12690766190061e-05i,0.000113979365583634+-5.30237561579914e-05i,1.14613988959994e-05+-5.36071065483899e-05i
6.84572784083392,21.4331549766302,31.2,4.38512142683894e-06+-1.12887286603932e-09i,1.38254301159505e-06+-7.72550490561693e-09i,-1.62623969007489e-06+-3.62115427511059e-08i,-4.67675448866313e-06+-2.38707511282462e-08i,0.000162448849310996+-8.08739325918279e-07i,1.99273553530917e-05+-3.61590950386142e-07i,7.15157842307311e-05+-1.08788858517084e-06i,2.13517758544705e-05+-7.47462344073102e-07i,2.94905857805006e-05+-8.10641181071915e-07i,2.24756517261926e-05+-3.97849311071074e-06i,1.89062763260928e-05+-2.8002242287051e-06i,3.66580096843498e-05+-1.56775612648283e-06i,1.24733378402192e-05+-3.29833399443814e-06i,0.000142370518758658+-1.01621047939432e-06i,9.30518603062691e-05+-2.96398186841125e-06i,5.72313207079221e-06+-9.91288522245615e-06i,5.0603550181063e-05+-5.09220094973485e-06i,0.000129185675235368+1.87467452293706e-05i,5.36381858130615e-05+-2.36065145682221e-06i,3.02042731061308e-05+-1.19684384387595e-05i,2.97959072792364e-05+-1.24816217637263e-05i,2.6411001022923e-05+-1.6294141269241e-05i,0.000242034390525157+-8.73622884972679e-05i,7.1699910004925e-06+-1.78787199261176e-05i,-1.01432258175262e-05+-2.28722407617329e-05i,0.000404781907879007+0.000102297873060761i,4.00933367054365e-05+-6.60906679323589e-06i,0.000140928065236074+-2.34016531311219e-05i,0.000122781172404528+-2.26687670110219e-05i,3.95838486454005e-05+-9.38583847716576e-06i,2.248877080905e-05+-2.71417133067776e-05i,3.86800072119713e-05+-1.24743506502792e-05i,-2.08064265181599e-05+-3.38718421708153e-05i,0.000376243675730637+6.27542469208644e-05i,4.35221978652789e-05+-1.96383712701888e-05i,3.72505269216256e-05+-2.22332797890574e-05i,2.26760267953821e-05+-2.74858424834123e-05i,1.75200956457842e-05+-2.94802490430585e-05i,-1.5583822068592e-05+-3.70330755811313e-05i,2.61839094073629e-05+-3.48762617056784e-05i,2.77245189560444e-05+-3.61511701931751e-05i,-4.48574569449147e-05+-2.11599393061364e-05i,-8.11398469383838e-05+-1.50311232730903e-05i,0.000259299768425782+-7.57988164122449e-05i,8.58853064676814e-05+-4.86147544841876e-05i,1.7190104566038e-05+-4.83495267636036e-05i
6.84572784083392,35.7147074676404,31.2,3.91746716444721e-06+-1.04504220357872e-09i,-2.04079664824393e-06+-6.72858956157819e-09i,-2.05572461527104e-06+-3.26257443800606e-08i,-3.66250606320335e-06+-2.17627189790997e-08i,0.000133418075391816+-7.70481306157097e-07i,1.801586747588e-05+-3.30096627346587e-07i,5.12637800043983e-05+-1.01363407519926e-06i,1.77578578072823e-05+-6.83711276101208e-07i,2.87511270230351e-05+-7.40067598139068e-07i,2.32144507592901e-06+-3.6804669295213e-06i,8.87719672285484e-06+-2.56521584602203e-06i,3.16040485736081e-05+-1.43719365055885e-06i,1.11916980286035e-05+-2.99511503835021e-06i,0.000119785164975199+-1.08420023946706e-06i,7.92844878582622e-05+-2.76494492394947e-06i,2.53229913680073e-05+-9.02664336936586e-06i,2.50123235891853e-05+-4.63489283196992e-06i,6.21475381394595e-05+1.59219435439253e-05i,3.30034508850785e-05+-2.20642513549402e-06i,2.46459863840539e-05+-1.07390069168373e-05i,2.46568715101212e-05+-1.11885657962422e-05i,2.51272998655799e-05+-1.45770270134579e-05i,0.00031601915535358+-8.2019569664352e-05i,6.05667938598097e-06+-1.5942705233079e-05i,-4.73096944152693e-06+-2.03386055551361e-05i,0.000264462024570618+8.67069259156508e-05i,2.72558207405067e-05+-5.90752644416315e-06i,0.00010779325940172+-2.07240919998186e-05i,9.40910615153278e-05+-2.00434864473148e-05i,2.34660345959297e-05+-8.57101325286354e-06i,2.14549438784838e-05+-2.42477036924558e-05i,2.61756214644094e-05+-1.07774246126385e-05i,1.47076220234963e-05+-2.90204093108491e-05i,0.000113467120667785+4.46557192750541e-05i,2.3897770913852e-05+-1.70443026135809e-05i,1.63690827743112e-05+-1.98871391548472e-05i,1.48022035647451e-05+-2.37772427548798e-05i,1.23900843007088e-05+-2.54468066636191e-05i,-8.8162622851164e-06+-3.22492293696116e-05i,2.57137938595704e-05+-2.94389595302631e-05i,2.76894257326982e-05+-3.07353610292933e-05i,-2.75810280550456e-05+-1.74854496541686e-05i,-4.70214619306074e-05+-1.22273689622908e-05i,0.000142041829684298+-6.51569582454639e-05i,4.67385676458078e-05+-4.07355428208301e-05i,9.58282049847032e-06+-3.90324487306411e-05i
6.84572784083392,49.9962599586507,31.2,3.2075606412583e-06+-9.22413283703833e-10i,-4.28852152785243e-06+-6.13940396721812e-09i,-1.64636800428277e-06+-2.81003798736697e-08i,-2.37551776319469e-06+-1.8946039584173e-08i,9.83986282623736e-05+-7.1108088844429e-07i,1.48435096725061e-05+-2.8815616786933e-07i,3.06576655458023e-05+-9.0613432234045e-07i,1.31871206262898e-05+-5.9815892956116e-07i,2.35335976241544e-05+-6.49169449126707e-07i,-8.0931696636644e-06+-3.22502417873212e-06i,2.58440511176632e-06+-2.23510589955251e-06i,2.37371040799105e-05+-1.25893136269909e-06i,9.14462037591823e-06+-2.5892270085721e-06i,8.48794155833255e-05+-1.18330183664724e-06i,5.70584430028114e-05+-2.49916389554372e-06i,2.93703405507396e-05+-7.78716139809538e-06i,9.79651127874506e-06+-3.99892195540746e-06i,1.58632965540577e-05+1.27872288837327e-05i,1.66560131202294e-05+-1.99546139279685e-06i,1.72892134883986e-05+-9.1297946179049e-06i,1.74746105298497e-05+-9.5017126104082e-06i,1.9217479060158e-05+-1.23159324212647e-05i,0.000259226913042305+-6.71400129630113e-05i,5.01889733049821e-06+-1.3461163044646e-05i,-3.4103543459022e-07+-1.70931868900993e-05i,0.000137860207657221+6.91609278213207e-05i,1.59191177545342e-05+-4.95763223367971e-06i,6.25372673554889e-05+-1.73127806651023e-05i,5.47995485857219e-05+-1.66950551467557e-05i,8.81282616355629e-06+-7.47387917566046e-06i,1.38890688897196e-05+-2.04810055091157e-05i,1.23918341144627e-05+-8.64834144997639e-06i,1.31754233646288e-05+-2.28379976022849e-05i,4.18997035435473e-05+3.00817217675415e-05i,1.16994927040504e-05+-1.37537857582121e-05i,4.68913714779914e-06+-1.68023259660046e-05i,5.94317504209636e-06+-1.91165615602899e-05i,4.34341401293417e-06+-2.03812946145752e-05i,-9.94336733489538e-06+-2.61195079294328e-05i,1.1932433472355e-05+-2.27924682636255e-05i,1.28248264413123e-05+-2.39977599972586e-05i,-1.44673014201111e-05+-1.30397755532735e-05i,-2.21848165420514e-05+-8.867606982283e-06i,5.00852588178489e-05+-5.10943761823253e-05i,1.24193080866231e-05+-3.09362282348219e-05i,-8.93165726281634e-06+-2.76768292810866e-05i
6.84572784083392,64.277812449661,31.2,2.45059539848992e-06+-8.2135055779107e-10i,-4.79297736131862e-06+-6.70729571010914e-09i,-1.0091803763071e-06+-2.42233389795335e-08i,-1.3585391541529e-06+-1.64837684436633e-08i,6.82941401288936e-05+-6.42496355823992e-07i,1.13109332448696e-05+-2.46888637746714e-07i,1.66467766824541e-05+-7.92138101265775e-07i,9.1758348272755e-06+-5.13068359833106e-07i,1.71413063898361e-05+-5.59494501992576e-07i,-9.58153413775134e-06+-2.73884232787943e-06i,2.59985481798326e-07+-1.89609043701518e-06i,1.64427648244041e-05+-1.08041871347002e-06i,6.92883889174316e-06+-2.18077331695954e-06i,5.47347596409073e-05+-1.24854878891712e-06i,3.73590922425516e-05+-2.22158633518142e-06i,2.39673405105736e-05+-6.51034210450663e-06i,3.64584426301824e-06+-3.33438624801711e-06i,-1.01426543732438e-06+1.00198465060356e-05i,8.37768730026086e-06+-1.77605271380657e-06i,1.11879469649236e-05+-7.49049088730039e-06i,1.13444828984923e-05+-7.78466880437288e-06i,1.26431094620907e-05+-1.00021091547973e-05i,0.000166307632236544+-5.01276343506674e-05i,3.54080203396639e-06+-1.0923824035228e-05i,7.34543221653094e-07+-1.37639847125091e-05i,7.04417431121368e-05+5.39360825000894e-05i,8.90375287327839e-06+-3.95393628651655e-06i,3.25843628332973e-05+-1.36234980617962e-05i,2.86061968625749e-05+-1.31154070613405e-05i,1.58641380503718e-06+-6.19827457454519e-06i,6.25011541125699e-06+-1.65197376500868e-05i,4.59420150140009e-06+-6.42389131448721e-06i,2.49644376883729e-06+-1.65113874269242e-05i,4.76084543470608e-05+1.66187567940421e-05i,5.57099500028856e-06+-1.03812125448368e-05i,1.3728909443741e-06+-1.36899437055944e-05i,7.57501319837698e-07+-1.44004084582367e-05i,-6.02748080622881e-07+-1.52500640558041e-05i,-1.01453628039841e-05+-1.97849949128886e-05i,1.71835751585798e-06+-1.62396868935899e-05i,1.89894697455161e-06+-1.72919776581324e-05i,-9.84738330735463e-06+-8.54553226821646e-06i,-1.28309119109434e-05+-5.41891975102386e-06i,1.30189538191265e-05+-3.65300911700457e-05i,-1.70895774899255e-06+-2.11343112701767e-05i,-1.61124572488862e-05+-1.63625889784982e-05i
