x,y,z,f_69_19,f_Freq_115,f_202_98,f_209_59,f_283_74,f_315_71,f_356_95,f_389_31,f_489_57,f_508_46,f_516_68,f_566_83,f_617_02,f_685_53,f_690_48,f_754_55,f_769_56,f_832_57,f_849_84,f_952_34,f_966_71,f_999_72,f_1062_3,f_1109_6,f_1154_1,f_1159_2,f_1241_3,f_1253_3,f_1297_5,f_1301_8,f_1416_1,f_1425_3,f_1524_1,f_1528_5,f_1563_9,f_1577_4,f_1587_2,f_1684_5,f_1714_9,f_1737_9,f_1791_1,f_1884_4,f_1912_7,f_1940_9,f_1965_9,f_1995_9
91.4384373885419,-33.8000671464631,31.2,4.24123353659585e-06+7.68944041836292e-10i,9.84066639424963e-06+1.64129163402566e-08i,-8.36879278897836e-06+-7.84262352674249e-09i,-8.21285122575487e-07+-8.98268128356434e-09i,3.86232776889493e-05+-1.37346769855426e-06i,7.16585497980667e-06+-4.98391850855589e-07i,6.92221569389646e-05+-1.52373054592706e-06i,1.48113356810309e-05+-8.56430033943437e-07i,-2.59179965419751e-05+-7.80793897793419e-07i,9.85225910786034e-05+-3.5295578552691e-06i,5.25437312761221e-05+-2.7865598254488e-06i,2.17676929313396e-05+-2.37354018481732e-06i,3.04436089319473e-05+-3.90530461774851e-06i,-4.81915923558446e-05+-1.20668330069933e-06i,-2.79168549447913e-05+-2.3033269794881e-06i,3.25261534690895e-05+-6.74275355521692e-06i,-4.02660261939385e-05+-5.76032408492553e-06i,8.70682180161483e-06+-1.65182750514418e-05i,-8.05533555245662e-06+1.93461287142958e-05i,8.28907967433037e-06+-9.77313912779997e-06i,1.44059714670029e-05+-1.09197503755829e-05i,-5.9954495110699e-06+-7.49174275966257e-06i,-4.24802322921177e-05+-1.46588967485684e-05i,2.70588204723531e-05+-1.67513670392208e-05i,-0.000176924773324652+5.38318106626172e-05i,-4.72226885569457e-05+1.01781788714396e-05i,-0.00417879271450749+-0.000247417227108108i,-0.000121620082252413+3.45123920126126e-06i,-5.83680543955221e-05+8.76855197477405e-06i,-4.34579975369962e-05+5.17932689132349e-06i,-5.75445888154225e-06+-1.33960736521037e-05i,-8.43517914816193e-05+2.25857030140865e-05i,5.72755209642648e-05+-9.53191724124127e-06i,3.80633538576235e-05+-1.02606272646408e-05i,4.94740725450115e-05+-3.02374461512752e-05i,4.59470477090752e-05+-5.12122889301475e-06i,-0.000116499620955209+3.17795369417484e-05i,-1.8071989965405e-05+3.1851587303211e-07i,-1.95786245377886e-05+-3.33045321966231e-07i,-1.7832940244699e-05+-7.59605908083729e-07i,-1.48301661489499e-05+-2.28197703297184e-06i,-8.26685920615201e-06+-3.11060498694941e-05i,-5.46465436289818e-05+8.72147562064036e-05i,-3.00954275522023e-05+2.46741680271582e-05i,-4.00130089608439e-05+1.80384902280639e-05i,-1.18511664849915e-05+1.24343276969458e-05i
91.4384373885419,-20.266878162577,31.2,4.5612795245944e-06+8.08732482471267e-10i,1.41816078171254e-05+1.64203093299737e-08i,-5.21547986241702e-06+-8.23845452087761e-09i,-6.62371297549249e-08+-9.39296033234388e-09i,4.96904705082241e-05+-1.43154023702799e-06i,9.12167688883343e-06+-5.28202092401372e-07i,8.11224331083805e-05+-1.60101331029544e-06i,1.73569223312372e-05+-9.08805716008846e-07i,-3.19644881154023e-05+-8.39558540467538e-07i,0.000119066940961716+-3.68897752705601e-06i,6.27912064159562e-05+-2.9453783612376e-06i,2.70259625230173e-05+-2.51130932841627e-06i,3.57522945160056e-05+-4.16443369311013e-06i,-6.06570247856441e-05+-1.33477712210436e-06i,-3.60946077334766e-05+-2.48417308862284e-06i,2.03709739834885e-05+-7.23326514289239e-06i,-1.35997176024311e-05+-6.06103493194848e-06i,1.48180522855499e-05+-1.77520389109972e-05i,-6.51628546239489e-06+2.0736462793192e-05i,1.3821728481432e-05+-1.05529076577479e-05i,2.12052625891799e-05+-1.17965948732808e-05i,-1.09664841532651e-05+-8.13119755281051e-06i,-4.77808971228316e-05+-1.58882743246017e-05i,2.61731051724454e-05+-1.81138076186029e-05i,-2.38192492677628e-05+6.22348254042397e-05i,1.33602856353645e-05+1.17363498428697e-05i,-0.00594067793940486+-0.000573212405356792i,-0.000152253455569641+2.98190741931941e-06i,-0.000109399560227436+9.82100158410951e-06i,-8.07563395439193e-05+5.67817644144276e-06i,-3.10384498005578e-06+-1.49578007221276e-05i,-0.000126285499170508+2.39797237256878e-05i,7.54264637636717e-05+-1.07028581290051e-05i,5.20334196514556e-05+-1.15748563385806e-05i,7.78133394216993e-05+-3.36037602887943e-05i,1.83609910473369e-05+-5.80564170143592e-06i,-0.000134658883169631+3.41256349390293e-05i,-2.20194200688592e-05+-1.82810257010092e-07i,-2.12328275809681e-05+-9.47945181312254e-07i,-1.89337306113122e-05+-1.43917506536813e-06i,-1.40764460752454e-05+-3.18446374169842e-06i,1.35963262640239e-05+-3.5337956733296e-05i,-0.00010889249563954+9.38185220875496e-05i,-4.10357582072219e-05+2.60865262899055e-05i,-3.34017980625235e-05+1.90694436249733e-05i,-2.79238275337142e-05+1.28271575954318e-05i
91.4384373885419,-6.73368917869078,31.2,4.72299833081294e-06+8.29682112275164e-10i,1.70724374356143e-05+1.62301802916807e-08i,-2.83378265856432e-06+-8.67006017275473e-09i,5.34842020244244e-07+-9.65176691241742e-09i,5.59327719349092e-05+-1.46291779392904e-06i,1.02449992522455e-05+-5.44574893236665e-07i,8.77586344985916e-05+-1.64347919260618e-06i,1.87878575596772e-05+-9.37853398684436e-07i,-3.53960558016687e-05+-8.71144468429235e-07i,0.000131047994850951+-3.77793238005e-06i,6.85270967867779e-05+-3.03435976773436e-06i,2.96930836149053e-05+-2.5882390918929e-06i,3.86743532057894e-05+-4.31090142454434e-06i,-7.00595718280684e-05+-1.41046606151107e-06i,-4.25051781620412e-05+-2.58717040006614e-06i,6.23069311957009e-06+-7.49458669995592e-06i,1.48798740780504e-05+-6.23446706458095e-06i,2.18929798737968e-05+-1.85000683278992e-05i,-8.50394986315163e-06+2.1498069491859e-05i,1.7779803618904e-05+-1.10117339992656e-05i,2.57855718176019e-05+-1.23137389550218e-05i,-1.46782580744533e-05+-8.50546675872204e-06i,-4.99195198734898e-05+-1.66404596557342e-05i,2.34918945066751e-05+-1.89060606844914e-05i,0.000117910875724535+6.86628161898035e-05i,6.8414312001971e-05+1.3021322241323e-05i,-0.00717909033475509+-0.000807629010322562i,-0.000173429136460687+2.6691345921619e-06i,-0.000141095100423221+1.072022838331e-05i,-0.000107995836269209+6.00088347119925e-06i,-1.00414522823088e-06+-1.59256233239934e-05i,-0.000160433342087046+2.47664040928124e-05i,9.09843318028213e-05+-1.1382360671701e-05i,6.33044719720695e-05+-1.23649850394678e-05i,9.86413854128228e-05+-3.57038775437905e-05i,-1.59780309106449e-06+-6.20626059042956e-06i,-0.000156636189987425+3.60409610452303e-05i,-2.54024115497207e-05+-3.99101633387123e-07i,-2.169908772576e-05+-1.27278956834996e-06i,-1.94951023803903e-05+-1.79579667049146e-06i,-1.35880671151494e-05+-3.7033132696403e-06i,2.01053690886664e-05+-3.8046011647795e-05i,-0.000113953974710785+9.88155534522713e-05i,-3.65054409875821e-05+2.71520141640918e-05i,-9.9912913382134e-06+1.94871293486985e-05i,-4.17770244728443e-05+1.32088894268218e-05i
91.4384373885419,6.79949980519538,31.2,4.71440458759132e-06+8.29725405611415e-10i,1.69444976514231e-05+1.62361405354689e-08i,-2.93183414453205e-06+-8.70150492274377e-09i,5.07265186524195e-07+-9.64597057279038e-09i,5.57196608545229e-05+-1.46093786344236e-06i,1.02103724646977e-05+-5.43714340681982e-07i,8.74523210870108e-05+-1.64085221384493e-06i,1.87290249381268e-05+-9.36409118055438e-07i,-3.52827156646737e-05+-8.69012603328411e-07i,0.0001309307692708+-3.77340506230653e-06i,6.80798401141224e-05+-3.02869691958109e-06i,2.95676340093706e-05+-2.58330002865721e-06i,3.8448018633164e-05+-4.30149702853692e-06i,-6.99621678213876e-05+-1.40372708813862e-06i,-4.22606489427733e-05+-2.57954379427933e-06i,6.47539058739608e-06+-7.47086799468024e-06i,1.40197410035218e-05+-6.22166479851682e-06i,2.37046967409759e-05+-1.84844371224051e-05i,-8.38555950253055e-06+2.14424126600898e-05i,1.77283780574417e-05+-1.09786984693108e-05i,2.56439412669967e-05+-1.22757763137624e-05i,-1.45785153427056e-05+-8.47732480068322e-06i,-4.99117018824266e-05+-1.65802695520585e-05i,2.34508031324842e-05+-1.88346679912374e-05i,0.000114070398145675+6.85257777649532e-05i,6.67280653217023e-05+1.34712736351488e-05i,-0.00706516068337621+-0.000789422809164965i,-0.000172956437073941+2.65919887701289e-06i,-0.000129854228191296+1.12156930039095e-05i,-0.000105229762475777+6.03980572074681e-06i,-4.64017128282283e-07+-1.5875718273661e-05i,-0.000164169249319634+2.4776780422034e-05i,9.01362353467796e-05+-1.13070836843776e-05i,6.22881291482027e-05+-1.23114854045453e-05i,9.86715463646725e-05+-3.54567672450893e-05i,2.81970134355347e-06+-6.17780805085754e-06i,-0.000167178065558191+3.63979114263364e-05i,-2.51612086992123e-05+-3.88740235664197e-07i,-2.09759482410257e-05+-1.23419864394429e-06i,-1.91882296824108e-05+-1.74959081136364e-06i,-1.34251879916222e-05+-3.68732445062281e-06i,2.19844895444931e-05+-3.78314786699008e-05i,-0.000111291417751975+9.76143663222243e-05i,-3.58580393896991e-05+2.68193478454739e-05i,-9.80027545407943e-06+1.9256770652023e-05i,-4.05739505717156e-05+1.29116275146731e-05i
91.4384373885419,20.3326887890816,31.2,4.56073451652975e-06+8.07718759389531e-10i,1.4133463122916e-05+1.63947886698299e-08i,-5.27489120929869e-06+-8.40993323573459e-09i,-8.33689531903971e-08+-9.43909571038091e-09i,4.97137344943976e-05+-1.43133917947992e-06i,9.13588118193075e-06+-5.28277271100045e-07i,8.11170852763355e-05+-1.60054430001514e-06i,1.73624077063253e-05+-9.09389243527256e-07i,-3.20899751692963e-05+-8.38744240818233e-07i,0.000120235471428135+-3.69493327255066e-06i,6.23794417445478e-05+-2.94553852495476e-06i,2.70617301239998e-05+-2.51225760146723e-06i,3.55927988258575e-05+-4.16648175403788e-06i,-6.16722404678861e-05+-1.32922220835647e-06i,-3.62998518890074e-05+-2.48321957798092e-06i,1.98835485510772e-05+-7.22604069986069e-06i,-1.34212230661964e-05+-6.06904807522747e-06i,2.04120575816059e-05+-1.78735031759516e-05i,-7.12785726605914e-06+2.0755395608495e-05i,1.40534496945291e-05+-1.05745883824652e-05i,2.12925364403306e-05+-1.18196035587024e-05i,-1.10624691674285e-05+-8.1459642350014e-06i,-4.81869816016667e-05+-1.59200189982596e-05i,2.59146646810728e-05+-1.81419790018675e-05i,-2.36168314734561e-05+6.29422276932109e-05i,1.19285869639138e-05+1.32404084183488e-05i,-0.00584030941597758+-0.000558158649611556i,-0.00015407604625156+2.96736487028858e-06i,-8.67254536123141e-05+1.13292946542225e-05i,-7.68004934524879e-05+5.89215884335541e-06i,-1.4992778280668e-06+-1.50984446989213e-05i,-0.000140637893288598+2.44047749085655e-05i,7.5966340361195e-05+-1.07287993550989e-05i,5.17076123981313e-05+-1.16895877423874e-05i,8.04212120135003e-05+-3.36455435778845e-05i,2.34989325525078e-05+-5.68673686633861e-06i,-0.000147688988134022+3.55643620484976e-05i,-2.21815308320768e-05+-1.68617860664224e-07i,-1.99165993134866e-05+-8.81832904429026e-07i,-1.86161444018367e-05+-1.36561408723833e-06i,-1.39994100523268e-05+-3.24385245817917e-06i,1.74472378826927e-05+-3.57856772387685e-05i,-0.000102230365332332+9.32665590149014e-05i,-3.93198909617053e-05+2.59231128488951e-05i,-3.16106794421579e-05+1.90009361798807e-05i,-2.61138135094705e-05+1.23862343993701e-05i
91.4384373885419,33.8658777729677,31.2,4.24219599319239e-06+7.62431131659803e-10i,9.67887500478636e-06+1.63397386070118e-08i,-8.58727441597404e-06+-8.15533235489942e-09i,-8.79992283472523e-07+-9.08873606125373e-09i,3.84646827085667e-05+-1.37265072703674e-06i,7.14422762430821e-06+-4.98163425372652e-07i,6.92016204534991e-05+-1.52142612940658e-06i,1.47809564042811e-05+-8.56397324974488e-07i,-2.60228744170341e-05+-7.78035448879097e-07i,9.97478245699834e-05+-3.53583922958756e-06i,5.19394442169902e-05+-2.78064730281205e-06i,2.1704442033428e-05+-2.36953792382654e-06i,3.01677507118915e-05+-3.89828858280455e-06i,-4.93483553460504e-05+-1.19282741812714e-06i,-2.80730776769965e-05+-2.29423565965216e-06i,3.22761132336997e-05+-6.70585761855416e-06i,-4.07764421337597e-05+-5.75108521254395e-06i,1.5460585760599e-05+-1.66153147384679e-05i,-8.31392064251748e-06+1.92828817934352e-05i,8.4916754487591e-06+-9.74718348509839e-06i,1.44207621568276e-05+-1.08860217812698e-05i,-6.00890074011157e-06+-7.46260722481711e-06i,-4.31649431898476e-05+-1.45796580881168e-05i,2.67344173679213e-05+-1.66553611855602e-05i,-0.000183572951315352+5.41903853576412e-05i,-5.38967150290732e-05+1.24362603670465e-05i,-0.00410682986668175+-0.000246917206115616i,-0.000123192189435237+3.41988964941851e-06i,-3.66610504920795e-05+1.07125235083644e-05i,-3.90650413526432e-05+5.44045530639722e-06i,-3.79100603593575e-06+-1.34291729325855e-05i,-0.00010195400673592+2.3021450175533e-05i,5.85962291448131e-05+-9.44685505699273e-06i,3.87979180650892e-05+-1.03077302842414e-05i,5.07861669654004e-05+-2.98066388026341e-05i,4.62733819539741e-05+-4.61040845706824e-06i,-9.35193864617156e-05+3.26780021208441e-05i,-1.80691428718745e-05+3.32323716050373e-07i,-1.79621640981383e-05+-2.24747719630475e-07i,-1.73068545884963e-05+-6.34810408732928e-07i,-1.46656817485777e-05+-2.31828043724556e-06i,-4.40377491021016e-06+-3.10483897098421e-05i,-4.68257201352605e-05+8.44520768780292e-05i,-2.80077927562454e-05+2.39023505451681e-05i,-3.81685021933356e-05+1.75363488981506e-05i,-9.20665324270378e-06+1.15084299661454e-05i
91.4384373885419,47.3990667568539,31.2,3.75088659502765e-06+7.05740391896212e-10i,5.1173131448707e-06+1.57137991248035e-08i,-1.11652791088518e-05+-8.39121793774625e-09i,-1.53517274742891e-06+-8.67028804649078e-09i,2.5887580356828e-05+-1.28154261677216e-06i,4.9164016189559e-06+-4.5574641932741e-07i,5.45320619656985e-05+-1.40798343973861e-06i,1.16200801340862e-05+-7.82335987228942e-07i,-1.85250935643753e-05+-6.92621110791428e-07i,7.4147293622002e-05+-3.3049212473254e-06i,3.90491761103736e-05+-2.55007362229397e-06i,1.45301614387076e-05+-2.17241653506211e-06i,2.30289946895893e-05+-3.53036926361759e-06i,-3.61138815145868e-05+-1.01284834461518e-06i,-1.99579813695303e-05+-2.03662024231823e-06i,3.31408887557447e-05+-5.962222644899e-06i,-4.72464931811992e-05+-5.31270176377771e-06i,1.00981875326299e-05+-1.49021572719243e-05i,-5.92601879402308e-06+1.73286889103458e-05i,4.02102062940587e-06+-8.64378438119043e-06i,8.39347917166899e-06+-9.64657516123216e-06i,-2.02204982099408e-06+-6.55046288713251e-06i,-3.64063203181942e-05+-1.28020883551611e-05i,2.33267557553983e-05+-1.46488412818904e-05i,-0.000250081803129437+4.63141282234184e-05i,-8.46514730942137e-05+1.14926302350676e-05i,-0.00262581580208841+-5.54000179331355e-06i,-9.18238121404712e-05+3.82900053558022e-06i,-1.31941464453121e-06+9.49316175945363e-06i,-9.86780098865175e-06+4.72887366543008e-06i,-5.68579914824019e-06+-1.1307792357276e-05i,-6.32408359828927e-05+2.09283272987227e-05i,4.06386729976363e-05+-7.82373538957847e-06i,2.57943835338745e-05+-8.54752657216073e-06i,2.21947410168238e-05+-2.50229750136185e-05i,5.15546825185447e-05+-3.46477660291186e-06i,-3.07064175589759e-05+2.87229284558473e-05i,-1.381713061659e-05+1.0019617047163e-06i,-1.44783514704152e-05+5.55729634684459e-07i,-1.44049086864949e-05+2.39676910447466e-07i,-1.36613938280815e-05+-1.18638187079619e-06i,-2.32434981635057e-05+-2.50904414801596e-05i,1.27908417425217e-05+7.29253950199112e-05i,-9.10846362255408e-06+2.12003209241766e-05i,-2.27837848647757e-05+1.51040346097707e-05i,-1.46830762537889e-06+1.05121843838932e-05i
91.4384373885419,60.9322557407401,31.2,3.05953583110899e-06+6.30725406232361e-10i,1.72153001382762e-06+1.40115645225325e-08i,-1.15047526615969e-05+-9.65052140374508e-09i,-1.72513078102243e-06+-8.32086106685259e-09i,1.48490891249971e-05+-1.15107849360006e-06i,2.96073208493265e-06+-4.01304864657627e-07i,3.90847412604237e-05+-1.25884500586193e-06i,8.33287263107244e-06+-6.88242497259895e-07i,-1.11693714894026e-05+-5.8336744066499e-07i,4.85208940791246e-05+-2.98543344314508e-06i,2.60774406120972e-05+-2.25233753993753e-06i,7.88339888576617e-06+-1.92731369661187e-06i,1.55450286269219e-05+-3.07212004984556e-06i,-2.41949531231704e-05+-8.12867861553655e-07i,-1.32748351546849e-05+-1.72812225148384e-06i,2.20833388067292e-05+-5.02455366360997e-06i,-3.09473117136903e-05+-4.75760676231804e-06i,6.45272478031345e-06+-1.28061546909027e-05i,-2.33613079500024e-06+1.4920699190089e-05i,1.821962481075e-06+-7.30912457983697e-06i,4.60704513067016e-06+-8.15382521310546e-06i,-2.86023327592269e-07+-5.46346414470577e-06i,-2.75074740729941e-05+-1.06959131035291e-05i,1.62339087991288e-05+-1.22141846577744e-05i,-0.000211223581012579+3.98018600273186e-05i,-7.43315076334727e-05+1.04016299626527e-05i,-0.00156717629688446+0.000130608469951032i,-6.39260592573649e-05+4.03440889976898e-06i,1.58116691264605e-05+7.69173808964174e-06i,6.78582023939671e-06+3.74372357414298e-06i,-5.33522533701491e-06+-8.92546486913671e-06i,-3.29701371111073e-05+1.80723492162105e-05i,2.28220031293797e-05+-6.02617308639886e-06i,1.38895519337981e-05+-6.57376273021757e-06i,7.28439892581229e-06+-1.96696332370214e-05i,3.34265150802692e-05+-2.64984798220933e-06i,7.98568676669311e-06+2.36975024472564e-05i,-1.04278871965686e-05+1.63887588778237e-06i,-1.07920300631555e-05+1.2820113560569e-06i,-1.09526514653106e-05+1.07029180182096e-06i,-1.10059487156232e-05+-4.48851725794984e-08i,-3.02301707025276e-05+-1.82691098867032e-05i,4.78067105855029e-05+5.80425748864012e-05i,5.92960293419816e-06+1.7549392438795e-05i,-2.45320467702606e-06+1.22312875448141e-05i,-8.1903831695676e-09+9.17779977061261e-06i
91.4384373885419,74.4654447246263,31.2,2.27575304302367e-06+5.57889254901976e-10i,2.38875626634248e-07+1.13130726286517e-08i,-9.28370134081604e-06+-1.20249105130725e-08i,-1.39949078860147e-06+-8.16994152573029e-09i,8.63639948140197e-06+-9.97257657777105e-07i,1.87412493193665e-06+-3.43150112302302e-07i,2.62638377705262e-05+-1.09512886224028e-06i,5.7083676264013e-06+-5.88300109487681e-07i,-6.15505626210812e-06+-4.68660790137258e-07i,2.99720231033324e-05+-2.61050054993957e-06i,1.64734901722647e-05+-1.92745148240126e-06i,4.19752444353798e-06+-1.67031180780067e-06i,9.93504829254728e-06+-2.58804621682373e-06i,-1.51599962371057e-05+-6.22946194005866e-07i,-8.30155468585109e-06+-1.41099234965926e-06i,1.15998111380804e-05+-4.04599255477677e-06i,-1.43703951743433e-05+-4.13766154661626e-06i,4.3582950237241e-06+-1.05851360009611e-05i,-3.23348442671765e-07+1.23417458871183e-05i,1.07707314017015e-06+-5.88793804580297e-06i,2.71090232771558e-06+-6.56962350269388e-06i,-3.34385470533328e-07+-4.31045017895684e-06i,-1.86508459948065e-05+-8.44973252281499e-06i,9.42254155061354e-06+-9.62588913539367e-06i,-0.000139044676205786+3.37144697929062e-05i,-4.96321264783965e-05+9.23317080877583e-06i,-0.000909311277066676+0.000174653266638507i,-4.16568206104071e-05+4.05053960790846e-06i,1.70302814165186e-05+5.61734174215455e-06i,1.0051004567871e-05+2.63021221447679e-06i,-4.70048575532585e-06+-6.44015312606516e-06i,-1.43964329463783e-05+1.46345425280977e-05i,1.0231218871799e-05+-4.12278915557072e-06i,5.76118221947959e-06+-4.49469786926035e-06i,2.19266342925205e-06+-1.41231980543495e-05i,1.61572059579025e-05+-2.2535004440367e-06i,1.51173126820899e-05+1.81625091708763e-05i,-7.68994154889961e-06+2.17414589371917e-06i,-7.92766718104495e-06+1.92824890963748e-06i,-8.03521676750586e-06+1.81306763615201e-06i,-8.19591895355083e-06+1.02692463597559e-06i,-2.62440713086005e-05+-1.12672649183456e-05i,4.96735788458866e-05+4.11807272906169e-05i,9.91111297967376e-06+1.3272823366792e-05i,5.53690142232028e-06+9.46265986247076e-06i,3.89885811503431e-07+7.51174400444853e-06i
91.4384373885419,87.9986337085124,31.2,1.56434716349009e-06+4.75743804012005e-10i,-6.31465067079532e-08+7.88585954759553e-09i,-6.13997209794119e-06+-1.54284429036551e-08i,-8.9698385530911e-07+-8.52584026739274e-09i,6.35878668583436e-06+-8.52633467645357e-07i,1.48209764116855e-06+-2.92022109813606e-07i,1.71057384832299e-05+-9.48416187250668e-07i,3.9089764377425e-06+-5.0100422219187e-07i,-3.39575363307142e-06+-3.7146964781739e-07i,1.87590453521736e-05+-2.25944501569267e-06i,1.04714570666083e-05+-1.63729986624538e-06i,3.04377358824181e-06+-1.44751825449541e-06i,6.43848377417308e-06+-2.16705080087709e-06i,-8.68033782574989e-06+-4.82626751317039e-07i,-4.58031256248488e-06+-1.15124609508073e-06i,6.48011705459217e-06+-3.23537197752218e-06i,-6.57396754333328e-06+-3.54868072349348e-06i,2.95269022125832e-06+-8.65989593646088e-06i,3.63343133471665e-07+1.00943998654013e-05i,8.1988129785475e-07+-4.65336256955767e-06i,1.74588940390629e-06+-5.1987360180825e-06i,-9.35842643605944e-07+-3.32335120338169e-06i,-1.1715715648148e-05+-6.5068115206749e-06i,4.74841678116998e-06+-7.41655116756851e-06i,-8.38902559958467e-05+2.85787017975061e-05i,-3.03098939916855e-05+8.28088216000573e-06i,-0.000496584558532076+0.000177721168449529i,-2.53269808995926e-05+3.94489999769763e-06i,1.20703824242077e-05+3.72817624169461e-06i,7.60535210825848e-06+1.61428957489865e-06i,-4.71711824005693e-06+-4.36775669960348e-06i,-3.20211423270197e-06+1.15770681826058e-05i,3.05588012709174e-06+-2.50301324134161e-06i,1.03921839908804e-06+-2.74133685557448e-06i,-8.19511336083511e-07+-9.41650503611286e-06i,3.93657543741074e-06+-1.94909225825617e-06i,1.24223930665198e-05+1.30565517903986e-05i,-5.50091435709982e-06+2.49143522178287e-06i,-5.62984432419943e-06+2.33647185520257e-06i,-5.68022317599259e-06+2.29985150081729e-06i,-5.91744403566338e-06+1.81587493618998e-06i,-1.92208874929242e-05+-5.47921727419717e-06i,3.89692705103508e-05+2.63369290799722e-05i,8.79737265633467e-06+9.38345110965492e-06i,6.60934519873786e-06+7.09536221563396e-06i,4.18792948787156e-07+5.93938432156608e-06i
91.4384373885419,101.531822692399,31.2,1.06248423932845e-06+4.10428456852772e-10i,3.69392254132211e-09+4.40100786244561e-09i,-3.6933880519403e-06+-1.92591737549038e-08i,-5.01425874587885e-07+-9.33998843020473e-09i,5.47202516830812e-06+-7.46814231017803e-07i,1.3171012463105e-06+-2.55615864895457e-07i,1.14150743086699e-05+-8.41834882152071e-07i,2.79043243178635e-06+-4.38512182658345e-07i,-2.07075213551162e-06+-3.01953434620199e-07i,1.26500160615899e-05+-1.9963919367193e-06i,7.10343201498066e-06+-1.42401248450915e-06i,2.69737733674043e-06+-1.28470008224872e-06i,4.47255755828404e-06+-1.85733117721596e-06i,-5.0573623926712e-06+-3.84287083604761e-07i,-2.48813431186272e-06+-9.60888843141088e-07i,4.665712476105e-06+-2.66400257016848e-06i,-4.53296135588174e-06+-3.02953435951386e-06i,2.03546315617309e-06+-7.1900677962806e-06i,-1.2227573001005e-07+8.38985581510494e-06i,4.27253232927185e-07+-3.68719775455359e-06i,9.44768023237254e-07+-4.13041185539071e-06i,-1.32810596360275e-06+-2.53155401944986e-06i,-7.64558749781088e-06+-4.94528417471182e-06i,2.0345024892219e-06+-5.70028056286217e-06i,-5.27501176432616e-05+2.47790654928872e-05i,-1.94384848678473e-05+7.68738747996411e-06i,-0.000261839549816492+0.000161226835696224i,-1.54847546206155e-05+3.88056068264943e-06i,7.6217061730535e-06+2.26078980825775e-06i,4.88251661064512e-06+8.50715008072467e-07i,-4.85883198981734e-06+-2.64933511202671e-06i,2.61422264369866e-06+8.89421466843249e-06i,4.38916193954728e-07+-1.1445469629745e-06i,-7.09620918024575e-07+-1.2937802873408e-06i,-2.69284649083497e-06+-5.67945312769824e-06i,-1.38773627173988e-06+-1.57448828287702e-06i,9.72055746590322e-06+8.84449731749031e-06i,-3.81511895683267e-06+2.75208950956462e-06i,-3.82021680043407e-06+2.65992000434418e-06i,-3.8473752268756e-06+2.67528444269479e-06i,-4.13774680918086e-06+2.43126973041643e-06i,-1.41198836754515e-05+-1.16647318486397e-06i,3.09319288527156e-05+1.49691693642195e-05i,7.67257387270641e-06+6.29013850689273e-06i,6.34448408935722e-06+5.09573420137328e-06i,9.47068530004265e-07+4.65400294199728e-06i
97.0954966374562,-101.466012065894,31.2,1.06019596676458e-06+5.77042762509973e-10i,2.06874044415133e-07+6.59857430556986e-09i,-3.63540109434288e-06+-1.79596077014602e-08i,-4.19459860403298e-07+-8.29233917627013e-09i,4.07200930915184e-06+-7.53640041909408e-07i,1.03799224825379e-06+-2.54676735198354e-07i,1.10678738351013e-05+-8.41723540602267e-07i,2.63675588088173e-06+-4.33913122425922e-07i,-2.04962894980752e-06+-2.86932704954617e-07i,1.23974705561195e-05+-1.96738086846272e-06i,7.11138321261298e-06+-1.44105355131075e-06i,2.80158638920837e-06+-1.29361095975494e-06i,4.51546902066198e-06+-1.85460150607644e-06i,-5.86346655484119e-06+-3.02861446324992e-07i,-3.24431346914389e-06+-8.76544279221251e-07i,3.47489954559247e-06+-2.60758441503732e-06i,-2.60280098635032e-06+-3.039556880108e-06i,1.54748890283845e-06+-6.95424935146899e-06i,-2.35086208972003e-06+8.5844963674586e-06i,1.37926227377408e-07+-3.5655802375387e-06i,7.20499936111991e-07+-4.00329802357665e-06i,-1.46636637088682e-06+-2.3340234145478e-06i,-7.34967219555762e-06+-4.83257183566382e-06i,2.28059530731135e-06+-5.47730716275781e-06i,-6.0742979781852e-05+2.34271843838157e-05i,-2.28033263470562e-05+4.90300712098391e-06i,-0.000240890622967534+0.000180993807767245i,-1.57760044213991e-05+4.18394277810214e-06i,1.34450030189437e-05+3.58306880438999e-07i,7.13532919412895e-06+6.42193115556474e-07i,-4.65428942957581e-06+-1.91373768127364e-06i,4.30461090627587e-06+6.51577438679881e-06i,4.04369500279958e-07+-8.94580413239615e-07i,-9.03841807324228e-07+-8.68410401062058e-07i,-4.2445698642141e-07+-5.96414649560461e-06i,2.28715363120927e-06+-2.40874925868724e-06i,-2.27235185096794e-05+1.45005113421238e-05i,-3.7161494687931e-06+3.19989714375756e-06i,-3.7362779824938e-06+3.00437024909836e-06i,-3.71343391127115e-06+3.00519317202205e-06i,-3.84710653308498e-06+2.77170860634698e-06i,-1.73868613660159e-05+-2.14787269829205e-07i,3.81574430858567e-05+1.5607993540759e-05i,1.03076088769115e-05+6.35408547185634e-06i,9.25781534016048e-06+4.7826952374764e-06i,1.70355325464399e-06+5.10154901252754e-06i
