x,y,z,f_69_19,f_Freq_115,f_202_98,f_209_59,f_283_74,f_315_71,f_356_95,f_389_31,f_489_57,f_508_46,f_516_68,f_566_83,f_617_02,f_685_53,f_690_48,f_754_55,f_769_56,f_832_57,f_849_84,f_952_34,f_966_71,f_999_72,f_1062_3,f_1109_6,f_1154_1,f_1159_2,f_1241_3,f_1253_3,f_1297_5,f_1301_8,f_1416_1,f_1425_3,f_1524_1,f_1528_5,f_1563_9,f_1577_4,f_1587_2,f_1684_5,f_1714_9,f_1737_9,f_1791_1,f_1884_4,f_1912_7,f_1940_9,f_1965_9,f_1995_9
-61.3021623321441,-101.466012065894,31.2,1.80434706106867e-06+-5.44715064004516e-11i,-7.94876074288405e-06+-6.15937649601478e-09i,5.1806059175885e-06+-2.51099429514052e-09i,1.8143175411641e-06+-8.7009499756772e-09i,2.07746065079541e-05+-8.37001958292868e-07i,6.4079197077726e-06+-3.12176283390298e-07i,-3.64666178582887e-06+-9.73641142101772e-07i,3.23800639995347e-06+-5.39278851742473e-07i,8.00192042091673e-06+-9.47907475389549e-07i,-3.13282474710142e-06+-1.29105255577096e-06i,8.53962891944909e-07+-1.26600612193567e-06i,1.29700692981021e-06+-8.32126231800744e-07i,3.19832736041421e-06+-1.86719023941792e-06i,3.54256520561303e-06+-3.21519107010451e-06i,3.40967955297833e-06+-3.19837171871408e-06i,-1.07538857201083e-06+-6.00156930515202e-06i,1.48410613451531e-05+-1.28581474165047e-07i,1.02156562980094e-05+-8.55560479478968e-06i,-1.2452023495287e-05+8.28171516667653e-06i,-5.91683083478428e-06+-3.94815960775108e-06i,-2.44251037476238e-06+-4.72656126380526e-06i,3.5813413102808e-06+-6.30756721279091e-06i,-4.16905117208348e-06+-1.04238206257456e-05i,8.41394421890851e-07+-7.52754599077715e-06i,-2.21871421604023e-05+2.66018551945426e-05i,1.17400976535682e-05+1.59769939274488e-06i,0.000153356846081036+-0.000234652204316852i,-1.29738389062932e-06+-1.25185328537989e-05i,-7.16382351840322e-06+-6.16810694762096e-06i,-3.42232180220672e-06+-6.09404208538863e-06i,1.01862203198376e-05+-8.28972711999566e-06i,-8.31541251555997e-05+1.374449647918e-05i,-2.72937054377634e-05+-1.14216990718424e-06i,-2.28629387521175e-05+-1.37216605836707e-06i,-3.39287077480893e-05+3.69331210963541e-07i,-1.49663599503498e-06+-1.83102553436217e-05i,4.74054333866091e-05+-1.07266964534217e-05i,-5.33753739086926e-06+-9.74403783462532e-07i,-6.07228636416534e-06+-4.69932536522249e-08i,-6.17883741913104e-06+-5.55139449018427e-09i,-6.6898363954463e-06+-6.92995879703934e-07i,-1.94112951519595e-05+3.48353245650139e-06i,2.82414877186284e-05+4.47912417216289e-06i,3.34052946417395e-06+3.822163977409e-06i,2.90121625816265e-06+4.40034486284112e-06i,-3.44507113190643e-06+4.06784606282017e-06i
-61.3021623321441,-87.9328230820078,31.2,2.59932680189839e-06+-1.03941218643774e-10i,-1.13133968569928e-05+-1.7835176923456e-09i,7.43850857798777e-06+-6.11947077176517e-09i,2.46733514096656e-06+-1.08663446611714e-08i,3.3526090809215e-05+-9.53397434508156e-07i,1.00729800886343e-05+-3.64509462841893e-07i,-6.53950370061285e-06+-1.15145794025653e-06i,4.84056093647927e-06+-6.3603012667604e-07i,1.33102267410547e-05+-1.1052144125053e-06i,-7.99587841581825e-06+-1.61383068587178e-06i,-2.80018197052077e-07+-1.53661059342591e-06i,1.90641820005283e-06+-1.01168291464566e-06i,4.58600402476167e-06+-2.27777931353387e-06i,4.19290411317782e-06+-3.77163080866197e-06i,4.25249360043987e-06+-3.79670304161357e-06i,-2.91473718857684e-06+-7.26654722995698e-06i,2.47458613272179e-05+-3.49742679451082e-07i,1.76295730585265e-05+-1.08045686517551e-05i,-2.46624898534615e-05+1.04887648759161e-05i,-8.24930385451771e-06+-5.20836699140794e-06i,-3.17015223528627e-06+-6.15104680347634e-06i,6.59431245994278e-06+-8.13140100014349e-06i,-8.09006508257257e-06+-1.37710805839046e-05i,3.85934856409506e-06+-1.00129198349112e-05i,-4.58023799650616e-05+3.31776307298563e-05i,1.3006563113515e-05+2.40205048991021e-06i,0.00014228921293376+-0.000311982116260153i,-2.75701105199087e-06+-1.68869476909365e-05i,-1.35151477860728e-05+-8.83522553054111e-06i,-5.16216778934236e-06+-8.63547648216148e-06i,1.43034608316885e-05+-1.16898046656626e-05i,-0.000110119355312838+1.5054504186757e-05i,-3.99064584159109e-05+-5.57229154524281e-06i,-3.31092714152071e-05+-5.29633898063373e-06i,-5.15125629953001e-05+-4.07449276817449e-06i,1.29506717715964e-05+-2.93077987038081e-05i,7.34281989992379e-05+-8.92171088021936e-06i,-5.89279303725077e-06+-3.05315192802721e-06i,-7.60285567906978e-06+-1.90400817259443e-06i,-7.84592130174647e-06+-1.93407408896244e-06i,-8.61452189457409e-06+-2.86200621890929e-06i,-3.07113730159151e-05+2.08553085140652e-06i,4.95484251689674e-05+3.44552888688346e-06i,7.39842950522008e-06+2.22940701799137e-06i,6.24058906099659e-06+2.63009588445213e-06i,-3.82978580741292e-06+2.91064614961654e-06i
-61.3021623321441,-74.3996340981217,31.2,3.45925120294801e-06+-1.57509374893274e-10i,-1.27493886618176e-05+1.5184897391729e-09i,9.17684969006668e-06+-9.99154259685798e-09i,2.77256888347112e-06+-1.34148800833082e-08i,5.43235694330299e-05+-1.06636597524008e-06i,1.5387545548907e-05+-4.2308578810958e-07i,-5.82458778587595e-06+-1.34601344104379e-06i,7.85173154926442e-06+-7.44894017986747e-07i,2.23838234480662e-05+-1.28335838070089e-06i,-1.80949420405493e-05+-1.99805756824731e-06i,-3.18997589940034e-06+-1.84600467793143e-06i,2.68558184788845e-06+-1.21606006503563e-06i,6.21193104797126e-06+-2.73945423615554e-06i,7.30732694034135e-06+-4.38904661907428e-06i,7.05373683020599e-06+-4.46558199958365e-06i,-4.7906665557862e-06+-8.6859445987628e-06i,3.96539079045803e-05+-5.97581009682375e-07i,3.29342980238775e-05+-1.34052945792657e-05i,-5.52924621140277e-05+1.28052002658828e-05i,-1.03538752126576e-05+-6.59687968345089e-06i,-4.01670870878429e-06+-7.72526089325599e-06i,1.15611101385379e-05+-1.01505123244315e-05i,-1.18716307895128e-05+-1.75276220903242e-05i,9.32228540666752e-06+-1.27841769184066e-05i,-9.10795926233472e-05+4.00652592456482e-05i,5.41704418966866e-06+3.51641736348779e-06i,-0.000107599490709123+-0.000448081011995874i,-1.20677557108622e-05+-2.17886756212233e-05i,-2.63202852882044e-05+-1.18673799743302e-05i,-9.89476957252959e-06+-1.14855362554617e-05i,1.13874618344671e-05+-1.54511109463935e-05i,-0.00010527200218034+1.7370207913537e-05i,-5.46526777004771e-05+-1.07845424008007e-05i,-4.48452447987319e-05+-9.91116468566896e-06i,-7.18701061862639e-05+-9.38753362757063e-06i,4.48230401749553e-05+-4.21340130135732e-05i,9.69892919623132e-05+-5.88558441586312e-06i,-6.41721172138342e-06+-5.53478370021523e-06i,-9.33026223862797e-06+-4.17265577035625e-06i,-9.89013907449043e-06+-4.30123510134936e-06i,-1.13735513013796e-05+-5.51466196930418e-06i,-4.40848457503498e-05+2.21254441547687e-07i,7.80509089485026e-05+1.17505187705922e-06i,1.37543762473424e-05+-3.62924789887606e-07i,1.15457964831338e-05+-3.03791510405216e-07i,-2.82889558453544e-06+9.57066173653201e-07i
-61.3021623321441,-60.8664451142355,31.2,4.15986322157677e-06+-2.13942011653545e-10i,-1.05486690284488e-05+3.14853108490954e-09i,9.66817183159271e-06+-1.33927871433457e-08i,2.51826721682801e-06+-1.58048315697133e-08i,7.96578997334209e-05+-1.14911208494756e-06i,2.11894992552778e-05+-4.75574232444663e-07i,9.86206694240605e-07+-1.51285633894971e-06i,1.19340634998446e-05+-8.43694390742146e-07i,3.22764529451912e-05+-1.44477138325941e-06i,-2.81811642819192e-05+-2.36387293547715e-06i,-5.74638023282559e-06+-2.13561924224008e-06i,2.66574594295574e-06+-1.40519171161502e-06i,7.50021295998462e-06+-3.1721806399079e-06i,1.55536346552724e-05+-4.94875897324023e-06i,1.36185369941957e-05+-5.08758561468576e-06i,-5.76800836852478e-06+-1.00394369104966e-05i,5.72185947806599e-05+-8.44383049486193e-07i,5.18629026040062e-05+-1.59548270572129e-05i,-9.14013112796558e-05+1.4959863677868e-05i,-9.03653851592945e-06+-7.97533050998389e-06i,-3.44326699780601e-06+-9.28625347347595e-06i,2.06931100057817e-05+-1.21438293648901e-05i,-4.99323158499793e-06+-2.14476278728172e-05i,1.76749631563013e-05+-1.55982998529339e-05i,-0.000162784684377577+4.64301169626016e-05i,-1.99308907834532e-05+5.14408226127033e-06i,-0.000511038297693025+-0.000614195784647059i,-2.56414023885747e-05+-2.67541973493137e-05i,-4.04588440396156e-05+-1.47914704836261e-05i,-1.67264333740258e-05+-1.43130582023852e-05i,4.95873066182015e-07+-1.93196133433225e-05i,-5.45909312315304e-05+2.08253447041333e-05i,-6.02735549510063e-05+-1.63548265982099e-05i,-4.82240436744042e-05+-1.48889935622027e-05i,-7.31768003906474e-05+-1.53217356388408e-05i,0.000128840283190519+-5.67993928366405e-05i,8.17464391823367e-05+-2.10522349752293e-06i,-9.35684797451202e-06+-8.36011660892645e-06i,-1.2416419163619e-05+-6.8316818248491e-06i,-1.31861827238231e-05+-7.06849825964019e-06i,-1.56243683728264e-05+-8.56244949552016e-06i,-4.8950747476855e-05+-1.43541986474138e-06i,8.37714128712293e-05+-4.88190973364885e-06i,1.40996867558083e-05+-4.46466298911113e-06i,1.34803938854609e-05+-4.76586693121431e-06i,-6.00292503828098e-06+-1.97935776349377e-06i
-61.3021623321441,-47.3332561303493,31.2,4.69192723725203e-06+-2.63510140750774e-10i,-4.20776525595617e-06+2.89865716905741e-09i,9.05038663322212e-06+-1.62516624971116e-08i,1.82744324822893e-06+-1.79646191663128e-08i,0.000106955523709476+-1.20713179188922e-06i,2.67937646844245e-05+-5.21500414688779e-07i,1.49811690101081e-05+-1.64553834430641e-06i,1.68538800006318e-05+-9.29932977524782e-07i,4.10439295876676e-05+-1.57961393376136e-06i,-3.39489555340091e-05+-2.68103739729779e-06i,-6.08939337349863e-06+-2.38976579335145e-06i,4.9725840111344e-07+-1.56346179993848e-06i,8.15411091603867e-06+-3.54911211461628e-06i,2.94319419765331e-05+-5.40482951658952e-06i,2.41925035620431e-05+-5.61548881982293e-06i,-5.26345396528291e-06+-1.12208855206203e-05i,7.3980119360882e-05+-1.06967397312664e-06i,6.75410864199107e-05+-1.81803850098758e-05i,-0.000114134304237863+1.69818002909071e-05i,-2.16147622679933e-06+-9.20599128568706e-06i,-4.72798973141204e-07+-1.06720701831656e-05i,3.56352107103495e-05+-1.38941762996758e-05i,1.54592198394908e-05+-2.51418671929008e-05i,2.88963278557169e-05+-1.81125525240829e-05i,-0.000260848763127972+5.12051150617331e-05i,-6.84863425691639e-05+7.30236268041304e-06i,-0.000725882784350915+-0.000727622580959622i,-3.07713104276658e-05+-3.10417294102434e-05i,-5.03401450015037e-05+-1.71663067677299e-05i,-2.4119640319408e-05+-1.67491913594603e-05i,-1.42543484994218e-05+-2.27002985752219e-05i,3.21009883720708e-05+2.46811717378798e-05i,-4.38967983156981e-05+-2.15493235609623e-05i,-3.26376308296258e-05+-1.95640007769202e-05i,-3.46114168938066e-05+-2.12294420219864e-05i,0.000247742133783719+-7.12141778441906e-05i,1.79053209773982e-05+2.18428481194052e-06i,-1.42511823354707e-05+-1.10446731524585e-05i,-1.53318066916675e-05+-9.45352146398872e-06i,-1.55801244521051e-05+-9.79591851942886e-06i,-1.7178835121119e-05+-1.15365359822023e-05i,-2.50962671169482e-05+-3.63990271494977e-06i,1.67699046582361e-05+-1.26706546501235e-05i,-3.56524189022739e-06+-8.95391548015144e-06i,5.19114286554368e-06+-9.74741654723984e-06i,-1.95316155737337e-05+-5.30552090414315e-06i
-61.3021623321441,-33.8000671464631,31.2,5.05385805348726e-06+-3.09926834983137e-10i,3.50733305197805e-06+1.68278511313508e-09i,8.04135849868317e-06+-1.84841374293519e-08i,1.04850959327147e-06+-1.97299320173014e-08i,0.000131144066738933+-1.24447245167818e-06i,3.15786900565814e-05+-5.57422006714754e-07i,2.77162865985417e-05+-1.74764065366728e-06i,2.09774913949318e-05+-9.98300963894085e-07i,4.60831556783659e-05+-1.67933246666673e-06i,-3.2203195559781e-05+-2.90951936275085e-06i,-3.32648814705342e-06+-2.58608255943619e-06i,-3.97623030087784e-06+-1.67697160004256e-06i,8.14918926565655e-06+-3.84462573619351e-06i,4.40513044401621e-05+-5.75817857326518e-06i,3.50725944093738e-05+-6.03376279875557e-06i,-4.69305803500033e-06+-1.21685189440512e-05i,8.64731150385421e-05+-1.2491469433919e-06i,7.1963514256524e-05+-1.98939560405227e-05i,-0.000107186685092979+1.89429545381204e-05i,1.01961750143482e-05+-1.02245470665506e-05i,4.46294181539493e-06+-1.18109263529602e-05i,5.49530630545874e-05+-1.53467358256701e-05i,3.34166080080088e-05+-2.81834585442694e-05i,4.1968278145285e-05+-2.02208852619263e-05i,-0.000372369706616106+5.45485018577783e-05i,-0.000128169440056885+9.72162723251442e-06i,-0.000461306492865435+-0.000731633877896734i,-1.67200529118925e-05+-3.46006427439402e-05i,-6.06064238511507e-05+-1.9076889002959e-05i,-3.31564901749183e-05+-1.87852968660282e-05i,-1.8271162552344e-05+-2.56338139565675e-05i,7.14807827087355e-05+2.7032778965312e-05i,-1.72414189387722e-05+-2.59614929265768e-05i,-9.5596975025393e-06+-2.3561350958523e-05i,1.51909956517419e-05+-2.64730335768244e-05i,0.000273081077912177+-8.36780029254798e-05i,-2.05671930031687e-05+7.27333350982879e-06i,-1.55133229113778e-05+-1.33326519886079e-05i,-1.4407947653523e-05+-1.1704288027938e-05i,-1.35317794074667e-05+-1.21354571964451e-05i,-1.28062072965125e-05+-1.40858463065367e-05i,2.15420854844188e-05+-5.52868535943635e-06i,-9.78916431796286e-05+-2.17885058674851e-05i,-3.07984690671751e-05+-1.33474917404043e-05i,-7.41257932990426e-06+-1.45847109688018e-05i,-3.53533782860802e-05+-8.44778219035962e-06i
-61.3021623321441,-20.266878162577,31.2,5.24367737923842e-06+-3.30031786268014e-10i,1.0437449351679e-05+4.04686820873255e-10i,7.00682333001592e-06+-1.98205619905705e-08i,4.2292034165215e-07+-2.08131841262449e-08i,0.000147208520781462+-1.2666552896836e-06i,3.4616142485832e-05+-5.8042886872548e-07i,3.65510863048561e-05+-1.81225680192943e-06i,2.35473059013499e-05+-1.04263243837553e-06i,4.69041251118465e-05+-1.73829265192442e-06i,-2.48123258406257e-05+-3.03476050931249e-06i,1.28352223968515e-06+-2.70801439366476e-06i,-8.98216892018114e-06+-1.74171996294493e-06i,7.70401317513247e-06+-4.03519792934368e-06i,5.56637234477162e-05+-5.97674537255222e-06i,4.35720076019521e-05+-6.30178567419811e-06i,-3.73404231297788e-06+-1.27941549392964e-05i,9.13674943076305e-05+-1.36747226817317e-06i,6.5445626725301e-05+-2.0954626385526e-05i,-7.80781535018168e-05+2.05949930235862e-05i,2.40023772654005e-05+-1.0931303801738e-05i,9.66472168495265e-06+-1.25973623067295e-05i,7.18668144691682e-05+-1.63442121578235e-05i,3.92678141401542e-05+-3.01542691046723e-05i,5.18741837075416e-05+-2.17067060232735e-05i,-0.000448364952596875+5.72038508673237e-05i,-0.000164243772588072+1.17659890499384e-05i,0.000298233516201973+-0.00061398036019012i,1.64419867644415e-05+-3.69743486998967e-05i,-6.4505372233867e-05+-2.02822366139853e-05i,-3.8960394279618e-05+-2.01924150440656e-05i,-5.29576976431599e-06+-2.79779760855586e-05i,2.03906434203172e-05+2.70364943613582e-05i,1.21363216529008e-05+-2.91296348773479e-05i,1.25326598445174e-05+-2.64662292179276e-05i,4.77969743451213e-05+-3.0429330059044e-05i,0.000110618605203507+-9.14409735281646e-05i,-6.92849791554408e-06+1.36604041933974e-05i,-8.94519155052504e-06+-1.50703063107733e-05i,-7.38105750992612e-06+-1.34165597260807e-05i,-5.63892449771801e-06+-1.39216579310328e-05i,-3.06843130838398e-06+-1.60603800494498e-05i,7.04660195532973e-05+-7.47091859330511e-06i,-0.000198698232418687+-2.87645031577843e-05i,-5.1326420491966e-05+-1.67219750367669e-05i,-1.78527114265577e-05+-1.84288875701726e-05i,-3.95100608315527e-05+-1.10576489993751e-05i
-61.3021623321441,-6.73368917869078,31.2,5.33338748838723e-06+-3.44315085752618e-10i,1.4553143683491e-05+-5.19584010272097e-10i,6.42921626330215e-06+-2.05615839695417e-08i,6.6934960976041e-08+-2.14134790690385e-08i,0.000155936181675816+-1.27725245792035e-06i,3.62257284603078e-05+-5.92479140649012e-07i,4.11789996307815e-05+-1.84588790698213e-06i,2.48569502328198e-05+-1.06606987802229e-06i,4.64201429149706e-05+-1.76618445303937e-06i,-1.85669487949281e-05+-3.09163702886197e-06i,4.75077299094205e-06+-2.76855830214401e-06i,-1.24965220680414e-05+-1.77102953511488e-06i,7.2995569407005e-06+-4.13214221413843e-06i,6.21454109822432e-05+-6.08520037094469e-06i,4.82857339550459e-05+-6.43761158356445e-06i,-3.97952029190138e-06+-1.31085232021069e-05i,9.41545477935896e-05+-1.4282843826882e-06i,5.73929752923519e-05+-2.14479185701018e-05i,-5.24344408600909e-05+2.15709302225397e-05i,3.35164358014175e-05+-1.12932769183495e-05i,1.29529277469212e-05+-1.29966083073708e-05i,8.30264859930713e-05+-1.68559944476226e-05i,3.64198597975341e-05+-3.10313191033245e-05i,5.81121590529249e-05+-2.24700588044026e-05i,-0.000489320242775287+5.87099893879744e-05i,-0.000167132160689475+1.29200725699202e-05i,0.000908943568373319+-0.000508994622584027i,4.54018080253028e-05+-3.81380285412313e-05i,-6.46685261310874e-05+-2.07770116103851e-05i,-4.26402473721663e-05+-2.08910646678343e-05i,1.1044019928934e-05+-2.93103874817048e-05i,-5.88527308608616e-05+2.58922524107796e-05i,3.09347387055329e-05+-3.06498380194721e-05i,2.50555975203636e-05+-2.78923041401411e-05i,5.7833888060686e-05+-3.24162843520428e-05i,-8.67080774468034e-05+-9.47449435000665e-05i,-5.73203090227269e-06+2.02671379959453e-05i,-3.47359073877525e-07+-1.59614128840572e-05i,4.1083242081797e-07+-1.42738430162553e-05i,2.41598327938589e-06+-1.48078114130352e-05i,5.64505194687543e-06+-1.705313068716e-05i,0.000106911028479808+-8.56881090087843e-06i,-0.00026037817883659+-3.31112148540373e-05i,-6.16024504416791e-05+-1.86129078542267e-05i,-2.31488465177942e-05+-2.05477480811225e-05i,-3.61648182670307e-05+-1.25449685606566e-05i
-61.3021623321441,6.79949980519538,31.2,5.332516125594e-06+-3.42793162417617e-10i,1.45462390125372e-05+-5.01374929412604e-10i,6.44030443672478e-06+-2.05995569380038e-08i,7.06719708227295e-08+-2.14068055224325e-08i,0.000155832535287904+-1.27701800140489e-06i,3.62136988448874e-05+-5.922855885142e-07i,4.09964599707047e-05+-1.84516736821472e-06i,2.4890062420946e-05+-1.06591362993826e-06i,4.63526021428151e-05+-1.76479070657174e-06i,-1.84864506806026e-05+-3.09243172110873e-06i,4.76773444653936e-06+-2.76554889284215e-06i,-1.25170685870254e-05+-1.76908958966648e-06i,7.40538565830177e-06+-4.12943270948129e-06i,6.18178865790441e-05+-6.07647550869688e-06i,4.81605891425996e-05+-6.42975438447267e-06i,-3.88660229919091e-06+-1.30890949779268e-05i,9.37351625550196e-05+-1.4256159946891e-06i,5.55975514701252e-05+-2.13994233496088e-05i,-5.17262101896539e-05+2.15373142123636e-05i,3.35489052683224e-05+-1.12688352049579e-05i,1.29618572594231e-05+-1.29700895932462e-05i,8.26043967772285e-05+-1.6822060717295e-05i,3.61135707742558e-05+-3.09620447407377e-05i,5.76354357940699e-05+-2.24091404564142e-05i,-0.00047808242986065+5.92466076251917e-05i,-0.000141850001568735+1.34562201803036e-05i,0.00076754020987919+-0.000539526936793124i,4.5515298574747e-05+-3.80157309555042e-05i,-5.51328373545902e-05+-2.04777891807224e-05i,-4.07318999170498e-05+-2.08024808342682e-05i,1.15113193347301e-05+-2.9227721768907e-05i,-6.41998124134891e-05+2.57454627610366e-05i,3.00281894738826e-05+-3.0489730156504e-05i,2.45566035875425e-05+-2.77777842776195e-05i,5.80922621696053e-05+-3.23422694875762e-05i,-7.6773280024206e-05+-9.51891440873106e-05i,-9.49633977528095e-05+2.55976770992532e-05i,-2.8014932863738e-07+-1.58612905644815e-05i,4.25053960539636e-07+-1.41831319790687e-05i,2.29122267645988e-06+-1.46970563095427e-05i,5.55686495427586e-06+-1.69721154835497e-05i,0.000106647019694069+-8.90240475757988e-06i,-0.000253766910225419+-3.27380699480051e-05i,-6.02587745793993e-05+-1.84727439463246e-05i,-2.26739292977685e-05+-2.04264435072826e-05i,-3.57236969028483e-05+-1.25575472734611e-05i
-61.3021623321441,20.3326887890816,31.2,5.24356538538378e-06+-3.28704741586927e-10i,1.03577533638636e-05+4.28635773520537e-10i,7.07237532608314e-06+-1.99829241595176e-08i,4.21305142628124e-07+-2.08282809366521e-08i,0.000147420127405884+-1.26600000847618e-06i,3.46792409413362e-05+-5.80474450008176e-07i,3.62605026732312e-05+-1.81223687435486e-06i,2.37143427423559e-05+-1.04375229220984e-06i,4.68365405184219e-05+-1.73806828363509e-06i,-2.46755187741756e-05+-3.04508637115059e-06i,1.34618244105577e-06+-2.70597143880411e-06i,-8.96886426486717e-06+-1.74167629421836e-06i,7.98257232762631e-06+-4.04123811567196e-06i,5.52849781139202e-05+-5.97575431006305e-06i,4.35800627223917e-05+-6.30597698676396e-06i,-4.27874079772864e-06+-1.28010881466218e-05i,9.25987192358642e-05+-1.36757735279874e-06i,6.17276243025242e-05+-2.0947536752368e-05i,-7.67115719817096e-05+2.06187150759147e-05i,2.45301996853701e-05+-1.09465169780715e-05i,9.8128065196982e-06+-1.26212181771303e-05i,7.22540872446534e-05+-1.63891903544212e-05i,3.89145465755842e-05+-3.02408542139949e-05i,5.17964069380263e-05+-2.17620589294649e-05i,-0.000435292026318514+5.90619194424793e-05i,-0.000118128731843158+1.41741523018728e-05i,-3.36720472834728e-05+-0.000695913321890774i,1.74200073378273e-05+-3.71311875831518e-05i,-3.71681497314373e-05+-1.96945816868847e-05i,-3.41955612828999e-05+-2.02317269785134e-05i,-2.90561915536723e-06+-2.82238963889064e-05i,3.08944534069876e-07+2.69464160223142e-05i,1.24227386583059e-05+-2.92043822405099e-05i,1.3142515207862e-05+-2.66309925401856e-05i,5.06121956402374e-05+-3.08054839051875e-05i,0.000134164156804862+-9.45917221975713e-05i,-0.000220613914637107+2.92055311058255e-05i,-7.99217665961935e-06+-1.51338391434008e-05i,-6.7788397184788e-06+-1.34659841901613e-05i,-4.95138860385873e-06+-1.39333785088926e-05i,-2.11487855144787e-06+-1.62252793769438e-05i,8.06825271637244e-05+-8.56659952508191e-06i,-0.000209097025149597+-2.93282064062745e-05i,-5.39870546085809e-05+-1.69232220259547e-05i,-1.91329550828562e-05+-1.87101689053031e-05i,-4.09856579305931e-05+-1.14538676273303e-05i
-61.3021623321441,33.8658777729677,31.2,5.04697288786585e-06+-3.04746348951378e-10i,3.24871146119436e-06+1.81055411540508e-09i,8.1838398271677e-06+-1.86946523176273e-08i,1.08693193609642e-06+-1.96939803087657e-08i,0.000130490237693034+-1.24397986931922e-06i,3.1483814002018e-05+-5.56722704369904e-07i,2.69087083765529e-05+-1.74528015310141e-06i,2.10750705529917e-05+-9.98313867154823e-07i,4.5878288016796e-05+-1.67587254255154e-06i,-3.22353886407549e-05+-2.92219072961315e-06i,-3.31436180282776e-06+-2.57758462525029e-06i,-3.8631380173816e-06+-1.6738124700803e-06i,8.56188044693111e-06+-3.84517117763145e-06i,4.28963516309057e-05+-5.74092539329474e-06i,3.46085118956499e-05+-6.02395209478912e-06i,-4.7359298083355e-06+-1.21471147981501e-05i,8.64342875300006e-05+-1.24525921044874e-06i,6.77811805091159e-05+-1.98319838081158e-05i,-0.000105968068164745+1.89009701634805e-05i,1.01927161624022e-05+-1.02088531559091e-05i,4.43829088315083e-06+-1.18024688107067e-05i,5.41891979926463e-05+-1.53491914327208e-05i,3.29043422299111e-05+-2.81997149845187e-05i,4.08908265389741e-05+-2.02060498979612e-05i,-0.000362766347517787+5.69259283309378e-05i,-0.000108352080451127+1.50737843904703e-05i,-0.000822627807119892+-0.000822805637601956i,-1.64513972194756e-05+-3.46321626643399e-05i,-1.47886788854968e-05+-1.8014318982203e-05i,-2.46360205196927e-05+-1.87198061427185e-05i,-1.5639051332992e-05+-2.5813611961032e-05i,4.65241440250468e-05+2.68463654169423e-05i,-1.82638061910724e-05+-2.58649333011414e-05i,-1.01063932495107e-05+-2.36159512066332e-05i,1.63180329265342e-05+-2.68168395015999e-05i,0.000296926304451388+-8.74927217390717e-05i,-0.00024681064205185+3.02383184731914e-05i,-1.46575330875064e-05+-1.32946817561746e-05i,-1.44379820669901e-05+-1.16613723364986e-05i,-1.31113547321179e-05+-1.20325230613001e-05i,-1.26320383818036e-05+-1.41876601448729e-05i,2.44677046839423e-05+-7.07771020140868e-06i,-9.41201243608694e-05+-2.15909472497223e-05i,-2.98530098641157e-05+-1.33336830778099e-05i,-6.73986600476656e-06+-1.47048568751642e-05i,-3.40475307425263e-05+-8.8684146992747e-06i
-61.3021623321441,47.3990667568539,31.2,4.68530053358383e-06+-2.59709754444225e-10i,-4.33962148391016e-06+2.95694116459144e-09i,9.24832573485106e-06+-1.65742274050269e-08i,1.86985840367612e-06+-1.79495001634237e-08i,0.000106473736129342+-1.20678406406651e-06i,2.67314034250418e-05+-5.21099102872946e-07i,1.41895055602111e-05+-1.64362556504886e-06i,1.69740719891299e-05+-9.30777944729974e-07i,4.07925564517758e-05+-1.57588248020323e-06i,-3.38009347651443e-05+-2.70153022176009e-06i,-5.84813441953393e-06+-2.38078362380341e-06i,4.11054654723493e-07+-1.56026550651578e-06i,8.5466891239587e-06+-3.55309503107081e-06i,2.84950059199097e-05+-5.38684251697434e-06i,2.38743396472238e-05+-5.60951096502776e-06i,-5.10557242935417e-06+-1.12097340893692e-05i,7.39341799693373e-05+-1.06743177101198e-06i,6.46089479688237e-05+-1.81424937667967e-05i,-0.000112442750762165+1.69545085385343e-05i,-1.85255510805468e-06+-9.20369768838251e-06i,-3.77658482545925e-07+-1.06801653291791e-05i,3.54942551132687e-05+-1.39254845027719e-05i,1.54387592895355e-05+-2.5220246940345e-05i,2.83906525016252e-05+-1.81400115221789e-05i,-0.000274876802712389+5.37616436383224e-05i,-0.000105048864146812+1.59250862670876e-05i,-0.000966513211476538+-0.000799831287586378i,-3.02294309090559e-05+-3.11749397899072e-05i,3.84819013440675e-06+-1.59682611443131e-05i,-1.45526717645497e-05+-1.67213520945595e-05i,-1.11990741716551e-05+-2.29850069462871e-05i,7.12717896851034e-06+2.46164033044048e-05i,-4.47956597546766e-05+-2.14833584341866e-05i,-3.31918710516193e-05+-1.96810153952074e-05i,-3.32505878178075e-05+-2.17166568230014e-05i,0.000263527841041187+-7.60130699646275e-05i,-0.000155314212248298+2.98848697246411e-05i,-1.35210139805451e-05+-1.10380200950934e-05i,-1.57485311314527e-05+-9.43457943241122e-06i,-1.53101751417287e-05+-9.70621108585249e-06i,-1.67219122630116e-05+-1.1707941917732e-05i,-2.34717778623917e-05+-5.35485278431711e-06i,1.51627602460532e-05+-1.27607883030903e-05i,-3.59884347625769e-06+-9.01621376873838e-06i,5.47428137418002e-06+-9.97181026369335e-06i,-1.80617738451385e-05+-5.82785008261074e-06i
