x,y,z,f_67_47,f_108_08,f_192_72,f_200_98,f_253_22,f_314_66,f_328_13,f_376_86,f_481_89,f_499_95,f_510_28,f_558_27,f_598_74,f_660_56,f_679_79,f_749_49,f_782_02,f_817_57,f_855_5,f_927_98,f_929_56,f_1004_4,f_1006,f_1094,f_1129_9,f_1208_2,f_1232_8,f_1248_5,f_1257_2,f_1353,f_1374_6,f_1397_2,f_1482,f_1536_2,f_1539_9,f_1569_8,f_1655_4,f_1666_1,f_1725_6,f_1737_4,f_1763,f_1854_2,f_1867_6,f_1923_1,f_1976_1
81.9934180099677,92.7544372685456,31.2,1.17090055794794e-06+1.45072668814184e-10i,8.82251280151156e-07+3.35907870761604e-09i,3.52797218333964e-06+5.83641941578968e-09i,-7.8023910571962e-06+-1.75517171724824e-08i,9.73890620601563e-06+-5.53724162296122e-07i,-1.14241211946644e-06+-9.85327915789947e-08i,1.1868130457013e-05+-6.12935439257409e-07i,2.7716776660341e-06+-3.63379096682617e-07i,1.09839001314388e-05+-7.48275644782756e-07i,6.30875002207757e-06+-1.53505501006878e-06i,5.86165127917204e-06+-1.17944050989233e-06i,-1.52159104996897e-06+-1.22866400114289e-06i,4.06727723946326e-06+-1.64428223151739e-06i,1.20093873586664e-05+-3.83717311152187e-06i,-3.77850489606201e-06+-6.25040422371558e-07i,4.16479950197459e-06+-2.95987681677746e-06i,-8.13231463971754e-06+-5.24445648855756e-06i,-6.62200467859944e-06+9.98281028588763e-06i,4.27228709423292e-07+-2.0456980097865e-06i,6.76091589898006e-07+-3.56049030194493e-06i,6.69576791327736e-07+-3.60051729055475e-06i,-2.29628143165411e-05+-1.37170530422097e-05i,0.000266610625248953+0.000373420407881209i,1.34229974699122e-06+-5.45314995409292e-06i,1.74702854600479e-06+-6.51293286732246e-06i,-3.96360049806186e-05+3.99983057202828e-05i,-6.86999544172385e-06+3.57961285978263e-06i,1.1364645465559e-05+9.65501855801506e-07i,-1.03655131912435e-05+-1.20261649228862e-07i,6.35960727820091e-06+-2.26792584671616e-06i,1.41043500420023e-06+-1.06285039772417e-05i,-2.25103350946375e-06+-7.8477850892632e-08i,-2.63571313451727e-06+-4.59745764585806e-06i,-4.42571158013288e-06+-6.76233051015774e-06i,-1.93926768432601e-06+-7.90152272308218e-07i,-3.04064218168912e-06+5.6117258651838e-06i,-4.51365433088179e-06+6.99016251343697e-07i,-7.32746831368476e-06+1.95394254673287e-06i,-6.76191007056338e-06+6.67539325581341e-07i,-9.00232687484969e-06+5.17770881232742e-07i,-2.25427653442596e-06+1.65348097097617e-06i,-2.63385396106834e-06+9.4303167112537e-07i,-2.71048104599657e-06+6.11152767701557e-07i,-1.12233728136039e-05+1.69222752082477e-05i,-7.61080147604411e-06+7.29979531521061e-06i
81.9934180099677,107.024313976619,31.2,8.06217902298378e-07+7.98576793243511e-11i,5.30834029266416e-07+8.97031973262095e-10i,2.1043914785165e-06+6.88152824344499e-09i,-4.60687488704358e-06+-2.37942487006462e-08i,7.53884140699271e-06+-4.97260127173957e-07i,-4.8262890145283e-07+-8.69831035102141e-08i,7.90509248670148e-06+-5.57970880440774e-07i,2.01256779006094e-06+-3.25689800928817e-07i,7.14132036091234e-06+-6.95489287452494e-07i,4.2352728727692e-06+-1.32452049598529e-06i,3.90363001753424e-06+-1.03239824097516e-06i,5.29899252449438e-07+-1.1427095835495e-06i,3.02398069794249e-06+-1.44635395366525e-06i,7.90390600772769e-06+-3.29320877659572e-06i,-1.99946168557865e-06+-5.61735847652258e-07i,2.95310856322014e-06+-2.54187852429259e-06i,-5.07406465133302e-06+-4.4290404590514e-06i,-4.88181040749275e-06+8.48841238810941e-06i,1.91343101453138e-07+-1.69187731085853e-06i,2.59222590801033e-07+-2.89922404813758e-06i,2.45254748754312e-07+-2.93094769606776e-06i,-1.39814271541698e-05+-1.10217330722214e-05i,0.000138686233948727+0.000250057636799702i,9.28737856392163e-08+-4.22230550659756e-06i,1.85073795856051e-07+-4.99587197819229e-06i,-2.26812782736884e-05+3.24305901677877e-05i,-4.80115411314291e-06+3.21503488893752e-06i,5.43999320537332e-06+1.03128541404445e-06i,-7.05470973342521e-06+5.14350511351651e-07i,4.51228232178903e-06+-2.58594820996971e-06i,-2.09943556323341e-06+-8.17068569600971e-06i,-1.29219011979177e-06+2.26345403114119e-07i,-2.76225997298458e-06+-2.67059601449118e-06i,-5.04305433063787e-06+-4.00201980035568e-06i,-2.03587004725087e-06+6.02966251904641e-07i,-2.48886117666606e-06+3.97703501969433e-06i,-3.55789741691109e-06+1.38740696119606e-06i,-5.27984314943557e-06+2.66713756394601e-06i,-5.26487556548247e-06+1.91288152333568e-06i,-7.09265441475653e-06+2.34067355559216e-06i,-1.31407645084456e-06+1.87966980562132e-06i,-1.96292315270551e-06+1.69539301736667e-06i,-2.08998464357893e-06+1.5176863763995e-06i,-3.85873520910927e-06+1.28960025513507e-05i,-3.48773455518731e-06+6.72341338076462e-06i
87.6478033085033,-107.023836644484,31.2,8.09663563413378e-07+2.29522990287612e-10i,6.56822236614261e-07+2.56321002584498e-09i,2.24176732009693e-06+7.91091627886248e-09i,-4.65102631384639e-06+-2.32440732733619e-08i,6.40288073339004e-06+-5.03921763305939e-07i,-5.20207140071072e-07+-8.80571394015142e-08i,7.61404259830863e-06+-5.55642427221134e-07i,1.90278266554094e-06+-3.24834104524003e-07i,6.68810588333971e-06+-7.17090281997691e-07i,4.63840493967951e-06+-1.32058677873068e-06i,3.85759706356759e-06+-1.00698547554779e-06i,6.82989328831779e-07+-1.16720621681444e-06i,2.99538839441978e-06+-1.44278172760278e-06i,8.52509180957015e-06+-3.33975648001743e-06i,-2.8800860907414e-06+-4.69598778166068e-07i,2.61137535566256e-06+-2.47092649236877e-06i,-3.62745452743428e-06+-4.48558790186067e-06i,-6.546790540774e-06+8.70886926142701e-06i,-7.64661607371639e-09+-1.62405255703997e-06i,5.75193508181925e-08+-2.79458124567231e-06i,4.78978150541257e-08+-2.82516307470643e-06i,-1.36481751335842e-05+-1.11864545941315e-05i,0.000127685133654612+0.000249351738504328i,1.87147205467929e-08+-4.04735860843873e-06i,5.7049660413195e-08+-4.85888982426587e-06i,-2.45384723242946e-05+3.22785195296168e-05i,-5.49061668586357e-06+3.59735523746429e-06i,5.26013349258807e-06+1.01302437821648e-06i,-7.65905048952799e-06+8.88173862498177e-07i,6.62407614473647e-06+-2.37559046000818e-06i,-8.58516632597864e-07+-7.40957648410514e-06i,-1.02460982290596e-06+3.83502499867411e-07i,-2.24831321916868e-06+-2.49861644007622e-06i,-4.25920404014639e-07+3.97657540822041e-06i,-2.59717038413326e-06+-1.04397392059634e-06i,-2.78750704192274e-06+4.65640640046197e-06i,-3.50986393863017e-06+1.89409739297176e-06i,-1.82473925183296e-06+7.71385555525921e-07i,-4.76571213905507e-06+2.32110786982124e-06i,-7.12942575167089e-06+2.47772258614413e-06i,-2.16696194283476e-06+2.63227161577455e-06i,-2.04402454671567e-06+1.82973994973675e-06i,-2.01534102549713e-06+1.37069081394585e-06i,1.35940781058884e-06+1.18783557117987e-05i,-2.0177064241054e-06+6.26417831577448e-06i
87.6478033085033,-92.7539599364102,31.2,1.19108308428779e-06+3.11602759870972e-10i,1.05719836557436e-06+5.17881368259151e-09i,3.80365488174231e-06+6.82869244181505e-09i,-8.00947697991561e-06+-1.63917995764152e-08i,8.0208866109724e-06+-5.63966404882772e-07i,-1.19251916133184e-06+-9.97167055180409e-08i,1.14623242501437e-05+-6.12876068394697e-07i,2.6158932742091e-06+-3.63457321010584e-07i,1.03135056629277e-05+-7.73649179177199e-07i,6.93742944417382e-06+-1.53208996905411e-06i,5.84895843640609e-06+-1.15894451232302e-06i,-1.40596667413928e-06+-1.25746157281426e-06i,4.03042985936187e-06+-1.64574839817804e-06i,1.30101519674997e-05+-3.90807029231802e-06i,-5.16082378072623e-06+-5.24222407058562e-07i,3.63697535998197e-06+-2.89144064897666e-06i,-5.52141230036654e-06+-5.32312788878437e-06i,-9.34409400440248e-06+1.02408438335303e-05i,1.24402368786425e-07+-1.96898249957747e-06i,3.88415782628457e-07+-3.44999825833846e-06i,3.88179263454919e-07+-3.48874379233773e-06i,-2.24260128037675e-05+-1.39149011393534e-05i,0.00025059654173647+0.000370299356287939i,1.21486667969935e-06+-5.26548776782642e-06i,1.55558294947235e-06+-6.36665234134677e-06i,-4.27410597808665e-05+4.0098409718895e-05i,-7.90044824416737e-06+4.05218848926559e-06i,1.13300198273989e-05+9.46408626639623e-07i,-1.14246364149999e-05+3.40255648967421e-07i,9.98941581790504e-06+-1.98649769457983e-06i,3.60708254557244e-06+-9.78521638446652e-06i,-1.84802728314482e-06+1.50326296010779e-07i,-1.7784303623476e-06+-4.34570057989631e-06i,-3.41195518616748e-07+3.65693935869279e-06i,-2.24251341820191e-06+-2.80950531837157e-06i,-3.88002069343236e-06+6.45201721666376e-06i,-4.64610139058912e-06+1.37584469318247e-06i,-1.82255483288768e-06+2.00786659636555e-07i,-6.15369645175364e-06+1.25241297885111e-06i,-8.83565449386905e-06+6.30685398850917e-07i,-3.90950559949566e-06+2.61698263357021e-06i,-2.95337358978605e-06+1.21695165139201e-06i,-2.70833331383879e-06+5.00146980044982e-07i,-2.9674682212514e-06+1.62850367361337e-05i,-5.47935944182965e-06+7.0222539997479e-06i
87.6478033085033,-78.4840832283367,31.2,1.7732361067923e-06+4.01118171383384e-10i,1.76707151704464e-06+7.71447712496304e-09i,6.14051740989624e-06+5.75707457328329e-09i,-1.31199647070874e-05+-9.58765586363632e-09i,1.09113402176959e-05+-6.5022273966498e-07i,-2.35006980469488e-06+-1.17342470183116e-07i,1.79173676983789e-05+-6.97425505816941e-07i,3.76987738023245e-06+-4.20998050736694e-07i,1.66794509596423e-05+-8.5366153412477e-07i,1.08551430328662e-05+-1.83786042515138e-06i,9.22577303085294e-06+-1.37884485306228e-06i,-4.88130661795025e-06+-1.38145215715524e-06i,5.78317597205889e-06+-1.93478395991943e-06i,2.08941549912716e-05+-4.71691086099035e-06i,-9.32993456553797e-06+-6.14519295875495e-07i,5.57045736499947e-06+-3.49515442354787e-06i,-1.1270990232275e-05+-6.35323295228302e-06i,-1.41828047863426e-05+1.23862594375578e-05i,7.09433733611271e-08+-2.42203026502732e-06i,7.10105366406533e-07+-4.31802170835699e-06i,7.28420327287447e-07+-4.36811495305242e-06i,-3.94730076279161e-05+-1.73774180846132e-05i,0.000496820511978762+0.000583342617912564i,3.28949866585907e-06+-6.87610806080388e-06i,4.23107877288284e-06+-8.36569972836658e-06i,-7.67575062118226e-05+5.07162817920273e-05i,-1.23558205800053e-05+4.7953329165852e-06i,2.16865904766888e-05+1.0075517761364e-06i,-1.79977761295799e-05+-3.53856536457466e-07i,1.39881208153954e-05+-1.40952687263787e-06i,1.07678261941038e-05+-1.27422148153458e-05i,-3.73262955270997e-06+-1.42225748357553e-07i,-1.18255861420734e-06+-6.72276794096693e-06i,2.16014235432276e-06+2.76622018184837e-06i,-5.15497939510876e-07+-4.97811466850963e-06i,-4.60725232453057e-06+8.82750399391239e-06i,-6.00667896197506e-06+6.88883980841265e-07i,-1.32677934476555e-06+-5.15947541808139e-07i,-7.74560204184736e-06+-1.62781090502018e-07i,-1.09347828145281e-05+-1.71467404742398e-06i,-6.17182438608824e-06+2.34049341918752e-06i,-3.84928888626228e-06+2.59305381287913e-07i,-3.20846707496327e-06+-8.09521944570519e-07i,-1.09717606882895e-05+2.22876971439593e-05i,-1.08939628101304e-05+7.74992153110645e-06i
87.6478033085033,-64.2142065202632,31.2,2.53226316932688e-06+4.891374479654e-10i,3.23760348581685e-06+9.90373286956219e-09i,8.42882876004154e-06+4.69691939412353e-09i,-1.83218313910831e-05+-3.76233799834608e-09i,1.74182128587078e-05+-7.58222175582323e-07i,-4.0641872494322e-06+-1.41059788536172e-07i,2.83881801004135e-05+-8.07755748768983e-07i,5.63351476692364e-06+-4.97534083689326e-07i,2.69460508876422e-05+-9.53941598974405e-07i,1.81114921377276e-05+-2.23367756901639e-06i,1.47599669674099e-05+-1.66644461902034e-06i,-5.73899012162174e-06+-1.53762758533675e-06i,9.50272981560971e-06+-2.31324516064538e-06i,3.52717026691645e-05+-5.78871757599512e-06i,-1.65172077464233e-05+-7.57795463181658e-07i,9.68014573131272e-06+-4.29666142704689e-06i,-2.56072606041718e-05+-7.5742474906131e-06i,-2.33692491069128e-05+1.51402573517985e-05i,-2.87748738136588e-07+-2.99330406730428e-06i,1.20589571311176e-06+-5.41723774165077e-06i,1.25844711296479e-06+-5.48243243944728e-06i,-6.71882302736177e-05+-2.16162899514672e-05i,0.000913426479762565+0.000919839767047534i,7.45957235195431e-06+-8.9234583493359e-06i,9.82165515917771e-06+-1.09113987861008e-05i,-0.00015102460897415+6.35659355380101e-05i,-2.27613324017343e-05+5.81588871906146e-06i,3.31032401269448e-05+1.32723162569661e-06i,-2.91000231272444e-05+-1.24712665961898e-06i,1.60693170938303e-05+-7.2082209902121e-07i,2.08108590953998e-05+-1.64470334135797e-05i,-8.09340898154801e-06+-5.31668777199871e-07i,-6.8027075670578e-07+-9.71778785836857e-06i,6.80036922835092e-06+1.2966529047974e-06i,4.40449948433317e-06+-7.53317610831926e-06i,-6.4992096199886e-06+1.16953266488231e-05i,-7.85469278461828e-06+-2.65933431542432e-07i,-2.9325971261125e-07+-1.46013740413081e-06i,-9.02884784589025e-06+-2.06916882275503e-06i,-1.238686963474e-05+-4.74493759336603e-06i,-8.39059747468582e-06+1.73205701038396e-06i,-5.76869883508343e-06+-1.10859224004057e-06i,-4.55654046647098e-06+-2.6076269938075e-06i,-2.31109164839876e-05+2.96725257040202e-05i,-1.89810316911156e-05+8.34667330515093e-06i
87.6478033085033,-49.9443298121896,31.2,3.27334189223585e-06+5.68654641514561e-10i,5.67435138941024e-06+1.15090329645325e-08i,9.20444612424985e-06+3.68036887412903e-09i,-2.05433754928216e-05+1.86515759668041e-10i,2.88190420683694e-05+-8.60512556865062e-07i,-6.04356250430624e-06+-1.65653687284297e-07i,4.21634227889828e-05+-9.17862443460302e-07i,8.09050139098839e-06+-5.76013563130234e-07i,3.97852917897185e-05+-1.05023309792476e-06i,2.89188487728336e-05+-2.62720053196629e-06i,2.19848554960463e-05+-1.95780892629891e-06i,2.61535101825893e-07+-1.6921815259061e-06i,1.54956554654404e-05+-2.70049021050417e-06i,5.535328435635e-05+-6.91030357881855e-06i,-2.60266837532967e-05+-9.26051126512771e-07i,1.52767959162777e-05+-5.11891868517835e-06i,-4.39284539069247e-05+-8.7617334431826e-06i,-3.36925535837072e-05+1.79084874794299e-05i,-1.7612376710719e-07+-3.56783482927493e-06i,2.40171357843826e-06+-6.52152857114539e-06i,2.49698071289421e-06+-6.60238911347355e-06i,-0.000102070622817897+-2.56876808168794e-05i,0.00146799011983854+0.00134381054075935i,1.41601934475143e-05+-1.09887771336579e-05i,1.87319420498831e-05+-1.34775255012372e-05i,-0.000255741230903127+7.53739040427098e-05i,-3.60680336413541e-05+6.80343746762114e-06i,5.02796301902188e-05+1.5042840539116e-06i,-4.26244196929365e-05+-2.28327358899901e-06i,7.5222601392929e-06+-1.13587101071224e-07i,3.12867978102256e-05+-2.02097430205419e-05i,-1.5900639747759e-05+-9.7653797469606e-07i,6.53112085637619e-07+-1.27686740232335e-05i,1.24760325161427e-05+-8.63716529814027e-07i,1.18753876770663e-05+-1.0001443561348e-05i,-1.53245038756791e-05+1.43165646161951e-05i,-1.00664957034074e-05+-1.42153780358954e-06i,-4.8538052822355e-07+-2.53692810997557e-06i,-8.83375504654414e-06+-4.26580225967358e-06i,-1.1154809943468e-05+-8.09532652924007e-06i,-7.73799670619346e-06+8.47740363125344e-07i,-7.31646701886816e-06+-2.70406537761957e-06i,-4.78581910379166e-06+-4.59144579160942e-06i,-4.79921312077187e-05+3.57279342411626e-05i,-2.83089688375552e-05+8.23244257186855e-06i
87.6478033085033,-35.6744531041161,31.2,3.8661029229576e-06+6.38758802497825e-10i,9.01850267605699e-06+1.24031522106061e-08i,7.93905625676269e-06+2.78768584499059e-09i,-1.85043293439642e-05+1.92256296064629e-09i,4.40399685687892e-05+-9.40962513129921e-07i,-8.0740747444254e-06+-1.87378612508859e-07i,5.77191971547419e-05+-1.01079425338084e-06i,1.08397398303764e-05+-6.44786845107293e-07i,5.31179796287019e-05+-1.1312122060681e-06i,4.26245210905332e-05+-2.95840497458914e-06i,3.01895758529087e-05+-2.21148934076322e-06i,1.24740882385785e-05+-1.82924010870456e-06i,2.29564352461372e-05+-3.04671134779011e-06i,7.88727398957331e-05+-7.95249350975687e-06i,-3.76831194477153e-05+-1.09164275358373e-06i,1.92236055253284e-05+-5.85466007733791e-06i,-4.91213524278961e-05+-9.81524811142907e-06i,-4.05235737851494e-05+2.04141410176579e-05i,1.64808669727594e-06+-4.08237267680867e-06i,4.89379998535225e-06+-7.51561316766231e-06i,5.02526768137398e-06+-7.61089306758659e-06i,-0.000141611345983006+-2.91577337521967e-05i,0.00213463223578683+0.00183130979126106i,2.29923901599759e-05+-1.28832577127521e-05i,2.99673950982421e-05+-1.58370669430502e-05i,-0.000350086497111025+8.6340816127481e-05i,-4.23113927368991e-05+7.75403215855724e-06i,9.71853238051559e-05+6.72407687759609e-07i,-5.65531980551163e-05+-3.46446698602114e-06i,-2.18891203345719e-05+2.35911579886609e-07i,4.30212985772673e-05+-2.39477688990587e-05i,-2.87164131604503e-05+-1.39711370439214e-06i,5.27586286680796e-06+-1.56905652602829e-05i,2.30005625212418e-05+-4.1266660907521e-06i,2.14289992102622e-05+-1.21985442797055e-05i,-4.05904856662026e-05+1.66940813006717e-05i,-1.3360911144428e-05+-2.55122541586215e-06i,-4.70239655931858e-06+-3.56338577040111e-06i,-7.77032558339605e-06+-6.45020800148696e-06i,-7.68597439578676e-06+-1.14166839840668e-05i,-5.28427123370612e-06+-3.80220473425909e-08i,-5.357905731685e-06+-4.25843903604737e-06i,1.18226249539782e-07+-6.50255421271144e-06i,-0.000100441707902114+4.06812108915892e-05i,-3.68730474864521e-05+7.74521153295486e-06i
87.6478033085033,-21.4045763960426,31.2,4.24627896785982e-06+6.8537212849725e-10i,1.2365636100775e-05+1.26951775297441e-08i,5.65452865734394e-06+2.06390092701085e-09i,-1.38438638265014e-05+2.16516582034562e-09i,5.73129711255398e-05+-9.94180497962927e-07i,-9.64781857508152e-06+-2.02953463265717e-07i,7.04243458877419e-05+-1.0757679210966e-06i,1.30644269924052e-05+-6.94152694804773e-07i,6.24040143270744e-05+-1.18804243027069e-06i,5.54145092178982e-05+-3.18311452838271e-06i,3.71305004101691e-05+-2.39185840626126e-06i,2.51840377745426e-05+-1.92725971597171e-06i,2.93563573833251e-05+-3.30033073142118e-06i,9.9324119281658e-05+-8.74128509880681e-06i,-4.93810142866645e-05+-1.23111283574202e-06i,1.81876318610871e-05+-6.39846231194626e-06i,-2.5446998172948e-05+-1.05996428271257e-05i,-4.47175982976037e-05+2.22378309605435e-05i,4.87677438752327e-06+-4.47097528390391e-06i,8.15191963100903e-06+-8.26968984455646e-06i,8.29540594585974e-06+-8.37570502388677e-06i,-0.000166937316487703+-3.20403638482745e-05i,0.00259757893422359+0.00217607425412221i,3.03006363057311e-05+-1.43270039673049e-05i,3.85210803493142e-05+-1.76295476060158e-05i,-0.000371216920304494+9.60491427250902e-05i,-3.26842127851838e-05+8.48187813443617e-06i,0.000173753221184011+-1.11613891812034e-06i,-6.51462462032559e-05+-4.67223732783745e-06i,-6.3667997804258e-05+3.1412632893322e-07i,5.47433818114998e-05+-2.70575315116522e-05i,-4.2156865279589e-05+-1.76286034068956e-06i,1.35141157123469e-05+-1.80460552102957e-05i,3.50916959538644e-05+-8.17664885593883e-06i,3.12190665554468e-05+-1.37626456117003e-05i,-7.95890708674318e-05+1.83598225565365e-05i,-1.76201933697596e-05+-3.52457532270277e-06i,-1.27915786165474e-05+-4.37677129874323e-06i,-8.68090677692371e-06+-8.27358745414391e-06i,-6.2004160576883e-06+-1.41270195679423e-05i,-8.64797174977617e-06+-8.05563407149463e-07i,7.26360437550194e-07+-5.52546793392249e-06i,9.19889599272513e-06+-7.9907085788896e-06i,-0.000157599492806667+4.37592282067107e-05i,-3.60358540120957e-05+6.83247100290387e-06i
87.6478033085033,-7.13469968796906,31.2,4.42265072499323e-06+7.08697267873879e-10i,1.43787421194438e-05+1.27249580816525e-08i,4.02795965927411e-06+1.6955228660112e-09i,-1.04870703951653e-05+1.89941438569601e-09i,6.51001688054974e-05+-1.01893675382296e-06i,-1.05419148803711e-05+-2.10741530216563e-07i,7.75819002136939e-05+-1.10747573365693e-06i,1.42918155158469e-05+-7.18762154599807e-07i,6.69605813161802e-05+-1.21596656108104e-06i,6.27942625306939e-05+-3.28920547144568e-06i,4.10574141801569e-05+-2.48071458399216e-06i,3.24190061943604e-05+-1.97524495354221e-06i,3.28170353587538e-05+-3.42621293254175e-06i,0.000110330756669551+-9.14037579540244e-06i,-5.62118726233402e-05+-1.30266916076592e-06i,1.56559539254899e-05+-6.66389037581783e-06i,-7.85306783300323e-07+-1.09848802351213e-05i,-4.38639956413613e-05+2.31501653721874e-05i,7.5527219148325e-06+-4.66149920678919e-06i,1.04946917227564e-05+-8.63741496458932e-06i,1.06346550530836e-05+-8.74850125881748e-06i,-0.00018066855435743+-3.34071512556791e-05i,0.00286062560165858+0.00236761299034814i,3.42837666323522e-05+-1.50226771985011e-05i,4.2784925925075e-05+-1.84849052167689e-05i,-0.000353610827143617+0.000101481800482423i,-1.9706761564817e-05+8.83188665962265e-06i,0.00023531991747322+-2.70271528484113e-06i,-6.83899732999273e-05+-5.39930739577079e-06i,-9.55421193612427e-05+2.48767514125331e-07i,6.08800014094973e-05+-2.86285123457119e-05i,-5.07088608784574e-05+-1.95686137527977e-06i,1.9074553400288e-05+-1.91973325315689e-05i,4.1984199006591e-05+-1.19099709160848e-05i,3.74010409097344e-05+-1.41679940118058e-05i,-0.000106453958924466+1.90547427978972e-05i,-2.03829827390034e-05+-4.03772320066563e-06i,-1.83718716757613e-05+-4.587640054842e-06i,-1.1198082682765e-05+-9.18040500903203e-06i,-8.02159331804315e-06+-1.5365337180288e-05i,-1.23537034756762e-05+-1.25094508257744e-06i,8.38752302662821e-06+-6.13590718734051e-06i,1.83006227018624e-05+-8.58678708141286e-06i,-0.000205343366518737+4.42662037579581e-05i,-3.25088135836337e-05+5.97065554465723e-06i
87.6478033085033,7.13517702010446,31.2,4.42555838394228e-06+7.07720429168349e-10i,1.43992361951941e-05+1.2717917750088e-08i,4.03340726976617e-06+1.70978625366289e-09i,-1.05579839518584e-05+1.86049296576358e-09i,6.53707354187986e-05+-1.01924383165628e-06i,-1.06320021716915e-05+-2.10816439076093e-07i,7.78738527737224e-05+-1.10814834418582e-06i,1.4330301532914e-05+-7.19262112181435e-07i,6.71532980497201e-05+-1.21695839085438e-06i,6.28578092835931e-05+-3.2912887844893e-06i,4.13213895847773e-05+-2.48401810782988e-06i,3.24666288427949e-05+-1.97704871829505e-06i,3.30238621831507e-05+-3.43024704736776e-06i,0.000110799177525415+-9.15571947113175e-06i,-5.62904503499533e-05+-1.30306845188172e-06i,1.56609101508501e-05+-6.67281492339762e-06i,-9.02676115633036e-07+-1.10015185694272e-05i,-4.32826559159717e-05+2.31927435077209e-05i,7.46936955531951e-06+-4.66722542344998e-06i,1.05715794035834e-05+-8.65047578202964e-06i,1.07097570431725e-05+-8.76168136272605e-06i,-0.000183212240649793+-3.33744565264383e-05i,0.00290206147069795+0.00239419536805543i,3.44774706357218e-05+-1.50508775801809e-05i,4.31550165158708e-05+-1.85174895179882e-05i,-0.000356700337857899+0.000101770488038745i,-1.96936942386056e-05+8.8400554408353e-06i,0.000238620833564703+-2.80074612025214e-06i,-6.90957218289811e-05+-5.39429588112476e-06i,-9.62677071798626e-05+2.39192681842199e-07i,6.12271703988947e-05+-2.87154168667085e-05i,-5.07325487602827e-05+-1.96353690497152e-06i,1.9130166307882e-05+-1.92659328647115e-05i,4.1199807975176e-05+-1.47280186078452e-05i,3.77321342789739e-05+-1.35851790330132e-05i,-0.000107440862426767+1.91672637994012e-05i,-2.02973100624431e-05+-4.0438684815844e-06i,-1.98603615547702e-05+-4.20889273242593e-06i,-1.10941944059902e-05+-9.1986066305527e-06i,-4.97937552692626e-06+-1.53377195357766e-05i,-1.23826982214002e-05+-1.33304218707423e-06i,8.52277509746768e-06+-6.07238231010009e-06i,1.71405687923866e-05+-8.35644148172096e-06i,-0.000211671219231891+4.44638913261991e-05i,-3.32888976501541e-05+6.03739034280963e-06i
87.6478033085033,21.405053728178,31.2,4.23691978358722e-06+6.90675323037332e-10i,1.22915768444298e-05+1.27625132730719e-08i,5.66443067579802e-06+2.12736869600264e-09i,-1.40099245303604e-05+2.24102095239454e-09i,5.76938286335681e-05+-9.92605894171234e-07i,-9.7698799894368e-06+-2.02369757015637e-07i,7.05949972108673e-05+-1.07461318301088e-06i,1.3086154191945e-05+-6.93046691381412e-07i,6.24148064834078e-05+-1.18688555380162e-06i,5.4763198930082e-05+-3.17712169911978e-06i,3.73455529956557e-05+-2.39171041095318e-06i,2.49210474605591e-05+-1.92454751614007e-06i,2.95215332445399e-05+-3.29606872030993e-06i,9.88936857455329e-05+-8.72944645420978e-06i,-4.84712467100886e-05+-1.22366765107618e-06i,1.82320601693826e-05+-6.38867375831452e-06i,-2.66998130208977e-05+-1.05863840246092e-05i,-4.22658805003047e-05+2.22367211136423e-05i,4.65006129291124e-06+-4.45768969541775e-06i,8.2506530659186e-06+-8.25011899386618e-06i,8.38758352953251e-06+-8.35564015406375e-06i,-0.000168923386993501+-3.18694994792034e-05i,0.00263028492507502+0.00219494963411553i,3.00573375530647e-05+-1.42804356261856e-05i,3.85567764470459e-05+-1.75575547068955e-05i,-0.000370553367171287+9.60050445445649e-05i,-3.2551788007656e-05+8.39946890152297e-06i,0.00017351650386915+-1.02015021357031e-06i,-6.47216854326962e-05+-4.61649137057737e-06i,-6.31251792468876e-05+2.46900645168369e-07i,5.2782111128018e-05+-2.69522231180353e-05i,-4.06032936037793e-05+-1.780340203392e-06i,1.27437118176261e-05+-1.7993320514324e-05i,3.48629353934126e-05+-1.64767980032756e-05i,2.88061854213426e-05+-1.19495279738043e-05i,-7.79447706764726e-05+1.82956438234934e-05i,-1.6609984568699e-05+-3.54622687034191e-06i,-1.95160078982828e-05+-3.34769352655072e-06i,-8.44143845972992e-06+-8.26590397238836e-06i,4.19315621973714e-07+-1.38767909545034e-05i,-6.63885958131591e-06+-1.03770752387495e-06i,1.40223364905251e-06+-5.27471224513859e-06i,6.93533472550326e-06+-7.2559391705566e-06i,-0.000168055108068803+4.28852935235811e-05i,-3.72527758279863e-05+6.69745344406132e-06i
