x,y,z,f_67_47,f_108_08,f_192_72,f_200_98,f_253_22,f_314_66,f_328_13,f_376_86,f_481_89,f_499_95,f_510_28,f_558_27,f_598_74,f_660_56,f_679_79,f_749_49,f_782_02,f_817_57,f_855_5,f_927_98,f_929_56,f_1004_4,f_1006,f_1094,f_1129_9,f_1208_2,f_1232_8,f_1248_5,f_1257_2,f_1353,f_1374_6,f_1397_2,f_1482,f_1536_2,f_1539_9,f_1569_8,f_1655_4,f_1666_1,f_1725_6,f_1737_4,f_1763,f_1854_2,f_1867_6,f_1923_1,f_1976_1
-87.6381409461014,78.4845605604721,31.2,3.55128565946684e-06+9.84197907608621e-10i,-7.86722223661789e-06+7.34046739023185e-09i,-1.6339939999892e-06+-8.75101219061708e-09i,1.36115708328837e-05+1.05044050230925e-08i,1.44952544685487e-05+-8.40832972951365e-07i,1.64391756949597e-06+-1.81242050838421e-07i,1.91857991195738e-05+-9.01044412190831e-07i,7.88029334518423e-06+-5.97595723351767e-07i,-2.23786272408578e-05+-3.56904125341096e-08i,1.67925378304543e-05+-2.90673949472185e-06i,8.33471102592733e-06+-1.98652700319677e-06i,-1.73717198218599e-05+8.80300575223863e-08i,3.20366297047075e-06+-2.14644491259018e-06i,9.70275397294862e-06+-3.3441456404289e-06i,2.34885525552629e-06+-3.74148195517397e-06i,8.23368536427878e-06+-6.23223019167097e-06i,1.09633087281639e-05+-2.45348230873413e-06i,-5.73393991984376e-05+1.20387865554605e-05i,-2.33886881931176e-06+-4.24072244738567e-06i,-5.2299269098251e-06+-6.39417489091248e-06i,-4.46139444451593e-06+-6.56223792480833e-06i,-4.97459004396804e-05+-3.64746097701521e-05i,0.000428220935724262+0.000905120864173692i,-1.26361487650066e-06+-8.18157401771118e-06i,-2.89889213517973e-06+-8.2680297831731e-06i,-2.39316004673401e-05+-7.13855621485876e-06i,-9.26869346702639e-06+-5.58167999501901e-06i,-1.81503617392504e-05+1.85755098931004e-05i,-5.19469003439671e-06+-1.30850571989001e-05i,-2.96721516547286e-06+-1.65342340476531e-05i,2.61396638839385e-05+-2.11290042833037e-05i,-1.94566935848232e-05+-4.99761634364806e-06i,-3.5145726174492e-05+-3.76978828044905e-06i,1.4484253044958e-05+-2.4390338568847e-05i,-2.01139866582737e-05+-2.20175649662062e-06i,-2.60171633543024e-05+-4.9255440435394e-06i,-1.40509833436799e-05+-8.23134493363461e-07i,-1.23184315949781e-05+-3.65527188764838e-07i,-1.62918745959039e-05+-1.49568914015868e-06i,-1.91801204143218e-05+-4.69567460873423e-06i,-1.79665737465015e-05+4.80024077218547e-06i,-1.29568664867614e-05+1.66615999361421e-06i,-1.54838976649474e-05+1.33236434893381e-06i,2.38978670671438e-05+3.55045523557589e-05i,-4.44108065511318e-06+1.25616421406567e-05i
-87.6381409461014,92.7544372685456,31.2,2.77744851679247e-06+9.72650194297444e-10i,-9.03705079812651e-06+3.54793180376045e-09i,-1.17608995649806e-06+-9.04077587345875e-09i,1.17146898265853e-05+1.42301188084652e-08i,2.34015785971131e-06+-7.49950382615747e-07i,-1.7610854705057e-07+-1.59500873734195e-07i,1.38474795783769e-05+-7.73030252194806e-07i,4.8517982431975e-06+-5.14503440580312e-07i,-1.43998533063629e-05+1.18205672626304e-08i,1.74930744623083e-05+-2.47885221445182e-06i,7.97184463982605e-06+-1.69391509040587e-06i,-1.11204964764752e-05+1.14226691997221e-07i,2.52555162990327e-06+-1.80195395576049e-06i,5.02600695234779e-06+-2.71031564025781e-06i,3.65461198737627e-06+-3.19674579841499e-06i,5.77920261057016e-06+-5.21263866136199e-06i,9.02510494932827e-06+-1.76429398797073e-06i,-3.53867077868242e-05+9.98138278125125e-06i,-9.03448430829928e-07+-3.46448697177664e-06i,-3.7940065093563e-06+-5.13524207788407e-06i,-3.22149975342184e-06+-5.27136397105177e-06i,-2.93841912448143e-05+-2.91490043294981e-05i,0.000183146653131065+0.000617767959777406i,-1.92582058930892e-06+-6.31563643592708e-06i,-3.57504160463781e-06+-6.27944398833457e-06i,-7.30059834619212e-06+-5.11471266884049e-06i,-5.77785165212433e-06+-4.03234892364391e-06i,-1.43589151547556e-05+1.48731316766034e-05i,-3.05745248154027e-06+-9.77290394072458e-06i,-1.54334710238096e-08+-1.22372038960525e-05i,3.7236389537014e-05+-1.6718905414592e-05i,-1.97657305680671e-05+-2.84969654584288e-06i,-3.38796665946979e-05+-1.03852889634073e-06i,1.18845988511987e-05+-1.85470385364122e-05i,-1.27511632302455e-05+6.60889085913252e-07i,-1.94016526260279e-05+-3.36727526781376e-06i,-1.00837673482178e-05+6.36241827083539e-07i,-1.04914332743831e-05+9.62241801397599e-07i,-1.16017453952701e-05+5.4423799379248e-07i,-1.37513224018399e-05+-1.57104055010195e-06i,-1.32375795207798e-05+5.38894920221817e-06i,-6.88351650405232e-06+2.76357131668419e-06i,-7.83171703304631e-06+2.65111590536361e-06i,-4.23286151495941e-06+2.74160302866213e-05i,-8.25543384085695e-06+1.16140131009396e-05i
-87.6381409461014,107.024313976619,31.2,1.94075260983615e-06+9.87804638617022e-10i,-7.21629204223308e-06+-1.28319224806591e-09i,-7.63343145925416e-07+-9.37216611115337e-09i,8.39268592275363e-06+1.83115853738805e-08i,-7.70040333572329e-07+-6.4515201881297e-07i,-2.56972951835293e-07+-1.37596781332136e-07i,8.51923137650623e-06+-6.48065136704409e-07i,2.90960896632762e-06+-4.3272947892478e-07i,-8.71050277133139e-06+5.04345431419027e-08i,1.46888772161232e-05+-2.07220154907836e-06i,6.48653183267068e-06+-1.40988411234092e-06i,-6.72705500754361e-06+1.38330583485197e-07i,1.86620393534282e-06+-1.46652368919432e-06i,2.06964127382073e-06+-2.10867804375682e-06i,3.84959921595644e-06+-2.67145769265048e-06i,3.82428204679454e-06+-4.22755026962774e-06i,6.25922626093668e-06+-1.10778246985623e-06i,-1.82353240473332e-05+7.99032454952271e-06i,9.70185772051492e-08+-2.70949859533467e-06i,-2.23401735624592e-06+-3.93302644100899e-06i,-1.86385861587595e-06+-4.03800955965196e-06i,-6.71368668754612e-06+-2.24048790702282e-05i,-9.9238849704875e-05+0.000316130339600941i,-2.18798860009323e-06+-4.54963686801693e-06i,-3.4097190169122e-06+-4.40836753346809e-06i,-3.17893526818242e-06+-3.55997176246448e-06i,-4.10688443564871e-06+-2.58632476521138e-06i,-7.1134619286451e-06+1.11513179095646e-05i,-3.45652606924228e-06+-6.71546073555838e-06i,-4.06535665700787e-07+-8.26403312422455e-06i,2.95173604590679e-05+-1.23451280246272e-05i,-1.56296207244816e-05+-9.28921709649944e-07i,-2.43872667741134e-05+1.26424355848645e-06i,4.64388282143166e-06+-1.25688802134639e-05i,-9.50433246164974e-06+2.87239549079809e-06i,-1.32429207231443e-05+-1.83777742512926e-06i,-7.47012815378601e-06+1.81616635254755e-06i,-8.31268512510734e-06+2.03842764652806e-06i,-9.30977848104938e-06+2.18997817026684e-06i,-1.23739003317923e-05+1.10954314091338e-06i,-6.99276630542948e-06+5.55324123636869e-06i,-3.87006535084826e-06+3.34484171502943e-06i,-4.29601776408734e-06+3.35181781234828e-06i,-5.63629560371724e-06+2.03687883839298e-05i,-5.87905701404757e-06+1.00744515935752e-05i
-81.9837556475658,-107.023836644484,31.2,1.95882848706766e-06+7.81220331307431e-10i,-7.90658046486244e-06+-2.6033659948911e-09i,-9.6921153434496e-07+-9.94755805738846e-09i,8.30826572476073e-06+1.53924651948093e-08i,2.27143968598739e-06+-6.37620914020535e-07i,1.18695184173317e-06+-1.38060250891834e-07i,5.49504489197868e-06+-6.58722607434545e-07i,2.85572224795164e-06+-4.36809254709453e-07i,-8.52529998236771e-06+2.11451991739681e-08i,1.42841844506585e-05+-2.09257242816487e-06i,6.33446390768098e-06+-1.40324702884839e-06i,-6.19556066801492e-06+8.47662368190322e-08i,2.14441616285743e-06+-1.49728664575947e-06i,2.17504782964421e-06+-2.14228794121921e-06i,3.48878483699443e-06+-2.6864260244107e-06i,3.2871777085661e-06+-4.23871540714596e-06i,7.63479022411634e-06+-1.25876387783173e-06i,-1.27991572420755e-05+8.00151403556342e-06i,9.08100495557886e-07+-2.80194681291919e-06i,-1.6967522544956e-06+-4.06044558588011e-06i,-1.33393433757297e-06+-4.1648843072088e-06i,-5.50022993596795e-06+-2.24170474638052e-05i,-0.000110360176100568+0.00030488973813834i,-1.92691017450429e-06+-4.80488274870595e-06i,-1.91682310210436e-06+-4.86501769389779e-06i,-3.07855141549651e-06+-2.75332435210592e-06i,-4.40838830557814e-06+-2.4675478039611e-06i,-8.56535050782662e-06+1.13574721486678e-05i,-2.67689099708798e-06+-6.94878457298249e-06i,3.63608572890629e-07+-8.2759411051404e-06i,3.68278892638963e-05+-1.31299084258337e-05i,-1.70061256523913e-05+-1.11260546247139e-06i,-2.28682809623854e-05+1.07663546737208e-06i,-2.79797594754688e-05+1.35160493666144e-05i,-6.73479043269263e-06+-1.93301815494639e-06i,-8.11687720302027e-06+-3.07128541787178e-06i,-7.58889878151736e-06+1.13604065145917e-06i,-6.45841376462425e-06+1.25061606536611e-06i,-8.86773260543206e-06+1.19149201258008e-06i,-1.03368345525308e-05+-1.60856473278636e-07i,-8.2470187690983e-06+5.78363318408316e-06i,-5.37489138544461e-06+3.27043270312884e-06i,-5.30168874911307e-06+2.45903456433642e-06i,-2.35273323560072e-06+1.6115117597125e-05i,-5.94227952632078e-06+8.92969722252818e-06i
-81.9837556475658,-92.7539599364102,31.2,2.80877107959985e-06+7.59303715365434e-10i,-1.0217746175892e-05+2.13933723559283e-09i,-1.52841126917503e-06+-9.70531740905238e-09i,1.16662676467663e-05+1.13021768715819e-08i,6.76628085136693e-06+-7.41550148428928e-07i,1.84616334487274e-06+-1.60354043897183e-07i,9.69372843212408e-06+-7.85839398924461e-07i,4.79901898856709e-06+-5.19568764242482e-07i,-1.40939122608327e-05+-2.0168502737965e-08i,1.70004961254106e-05+-2.50541913773767e-06i,7.79538497454521e-06+-1.69421562055294e-06i,-1.02362070533613e-05+5.63912936998853e-08i,2.9901939797636e-06+-1.84104095442763e-06i,4.81119091050027e-06+-2.76319350694382e-06i,3.56802034034741e-06+-3.21580543930385e-06i,5.20782383087817e-06+-5.24740639467241e-06i,1.19578873623911e-05+-1.94997765481638e-06i,-2.96201041264367e-05+1.00522733949887e-05i,1.31862190883121e-07+-3.58098606893287e-06i,-3.05657076158403e-06+-5.30268407137482e-06i,-2.49284058199164e-06+-5.43908477003656e-06i,-2.85806435719525e-05+-2.92740366023275e-05i,0.00017982070891848+0.000612824874002722i,-1.37448854522542e-06+-6.65944783810042e-06i,-1.25719751250621e-06+-6.83490646681128e-06i,-9.78417265704069e-06+-4.15901888564398e-06i,-6.60725175033853e-06+-3.92968244162294e-06i,-1.58865214065978e-05+1.51299288264035e-05i,-2.47180322365219e-06+-1.01300254106884e-05i,7.92404888378525e-07+-1.22949154885542e-05i,4.76871259122492e-05+-1.78310311363874e-05i,-2.20431998514867e-05+-3.10691395057088e-06i,-3.37121803210774e-05+-1.34679427041179e-06i,-4.25137451354289e-05+1.37471300506753e-05i,-7.14000976150374e-06+-5.06452794921712e-06i,-1.10255944084699e-05+-4.85963176126056e-06i,-9.82459213860339e-06+-3.16538001589796e-07i,-9.16454221845025e-06+-2.84862847015192e-07i,-1.05966667883081e-05+-8.72079133512566e-07i,-1.0642334460211e-05+-3.39231106860338e-06i,-1.52700633368365e-05+5.68512820907759e-06i,-9.10591553298651e-06+2.54121093137715e-06i,-9.18205340605937e-06+1.32548035873198e-06i,3.64790961211387e-06+2.14266536703645e-05i,-7.42254085880548e-06+9.94711261396576e-06i
-81.9837556475658,-78.4840832283367,31.2,3.61361876737768e-06+7.58661887316505e-10i,-9.54297562547345e-06+5.6634788795446e-09i,-2.2711933931052e-06+-9.58861103382695e-09i,1.35817278645519e-05+7.46329345161884e-09i,2.19835477521555e-05+-8.30866881142586e-07i,4.36614407182151e-06+-1.83008994948493e-07i,1.45326252903227e-05+-9.17562494618119e-07i,8.08105744309309e-06+-6.04897598837808e-07i,-2.21828194733609e-05+-7.22906873834235e-08i,1.60107986606692e-05+-2.94344617705976e-06i,8.1037048938471e-06+-1.9964182423669e-06i,-1.60153990841633e-05+2.44281914982091e-08i,3.95042642932722e-06+-2.19534112294438e-06i,8.45033766690085e-06+-3.41065330136607e-06i,3.5084030373672e-06+-3.75982536686348e-06i,7.94426775409545e-06+-6.2861913298185e-06i,1.78963553105791e-05+-2.6835966843756e-06i,-5.5393737030045e-05+1.20882386020272e-05i,-1.2411237322432e-06+-4.37193028460146e-06i,-4.14507453498558e-06+-6.58485388937424e-06i,-3.38548720778695e-06+-6.75347165207413e-06i,-4.90872944861267e-05+-3.65591759505855e-05i,0.000432104702148658+0.000903283128757034i,1.37713013060254e-07+-8.58540885258811e-06i,7.09958915296253e-07+-8.89095898454932e-06i,-3.818516905012e-05+-6.1921554111316e-06i,-1.17320089093325e-05+-5.47815735466448e-06i,-1.75430204821052e-05+1.86365551492078e-05i,-6.23801248806567e-06+-1.35172525899734e-05i,-3.07858551764664e-06+-1.650431923078e-05i,3.74970835483804e-05+-2.24034443181897e-05i,-2.2591466382206e-05+-5.32217111983688e-06i,-3.61788976989839e-05+-4.2642497339745e-06i,-6.54509297690952e-05+1.25045397527094e-05i,-1.35479743578888e-05+-8.50639211079828e-06i,-1.08564190526032e-05+-6.66247802543863e-06i,-1.28220125195932e-05+-2.17695732154548e-06i,-1.50430966583044e-05+-2.29152499086791e-06i,-1.44239585732944e-05+-3.52949931478976e-06i,-1.45831530404985e-05+-7.3307799838014e-06i,-2.04893800325473e-05+5.00145738099664e-06i,-1.68282076068923e-05+1.1638616297204e-06i,-1.87320777201663e-05+-4.18844323556441e-07i,4.72586739778373e-05+2.62550529203363e-05i,3.84605859461842e-07+9.59927885225956e-06i
-81.9837556475658,-64.2142065202632,31.2,4.1985583919615e-06+7.5396584797358e-10i,-4.82042245571479e-06+7.61176193210429e-09i,-2.83064184153664e-06+-9.42369727738987e-09i,1.35598575487589e-05+4.20405996293594e-09i,4.34197661632395e-05+-8.9321615238681e-07i,7.75006405079134e-06+-2.01960263684839e-07i,1.96577848967927e-05+-1.03291228423995e-06i,1.1857196216954e-05+-6.79597283972698e-07i,-3.16452574738657e-05+-1.25535225761115e-07i,1.72235704042193e-05+-3.32355009284443e-06i,9.36353325239499e-06+-2.26516047767504e-06i,-2.37350957317322e-05+-6.42770081370439e-09i,4.82374780257109e-06+-2.51730166338647e-06i,1.04394789706147e-05+-3.99939816890343e-06i,5.58506752921913e-06+-4.24843713467895e-06i,1.15235928786436e-05+-7.26024619355707e-06i,2.08964834957403e-05+-3.37461936954189e-06i,-7.52786216101763e-05+1.41062851972568e-05i,-1.38329655506496e-06+-5.12718514705889e-06i,-2.67719994179715e-06+-7.88452103247368e-06i,-1.84832673952447e-06+-8.07904348070731e-06i,-2.44097466386668e-05+-4.53711043775719e-05i,1.26754943457124e-05+0.000774059045528751i,2.36293332847008e-06+-1.05342429910866e-05i,3.73065967145459e-06+-1.09985712818555e-05i,-8.91709004465054e-05+-8.72032745930359e-06i,-1.98100309188535e-05+-7.05945096967164e-06i,-1.02333814130747e-05+2.176088279879e-05i,-1.49166584373095e-05+-1.70817125629836e-05i,-1.2794140706814e-05+-2.08401839745238e-05i,-7.59114588564008e-06+-2.66123720316298e-05i,-1.43611759526276e-05+-7.7120062996711e-06i,-1.93886613274834e-05+-7.57688150895715e-06i,-9.0466919624185e-05+9.68722901024378e-06i,-2.55955079699532e-05+-1.21481832720221e-05i,-1.62169470987682e-05+-8.56544152207513e-06i,-1.81920896262803e-05+-4.27687075485088e-06i,-2.49236747969575e-05+-4.56305056897253e-06i,-2.25485979507181e-05+-6.49533060630414e-06i,-2.64840952525018e-05+-1.15879524692927e-05i,-2.27935126783418e-05+4.05862417720594e-06i,-2.5884875081007e-05+-5.49782515606493e-07i,-3.00337096016735e-05+-2.4977100742568e-06i,9.7711699553827e-05+3.16143290140805e-05i,8.77444537547327e-06+8.83514970175855e-06i
-81.9837556475658,-49.9443298121896,31.2,4.60226889397521e-06+7.46244002180177e-10i,2.67932565479517e-06+8.05820873184282e-09i,-3.30017103192079e-06+-9.33023532979597e-09i,1.22717149752361e-05+1.54102695992865e-09i,6.88460524520339e-05+-9.32078084276046e-07i,1.26161761017459e-05+-2.17122048372067e-07i,2.14635239348553e-05+-1.13339907011575e-06i,1.52951443450305e-05+-7.42378932312122e-07i,-4.24848823592028e-05+-1.74085623160526e-07i,2.75232982682566e-05+-3.59423250594778e-06i,1.39907863603989e-05+-2.48004598346394e-06i,-3.39648497835802e-05+-3.35310350932766e-08i,5.47333075109409e-06+-2.78264870451405e-06i,8.59097966903104e-06+-4.45679850247377e-06i,1.16239005371693e-05+-4.63583020027362e-06i,1.56042988028088e-05+-8.0704028450559e-06i,2.13764685561618e-05+-3.96043422043082e-06i,-8.09061483238106e-05+1.59585809114587e-05i,8.37602486083198e-07+-5.75876085469217e-06i,2.50683685942207e-06+-9.05990418667512e-06i,3.19374045206009e-06+-9.26696338985953e-06i,4.21847410054016e-05+-5.4430922621754e-05i,-0.00101224514673951+0.000246997813525622i,6.01280264109769e-06+-1.22095799911781e-05i,8.60534723068049e-06+-1.2829352725013e-05i,-0.000163240636749163+-1.1584831017967e-05i,-3.04678487446281e-05+-8.42893349207213e-06i,-3.27447811320928e-06+2.42432722581307e-05i,-2.45368213946152e-05+-2.01528218801642e-05i,-2.66689599148676e-05+-2.45173987077497e-05i,-6.25994855825686e-05+-2.98811175736111e-05i,-2.7761930952429e-06+-9.88146684113984e-06i,1.1991087065974e-05+-1.07992319248915e-05i,-0.000122720971750987+5.68670650547346e-06i,-4.02778846475954e-05+-1.52118831030666e-05i,-2.62698302307136e-05+-1.02086767631294e-05i,-2.36735535582932e-05+-6.38358378023532e-06i,-3.28685104961932e-05+-6.76592178661104e-06i,-2.72115926183088e-05+-9.52467404324631e-06i,-3.04169195583238e-05+-1.59350324162711e-05i,-3.12642699949171e-05+2.77246867395263e-06i,-3.18137610918515e-05+-2.48339086877657e-06i,-3.64958375850294e-05+-4.64031698726395e-06i,0.000107160907550603+3.38741749481296e-05i,6.50310415209384e-06+6.77619504330633e-06i
-81.9837556475658,-35.6744531041161,31.2,4.84339262152412e-06+7.37847729711739e-10i,1.13367281905854e-05+7.54483042518895e-09i,-3.49955173931951e-06+-9.24191765425864e-09i,1.04917690650445e-05+-4.36463346886372e-10i,9.17178928417949e-05+-9.55750058851799e-07i,1.80850792731284e-05+-2.28092114460075e-07i,1.89093182318065e-05+-1.21595959519411e-06i,1.75809596110661e-05+-7.91171651614702e-07i,-5.34060554136895e-05+-2.12334671086092e-07i,4.78858171432645e-05+-3.74289406209069e-06i,2.21904858849185e-05+-2.63396645293702e-06i,-4.59189343754064e-05+-5.48724030160701e-08i,5.78589099744446e-06+-2.98458478993921e-06i,3.69163135255432e-06+-4.77968452692192e-06i,2.02328921222509e-05+-4.91882179980779e-06i,1.97343986044428e-05+-8.70174538687717e-06i,1.74979356337522e-05+-4.41873421721974e-06i,-7.40946732051484e-05+1.75825895342494e-05i,4.23944066206094e-06+-6.2554606331299e-06i,9.72973380362126e-06+-1.00921325811555e-05i,1.00257074496836e-05+-1.02975074744402e-05i,9.42909133604167e-05+-6.16606255119647e-05i,-0.00179795711818236+-0.000153078296833025i,1.03346806882388e-05+-1.35900932800436e-05i,1.38154941585888e-05+-1.43477213547424e-05i,-0.000223830787971115+-1.36997282397463e-05i,-3.90341693691638e-05+-9.56406377338418e-06i,-1.62469578427711e-05+2.71011455116546e-05i,-2.52446139975449e-05+-2.25409291678594e-05i,-3.77602356797911e-05+-2.75550208345502e-05i,-8.06297282156168e-05+-3.30361539201806e-05i,1.03668837969733e-06+-1.16861974803274e-05i,3.36574533971478e-05+-1.35888209384784e-05i,-0.000140248142802242+5.22580272038699e-07i,-4.36099785497612e-05+-1.75706818418552e-05i,-5.00179376182949e-05+-1.16644754323705e-05i,-2.7752300730381e-05+-8.25985915893789e-06i,-3.38172954463051e-05+-8.57632836837266e-06i,-2.63233697830759e-05+-1.22657565230848e-05i,-2.38978528976692e-05+-1.99419693667469e-05i,-4.55701711468909e-05+1.46901476101179e-06i,-3.00730225598458e-05+-4.30577399914434e-06i,-3.24401501961007e-05+-6.5658355841276e-06i,5.3991948870138e-05+3.40280278470898e-05i,-9.85913430881682e-06+4.48111832749046e-06i
-81.9837556475658,-21.4045763960426,31.2,4.98253271320589e-06+7.33791478129585e-10i,1.85313081303335e-05+6.86872414627804e-09i,-3.55619827260029e-06+-9.16635310689131e-09i,9.02631840330463e-06+-1.77165832490694e-09i,0.000108841863206378+-9.69629173139392e-07i,2.34417970744455e-05+-2.35087290316938e-07i,1.27040774475706e-05+-1.27881304728648e-06i,1.86395369501433e-05+-8.25505357770157e-07i,-6.28673611382604e-05+-2.37765610558217e-07i,7.1478526976828e-05+-3.8001096867076e-06i,3.13393454392801e-05+-2.73192389030388e-06i,-5.72940129594452e-05+-6.83694964743161e-08i,5.80815095387548e-06+-3.12193694688394e-06i,-2.08050653913296e-06+-4.97807635568596e-06i,2.90102668016595e-05+-5.10914894810778e-06i,2.36681749918385e-05+-9.14764334948985e-06i,1.28690321457409e-05+-4.73892227107582e-06i,-7.12953642075116e-05+1.86947451257015e-05i,6.35493895875245e-06+-6.60321887518019e-06i,1.59151104237218e-05+-1.08954486822444e-05i,1.57144895379824e-05+-1.10909266088426e-05i,9.08535677918584e-05+-6.54340279156082e-05i,-0.00173734979766321+-5.06035669622408e-05i,1.46044297139922e-05+-1.460493579722e-05i,1.87811560132283e-05+-1.54557039053053e-05i,-0.000262735004726104+-1.50288867111729e-05i,-4.46638309883191e-05+-1.04247297316155e-05i,-4.96811293266624e-05+3.03223778630934e-05i,-1.66024351636619e-05+-2.41399447699324e-05i,-4.30663654360921e-05+-2.98894588268345e-05i,-3.82180548340965e-05+-3.6338752741433e-05i,-1.03689067623112e-05+-1.29786305270543e-05i,3.17879539264973e-05+-1.56180810017491e-05i,-0.000134988941953417+-6.40001610677134e-06i,-4.09648304807618e-05+-1.90432685559755e-05i,-8.09301039421791e-05+-1.28011323652507e-05i,-3.1641619053711e-05+-9.63914986696227e-06i,-3.24176437646654e-05+-9.79178843608206e-06i,-2.70869758108303e-05+-1.4278539666129e-05i,-2.18049542720021e-05+-2.28795335027487e-05i,-5.60669705386518e-05+4.53510863365293e-07i,-2.68962011581886e-05+-5.6709092820718e-06i,-2.75598035785091e-05+-7.89686372467324e-06i,1.37237857623528e-05+3.40642355574612e-05i,-2.09422396998851e-05+2.72487394805767e-06i
-81.9837556475658,-7.13469968796906,31.2,5.03076495235614e-06+7.36920599814605e-10i,2.24867043591715e-05+6.49944029834096e-09i,-3.55181449416203e-06+-9.06388459044075e-09i,8.16852078063874e-06+-2.37363328891683e-09i,0.000117527889685894+-9.74666048137053e-07i,2.63977140605058e-05+-2.3796834328022e-07i,8.44507160157205e-06+-1.30979521010994e-06i,1.88850472655793e-05+-8.41465794898301e-07i,-6.74614605933776e-05+-2.48483472545403e-07i,8.61836049795449e-05+-3.80792579349597e-06i,3.69164370051244e-05+-2.7741594902038e-06i,-6.28301745011661e-05+-7.47265754514226e-08i,5.71575439620637e-06+-3.18436346664508e-06i,-6.26974689908166e-06+-5.05862861615055e-06i,3.47468812943433e-05+-5.18799370247343e-06i,2.5707730970988e-05+-9.3555812803703e-06i,1.18319190832407e-05+-4.89325356922204e-06i,-6.87808384351315e-05+1.92366548584268e-05i,7.60420965071311e-06+-6.76263469056948e-06i,1.94292960428326e-05+-1.13079559974934e-05i,1.88796229948801e-05+-1.14942839167223e-05i,6.18366667097644e-05+-6.62351278200292e-05i,-0.00129016067090512+0.000258213721798653i,1.69598229452854e-05+-1.51039232339678e-05i,2.17589425152377e-05+-1.59844499668231e-05i,-0.000268488535622004+-1.50445868591661e-05i,-4.5686797918765e-05+-1.08500319673746e-05i,-8.15057987496786e-05+3.25937849593086e-05i,-5.58553748031633e-06+-2.47947805391967e-05i,-4.17802345927355e-05+-3.10267509920169e-05i,1.61501136438379e-05+-3.85432745511984e-05i,-2.37006174846353e-05+-1.35839315093763e-05i,1.79040515120853e-05+-1.6630035803509e-05i,-8.22721881086298e-05+-1.6611998485233e-05i,-3.6646328467121e-05+-1.94353743563583e-05i,-0.00010357239085052+-1.34237557256336e-05i,-3.28154788095119e-05+-1.03831524681687e-05i,-3.16016116630338e-05+-1.04034852326756e-05i,-2.960009904831e-05+-1.5299224835049e-05i,-2.84865842196674e-05+-2.42075747639304e-05i,-5.12236598183569e-05+-2.17763650633469e-07i,-2.23471741861493e-05+-6.45152251007259e-06i,-2.29608053250713e-05+-8.44480176442022e-06i,1.99367273798892e-06+3.36502336492831e-05i,-1.96975469217627e-05+1.57602675042035e-06i
-81.9837556475658,7.13517702010446,31.2,5.03827013477541e-06+7.34256182811484e-10i,2.24931002223188e-05+6.44162508724886e-09i,-3.54920254941944e-06+-9.07645104544832e-09i,8.20862509201124e-06+-2.40925512644149e-09i,0.000117697631838898+-9.75248268393182e-07i,2.6419733622809e-05+-2.38122551254058e-07i,8.47894861434732e-06+-1.31084395837827e-06i,1.88889439084128e-05+-8.42195100562816e-07i,-6.78206027465366e-05+-2.49128700461876e-07i,8.6593040095972e-05+-3.80827212818159e-06i,3.70385611646328e-05+-2.77764401233162e-06i,-6.3213569343825e-05+-7.475771708006e-08i,5.55444954878143e-06+-3.18660800675525e-06i,-5.94312910279659e-06+-5.06607106161284e-06i,3.46869844502554e-05+-5.19537566127037e-06i,2.597971099734e-05+-9.36898143417788e-06i,1.14525707222697e-05+-4.89837976824199e-06i,-6.94608369044615e-05+1.92491928265089e-05i,7.61826486316576e-06+-6.77004298554356e-06i,1.94462323717775e-05+-1.13230787770473e-05i,1.88973610446101e-05+-1.15097681768486e-05i,6.1657749370208e-05+-6.63049186421554e-05i,-0.00128776679981823+0.000260925275158347i,1.67850038461388e-05+-1.51232366525318e-05i,2.25522437690001e-05+-1.59715226180112e-05i,-0.000272483938454941+-1.51863134478797e-05i,-4.64829006117893e-05+-1.09086086110308e-05i,-8.25847143181879e-05+3.27090594828015e-05i,-5.80701145078589e-06+-2.48762815752623e-05i,-4.26823462985392e-05+-3.11177908690963e-05i,1.6356021869697e-05+-3.86240720365139e-05i,-2.40414069767772e-05+-1.36155191264292e-05i,1.82723869382328e-05+-1.66774285383946e-05i,-2.89171153664207e-05+-2.74011945672227e-05i,-5.02464633397321e-05+-1.86931674978076e-05i,-0.000104672606704266+-1.34760861466002e-05i,-3.34062887966015e-05+-1.03769877453518e-05i,-3.27634180258528e-05+-1.02924390846146e-05i,-3.02604112685367e-05+-1.52856916522094e-05i,-2.99860203527637e-05+-2.42481003413001e-05i,-5.25925551376445e-05+-1.83972432698104e-07i,-2.32094475431972e-05+-6.30601855228581e-06i,-2.49729694122085e-05+-7.94238473386093e-06i,2.75889879138933e-06+3.36791276284256e-05i,-2.00323678157282e-05+1.61011696759905e-06i
