f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11
111,186.5,285,375.5,498,684,730.5,841.5,984,1196.5,1374
-0.0249210947748099,-0.0185960264100189,-0.0203870668993512,-0.0224493191707128,-0.025001325785639,-0.0227686181590086,-0.0264613845912811,-0.0331523115950816,-0.00575075655303196,-0.0254111666948877,-0.00749048587489996
1.00611711046832,0.957311516552935,0.941447443325982,1.10607516746834,0.942814436763171,4.2179375676787,0.971927727173547,0.655099693243229,1.23733703618423,0.852733494696055,1.60493492516565
