0,017272	-0,003502	-0,001709
0,032385	-0,003748	-0,000617
0,013386	-0,000099	-0,001757
0,035624	-0,003304	-0,000855
0,028499	0,000345	-0,004321
0,026124	-0,000888	0,003087
0,016840	-0,002811	0,000142
0,017488	-0,005030	0,001187
0,030442	0,000395	0,000190
0,019647	-0,000789	-0,003419
0,007988	-0,003797	0,000665
0,036703	0,002614	-0,002612
0,020727	-0,005524	-0,004701
0,031090	0,001036	-0,000142
0,011443	-0,001578	-0,001282
0,032601	-0,000099	-0,002279
0,024613	-0,001134	-0,002469
0,023965	-0,002515	-0,000285
0,026988	-0,001973	0,000855
0,028067	-0,001726	-0,000142
0,025045	-0,002318	-0,004606
0,011659	-0,001726	-0,001472
0,020511	-0,000986	-0,002754
0,019215	-0,005770	0,000522
0,012738	-0,001874	-0,002232
0,032385	-0,002712	0,002042
0,036056	-0,002712	-0,001377
0,020295	-0,003847	-0,000997
0,027635	0,001726	-0,003846
0,020727	-0,001134	-0,003941
0,031737	-0,002614	-0,000617
0,021374	0,000197	-0,001662
0,022022	-0,001184	-0,003514
0,012738	-0,007694	0,000142
0,036056	-0,001134	-0,001662
0,034976	-0,003403	-0,003799
0,018136	-0,003304	-0,000760
0,045555	-0,003058	-0,002422
0,014249	-0,003452	0,000475
0,026988	-0,001775	-0,006506
0,021158	-0,002318	-0,001520
0,033896	-0,003649	-0,000475
0,022238	-0,000395	-0,000380
0,033681	-0,003452	-0,002137
0,042964	-0,004044	-0,000997
0,021374	-0,001578	-0,000997
0,039078	-0,003797	0,000000
0,031306	-0,001036	-0,005698
0,058293	-0,001578	-0,002279
0,131700	-0,013858	-0,005556
0,261241	0,021946	0,004036
0,419064	0,006609	-0,010447
0,581206	0,018889	0,023078
0,710099	-0,077182	0,002849
0,861878	0,003304	0,041977
0,970044	0,514086	-0,125884
1,073461	0,753819	-0,360273
1,166946	0,351042	-0,268674
1,210990	-0,571788	0,015005
1,239705	-1,641387	0,174367
1,229558	-2,213322	-0,204236
1,237978	-2,076663	-0,637542
1,219626	-1,390212	-0,651693
1,157663	-0,451650	-0,460610
1,110812	0,527007	-0,569353
1,052950	1,675909	-1,001282
1,001782	2,890354	-1,381784
0,936364	3,830099	-1,273279
0,880014	4,407115	-0,329930
0,823232	4,773939	1,107507
0,755870	5,090804	2,610854
0,710747	5,089275	3,891874
0,650511	4,968250	4,875301
0,593944	4,885150	5,759008
0,530038	4,595902	6,296973
0,458358	4,051141	6,290325
0,425541	3,166335	5,853742
0,352783	2,248584	5,181013
0,328602	1,365948	4,483592
0,264047	0,615730	3,753928
0,214390	0,206690	2,820693
0,165164	0,061055	1,654209
0,122416	0,056567	0,292464
0,116371	0,202202	-1,093499
0,063907	0,446866	-2,163825
0,053328	0,654592	-2,880193
0,056134	0,993995	-3,284390
0,039294	1,240830	-3,409610
0,008420	1,151269	-3,283488
0,038430	0,601132	-3,117193
0,003239	-0,442378	-3,152997
0,011443	-1,527217	-3,349350
0,010579	-2,386082	-3,554678
0,031522	-3,044718	-3,492947
-0,011227	-3,816636	-3,284485
-0,006261	-4,725608	-2,964669
0,004102	-5,300946	-2,576522
0,022022	-5,289307	-2,150671
0,004102	-4,864584	-1,723538
0,006045	-4,387486	-1,166912
0,015329	-4,055431	-0,212023
0,015977	-3,774568	1,024882
0,003886	-3,490499	2,311457
0,009931	-3,198786	3,396266
0,021806	-2,880835	4,202002
0,027419	-2,661816	4,734791
0,045123	-2,474607	5,026637
0,048146	-2,331043	5,071749
0,022454	-2,406844	4,816181
0,058941	-2,454732	4,291750
0,032817	-2,081398	3,596181
0,039726	-1,015202	2,829668
0,045339	0,447951	1,987415
0,044692	1,928859	1,091552
0,041237	3,255451	0,221568
0,034760	4,333977	-0,464124
0,060236	4,987780	-0,887174
0,043180	5,087352	-1,050619
0,030226	4,852699	-0,871551
0,046419	4,400556	-0,338477
0,033681	3,741969	0,457286
0,014465	2,958905	1,443895
0,020942	2,201141	2,495986
0,023317	1,677339	3,409657
0,021374	1,513753	4,067855
0,026124	1,646713	4,409324
0,021806	1,823566	4,492662
0,006909	1,972258	4,400777
0,031090	2,158235	4,156131
0,021374	2,510756	3,781849
0,011011	3,026470	3,269147
0,021158	3,527635	2,529511
0,007772	3,854068	1,522959
0,010147	3,986091	0,296500
0,024829	3,957240	-1,043781
0,016408	3,706608	-2,387149
-0,000648	3,169146	-3,633219
-0,001727	2,400630	-4,651691
0,015545	1,580430	-5,449639
0,013386	0,803777	-6,042877
0,019431	0,069735	-6,476516
0,021590	-0,602808	-6,754069
0,013170	-1,172278	-6,874968
0,015977	-1,565881	-6,825060
0,023317	-1,720837	-6,565076
0,021374	-1,717878	-6,033570
0,032169	-1,761327	-5,237379
0,030442	-2,033856	-4,233580
0,021158	-2,532111	-3,078587
0,030658	-3,178368	-1,825205
0,035624	-3,895396	-0,596847
0,016408	-4,624408	0,529417
0,026124	-5,301291	1,540291
0,019863	-5,894138	2,370055
0,026556	-6,405708	2,950139
0,036919	-6,727604	3,227550
0,022886	-6,685881	3,194452
0,007557	-6,240396	2,928106
0,025692	-5,598775	2,472861
0,056134	-4,977817	1,879956
0,046635	-4,476751	1,206040
0,032385	-4,024460	0,523956
0,037135	-3,455730	-0,143929
0,037351	-2,706991	-0,809297
0,009068	-1,822875	-1,422337
0,021590	-0,859210	-1,945343
0,021806	0,215764	-2,318295
0,041453	1,406536	-2,510375
0,030010	2,649240	-2,555676
0,046635	3,902103	-2,534355
0,034328	5,137360	-2,505721
0,018999	6,276398	-2,491475
0,023101	7,219103	-2,478037
0,002375	7,834536	-2,450353
0,023749	8,064356	-2,391756
0,019431	8,000046	-2,287477
0,024829	7,776490	-2,123652
0,026556	7,473631	-1,814520
0,019431	7,112823	-1,256802
0,020079	6,730465	-0,380977
0,012738	6,334149	0,788641
0,029363	5,920473	2,081959
0,020295	5,456346	3,308703
0,011659	4,917009	4,276032
0,018352	4,223358	4,790681
0,030874	3,302648	4,806589
0,030658	2,125734	4,367917
0,029578	0,779365	3,613750
0,025476	-0,650745	2,694809
0,002591	-2,042585	1,743814
0,046203	-3,291207	0,841018
0,037567	-4,341769	0,024977
